,y,Solar PV (utility),Solar PV (roof top),Solar PV with storage
3,2029.0,0.5,0.0,0.0
4,2030.0,0.5,0.0,0.0
5,2031.0,1.5,0.0,0.0
6,2032.0,1.3977697784375707,0.0,0.0
7,2038.0,0.09449749074741558,0.0,0.0
8,2039.0,1.5,0.0,0.0
9,2040.0,1.5,0.0,0.0
10,2041.0,2.0265858115034945,0.0,0.0
11,2043.0,0.0,0.573258827465146,0.0
12,2044.0,0.0,0.49950697819501205,0.0
13,2045.0,0.0,0.42402582469707434,0.0
14,2046.0,0.0,2.2545370190976,0.0
15,2047.0,0.0,2.7221052794448015,0.0
16,2048.0,0.0,2.0392480303575438,0.0
17,2049.0,0.0,2.449140181828734,0.0
18,2050.0,0.0,3.0,0.0
19,2051.0,0.0,2.5140624733262458,0.0
20,2052.0,0.0,2.8677974387199714,0.0
21,2053.0,0.0,3.0,0.0
22,2054.0,0.0,3.0,0.0
23,2055.0,0.0,3.0,0.33168056797677326
24,2056.0,0.0,3.0,0.46163814647644197
25,2057.0,0.0,3.0,0.5
26,2058.0,0.0,3.0,0.5
27,2059.0,0.0,3.0,0.5
28,2060.0,0.0,3.0,0.5
29,2061.0,0.0,3.0,0.02924549846063184
30,2062.0,0.0,3.0,0.0756914988995884
31,2063.0,0.0,3.0,0.5
32,2064.0,0.0,3.0,0.5
33,2065.0,0.0,3.0,0.5
34,2066.0,0.0,3.0,0.5
35,2067.0,1.2455883233123644,3.0,0.5
36,2068.0,1.2006901876454465,3.0,0.5
37,2069.0,0.46354831150835507,3.0,0.5
38,2070.0,1.5727233926138273,3.0,0.5
