country,country_lo,name,gppd_idnr,capacity_m,latitude,longitude,primary_fu,other_fuel,other_fu_1,other_fu_2,commission,owner,source,url,geolocatio,wepp_id,year_of_ca,generation,generati_1,generati_2,generati_3,generati_4,generati_5,generati_6,generati_7,estimated_,estimate_1,estimate_2,estimate_3,estimate_4,estimate_5,estimate_6,estimate_7,estimate_8,estimate_9,field_37,field_38,field_39,SAMPLE_1
EGY,Egypt,Wadi Hof,WRI1000072,100.000000000000000,29.875699999999998,31.319400000000002,Gas,,,,1985.000000000000000,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,"1014130",,,126.000000000000000,,,,,,Egyptian Electricity Holding Company,,,,,463.930000000000007,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1,,,,6874.718261718750000
EGY,Egypt,Walidia,WRI1000102,600.000000000000000,27.211099999999998,31.161400000000000,Oil,,,,,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,"1014140",,,3510.000000000000000,,,,,,Egyptian Electricity Holding Company,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,,,,21183.406250000000000
EGY,Egypt,Zafarana,WRI1000087,547.000000000000000,29.239200000000000,32.598300000000002,Wind,,,,,,Egyptian Electricity Holding Company,http://www.moee.gov.eg/english_new/report.aspx,GEODB,"1014142",,,1332.000000000000000,,,,,,Egyptian Electricity Holding Company,,,,,1604.529999999999973,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1,,,,
ETH,Ethiopia,Adama,WRI1000065,204.000000000000000,8.591300000000000,39.249499999999998,Wind,,,,,,Africa's Power Journal,http://www.esi-africa.com/news/153mw-adama-wind-farm-grows-ethiopias-renewable-energy-plan/,WRI,"1080956",,,,,,,,,,,,,,492.370000000000005,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1,,,,1513.067382812500000
ETH,Ethiopia,Aluto-Langano,WRI1022987,7.300000000000000,7.788600000000000,38.794699999999999,Geothermal,,,,2013.000000000000000,,World Bank,http://documents.worldbank.org/curated/en/151581468038142238/E43920V10P13360Box382090B00PUBLIC0.docx,WRI,"1044155",,,,,,,,,,,,,,0.000000000000000,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1,,,,90.461914062500000
ETH,Ethiopia,Awash II,WRI1000055,64.000000000000000,8.393200000000000,39.351999999999997,Hydro,,,,1996.000000000000000,,Africa Hydropower Resources Database,http://afrec-energy.org/En/administration/hydro/index.php,GEODB,,,,,,,,,,,"268.69","230.92",266.649999999999977,270.689999999999998,273.740000000000009,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,,,,1101.804931640625000
ETH,Ethiopia,Beles,WRI1000056,460.000000000000000,11.819599999999999,36.918100000000003,Hydro,,,,2010.000000000000000,,Africa Hydropower Resources Database,http://afrec-energy.org/En/administration/hydro/index.php,GEODB,"1044157",,,,,,,,,,"1717.51","1157.20",1717.509999999999991,1617.940000000000055,1451.859999999999900,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,,,,1043.466674804687500
ETH,Ethiopia,Fincha,WRI1000057,134.000000000000000,9.558000000000000,37.366300000000003,Hydro,,,,1973.000000000000000,,Africa Hydropower Resources Database,http://afrec-energy.org/En/administration/hydro/index.php,GEODB,"1016741",,,,,,,,,,"513.67","401.99",513.669999999999959,526.169999999999959,534.779999999999973,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,,,,1835.391967773437500
ETH,Ethiopia,Fincha Amerti Nesha,WRI1000058,100.000000000000000,9.558000000000000,37.366300000000003,Hydro,,,,2011.000000000000000,,Africa Hydropower Resources Database,http://afrec-energy.org/En/administration/hydro/index.php,GEODB,"1067845",,,,,,,,,,"412.33","347.53",411.470000000000027,422.720000000000027,445.230000000000018,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,,,,1835.391967773437500
ETH,Ethiopia,Gilgel Gibe I,WRI1000059,184.000000000000000,7.834900000000000,37.323599999999999,Hydro,,,,2004.000000000000000,,Africa Hydropower Resources Database,http://afrec-energy.org/En/administration/hydro/index.php,GEODB,"1016742",,,,,,,,,,"721.73","569.18",722.789999999999964,724.769999999999982,695.039999999999964,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,,,,
ETH,Ethiopia,Gilgel Gibe II,WRI1000060,420.000000000000000,7.757100000000000,37.562399999999997,Hydro,,,,2010.000000000000000,,Africa Hydropower Resources Database,http://afrec-energy.org/En/administration/hydro/index.php,GEODB,"1062538",,,,,,,,,,"1629.31","1382.99",1624.369999999999891,1633.769999999999982,1508.359999999999900,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,,,,
ETH,Ethiopia,Gilgel Gibe III,WRI1022986,1870.000000000000000,6.848200000000000,37.301800000000000,Hydro,,,,2015.000000000000000,,Hydro World,http://www.hydroworld.com/articles/2015/10/power-generation-begins-at-1-870-mw-gibe-iii-hydroelectric-project-in-ethiopia.html,WRI,"1066600",,,,,,,,,,"6813.20","5714.73",6810.949999999999818,6763.409999999999854,6272.930000000000291,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,,,,122.363899230957017
ETH,Ethiopia,Koka,WRI1000061,43.200000000000003,8.468400000000004,39.158799999999999,Hydro,,,,1960.000000000000000,,Africa Hydropower Resources Database,http://afrec-energy.org/En/administration/hydro/index.php,GEODB,"1016746",,,,,,,,,,"182.54","155.50",179.990000000000009,183.289999999999992,184.770000000000010,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,,,,1093.467163085937500
ETH,Ethiopia,Melka Wekana,WRI1000062,153.000000000000000,7.176100000000000,39.431100000000001,Hydro,,,,1983.000000000000000,,Africa Hydropower Resources Database,http://afrec-energy.org/En/administration/hydro/index.php,GEODB,"1016744",,,,,,,,,,"608.25","471.26",618.049999999999955,611.600000000000023,576.789999999999964,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,,,,1723.292724609375000
ETH,Ethiopia,Tekeze,WRI1000063,300.000000000000000,13.349200000000000,38.740499999999997,Hydro,,,,2009.000000000000000,,Africa Hydropower Resources Database,http://afrec-energy.org/En/administration/hydro/index.php,GEODB,"1042646",,,,,,,,,,"1233.05","1057.39",1215.250000000000000,1224.180000000000064,1146.940000000000055,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,,,,999.358947753906250
ETH,Ethiopia,Tis Abay I,WRI1000064,84.400000000000006,11.488700000000000,37.599899999999998,Hydro,,,,,,Africa Hydropower Resources Database,http://afrec-energy.org/En/administration/hydro/index.php,GEODB,"1016749",,,,,,,,,,"374.81","351.88",425.649999999999977,397.949999999999989,374.069999999999993,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,,,,1314.857055664062500
SDN,Sudan,Atbara,WRI1023168,15.100000000000000,17.699999999999999,34.000000000000000,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,"1023372",,,,,,,,,,,,,,48.899999999999999,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1,,,,82.364562988281250
SDN,Sudan,El Jaili,WRI1023169,319.000000000000000,16.120000000000001,32.692000000000000,Gas,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,,,,,,,,,,,,,,,0.000000000000000,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1,,,,
SDN,Sudan,El Obeid,WRI1023170,14.300000000000001,13.183299999999999,30.216699999999999,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,"1023371",,,,,,,,,,,,,,46.310000000000002,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1,,,,41.967445373535163
SDN,Sudan,Jebel Aulia Dam,WRI1023167,15.199999999999999,15.239599999999999,32.464900000000000,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,"1052851",,,,,,,,,,,,,,73.680000000000007,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1,,,,1001.035705566406250
SDN,Sudan,Jebel Aulia Dam,WRI1023171,15.199999999999999,15.238099999999999,32.485700000000001,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,,,,,,,,,,,,,,,73.680000000000007,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1,,,,1001.035705566406250
SDN,Sudan,Kenana,WRI1023172,50.000000000000000,14.033300000000001,33.166699999999999,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,,,,,,,,,,,,,,,161.919999999999987,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1,,,,137.750991821289063
SDN,Sudan,Khartoum North,WRI1023173,351.000000000000000,15.650000000000000,32.563000000000002,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,,,,,,,,,,,,,,,1136.700000000000045,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1,,,,605.521667480468750
SDN,Sudan,Khasm El Girba,WRI1023174,11.010000000000000,14.922200000000000,35.908299999999997,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,"1023377",,,,,,,,,,"53.52","47.82",53.909999999999997,53.670000000000002,53.520000000000003,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,,,,91.749114990234375
SDN,Sudan,Kilo-X Dit,WRI1023175,260.000000000000000,15.588100000000001,32.534199999999998,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,"1053103",,,,,,,,,,,,,,842.000000000000000,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1,,,,605.521667480468750
SDN,Sudan,Kilo-X Nec,WRI1023176,33.500000000000000,15.648199999999999,32.563000000000002,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,,,,,,,,,,,,,,,108.480000000000004,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1,,,,605.521667480468750
SDN,Sudan,Kuku,WRI1023177,23.000000000000000,5.886400000000000,31.685600000000001,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,,,,,,,,,,,,,,,74.480000000000004,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1,,,,35.034439086914063
SDN,Sudan,Melut Sugar Factory,WRI1023178,26.000000000000000,10.433299999999999,32.200000000000003,Biomass,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,,,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,,,,485.154754638671875
SDN,Sudan,Merowe,WRI1023179,1250.000000000000000,18.666699999999999,32.049999999999997,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,"1047642",,,,,,,,,,,,,,6059.340000000000146,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1,,,,104.067550659179673
SDN,Sudan,Nyala,WRI1023180,15.500000000000000,12.050000000000001,24.883299999999998,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,"1023380",,,,,,,,,,,,,,50.189999999999998,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1,,,,127.766151428222656
SDN,Sudan,Port Sudan,WRI1023181,38.100000000000001,19.615800000000000,37.216400000000000,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,"1023381",,,,,,,,,,,,,,123.379999999999995,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1,,,,
SDN,Sudan,Rahad,WRI1023182,12.600000000000000,12.716699999999999,30.649999999999999,Oil,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,,,,,,,,,,,,,,,40.799999999999997,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1,,,,122.240203857421875
SDN,Sudan,Roseires,WRI1023183,233.599999999999994,11.798800000000000,34.388199999999998,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,"1023382",,,,,,,,,,"1284.33","1284.33",1233.150000000000091,1236.529999999999973,1284.329999999999927,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,,,,643.614318847656136
SDN,Sudan,Sennar,WRI1023184,15.000000000000000,13.566700000000001,33.633299999999998,Hydro,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,"1023383",,,,,,,,,,"75.91","75.91",71.829999999999998,72.030000000000001,75.909999999999997,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,HYDRO-V1,,,,1952.891967773437500
SDN,Sudan,White Nile State,WRI1023185,100.000000000000000,14.072400000000000,32.467199999999998,Biomass,,,,,,African Development Bank Group,http://powerafrica.opendataforafrica.org,Power Africa,"1109607",,,,,,,,,,,,,,,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,,,,103.783302307128906
