fid,Plant,MW,Country,MWh,GEN_TYPE,SAMPLE_1,latitude,longitude
1764,KUKU,0.000000000000000,SUDAN,"0",Oil,35.034439086914063,5.886,31.686
1807,LAKE BURULLUS,0.000000000000000,EGYPT,"0",NG,9794.616210937500000,31.401,30.417
1808,LAKE BURULLUS,0.000000000000000,EGYPT,"0",waste heat,9794.616210937500000,31.401,30.417
1810,LALIBELA,0.155000000000000,ETHIOPIA,"3.9980912338625423",Oil,808.650268554687500,12.033,39.033
1812,LAKKI,0.000000000000000,SOUTH SUDAN,"0",Water,1.771630883216858,4.614,31.263
1948,LUXOR SOLAR,0.080000000000000,EGYPT,"123.05882352941175",Sun,17499.744140625000000,25.687,32.640
1966,MAGHARA,8.800000000000002,EGYPT,"38595.524661969146",Oil,1367.062377929687500,30.895,34.023
1975,MAHMOUD SHARIF,601.100000000000023,SUDAN,"1732456.7000582032",Oil,605.521667480468750,15.588,32.534
1996,MALAKAL SUDAN,4.800000000000000,SOUTH SUDAN,"26220",Oil,235.196197509765625,9.528,31.668
2065,MARIDI,0.880000000000000,SOUTH SUDAN,"4807",Oil,1893.965454101562727,4.911,29.453
2078,MARSA ALAM,17.199999999999999,EGYPT,"75436.707293848784",Oil,,25.068,34.879
2089,MASDAR ABU MINQAR,0.500000000000000,EGYPT,"769.11764705882354",Sun,979.698181152343864,26.507,27.661
2090,MASDAR ABU RAMAD,2.000000000000000,EGYPT,"3076.4705882352941",Sun,122.240203857421875,12.717,30.650
2091,MASDAR AL-FARAFRA,5.000000000000000,EGYPT,"7691.1764705882342",Sun,2148.768310546875000,27.057,27.970
2092,MASDAR DARB AL ARBAEEN,0.500000000000000,EGYPT,"769.11764705882354",Sun,,23.602,30.141
2093,MASDAR HALAYEB,1.000000000000000,EGYPT,"1538.2352941176471",Sun,,22.220,36.641
2094,MASDAR MARSA ALAM,6.000000000000000,EGYPT,"9229.4117647058829",Sun,,25.068,34.879
2095,MASDAR SHALATEEN,5.000000000000000,EGYPT,"7691.1764705882342",Sun,,23.132,35.586
2099,MASS FACTORY,0.360000000000000,EGYPT,"1578.907827080556",Oil,231.147537231445313,30.063,31.250
2113,MATROUH,60.000000000000000,EGYPT,"297089.54052712",NG,,30.000,28.000
2158,MEHAL MEDA,0.579000000000000,ETHIOPIA,"14.934805318751046",Oil,705.131713867187500,10.300,39.667
2160,MEKELE,0.000000000000000,ETHIOPIA,"0",Oil,1167.252197265625000,13.497,39.475
2162,MELKA WAKENA,153.000000000000000,ETHIOPIA,"685654.3289943022",Water,2842.333251953125000,7.149,39.418
2166,MENDYA,0.000000000000000,ETHIOPIA,"0",Water,1688.033447265625000,9.800,35.100
2176,MEROWE,1250.000000000000000,SUDAN,"6316689.6811448643",Water,104.067550659179673,18.667,32.050
2183,MESOBO-HARENA,0.000000000000000,ETHIOPIA,"0",Wind,1167.252197265625000,13.500,39.462
2185,METAHARA SUGAR,6.600000000000000,ETHIOPIA,"1314.406779661017",Biomass,1158.509033203125000,7.358,38.485
2186,METEMA,0.140000000000000,ETHIOPIA,"3.6111791789726189",Oil,5.538597583770752,12.967,36.200
2282,MOYALIE,0.719000000000000,ETHIOPIA,"18.545984497723666",Oil,776.923706054687500,3.543,39.049
2377,NAGA HAMMADI,64.000000000000000,EGYPT,"304083.06440297456",Water,12129.144531250000000,26.136,32.169
2378,NAGA HAMMADI SMELTER,10.000000000000000,EGYPT,"49514.923421186671",NG,715.733764648437500,25.994,32.336
2425,NEEM OIL PLANT,19.800000000000001,SUDAN,"57066.449278243927",Oil,68.960487365722656,11.465,26.159
2426,NEFAS MEWICHA,0.840000000000000,ETHIOPIA,"21.667075073835715",Oil,1119.804931640625000,11.733,38.467
2427,NEGELE BORENA,2.153000000000000,ETHIOPIA,"55.534776945200349",Oil,641.716064453125000,5.340,39.562
2428,NEJJO,0.150000000000000,ETHIOPIA,"3.8691205488992337",Oil,1419.329956054687500,9.500,35.500
2429,NEKEMTE,2.272000000000000,ETHIOPIA,"58.604279247327064",Oil,1911.842285156250000,9.083,36.550
2435,NEW ASYUT,500.000000000000000,EGYPT,"2192927.5376118831",Oil,16312.824218750000000,27.178,31.186
2436,NEW ASYUT BARRAGE,0.000000000000000,EGYPT,"0",Water,16312.824218750000000,27.178,31.186
2437,NEW DAMIETTA PLANT,1.350000000000000,EGYPT,"5920.9043515520852",Oil,17104.859375000000000,31.400,31.800
2443,NEW TALKHA,250.000000000000000,EGYPT,"1096463.7688059416",waste heat,9766.102539062500000,31.053,31.374
2444,NEW TALKHA,500.000000000000000,EGYPT,"2475746.1710593328",NG,9766.102539062500000,31.061,31.396
2518,NTC TOWER,0.100000000000000,SUDAN,"150.40650406504062",Sun,79.053482055664063,15.552,32.532
2520,NUBARIA SUGAR PLANT,16.000000000000000,EGYPT,"79223.877473898669",NG,2893.412841796874545,30.633,30.229
2521,NUWEIBA,0.000000000000000,EGYPT,"0",NG,,29.047,34.663
2522,NUWEIBA,0.000000000000000,EGYPT,"0",waste heat,,29.047,34.663
2523,NUWEIBA DIESEL,5.000000000000000,EGYPT,"21929.275376118832",Oil,,29.047,34.663
2536,NYALA,14.400000000000000,SUDAN,"41502.872202359213",Oil,127.766151428222656,12.050,24.883
2684,PHARMACURE PLANT,1.201000000000000,ETHIOPIA,"30.978758528186535",Oil,176.153549194335938,9.025,38.747
2726,PORT SAID,44.000000000000000,EGYPT,"192977.62330984575",Oil,,31.267,32.300
2727,PORT SAID,20.000000000000000,EGYPT,"99029.846842373343",NG,,31.267,32.300
2728,PORT SAID CITY,0.000000000000000,EGYPT,"0",Oil,,31.256,32.317
2729,PORT SAID EAST,728.000000000000000,EGYPT,"3604686.4250623891",NG,,31.267,32.300
2731,PORT SUDAN,72.050000000000011,SUDAN,"207658.46820694319",Oil,,19.616,37.216
2732,PORT SUDAN AL AMIN,5.700000000000000,SUDAN,"16428.220246767189",Oil,,19.617,37.216
2733,PORT SUDAN OLD,0.000000000000000,SUDAN,"0",Oil,,19.590,37.190
2768,QARUN FIELD,20.399999999999999,EGYPT,"101010.44377922078",NG,18108.119140625000000,29.308,30.843
2769,QINA,0.000000000000000,EGYPT,"0",NG,12454.079101562498181,26.164,32.727
2770,QINA TOWN,0.000000000000000,EGYPT,"0",Oil,23541.849609375000000,26.051,32.220
2775,QUENA MILL,45.000000000000000,EGYPT,"209014.92537313438",Biomass,23016.373046875000000,25.912,32.754
2794,RAS ABU SOMA,8.000000000000000,EGYPT,"35086.840601790136",Oil,,26.847,33.986
2799,RAS GHARIB,5.000000000000000,EGYPT,"24757.461710593336",NG,,28.353,33.048
2801,RAS SIDR,4.000000000000000,EGYPT,"17543.420300895068",Oil,1102.225830078125000,29.599,32.683
2810,REMA-DIRE,0.150000000000000,ETHIOPIA,"224.4604316546762",Sun,1228.449462890625000,10.276,38.918
2811,REPPIE (KOSHE) LANDFILL,0.000000000000000,ETHIOPIA,"0",Biomass,765.076660156250000,8.984,38.695
2851,ROSEIRES,280.000000000000000,SUDAN,"1414938.4885764497",Water,643.614318847656136,11.772,34.403
2871,RUMBEK,2.400000000000000,SOUTH SUDAN,"13110",Oil,709.177795410156250,6.807,29.679
2872,RUMELA,0.000000000000000,SUDAN,"0",Water,82.364562988281250,17.701,34.008
2900,SAFAGA,0.000000000000000,EGYPT,"0",Coal,,26.733,33.933
2901,SAFAGA,9.899999999999999,EGYPT,"43419.965244715284",Oil,,26.733,33.933
2964,SAPPHIRE TERMINAL,4.700000000000000,EGYPT,"23272.014007957732",NG,5464.100097656250000,31.308,30.299
2988,SEKOTA,0.155000000000000,ETHIOPIA,"3.9980912338625423",Oil,337.568969726562500,12.637,39.039
3000,SENNAR,15.000000000000000,SUDAN,"75800.27617373837",Water,1952.891967773437500,13.567,33.633
3001,SENNAR FACTORY,13.000000000000000,SUDAN,"7560.5263157894733",Biomass,1952.891967773437500,13.550,33.633
3006,SETIT HUMERA,0.290000000000000,ETHIOPIA,"7.4802997278718548",Oil,591.557617187500000,14.265,36.629
3016,SHARM EL SHEIKH,167.680000000000035,EGYPT,"735420.17901352129",Oil,,27.864,34.288
3017,SHARM EL SHEIKH,10.000000000000000,EGYPT,"49514.923421186671",NG,,27.864,34.288
3018,SHARM EL SHEIKH STRAITS,0.000000000000000,EGYPT,"0",Oil,,27.852,34.305
3019,SHARQ EL-OWEINAT,12.000000000000000,EGYPT,"52630.260902685201",Oil,,22.583,28.716
3020,SHEARATON ADDIS,2.400000000000000,ETHIOPIA,"61.905928782387761",Oil,176.153549194335938,9.025,38.747
3022,SHENDI,0.000000000000000,SUDAN,"0",Oil,948.224487304687500,16.692,33.434
3024,SHIRE,1.036000000000000,ETHIOPIA,"26.72272592439738",Oil,388.772674560546875,14.138,38.403
3028,SHOA SUGAR,3.800000000000000,ETHIOPIA,"756.77966101694926",Biomass,4495.084960937500000,8.377,39.310
3030,SHOUBRAH EL-KHEIMA,1260.000000000000000,EGYPT,"6238880.3510695202",NG,,30.050,31.250
3031,SHOUBRAH EL-KHEIMA,0.000000000000000,EGYPT,"0",Oil,,30.050,31.250
3032,SHUKOLI,0.000000000000000,SOUTH SUDAN,"0",Water,1.771630883216858,4.614,31.263
3036,SIDI BARRANI,7.000000000000000,EGYPT,"30700.985526566365",Oil,,31.612,25.926
3038,SIDI KRIR-I,640.000000000000000,EGYPT,"3168955.098955947",NG,,31.089,29.591
3039,SIDI KRIR-II,682.500000000000000,EGYPT,"3379393.5234959899",NG,,31.089,29.591
3040,SIDI KRIR-III,250.000000000000000,EGYPT,"1096463.7688059416",waste heat,,31.089,29.591
3041,SIDI KRIR-III,530.000000000000000,EGYPT,"2624290.9413228934",NG,,31.089,29.591
3045,SIGWART PLANT,3.300000000000000,EGYPT,"14473.321748238432",Oil,6874.718261718750000,29.900,31.307
3049,SINAI,0.000000000000000,EGYPT,"0",NG,,29.050,33.104
3050,SINAI DESERT,0.000000000000000,EGYPT,"0",Oil,,0.000,0.000
3064,SIWA,7.600000000000000,EGYPT,"33332.49857170062",Oil,6341.626464843750000,29.204,25.520
3065,SIWA,10.000000000000000,EGYPT,"15382.352941176468",Sun,6341.626464843750000,29.204,25.520
3078,SODFA-EL GHANAYEM WWTP,0.805000000000000,EGYPT,"3530.6133355551324",Oil,23651.490234375000000,26.940,31.368
3097,SOR RIVER,5.000000000000000,ETHIOPIA,"22407.004215500074",Water,504.385131835937500,8.398,35.440
3113,SOUTH HELWAN,0.000000000000000,EGYPT,"0",NG,4681.857910156250000,29.066,31.099
3142,SUDAN TEXTILE PLANT,3.000000000000000,SUDAN,"8646.4317088248354",Oil,79.053482055664063,15.552,32.532
3143,SUDAN WIND PLANT,0.000000000000000,SUDAN,"0",Wind,,0.000,0.000
3144,SUEZ,0.000000000000000,EGYPT,"0",NG,,29.967,32.550
3145,SUEZ,0.000000000000000,EGYPT,"0",Oil,,29.967,32.550
3146,SUEZ GULF,728.000000000000000,EGYPT,"3604686.4250623891",NG,,29.619,32.353
3147,SUEZ STEEL PLANT,0.000000000000000,EGYPT,"0",NG,,29.600,32.317
3148,SUEZ-2,0.000000000000000,EGYPT,"0",NG,,29.967,32.550
3174,TABA,6.800000000000000,EGYPT,"29823.81451152161",Oil,,29.492,34.896
3183,TADO FACTORY,0.610000000000000,EGYPT,"2675.3715958864977",Oil,231.147537231445313,30.063,31.250
3199,TALKHA A&B,0.000000000000000,EGYPT,"0",Oil,9766.102539062500000,31.062,31.390
3200,TALKHA GAS,197.759999999999991,EGYPT,"979207.12557738763",NG,9766.102539062500000,31.054,31.378
3201,TALKHA GAS,91.900000000000006,EGYPT,"403060.08141306427",waste heat,9766.102539062500000,31.054,31.378
3202,TALKHA SEMADCO,17.699999999999999,EGYPT,"77629.634831460658",Oil,9766.102539062500000,31.061,31.395
3203,TALKHA STEAM,420.000000000000000,EGYPT,"2079626.7836898398",NG,9766.102539062500000,31.054,31.378
3225,TANTA CITY,3.000000000000000,EGYPT,"13157.5652256713",Oil,23058.443359375000000,30.788,31.002
3245,TEC PLANT,0.400000000000000,EGYPT,"1754.3420300895068",Oil,231.147537231445313,30.063,31.250
3250,TEKEZE-I,300.000000000000000,ETHIOPIA,"1344420.2529300041",Water,885.808349609375000,13.300,38.710
3251,TEKEZE-II,0.000000000000000,ETHIOPIA,"0",Water,801.776000976562614,14.032,38.317
3264,TENDAHO,0.000000000000000,ETHIOPIA,"0",Geo,42.951343536376953,11.691,40.955
3265,TENDAHO SUGAR,120.000000000000000,ETHIOPIA,"23898.305084745767",Biomass,42.951343536376953,11.691,40.955
3266,TENDALTI,2.000000000000000,SUDAN,"5764.2878058832239",Oil,93.586540222167969,13.017,31.867
3268,TENTA,0.140000000000000,ETHIOPIA,"3.6111791789726189",Oil,598.274414062500000,11.323,39.250
3270,TEPPI,0.486000000000000,ETHIOPIA,"12.535950578433521",Oil,999.638671875000114,7.200,35.450
3285,THAR JATH,47.316000000000003,SUDAN,"136371.52091158531",Oil,7.896942138671876,8.744,30.140
3286,THARJATH,0.000000000000000,SOUTH SUDAN,"0",Oil,,8.467,30.317
3318,TIS ABAY,85.120000000000005,ETHIOPIA,"381456.83976467326",Water,1693.608154296875000,11.483,37.583
3332,TOKAR,2.000000000000000,SUDAN,"5764.2878058832239",Oil,1035.797851562500000,18.425,37.729
3343,TOSHKA,12.690000000000001,EGYPT,"55656.500904589608",Oil,,23.433,30.597
3422,UMRAWABA,4.200000000000000,SUDAN,"12105.004392354771",Oil,114.939651489257813,12.924,31.187
3487,WADI EL-NATRUN,0.014000000000000,EGYPT,"21.535294117647059",Sun,4563.678222656250000,30.417,30.217
3488,WADI EL-RAYAN,0.038000000000000,EGYPT,"58.452941176470588",Sun,,29.117,30.167
3489,WADI EL-RAYAN,0.050000000000000,EGYPT,"219.29275376118835",Oil,,29.117,30.167
3490,WADI HALFA,3.800000000000000,SUDAN,"10952.146831178126",Oil,,21.800,31.350
3491,WADI HOF,100.199999999999989,EGYPT,"496139.53268029029",NG,,30.050,31.250
3499,WALIDIA,624.000000000000000,EGYPT,"2736773.5669396305",Oil,21183.406250000000000,27.212,31.161
3500,WALIDIA,0.000000000000000,EGYPT,"0",NG,16312.824218750000000,27.200,31.167
3505,WARDER,0.140000000000000,ETHIOPIA,"3.6111791789726189",Oil,,6.974,45.341
3511,WAU,3.600000000000000,SOUTH SUDAN,"19665",Oil,498.825286865234375,7.709,27.983
3515,WERABESSA,0.000000000000000,ETHIOPIA,"0",Water,1357.887573242187500,8.590,37.210
3519,WEST DAMIETTA,500.000000000000000,EGYPT,"2475746.1710593328",NG,,31.442,31.606
3520,WEST DAMIETTA,0.000000000000000,EGYPT,"0",waste heat,,31.442,31.606
3523,WHITE NILE SUGAR,104.000000000000000,SUDAN,"60484.210526315786",Biomass,103.783302307128906,14.072,32.469
3529,WONJI SHOA,30.000000000000000,ETHIOPIA,"5974.5762711864418",Biomass,4495.084960937500000,8.377,39.310
3530,WONJI SUGAR,3.800000000000000,ETHIOPIA,"756.77966101694926",Biomass,4495.084960937500000,8.377,39.310
3532,WORE-ILU,0.280000000000000,ETHIOPIA,"7.2223583579452377",Oil,655.952819824218750,10.600,39.433
3540,YADOT RIVER,0.344000000000000,ETHIOPIA,"1541.6018900264048",Water,209.830886840820313,6.422,39.848
3542,YAMBIO,3.000000000000000,SOUTH SUDAN,"16387.5",Oil,1498.431152343750000,4.578,28.399
3555,ZAFARANA,419.470000000000027,EGYPT,"1151025.6800000002",Wind,26667.632812500000000,27.900,30.817
3556,ZAFARANA SCATEC,0.000000000000000,EGYPT,"0",Sun,,29.115,32.657
3557,ZAGAZIG CITY,5.580000000000000,EGYPT,"24473.071319748618",Oil,20705.744140625000000,30.588,31.502
3560,ZALING,5.000000000000000,SUDAN,"14410.71951470806",Oil,11.505415916442873,12.921,23.097
3570,ZEFTA BARRAGE,0.000000000000000,EGYPT,"0",Water,26020.246093750000000,30.707,31.245
