fid,Plant,MW,Country,MWh,GEN_TYPE,Yield[K$/h,longitude,latitude
1810,LALIBELA,0.155000000000000,ETHIOPIA,"3.9980912338625423",Oil,1.912219762802124,39.033,12.033
1812,LAKKI,0.000000000000000,SOUTH SUDAN,"0",Water,0.860853850841522,31.263,4.614
1948,LUXOR SOLAR,0.080000000000000,EGYPT,"123.05882352941175",Sun,8.571141242980959,32.640,25.687
1966,MAGHARA,8.800000000000002,EGYPT,"38595.524661969146",Oil,1.272903442382813,34.023,30.895
1975,MAHMOUD SHARIF,601.100000000000023,SUDAN,"1732456.7000582032",Oil,0.931748449802399,32.534,15.588
1996,MALAKAL SUDAN,4.800000000000000,SOUTH SUDAN,"26220",Oil,0.492703706026077,31.668,9.528
2065,MARIDI,0.880000000000000,SOUTH SUDAN,"4807",Oil,0.932024598121643,29.453,4.911
2078,MARSA ALAM,17.199999999999999,EGYPT,"75436.707293848784",Oil,,34.879,25.068
2089,MASDAR ABU MINQAR,0.500000000000000,EGYPT,"769.11764705882354",Sun,10.272319793701172,27.661,26.507
2090,MASDAR ABU RAMAD,2.000000000000000,EGYPT,"3076.4705882352941",Sun,0.277532130479813,30.650,12.717
2091,MASDAR AL-FARAFRA,5.000000000000000,EGYPT,"7691.1764705882342",Sun,9.987663269042969,27.970,27.057
2092,MASDAR DARB AL ARBAEEN,0.500000000000000,EGYPT,"769.11764705882354",Sun,,30.141,23.602
2093,MASDAR HALAYEB,1.000000000000000,EGYPT,"1538.2352941176471",Sun,,36.641,22.220
2094,MASDAR MARSA ALAM,6.000000000000000,EGYPT,"9229.4117647058829",Sun,,34.879,25.068
2095,MASDAR SHALATEEN,5.000000000000000,EGYPT,"7691.1764705882342",Sun,,35.586,23.132
2099,MASS FACTORY,0.360000000000000,EGYPT,"1578.907827080556",Oil,7.773125171661378,31.250,30.063
2113,MATROUH,60.000000000000000,EGYPT,"297089.54052712",NG,,28.000,30.000
2158,MEHAL MEDA,0.579000000000000,ETHIOPIA,"14.934805318751046",Oil,1.240835309028625,39.667,10.300
2160,MEKELE,0.000000000000000,ETHIOPIA,"0",Oil,3.903867721557617,39.475,13.497
2162,MELKA WAKENA,153.000000000000000,ETHIOPIA,"685654.3289943022",Water,2.088627338409424,39.418,7.149
2166,MENDYA,0.000000000000000,ETHIOPIA,"0",Water,2.277045726776123,35.100,9.800
2176,MEROWE,1250.000000000000000,SUDAN,"6316689.6811448643",Water,3.717798948287964,32.050,18.667
2183,MESOBO-HARENA,0.000000000000000,ETHIOPIA,"0",Wind,3.903867721557617,39.462,13.500
2185,METAHARA SUGAR,6.600000000000000,ETHIOPIA,"1314.406779661017",Biomass,2.720045566558838,38.485,7.358
2186,METEMA,0.140000000000000,ETHIOPIA,"3.6111791789726189",Oil,2.227816343307495,36.200,12.967
2282,MOYALIE,0.719000000000000,ETHIOPIA,"18.545984497723666",Oil,1.657914042472839,39.049,3.543
2377,NAGA HAMMADI,64.000000000000000,EGYPT,"304083.06440297456",Water,7.576998233795166,32.169,26.136
2378,NAGA HAMMADI SMELTER,10.000000000000000,EGYPT,"49514.923421186671",NG,5.826770782470704,32.336,25.994
2425,NEEM OIL PLANT,19.800000000000001,SUDAN,"57066.449278243927",Oil,0.547870337963104,26.159,11.465
2426,NEFAS MEWICHA,0.840000000000000,ETHIOPIA,"21.667075073835715",Oil,1.989798307418823,38.467,11.733
2427,NEGELE BORENA,2.153000000000000,ETHIOPIA,"55.534776945200349",Oil,2.331119775772095,39.562,5.340
2428,NEJJO,0.150000000000000,ETHIOPIA,"3.8691205488992337",Oil,1.589565873146057,35.500,9.500
2429,NEKEMTE,2.272000000000000,ETHIOPIA,"58.604279247327064",Oil,1.017596006393433,36.550,9.083
2435,NEW ASYUT,500.000000000000000,EGYPT,"2192927.5376118831",Oil,6.971906185150146,31.186,27.178
2436,NEW ASYUT BARRAGE,0.000000000000000,EGYPT,"0",Water,6.971906185150146,31.186,27.178
2437,NEW DAMIETTA PLANT,1.350000000000000,EGYPT,"5920.9043515520852",Oil,10.250841140747070,31.800,31.400
2443,NEW TALKHA,250.000000000000000,EGYPT,"1096463.7688059416",waste heat,11.892473220825195,31.374,31.053
2444,NEW TALKHA,500.000000000000000,EGYPT,"2475746.1710593328",NG,11.892473220825195,31.396,31.061
2518,NTC TOWER,0.100000000000000,SUDAN,"150.40650406504062",Sun,3.083911180496216,32.532,15.552
2520,NUBARIA SUGAR PLANT,16.000000000000000,EGYPT,"79223.877473898669",NG,4.803464889526368,30.229,30.633
2521,NUWEIBA,0.000000000000000,EGYPT,"0",NG,,34.663,29.047
2522,NUWEIBA,0.000000000000000,EGYPT,"0",waste heat,,34.663,29.047
2523,NUWEIBA DIESEL,5.000000000000000,EGYPT,"21929.275376118832",Oil,,34.663,29.047
2536,NYALA,14.400000000000000,SUDAN,"41502.872202359213",Oil,0.469288289546967,24.883,12.050
2684,PHARMACURE PLANT,1.201000000000000,ETHIOPIA,"30.978758528186535",Oil,1.623050093650818,38.747,9.025
2726,PORT SAID,44.000000000000000,EGYPT,"192977.62330984575",Oil,,32.300,31.267
2727,PORT SAID,20.000000000000000,EGYPT,"99029.846842373343",NG,,32.300,31.267
2728,PORT SAID CITY,0.000000000000000,EGYPT,"0",Oil,,32.317,31.256
2729,PORT SAID EAST,728.000000000000000,EGYPT,"3604686.4250623891",NG,,32.300,31.267
2731,PORT SUDAN,72.050000000000011,SUDAN,"207658.46820694319",Oil,,37.216,19.616
2732,PORT SUDAN AL AMIN,5.700000000000000,SUDAN,"16428.220246767189",Oil,,37.216,19.617
2733,PORT SUDAN OLD,0.000000000000000,SUDAN,"0",Oil,,37.190,19.590
2768,QARUN FIELD,20.399999999999999,EGYPT,"101010.44377922078",NG,8.061571121215820,30.843,29.308
2769,QINA,0.000000000000000,EGYPT,"0",NG,6.706753730773926,32.727,26.164
2770,QINA TOWN,0.000000000000000,EGYPT,"0",Oil,6.767853736877442,32.220,26.051
2775,QUENA MILL,45.000000000000000,EGYPT,"209014.92537313438",Biomass,6.732403278350830,32.754,25.912
2794,RAS ABU SOMA,8.000000000000000,EGYPT,"35086.840601790136",Oil,,33.986,26.847
2799,RAS GHARIB,5.000000000000000,EGYPT,"24757.461710593336",NG,,33.048,28.353
2801,RAS SIDR,4.000000000000000,EGYPT,"17543.420300895068",Oil,0.941101312637329,32.683,29.599
2810,REMA-DIRE,0.150000000000000,ETHIOPIA,"224.4604316546762",Sun,2.378054380416870,38.918,10.276
2811,REPPIE (KOSHE) LANDFILL,0.000000000000000,ETHIOPIA,"0",Biomass,1.615366339683533,38.695,8.984
2851,ROSEIRES,280.000000000000000,SUDAN,"1414938.4885764497",Water,2.082839012145996,34.403,11.772
2871,RUMBEK,2.400000000000000,SOUTH SUDAN,"13110",Oil,1.034205317497253,29.679,6.807
2872,RUMELA,0.000000000000000,SUDAN,"0",Water,0.188040405511856,34.008,17.701
2900,SAFAGA,0.000000000000000,EGYPT,"0",Coal,,33.933,26.733
2901,SAFAGA,9.899999999999999,EGYPT,"43419.965244715284",Oil,,33.933,26.733
2964,SAPPHIRE TERMINAL,4.700000000000000,EGYPT,"23272.014007957732",NG,3.098040819168091,30.299,31.308
2988,SEKOTA,0.155000000000000,ETHIOPIA,"3.9980912338625423",Oil,1.424956679344177,39.039,12.637
3000,SENNAR,15.000000000000000,SUDAN,"75800.27617373837",Water,3.066340923309326,33.633,13.567
3001,SENNAR FACTORY,13.000000000000000,SUDAN,"7560.5263157894733",Biomass,3.066340923309326,33.633,13.550
3006,SETIT HUMERA,0.290000000000000,ETHIOPIA,"7.4802997278718548",Oil,1.811822056770325,36.629,14.265
3016,SHARM EL SHEIKH,167.680000000000035,EGYPT,"735420.17901352129",Oil,,34.288,27.864
3017,SHARM EL SHEIKH,10.000000000000000,EGYPT,"49514.923421186671",NG,,34.288,27.864
3018,SHARM EL SHEIKH STRAITS,0.000000000000000,EGYPT,"0",Oil,,34.305,27.852
3019,SHARQ EL-OWEINAT,12.000000000000000,EGYPT,"52630.260902685201",Oil,,28.716,22.583
3020,SHEARATON ADDIS,2.400000000000000,ETHIOPIA,"61.905928782387761",Oil,1.623050093650818,38.747,9.025
3022,SHENDI,0.000000000000000,SUDAN,"0",Oil,3.511651992797852,33.434,16.692
3024,SHIRE,1.036000000000000,ETHIOPIA,"26.72272592439738",Oil,2.265896558761597,38.403,14.138
3028,SHOA SUGAR,3.800000000000000,ETHIOPIA,"756.77966101694926",Biomass,8.283362388610840,39.310,8.377
3030,SHOUBRAH EL-KHEIMA,1260.000000000000000,EGYPT,"6238880.3510695202",NG,,31.250,30.050
3031,SHOUBRAH EL-KHEIMA,0.000000000000000,EGYPT,"0",Oil,,31.250,30.050
3032,SHUKOLI,0.000000000000000,SOUTH SUDAN,"0",Water,0.860853850841522,31.263,4.614
3036,SIDI BARRANI,7.000000000000000,EGYPT,"30700.985526566365",Oil,,25.926,31.612
3038,SIDI KRIR-I,640.000000000000000,EGYPT,"3168955.098955947",NG,,29.591,31.089
3039,SIDI KRIR-II,682.500000000000000,EGYPT,"3379393.5234959899",NG,,29.591,31.089
3040,SIDI KRIR-III,250.000000000000000,EGYPT,"1096463.7688059416",waste heat,,29.591,31.089
3041,SIDI KRIR-III,530.000000000000000,EGYPT,"2624290.9413228934",NG,,29.591,31.089
3045,SIGWART PLANT,3.300000000000000,EGYPT,"14473.321748238432",Oil,7.792746067047120,31.307,29.900
3049,SINAI,0.000000000000000,EGYPT,"0",NG,,33.104,29.050
3050,SINAI DESERT,0.000000000000000,EGYPT,"0",Oil,,0.000,0.000
3064,SIWA,7.600000000000000,EGYPT,"33332.49857170062",Oil,22.678846359252930,25.520,29.204
3065,SIWA,10.000000000000000,EGYPT,"15382.352941176468",Sun,22.678846359252930,25.520,29.204
3078,SODFA-EL GHANAYEM WWTP,0.805000000000000,EGYPT,"3530.6133355551324",Oil,6.817154407501222,31.368,26.940
3097,SOR RIVER,5.000000000000000,ETHIOPIA,"22407.004215500074",Water,1.602615475654602,35.440,8.398
3113,SOUTH HELWAN,0.000000000000000,EGYPT,"0",NG,8.279492378234863,31.099,29.066
3142,SUDAN TEXTILE PLANT,3.000000000000000,SUDAN,"8646.4317088248354",Oil,3.083911180496216,32.532,15.552
3143,SUDAN WIND PLANT,0.000000000000000,SUDAN,"0",Wind,,0.000,0.000
3144,SUEZ,0.000000000000000,EGYPT,"0",NG,,32.550,29.967
3145,SUEZ,0.000000000000000,EGYPT,"0",Oil,,32.550,29.967
3146,SUEZ GULF,728.000000000000000,EGYPT,"3604686.4250623891",NG,,32.353,29.619
3147,SUEZ STEEL PLANT,0.000000000000000,EGYPT,"0",NG,,32.317,29.600
3148,SUEZ-2,0.000000000000000,EGYPT,"0",NG,,32.550,29.967
3174,TABA,6.800000000000000,EGYPT,"29823.81451152161",Oil,,34.896,29.492
3183,TADO FACTORY,0.610000000000000,EGYPT,"2675.3715958864977",Oil,7.773125171661378,31.250,30.063
3199,TALKHA A&B,0.000000000000000,EGYPT,"0",Oil,11.892473220825195,31.390,31.062
3200,TALKHA GAS,197.759999999999991,EGYPT,"979207.12557738763",NG,11.892473220825195,31.378,31.054
3201,TALKHA GAS,91.900000000000006,EGYPT,"403060.08141306427",waste heat,11.892473220825195,31.378,31.054
3202,TALKHA SEMADCO,17.699999999999999,EGYPT,"77629.634831460658",Oil,11.892473220825195,31.395,31.061
3203,TALKHA STEAM,420.000000000000000,EGYPT,"2079626.7836898398",NG,11.892473220825195,31.378,31.054
3225,TANTA CITY,3.000000000000000,EGYPT,"13157.5652256713",Oil,10.905825614929199,31.002,30.788
3245,TEC PLANT,0.400000000000000,EGYPT,"1754.3420300895068",Oil,7.773125171661378,31.250,30.063
3250,TEKEZE-I,300.000000000000000,ETHIOPIA,"1344420.2529300041",Water,2.341354370117188,38.710,13.300
3251,TEKEZE-II,0.000000000000000,ETHIOPIA,"0",Water,2.999950885772705,38.317,14.032
3264,TENDAHO,0.000000000000000,ETHIOPIA,"0",Geo,3.106377840042114,40.955,11.691
3265,TENDAHO SUGAR,120.000000000000000,ETHIOPIA,"23898.305084745767",Biomass,3.106377840042114,40.955,11.691
3266,TENDALTI,2.000000000000000,SUDAN,"5764.2878058832239",Oil,0.186682417988777,31.867,13.017
3268,TENTA,0.140000000000000,ETHIOPIA,"3.6111791789726189",Oil,1.642535209655762,39.250,11.323
3270,TEPPI,0.486000000000000,ETHIOPIA,"12.535950578433521",Oil,1.836329936981201,35.450,7.200
3285,THAR JATH,47.316000000000003,SUDAN,"136371.52091158531",Oil,0.495935440063477,30.140,8.744
3286,THARJATH,0.000000000000000,SOUTH SUDAN,"0",Oil,,30.317,8.467
3318,TIS ABAY,85.120000000000005,ETHIOPIA,"381456.83976467326",Water,2.471729040145874,37.583,11.483
3332,TOKAR,2.000000000000000,SUDAN,"5764.2878058832239",Oil,3.171248435974121,37.729,18.425
3343,TOSHKA,12.690000000000001,EGYPT,"55656.500904589608",Oil,,30.597,23.433
3422,UMRAWABA,4.200000000000000,SUDAN,"12105.004392354771",Oil,0.197389647364616,31.187,12.924
3487,WADI EL-NATRUN,0.014000000000000,EGYPT,"21.535294117647059",Sun,8.642723083496094,30.217,30.417
3488,WADI EL-RAYAN,0.038000000000000,EGYPT,"58.452941176470588",Sun,,30.167,29.117
3489,WADI EL-RAYAN,0.050000000000000,EGYPT,"219.29275376118835",Oil,,30.167,29.117
3490,WADI HALFA,3.800000000000000,SUDAN,"10952.146831178126",Oil,,31.350,21.800
3491,WADI HOF,100.199999999999989,EGYPT,"496139.53268029029",NG,,31.250,30.050
3499,WALIDIA,624.000000000000000,EGYPT,"2736773.5669396305",Oil,6.942134380340576,31.161,27.212
3500,WALIDIA,0.000000000000000,EGYPT,"0",NG,6.971906185150146,31.167,27.200
3505,WARDER,0.140000000000000,ETHIOPIA,"3.6111791789726189",Oil,,45.341,6.974
3511,WAU,3.600000000000000,SOUTH SUDAN,"19665",Oil,1.027722954750061,27.983,7.709
3515,WERABESSA,0.000000000000000,ETHIOPIA,"0",Water,1.792232871055603,37.210,8.590
3519,WEST DAMIETTA,500.000000000000000,EGYPT,"2475746.1710593328",NG,,31.606,31.442
3520,WEST DAMIETTA,0.000000000000000,EGYPT,"0",waste heat,,31.606,31.442
3523,WHITE NILE SUGAR,104.000000000000000,SUDAN,"60484.210526315786",Biomass,0.229153349995613,32.469,14.072
3529,WONJI SHOA,30.000000000000000,ETHIOPIA,"5974.5762711864418",Biomass,8.283362388610840,39.310,8.377
3530,WONJI SUGAR,3.800000000000000,ETHIOPIA,"756.77966101694926",Biomass,8.283362388610840,39.310,8.377
3532,WORE-ILU,0.280000000000000,ETHIOPIA,"7.2223583579452377",Oil,1.107358813285828,39.433,10.600
3540,YADOT RIVER,0.344000000000000,ETHIOPIA,"1541.6018900264048",Water,1.271185874938965,39.848,6.422
3542,YAMBIO,3.000000000000000,SOUTH SUDAN,"16387.5",Oil,0.913211226463318,28.399,4.578
3555,ZAFARANA,419.470000000000027,EGYPT,"1151025.6800000002",Wind,7.809732913970948,30.817,27.900
3556,ZAFARANA SCATEC,0.000000000000000,EGYPT,"0",Sun,,32.657,29.115
3557,ZAGAZIG CITY,5.580000000000000,EGYPT,"24473.071319748618",Oil,9.359080314636230,31.502,30.588
3560,ZALING,5.000000000000000,SUDAN,"14410.71951470806",Oil,0.617671489715576,23.097,12.921
3570,ZEFTA BARRAGE,0.000000000000000,EGYPT,"0",Water,10.985358238220215,31.245,30.707
