,y,Biomass & Waste CHP plant - OTF/OTS cooling (old),Coal power plant - Air cooling (new),Geothermal power plant - MDT cooling (new),Geothermal power plant - MDT cooling (old),Oil fired gas turbine (SCGT) - MDT cooling (new),Small hydropower plant,Medium hydropower plant (Run-of river),Renaissance,Tis Abay 2,Tis Abay 1,Upper Mandaya,Light Fuel Oil stand alone (1kW),Light Fuel Oil power plant - MDT cooling (old),Natural gas power plant (combined cycle) - MDT cooling (new),Natural gas power plant (single cycle) - Air cooling (new),Beko Abo FPV,Chemoga Yeda FPV,Karadobi FPV,Lake Tana FPV,Renaissance FPV,Upper Mandaya FPV,Solar PV (utility),Solar PV (roof top),Solar PV with storage,Wind (onshore)
14,2029.0,0.05886,0.0,1.04,0.0068,9.286520341277902e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0778987,0.8132962420037784,0.7760213725010074,0.0,0.0,0.0,0.0,0.0,0.0,0.00458,0.004,0.0,0.245149
15,2030.0,0.04905,0.0,1.04,0.006375,9.286520341277902e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.070817,1.207802305504967,0.7760213725010074,0.0,0.0,0.0,0.0,0.0,0.0,0.004122,0.004,0.0,0.23659
16,2031.0,0.03924,0.0,1.04,0.00595,9.286520341277902e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0637353,1.6554154438802484,0.7760213725010074,0.0,0.0,0.0,0.0,0.0,0.0,0.003664,0.004,0.0,0.22803099999999998
17,2032.0,0.02943,0.0,1.04,0.005525,9.286520341277902e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0566536,1.915154459086059,0.7760213725010074,0.0,0.0,0.0,0.0,0.0,0.0,0.003206,0.5414588079569365,0.0,0.219472
18,2033.0,0.01962,0.0,1.04,0.0051,9.286520341277902e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0495719,1.915154459086059,0.7760213725010074,0.0,0.0,0.0,0.0,0.0,0.0,0.002748,1.7992996349176797,0.0,0.210913
19,2034.0,0.00981,0.0,1.2449888687982695,0.004675,9.286520341277902e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0424902,1.915154459086059,0.7760213725010074,0.0,0.0,0.0,0.0,0.0,0.0,0.00229,2.698548589164186,0.0,0.20235399999999998
20,2035.0,0.0,0.0,1.4949888687982695,0.00425,9.286520341277902e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0354085,1.915154459086059,0.7760213725010074,0.0,0.0,0.0,0.0,0.0,0.0,0.001832,3.8385085629194986,0.0,0.193795
21,2036.0,0.0,0.0,1.7449888687982695,0.003825,9.286520341277902e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0283268,1.915154459086059,0.7760213725010074,0.0,0.0,0.0,0.0,0.0,0.0,0.001374,4.8790918048034815,0.0,0.185236
22,2037.0,0.0,0.0,1.9949888687982695,0.0034,9.286520341277902e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0212451,1.915154459086059,0.7760213725010074,0.0,0.0,0.0,0.0,0.0,0.0,0.000916,6.378091804803481,0.0,0.176677
23,2038.0,0.0,0.0,2.2449888687982695,0.002975,9.286520341277902e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0141634,1.915154459086059,0.7760213725010074,0.0,0.0,0.0,0.0,0.0,0.0,0.000458,7.878091804803481,0.0,0.168118
24,2039.0,0.0,0.0,2.4949888687982695,0.00255,9.286520341277902e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.00708170000000001,1.915154459086059,0.7760213725010074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.378091804803482,0.16519929846728307,0.159559
25,2040.0,0.0,0.0,2.7449888687982695,0.002125,9.286520341277902e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0,1.9596038708510266,0.7760213725010074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.878091804803482,0.3887940126364675,0.0
26,2041.0,0.0,0.0,2.9949888687982695,0.0017,9.286520341277902e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0,1.9596038708510266,0.7760213725010074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.011874861171815,0.3887940126364675,0.0
27,2042.0,0.0,0.0,3.2449888687982695,0.001275,9.286520341277902e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0,1.9596038708510266,0.7760213725010074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.32431010466819,0.3887940126364675,0.0
28,2043.0,0.0,0.0,3.4949888687982695,0.00085,9.286520341277902e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0,2.295667571484138,0.7760213725010074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.131196876441116,0.3887940126364675,0.0
29,2044.0,0.0,0.0,3.7449888687982695,0.000425000000000001,9.286520341277902e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0,2.295667571484138,0.7760213725010074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.112260324825414,0.3887940126364675,0.0
30,2045.0,0.0,0.0,3.8749888687982694,0.0,9.286520341277902e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0,2.295667571484138,0.7760213725010074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.112260324825407,0.3887940126364675,0.0
31,2046.0,0.0,0.0,3.9549888687982695,0.0,9.286520341277902e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0,2.295667571484138,0.7760213725010074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.960538884553124,0.3887940126364675,0.0
32,2047.0,0.0,0.0,4.104988868798269,0.0,9.286520341277902e-05,0.003008,0.09312,6.4,0.078,0.011,0.0,0.0,0.0,2.295667571484138,0.7760213725010074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.960538884553124,0.807874476237262,0.0
33,2048.0,0.0,0.0,4.15498886879827,0.0,9.286520341277902e-05,0.003008,0.09312,6.4,0.078,0.011,0.03461071172635031,0.0,0.0,2.8568331184981846,0.7220829635870127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.960538884553124,1.307874476237262,0.0
34,2049.0,0.0,0.0,4.134070814351023,0.0,9.286520341277902e-05,0.003008,0.09312,6.4,0.078,0.011,0.03461071172635031,0.0,0.0,2.8568331184981846,0.675214028176844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.960538884553124,1.807874476237262,0.0
35,2050.0,0.0,0.26908515851287956,4.184070814351023,0.0,9.286520341277902e-05,0.003008,0.09312,6.4,0.078,0.011,0.03461071172635031,0.0,0.0,2.8568331184981846,0.5397585370500306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.960538884553124,2.307874476237262,0.0
36,2051.0,0.0,0.343484053943731,4.434070814351024,0.0,9.286520341277902e-05,0.003008,0.09312,6.4,0.078,0.011,0.03461071172635031,0.0,0.0,2.8568331184981846,0.23261991205330376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.960538884553124,2.4177136762734106,0.0
37,2052.0,0.0,0.35671603598844237,4.684070814351024,0.0,9.286520341277902e-05,0.003008,0.09312,6.4,0.078,0.011,0.03461071172635031,0.0,0.0,2.8568331184981846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.423080076596186,2.9177136762734106,0.0
38,2053.0,0.0,0.35671603598844237,4.910246689470684,0.0,0.0,0.003008,0.09312,6.4,0.078,0.011,0.03461071172635031,0.0,0.0,2.8568331184981846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.16523924963544,3.4177136762734106,0.0
39,2054.0,0.0,0.4228557439154759,5.0,0.0,0.0,0.003008,0.09312,6.4,0.078,0.011,0.03461071172635031,0.0,0.0,2.8568331184981846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.26599029538894,3.9177136762734106,0.0
40,2055.0,0.0,0.6557151352376582,5.0,0.0,0.0,0.003008,0.09312,6.4,0.078,0.011,0.03461071172635031,0.0,0.0,2.8568331184981846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.12503032163362,4.417713676273411,0.0
41,2056.0,0.0,0.8945671311029157,5.0,0.0,0.0,0.003008,0.09312,6.4,0.078,0.011,0.03461071172635031,0.0,0.0,2.8568331184981846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.082447079749635,4.917713676273411,0.0
42,2057.0,0.0,1.365670794646786,5.0,0.0,0.0,0.003008,0.09312,6.4,0.078,0.011,0.03461071172635031,0.0,0.0,2.7623732099757063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.582447079749635,5.417713676273411,0.0
43,2058.0,0.0,2.1210847511505895,5.0,0.0,0.0,0.003008,0.09312,6.4,0.078,0.011,0.03461071172635031,0.0,0.0,2.4142196034368832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.082447079749635,5.917713676273411,0.0
44,2059.0,0.0,2.5519231977199004,5.000000000000001,0.0,0.0,0.003008,0.09312,6.4,0.078,0.011,0.03461071172635031,0.0,0.0,2.043536876494406,0.0,0.0,0.128906025205732,0.736605858318467,0.0,0.0,0.0,0.0,53.582447079749635,6.252514377806127,0.34051608183857235
45,2060.0,0.0,2.5519231977199004,5.000000000000001,0.0,0.0,0.003008,0.09312,6.4,0.078,0.011,0.3633733505290335,0.0,0.0,1.6490308129932174,0.0,0.0,0.128906025205732,0.736605858318467,0.0,0.0,0.0,0.0,55.082447079749635,6.528919663636943,1.7879525784572692
46,2061.0,0.0,2.5519231977199004,5.000000000000001,0.0,0.0,0.003008,0.09312,6.4,0.078,0.011,0.9770337869645179,0.0,0.0,1.2014176746179361,0.0,0.0,0.128906025205732,0.736605858318467,0.0,0.48622723976234516,0.0,0.0,55.948664023381305,7.028919663636943,2.059042430280047
47,2062.0,0.0,2.5519231977199004,5.000000000000001,0.0,0.0,0.003008,0.09312,6.4,0.078,0.011,1.4058870757894417,0.0,0.0,0.9416786594121255,0.0,0.0,0.128906025205732,0.736605858318467,0.0,0.5655545599664407,0.0,0.0,57.63622877988493,7.528919663636943,2.137737644172331
48,2063.0,0.0,2.5519231977199004,5.000000000000001,0.0,0.0,0.003008,0.09312,6.4,0.078,0.011,1.415045418753744,0.0,0.0,0.9416786594121255,0.0,0.0,0.128906025205732,0.736605858318467,0.0,0.8356841984705146,0.0,0.0,58.82934200811201,8.028919663636943,2.581632687770777
49,2064.0,0.0,2.5519231977199004,5.000000000000001,0.0,0.0,0.003008,0.09312,6.4,0.078,0.011,1.415045418753744,0.0,0.0,0.9416786594121255,0.0,0.0,0.128906025205732,0.736605858318467,0.0,1.3964205697937115,0.0,0.0,59.84827855972771,8.528919663636943,2.9803148066995084
50,2065.0,0.0,2.5519231977199004,5.000000000000001,0.0,0.0,0.003008,0.09312,6.4,0.078,0.011,1.415045418753744,0.0,0.0,0.9416786594121255,0.0,0.0,0.128906025205732,0.736605858318467,0.0,2.3685472291563716,0.0,0.0,59.84827855972771,9.028919663636943,3.6669105996136717
51,2066.0,0.0,2.5519231977199004,5.000000000000001,0.0,0.0,0.003008,0.09312,6.4,0.078,0.011,1.415045418753744,0.0,0.0,0.9416786594121255,0.0,0.430454048454854,0.128906025205732,0.736605858318467,0.05527998450259417,2.94642343327387,0.0,0.0,60.0,9.528919663636943,4.307104838649931
52,2067.0,0.0,2.5519231977199004,5.000000000000001,0.0,0.0,0.003008,0.09312,6.4,0.078,0.011,1.4982561796743088,0.0,0.0,0.9416786594121255,0.0,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.94642343327387,0.782643724463371,0.0,60.0,9.609839200036149,4.974050362443791
53,2068.0,0.0,2.5519231977199004,5.000000000000001,0.0,0.03407277543423064,0.003008,0.09312,6.4,0.078,0.011,1.4982561796743088,0.7632301697270152,0.0,0.9416786594121255,0.0,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.94642343327387,0.782643724463371,3.0,60.0,9.609839200036149,5.316014143016639
54,2069.0,0.0,2.5519231977199004,5.000000000000001,0.0,0.03951323230616441,0.003008,0.09312,6.4,0.078,0.011,1.4982561796743088,0.8850964036584463,0.0,0.9416786594121255,0.0,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.94642343327387,0.782643724463371,6.0,60.0,9.609839200036149,5.682782380242686
55,2070.0,0.0,2.57700867190797,5.000000000000001,0.0,0.041496820128923494,0.003008,0.09312,6.4,0.078,0.011,1.4982561796743088,0.92952877088836,0.0,0.8972292476471577,0.0,0.430454048454854,0.128906025205732,0.736605858318467,0.966795189042988,2.94642343327387,0.782643724463371,9.0,60.0,9.609839200036149,6.075077782900232
