,y,Amarti-Neshe FPV,Birbir FPV,Baro FPV,Chemoga Yeda FPV,Finchaa FPV,Geba FPV,Genji FPV,Karadobi FPV,Lower Dabus FPV,Lower Dedessa FPV,Lake Tana - Beles FPV,Renaissance FPV,Tekeze 1 FPV,Tekeze 2 FPV,Upper Dabus FPV,Solar PV (utility),Solar PV (roof top),Solar PV with storage
20,2035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001832,3.701138238889331,0.0
21,2036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001374,5.032845296028439,0.0
22,2037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000916,6.25276831768758,0.0
23,2038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000458,7.713088942167781,0.0
24,2039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.213088942167781,0.0
25,2040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.713088942167781,0.03345891992582006
26,2041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.677143481499147,0.03345891992582006
27,2042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8612380578062,0.03345891992582006
28,2043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.95966787894413,0.03345891992582006
29,2044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.30358670998469,0.03345891992582006
30,2045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.30358670998469,0.03345891992582006
31,2046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.303586709984685,0.03345891992582006
32,2047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.30358670998469,0.4539238064755351
33,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.303586709984685,0.9539238064755351
34,2049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.303586709984685,1.453923806475535
35,2050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.303586709984685,1.953923806475535
36,2051.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.303586709984685,1.9631433924194688
37,2052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.7917255022338,2.463143392419469
38,2053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.09337350876636,2.963143392419469
39,2054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.10544847109536,3.4631433924194686
40,2055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.60544847109536,3.9631433924194686
41,2056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.27174141395625,4.463143392419468
42,2057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0508183922971,4.963143392419468
43,2058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45623289348670437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.590497767816906,5.463143392419468
44,2059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45623289348670437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.090497767816906,5.963143392419468
45,2060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545065876321146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.5904977678169,6.429684472493649
46,2061.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545065876321146,0.0,0.0,0.0,0.8478384344015155,0.0,0.0,0.0,0.0,57.62644322848554,6.929684472493649
47,2062.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545065876321146,0.0,0.0,0.0,1.3424128623087728,0.0,0.129453145626272,0.0,0.0,58.44234865217849,7.429684472493649
48,2063.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545065876321146,0.0,0.0,0.0,1.9305026114919728,0.0,0.129453145626272,0.0,0.0,59.343918831040554,7.929684472493649
49,2064.0,0.0,0.0,0.0,0.0,0.0018129302901915428,0.0,0.0,0.545065876321146,0.0,0.0,0.15670643944233,2.18026350528458,0.0,0.129453145626272,0.0,0.0,60.0,8.429684472493648
50,2065.0,0.0333852849246702,0.159091102651234,0.0,0.0,0.0436052701056917,0.0,0.0735838933033547,0.545065876321146,0.0,0.187366394985394,0.15670643944233,2.18026350528458,0.102199851810215,0.129453145626272,0.0,1.5012743704321643,60.0,8.929684472493648
51,2066.0,0.0333852849246702,0.159091102651234,0.0,0.0,0.0436052701056917,0.0,0.0735838933033547,0.545065876321146,0.0,0.187366394985394,0.15670643944233,2.18026350528458,0.102199851810215,0.129453145626272,0.0,3.8858059856777203,60.0,9.429684472493648
52,2067.0,0.0333852849246702,0.159091102651234,0.0,0.0953865283562005,0.0436052701056917,0.0,0.0735838933033547,0.545065876321146,0.0,0.187366394985394,0.15670643944233,2.18026350528458,0.102199851810215,0.129453145626272,0.0,6.30442391472593,60.0,9.509219585943933
53,2068.0,0.0333852849246702,0.159091102651234,0.0,0.0953865283562005,0.0436052701056917,0.0,0.0735838933033547,0.545065876321146,0.0851665431751791,0.187366394985394,0.15670643944233,2.18026350528458,0.102199851810215,0.129453145626272,0.111057172300433,9.30442391472593,60.0,9.509219585943933
54,2069.0,0.0333852849246702,0.159091102651234,0.219729681391962,0.0953865283562005,0.0436052701056917,0.126727816244666,0.0735838933033547,0.545065876321146,0.0851665431751791,0.187366394985394,0.15670643944233,2.18026350528458,0.102199851810215,0.129453145626272,0.111057172300433,12.30442391472593,60.0,9.509219585943933
55,2070.0,0.0333852849246702,0.159091102651234,0.219729681391962,0.0953865283562005,0.0436052701056917,0.126727816244666,0.0735838933033547,0.545065876321146,0.0851665431751791,0.187366394985394,0.15670643944233,2.18026350528458,0.102199851810215,0.129453145626272,0.111057172300433,15.30442391472593,60.0,9.509219585943933
