,y,Biomass extraction/production/refining
0,2015.0,1628.9172
1,2016.0,1670.8949
2,2017.0,1712.0588
3,2018.0,1756.0744
4,2019.0,1801.2217
5,2020.0,1847.5297
6,2021.0,1868.6033
7,2022.0,1889.8085
8,2023.0,1911.1124
9,2024.0,1932.4899
10,2025.0,1953.9188
11,2026.0,1974.0901
12,2027.0,1994.3078
13,2028.0,2014.5246
14,2029.0,2034.6911
15,2030.0,2054.7737
16,2031.0,2048.0613
17,2032.0,2041.583
18,2033.0,2035.2773
19,2034.0,2029.1034
20,2035.0,2046.7272
21,2036.0,2043.1896
22,2037.0,2039.5074
23,2038.0,2035.7111
24,2039.0,2031.837
25,2040.0,2027.9131
26,2041.0,2007.833
27,2042.0,1987.8781
28,2043.0,1968.0687
29,2044.0,1948.4243
30,2045.0,1928.9572
31,2046.0,1909.6564
32,2047.0,1890.5337
33,2048.0,1871.5867
34,2049.0,1852.8108
35,2050.0,1834.2003
36,2051.0,1814.602
37,2052.0,1795.1832
38,2053.0,1775.9317
39,2054.0,1756.8344
40,2055.0,1737.8809
41,2056.0,1719.0675
42,2057.0,1700.3911
43,2058.0,1681.8445
44,2059.0,1663.4204
45,2060.0,1645.1147
46,2061.0,1625.7108
47,2062.0,1606.4555
48,2063.0,1587.3498
49,2064.0,1568.3958
50,2065.0,1549.5961
51,2066.0,1530.9531
52,2067.0,1512.4707
53,2068.0,1494.1547
54,2069.0,1476.0116
55,2070.0,1458.0465
