,y,Solar PV (utility),Solar PV (roof top),Solar PV with storage,Solar FPV
0,2015.0,0.0591,0.0065,0.0,0.0
1,2016.0,0.0591,0.0194,0.0,0.0
2,2017.0,0.0591,0.0258,0.0,0.0
3,2018.0,0.0591,0.0258,0.0,0.0
4,2019.0,0.0591,0.0258,0.0,0.0
5,2020.0,0.0562,0.0258,0.0,0.0
6,2021.0,0.0532,0.0258,0.0,0.0
7,2022.0,0.0503,0.0258,0.0,0.0
8,2023.0,0.0473,0.0258,0.0,0.0
9,2024.0,0.0443,0.0258,0.0,0.0
10,2025.0,0.0414,0.0258,0.0,0.0
11,2026.0,0.0384,0.0258,0.0,0.0
12,2027.0,0.0355,0.0258,0.0,0.0
13,2028.0,0.0325,0.0258,0.0,0.0
14,2029.0,0.0296,0.0258,0.0,0.0
15,2030.0,0.0266,0.0258,0.0,0.0
16,2031.0,0.0237,1.8199,0.0,0.0
17,2032.0,0.0207,3.4804,0.0,0.0
18,2033.0,0.0177,5.6903,0.0,0.0
19,2034.0,0.0148,9.2507,0.0,0.0
20,2035.0,0.0118,17.3093,0.0,0.0
21,2036.0,0.0089,22.3473,0.0,0.0
22,2037.0,0.0059,27.3763,0.0,0.0
23,2038.0,0.003,34.7643,0.0,0.0
24,2039.0,0.0,41.3916,0.0,0.0
25,2040.0,0.0,50.5203,0.0,0.0
26,2041.0,0.0,64.3021,0.0,0.0
27,2042.0,0.0,78.6716,0.0,0.0
28,2043.0,0.0,97.1259,0.0,0.0
29,2044.0,0.0,109.6601,0.0,0.0
30,2045.0,0.0,125.8698,0.0,0.0
31,2046.0,0.0,145.2343,0.0,0.0
32,2047.0,0.0,164.5988,0.0,0.0
33,2048.0,0.0,183.9633,4.8042,0.0
34,2049.0,0.0,203.3278,9.6084,0.0
35,2050.0,0.0,222.6923,11.5742,0.0
36,2051.0,0.0,240.2628,11.5742,0.0
37,2052.0,0.0,257.9668,11.5742,0.0
38,2053.0,0.0,275.1214,14.3499,0.0
39,2054.0,0.0,290.9255,19.1542,0.0
40,2055.0,0.0,302.2249,23.9584,0.0
41,2056.0,0.0,316.5385,28.7626,0.0
42,2057.0,0.0,330.8675,33.5668,0.507
43,2058.0,0.0,342.844,38.371,5.5618
44,2059.0,0.0,355.5812,43.1752,5.5618
45,2060.0,0.0,365.817,47.9795,10.985100000000001
46,2061.0,0.0,371.3998,52.7837,16.4603
47,2062.0,0.0,376.3948,57.5879,17.334500000000002
48,2063.0,0.0,377.305,62.3921,23.6115
49,2064.0,0.0,384.1352,67.1963,27.415
50,2065.0,0.0,387.29,72.0005,32.6938
51,2066.0,0.0,387.29,76.8048,31.0578
52,2067.0,0.0,387.29,81.609,32.865500000000004
53,2068.0,0.0,387.29,81.609,36.17470000000001
54,2069.0,0.0,387.29,81.609,39.125
55,2070.0,2.9178,387.29,84.4474,40.6261
