,y,Coal,Oil,Gas,Hydro,Solar PV,Solar FPV,Wind,Biomass,Geothermal,power_trade
0,2015.0,0.0,1.31,0.0,31.93,0.07,0.0,3.33,2.82,0.21,2.4
1,2016.0,0.0,2.09,0.0,31.93,0.08,0.0,3.33,2.82,0.21,3.51
2,2017.0,0.0,0.76,0.0,54.52,0.09,0.0,3.33,0.27,0.21,-5.99
3,2018.0,0.0,0.82,0.0,59.13,0.09,0.0,3.33,1.14,0.21,-3.15
4,2019.0,0.0,6.71,0.0,59.94,0.09,0.0,3.33,2.82,0.21,5.99
5,2020.0,0.0,0.81,67.43,59.94,0.09,0.0,3.33,2.82,3.43,3.48
6,2021.0,0.0,0.78,69.02,59.94,0.08,0.0,3.24,2.68,7.98,2.34
7,2022.0,0.0,1.44,72.33,59.94,0.08,0.0,3.15,2.54,10.66,1.03
8,2023.0,0.0,0.58,16.99,123.74,0.08,0.0,3.06,2.4,16.03,-5.99
9,2024.0,0.0,0.55,9.98,123.74,0.07,0.0,2.97,2.26,22.73,0.0
10,2025.0,0.0,0.51,5.33,134.87,0.07,0.0,2.89,0.57,28.09,-3.74
11,2026.0,0.0,0.68,8.32,135.12,0.07,0.0,2.8,1.27,28.08,-1.44
12,2027.0,0.0,0.66,6.16,147.45,0.07,0.0,2.71,0.45,28.07,-3.74
13,2028.0,0.0,0.63,8.31,148.81,0.06,0.0,2.62,0.86,31.54,-3.74
14,2029.0,0.0,0.6,9.45,148.81,0.06,0.0,2.53,0.85,38.24,-3.74
15,2030.0,0.0,0.52,8.57,148.81,0.06,0.0,2.44,0.7,44.93,-1.1
16,2031.0,0.0,0.53,9.24,148.81,1.84,0.0,2.36,0.56,51.62,-1.5
17,2032.0,0.0,0.52,12.5,148.81,3.5,0.0,2.27,0.42,58.31,-3.74
18,2033.0,0.0,0.52,11.24,148.81,5.71,0.0,2.18,0.28,65.0,-1.5
19,2034.0,0.0,0.48,12.09,148.81,9.26,0.0,2.09,0.14,70.93,-1.5
20,2035.0,0.0,0.41,14.53,148.81,17.32,0.0,2.0,0.0,74.9,-3.5
21,2036.0,0.0,0.37,15.05,148.81,22.36,0.0,1.91,0.0,80.85,-3.19
22,2037.0,0.0,0.32,15.99,148.81,27.39,0.0,1.83,0.0,87.54,-3.19
23,2038.0,0.0,0.27,15.6,148.81,34.76,0.0,1.74,0.0,92.64,-2.15
24,2039.0,0.0,0.22,17.46,148.81,41.39,0.0,1.65,0.0,99.32,-3.07
25,2040.0,0.0,0.18,17.82,148.81,50.52,0.0,0.0,0.0,106.01,-2.89
26,2041.0,0.0,0.24,17.09,148.81,64.3,0.0,0.0,0.0,106.0,-2.43
27,2042.0,0.0,0.29,16.86,148.81,78.67,0.0,0.0,0.0,105.99,-2.16
28,2043.0,0.0,0.35,14.82,146.88,97.13,0.0,0.0,0.0,106.38,-2.26
29,2044.0,0.0,0.4,14.25,145.17,109.66,0.0,0.0,0.0,113.08,-2.29
30,2045.0,0.0,0.45,14.34,144.42,125.87,0.0,0.0,0.0,114.84,-2.15
31,2046.0,0.0,0.5,13.52,142.36,145.23,0.0,0.0,0.0,116.1,-1.68
32,2047.0,0.0,0.55,13.01,138.91,164.6,0.0,0.0,0.0,120.12,-1.53
33,2048.0,0.0,0.6,12.03,134.52,188.76,0.0,0.0,0.0,121.46,-1.44
34,2049.0,3.25,0.64,11.68,133.74,212.94,0.0,0.0,0.0,117.73,-2.26
35,2050.0,10.66,0.71,0.0,147.84,234.26,0.0,0.0,0.0,112.37,-4.56
36,2051.0,10.59,0.71,0.0,144.51,251.83,0.0,0.0,0.0,112.37,-4.46
37,2052.0,10.59,0.72,0.0,141.48,269.54,0.0,0.0,0.0,112.37,-4.3
38,2053.0,10.59,0.72,0.0,138.2,289.47,0.0,0.0,0.0,110.25,-3.89
39,2054.0,10.41,0.73,0.0,134.88,310.08,0.0,0.0,0.0,108.51,-3.73
40,2055.0,10.59,0.73,0.0,135.59,326.18,0.0,0.0,0.0,108.51,-3.81
41,2056.0,10.59,0.93,0.0,133.26,345.3,0.0,0.0,0.0,108.51,-3.73
42,2057.0,10.59,1.13,0.0,131.17,364.44,0.51,0.0,0.0,108.51,-3.73
43,2058.0,10.29,1.13,0.0,128.59,381.21,5.56,0.0,0.0,108.51,-3.73
44,2059.0,11.02,1.13,0.0,129.19,398.76,5.56,0.0,0.0,109.27,-3.73
45,2060.0,10.89,1.14,0.0,127.01,413.8,10.99,0.0,0.0,111.85,-3.73
46,2061.0,10.87,1.13,0.0,126.51,424.18,16.47,0.0,0.0,111.4,-3.73
47,2062.0,12.12,0.84,0.0,129.97,433.98,17.34,0.0,0.0,111.73,-3.73
48,2063.0,12.74,1.01,0.0,131.53,439.69,23.61,0.0,0.0,113.7,-3.73
49,2064.0,13.05,1.14,0.0,131.47,451.34,27.42,0.63,0.0,113.07,-3.73
50,2065.0,13.43,1.16,0.0,131.45,459.29,32.7,5.2,0.0,111.64,-3.73
51,2066.0,12.99,0.97,0.0,136.73,464.09,31.05,5.66,0.0,121.03,-3.73
52,2067.0,12.82,0.77,0.0,143.35,468.9,32.86,4.68,0.0,127.17,-3.73
53,2068.0,14.05,0.76,0.0,151.3,468.9,36.18,5.76,0.0,132.15,-3.17
54,2069.0,12.12,0.75,0.0,175.94,468.9,39.14,4.14,0.0,127.61,-3.17
55,2070.0,12.4,0.73,0.0,183.81,474.66,40.63,6.95,0.0,129.53,-3.73
