,y,Coal,Oil,Gas,Hydro,Solar PV,Geothermal,Biomass,Crude Oil production,Crude oil Refinery,Natural gas extraction
0,2015.0,0.0,0.96,0.0,755.81,0.0,0.0,0.89,0.0,0.0,0.0
1,2016.0,0.0,1.07,0.0,755.81,0.0,0.0,0.89,0.0,0.0,0.0
2,2017.0,0.0,0.52,0.0,1290.41,0.0,0.0,0.08,0.0,0.0,0.0
3,2018.0,0.0,0.52,0.0,1399.63,0.0,0.0,0.36,0.0,0.0,0.0
4,2019.0,0.0,2.62,0.0,1418.92,0.0,0.0,0.89,0.0,0.0,0.0
5,2020.0,0.0,0.52,14.8,1418.92,0.0,0.04,0.89,0.0,0.0,0.06
6,2021.0,0.0,0.5,14.96,1418.92,0.0,0.09,0.85,0.0,0.0,0.07
7,2022.0,0.0,0.94,15.3,1418.92,0.0,0.12,0.8,0.0,0.0,0.07
8,2023.0,0.0,0.45,3.75,2929.22,0.0,0.18,0.76,0.0,0.0,0.02
9,2024.0,0.0,0.42,2.2,2929.22,0.0,0.26,0.71,0.0,0.0,0.01
10,2025.0,0.0,0.39,1.18,3193.02,0.0,0.33,0.18,0.15,12.78,0.0
11,2026.0,0.0,0.53,1.84,3198.72,0.0,0.33,0.4,0.0,13.16,0.01
12,2027.0,0.0,0.51,1.36,3490.77,0.0,0.33,0.14,0.0,13.56,0.01
13,2028.0,0.0,0.49,1.84,3522.81,0.0,0.37,0.27,0.0,13.96,0.01
14,2029.0,0.0,0.46,2.09,3522.81,0.0,0.44,0.27,0.0,13.96,0.01
15,2030.0,0.0,0.4,1.89,3522.81,0.0,0.52,0.22,0.0,13.96,0.01
16,2031.0,0.0,0.41,2.04,3522.81,0.01,0.6,0.18,0.0,14.28,0.01
17,2032.0,0.0,0.4,2.76,3522.81,0.02,0.68,0.13,0.0,14.58,0.01
18,2033.0,0.0,0.39,2.48,3522.81,0.04,0.76,0.09,0.0,14.83,0.01
19,2034.0,0.0,0.37,2.67,3522.81,0.06,0.83,0.04,0.0,14.9,0.01
20,2035.0,0.0,0.32,3.21,3522.81,0.11,0.87,0.0,0.0,14.9,0.01
21,2036.0,0.0,0.29,3.32,3522.81,0.14,0.94,0.0,0.0,14.9,0.01
22,2037.0,0.0,0.25,3.53,3522.81,0.17,1.02,0.0,0.0,14.9,0.01
23,2038.0,0.0,0.21,3.45,3522.81,0.22,1.08,0.0,0.0,14.9,0.01
24,2039.0,0.0,0.18,3.86,3522.81,0.26,1.16,0.0,0.0,14.9,0.02
25,2040.0,0.0,0.14,3.94,3522.81,0.32,1.24,0.0,0.0,14.9,0.02
26,2041.0,0.0,0.18,3.77,3522.81,0.41,1.24,0.0,0.0,14.9,0.02
27,2042.0,0.0,0.22,3.72,3522.81,0.5,1.24,0.0,0.0,14.9,0.01
28,2043.0,0.0,0.27,3.27,3476.88,0.62,1.24,0.0,0.0,14.9,0.01
29,2044.0,0.0,0.31,3.15,3436.71,0.7,1.32,0.0,0.0,14.9,0.01
30,2045.0,0.0,0.35,3.17,3418.65,0.8,1.34,0.0,0.0,14.9,0.01
31,2046.0,0.0,0.38,2.99,3370.03,0.93,1.35,0.0,0.0,14.9,0.01
32,2047.0,0.0,0.42,2.87,3288.38,1.05,1.4,0.0,0.0,14.9,0.01
33,2048.0,0.0,0.46,2.66,3184.12,1.21,1.42,0.0,0.0,14.9,0.01
34,2049.0,0.29,0.49,2.58,3165.82,1.36,1.37,0.0,0.0,14.9,0.01
35,2050.0,0.95,0.55,0.0,3500.11,1.49,1.31,0.0,0.0,14.9,0.0
36,2051.0,0.95,0.55,0.0,3421.14,1.61,1.31,0.0,0.0,14.73,0.0
37,2052.0,0.95,0.55,0.0,3349.31,1.72,1.31,0.0,0.0,14.45,0.0
38,2053.0,0.95,0.56,0.0,3272.1,1.85,1.29,0.0,0.0,14.17,0.0
39,2054.0,0.93,0.56,0.0,3193.25,1.98,1.27,0.0,0.0,13.9,0.0
40,2055.0,0.95,0.56,0.0,3209.92,2.08,1.27,0.0,0.0,13.63,0.0
41,2056.0,0.95,0.57,0.0,3155.31,2.2,1.27,0.0,0.0,13.42,0.0
42,2057.0,0.95,0.58,0.0,3105.11,2.32,1.27,0.0,0.0,13.22,0.0
43,2058.0,0.92,0.58,0.0,3043.84,2.44,1.27,0.0,0.0,12.96,0.0
44,2059.0,0.99,0.58,0.0,3058.63,2.55,1.27,0.0,0.0,12.71,0.0
45,2060.0,0.97,0.59,0.0,3006.48,2.65,1.3,0.0,0.0,12.28,0.0
46,2061.0,0.97,0.59,0.0,2994.9,2.71,1.3,0.0,0.0,11.9,0.0
47,2062.0,1.08,0.61,0.0,3076.73,2.77,1.3,0.0,0.0,11.51,0.0
48,2063.0,1.14,0.6,0.0,3113.59,2.81,1.33,0.0,0.0,11.1,0.0
49,2064.0,1.17,0.59,0.0,3111.99,2.88,1.32,0.0,0.0,11.1,0.0
50,2065.0,1.2,0.61,0.0,3112.26,2.93,1.3,0.0,0.0,11.1,0.0
51,2066.0,1.16,0.6,0.0,3237.01,2.96,1.41,0.0,0.0,10.79,0.0
52,2067.0,1.15,0.59,0.0,3393.75,2.99,1.48,0.0,0.0,10.48,0.0
53,2068.0,1.26,0.58,0.0,3581.63,2.99,1.54,0.0,0.0,10.24,0.0
54,2069.0,1.08,0.57,0.0,4165.16,2.99,1.49,0.0,0.0,10.0,0.0
55,2070.0,1.11,0.56,0.0,4351.11,3.03,1.51,0.0,0.0,9.76,0.0
