r,l,t,m,y,RateOfActivity
REGION,S4D2,EGNGCCP02N,1,2041, 1.6737742776996154e+02
REGION,S1D1,EGNGCCP02N,1,2042, 2.3416109518082928e+02
REGION,S1D2,EGNGCCP02N,1,2042, 5.0166874910852172e+01
REGION,S2D1,EGNGCCP02N,1,2042, 284.580864
REGION,S2D2,EGNGCCP02N,1,2042, 1.2474166674549375e+02
REGION,S3D1,EGNGCCP02N,1,2042, 284.580864
REGION,S3D2,EGNGCCP02N,1,2042, 2.5538286607013831e+02
REGION,S4D1,EGNGCCP02N,1,2042, 1.9035719622148707e+02
REGION,S4D2,EGNGCCP02N,1,2042, 4.2878933837343141e+01
REGION,S1D1,EGNGCCP02N,1,2043, 2.4580821261810314e+02
REGION,S1D2,EGNGCCP02N,1,2043, 2.4888275092910146e+01
REGION,S2D1,EGNGCCP02N,1,2043, 284.580864
REGION,S2D2,EGNGCCP02N,1,2043, 1.1639094225723021e+02
REGION,S3D1,EGNGCCP02N,1,2043, 284.580864
REGION,S3D2,EGNGCCP02N,1,2043, 2.1264472333013038e+02
REGION,S4D1,EGNGCCP02N,1,2043, 1.8494406923701223e+02
REGION,S1D1,EGNGCCP02N,1,2044, 1.9409119861505081e+02
REGION,S2D1,EGNGCCP02N,1,2044, 284.580864
REGION,S2D2,EGNGCCP02N,1,2044, 7.4432217160320150e+01
REGION,S3D1,EGNGCCP02N,1,2044, 284.580864
REGION,S3D2,EGNGCCP02N,1,2044, 1.2730218185872930e+02
REGION,S4D1,EGNGCCP02N,1,2044, 1.5308556779051054e+02
REGION,S4D2,EGNGCCP02N,1,2044, 1.4748309356400404e+02
REGION,S1D1,EGNGCCP02N,1,2045, 1.7081514014033337e+02
REGION,S1D2,EGNGCCP02N,1,2045, 1.6545811572110151e+02
REGION,S2D1,EGNGCCP02N,1,2045, 284.580864
REGION,S2D2,EGNGCCP02N,1,2045, 5.3820421125258775e+01
REGION,S3D1,EGNGCCP02N,1,2045, 2.5095409864555660e+02
REGION,S3D2,EGNGCCP02N,1,2045, 1.4981070071982043e+02
REGION,S4D1,EGNGCCP02N,1,2045, 9.7217410338249223e+01
REGION,S4D2,EGNGCCP02N,1,2045, 1.1539922617816489e+02
REGION,S1D1,EGNGCCP02N,1,2046, 284.580864
REGION,S1D2,EGNGCCP02N,1,2046, 1.1050635144162230e+02
REGION,S2D1,EGNGCCP02N,1,2046, 284.580864
REGION,S2D2,EGNGCCP02N,1,2046, 2.1231035129528806e+02
REGION,S3D1,EGNGCCP02N,1,2046, 284.580864
REGION,S3D2,EGNGCCP02N,1,2046, 1.8938680757088881e+02
REGION,S4D1,EGNGCCP02N,1,2046, 1.2841055230261119e+02
REGION,S4D2,EGNGCCP02N,1,2046, 8.0627164247081410e+01
REGION,S1D1,EGNGCCP02N,1,2047, 1.5094575043737726e+02
REGION,S1D2,EGNGCCP02N,1,2047, 7.8634347187752027e+01
REGION,S2D1,EGNGCCP02N,1,2047, 284.580864
REGION,S2D2,EGNGCCP02N,1,2047, 1.7785970632819908e+02
REGION,S3D1,EGNGCCP02N,1,2047, 2.3987148648738068e+02
REGION,S3D2,EGNGCCP02N,1,2047, 1.5514768560911187e+02
REGION,S4D1,EGNGCCP02N,1,2047, 284.580864
REGION,S4D2,EGNGCCP02N,1,2047, 1.6583073866171642e+02
REGION,S1D1,EGNGCCP02N,1,2048, 44.46576
REGION,S2D1,EGNGCCP02N,1,2048, 44.46576
REGION,S2D2,EGNGCCP02N,1,2048, 1.6116089512417602e+01
REGION,S3D1,EGNGCCP02N,1,2048, 44.46576
REGION,S3D2,EGNGCCP02N,1,2048, 44.46576
REGION,S4D1,EGNGCCP02N,1,2048, 44.46576
REGION,S1D1,EGNGCCP02N,1,2049, 44.46576
REGION,S2D1,EGNGCCP02N,1,2049, 44.46576
REGION,S2D2,EGNGCCP02N,1,2049, 6.8585271373253076e-01
REGION,S3D1,EGNGCCP02N,1,2049, 44.46576
REGION,S4D1,EGNGCCP02N,1,2049, 44.46576
REGION,S1D1,EGNGCCP02N,1,2050, 4.7225475538133523e+01
REGION,S2D1,EGNGCCP02N,1,2050, 4.7225475538133523e+01
REGION,S3D1,EGNGCCP02N,1,2050, 4.7225475538133523e+01
REGION,S4D1,EGNGCCP02N,1,2050, 4.7225475538133523e+01
REGION,S4D2,EGNGCCP02N,1,2050, 1.1540716722411897e+01
REGION,S1D1,EGNGCCP02N,1,2051, 4.7225475538133523e+01
REGION,S2D1,EGNGCCP02N,1,2051, 4.7225475538133523e+01
REGION,S3D1,EGNGCCP02N,1,2051, 4.7225475538133523e+01
REGION,S4D1,EGNGCCP02N,1,2051, 4.7225475538133523e+01
REGION,S4D2,EGNGCCP02N,1,2051, 4.7225475538133523e+01
REGION,S1D1,EGNGCCP02N,1,2052, 4.7225475538133523e+01
REGION,S2D1,EGNGCCP02N,1,2052, 4.7225475538133523e+01
REGION,S3D1,EGNGCCP02N,1,2052, 4.7225475538133523e+01
REGION,S4D1,EGNGCCP02N,1,2052, 4.7225475538133523e+01
REGION,S1D1,EGNGCCP02N,1,2053, 4.7225475538133523e+01
REGION,S2D1,EGNGCCP02N,1,2053, 4.7225475538133523e+01
REGION,S2D2,EGNGCCP02N,1,2053, 3.1837555962483433e-01
REGION,S3D1,EGNGCCP02N,1,2053, 4.7225475538133523e+01
REGION,S4D1,EGNGCCP02N,1,2053, 4.7225475538133523e+01
REGION,S1D1,EGNGCCP02N,1,2054, 4.7225475538133523e+01
REGION,S2D1,EGNGCCP02N,1,2054, 4.7225475538133523e+01
REGION,S2D2,EGNGCCP02N,1,2054, 20.2326892090359
REGION,S3D1,EGNGCCP02N,1,2054, 4.7225475538133523e+01
REGION,S4D1,EGNGCCP02N,1,2054, 4.7225475538133523e+01
REGION,S1D1,EGNGCCP02N,1,2055, 9.1691235538133526e+01
REGION,S2D1,EGNGCCP02N,1,2055, 9.1691235538133526e+01
REGION,S3D1,EGNGCCP02N,1,2055, 9.1691235538133526e+01
REGION,S4D1,EGNGCCP02N,1,2055, 5.4191734803153224e+01
REGION,S1D1,EGNGCCP02N,1,2056, 1.3615699553813354e+02
REGION,S2D1,EGNGCCP02N,1,2056, 1.3615699553813354e+02
REGION,S3D1,EGNGCCP02N,1,2056, 1.3615699553813354e+02
REGION,S1D1,EGNGCCP02N,1,2057, 1.3615699553813354e+02
REGION,S2D1,EGNGCCP02N,1,2057, 1.3615699553813354e+02
REGION,S3D1,EGNGCCP02N,1,2057, 1.3615699553813354e+02
REGION,S4D1,EGNGCCP02N,1,2057, 5.7974706120335114e+01
REGION,S1D1,EGNGCCP02N,1,2058, 1.3615699553813354e+02
REGION,S2D1,EGNGCCP02N,1,2058, 1.3615699553813354e+02
REGION,S3D1,EGNGCCP02N,1,2058, 1.3615699553813354e+02
REGION,S4D1,EGNGCCP02N,1,2058, 6.1547262700076985e+01
REGION,S1D1,EGNGCCP02N,1,2059, 1.3615699553813354e+02
REGION,S1D2,EGNGCCP02N,1,2059, 3.8721395937187665e+01
REGION,S2D1,EGNGCCP02N,1,2059, 1.3615699553813354e+02
REGION,S2D2,EGNGCCP02N,1,2059, 1.3615699553813354e+02
REGION,S3D1,EGNGCCP02N,1,2059, 1.3615699553813354e+02
REGION,S1D1,EGNGCCP02N,1,2060, 1.3615699553813354e+02
REGION,S2D1,EGNGCCP02N,1,2060, 1.3615699553813354e+02
REGION,S3D1,EGNGCCP02N,1,2060, 1.3615699553813354e+02
REGION,S3D2,EGNGCCP02N,1,2060, 1.3615699553813354e+02
REGION,S1D1,EGNGCCP02N,1,2061, 1.3615699553813354e+02
REGION,S2D1,EGNGCCP02N,1,2061, 1.3615699553813354e+02
REGION,S2D2,EGNGCCP02N,1,2061, 3.5261307697218449e+01
REGION,S3D1,EGNGCCP02N,1,2061, 1.3615699553813354e+02
REGION,S1D1,EGNGCCP02N,1,2062, 1.3615699553813354e+02
REGION,S2D1,EGNGCCP02N,1,2062, 1.3615699553813354e+02
REGION,S2D2,EGNGCCP02N,1,2062, 1.3615699553813354e+02
REGION,S3D1,EGNGCCP02N,1,2062, 1.3615699553813354e+02
REGION,S1D1,EGNGCCP02N,1,2063, 1.3615699553813354e+02
REGION,S1D2,EGNGCCP02N,1,2063, 2.7754851481400170e+01
REGION,S2D1,EGNGCCP02N,1,2063, 1.3615699553813354e+02
REGION,S2D2,EGNGCCP02N,1,2063, 1.3615699553813354e+02
REGION,S3D1,EGNGCCP02N,1,2063, 1.3615699553813354e+02
REGION,S1D1,EGNGCCP02N,1,2064, 1.3615699553813354e+02
REGION,S1D2,EGNGCCP02N,1,2064, 4.8574397121088992e+01
REGION,S2D1,EGNGCCP02N,1,2064, 1.3615699553813354e+02
REGION,S2D2,EGNGCCP02N,1,2064, 3.7743149576667776e+01
REGION,S3D1,EGNGCCP02N,1,2064, 1.3576161761133162e+02
REGION,S1D1,EGNGCCP02N,1,2065, 1.3615699553813354e+02
REGION,S1D2,EGNGCCP02N,1,2065, 2.8669546444983531e+01
REGION,S2D1,EGNGCCP02N,1,2065, 1.3615699553813354e+02
REGION,S2D2,EGNGCCP02N,1,2065, 5.6504074217031793e+01
REGION,S3D1,EGNGCCP02N,1,2065, 1.3615699553813354e+02
REGION,S1D1,EGNGCCP02N,1,2066, 1.3615699553813354e+02
REGION,S1D2,EGNGCCP02N,1,2066, 2.8622080452196737e+01
REGION,S2D1,EGNGCCP02N,1,2066, 1.3615699553813354e+02
REGION,S2D2,EGNGCCP02N,1,2066, 5.8382901342409177e+01
REGION,S3D1,EGNGCCP02N,1,2066, 1.3615699553813354e+02
REGION,S1D1,EGNGCCP02N,1,2067, 1.3615699553813354e+02
REGION,S2D1,EGNGCCP02N,1,2067, 1.3615699553813354e+02
REGION,S2D2,EGNGCCP02N,1,2067, 5.7752744508106389e+01
REGION,S3D1,EGNGCCP02N,1,2067, 1.3615699553813354e+02
REGION,S1D1,EGNGCCP02N,1,2068, 1.3615699553813354e+02
REGION,S1D2,EGNGCCP02N,1,2068, 1.4275069400891171e+01
REGION,S2D1,EGNGCCP02N,1,2068, 1.3615699553813354e+02
REGION,S2D2,EGNGCCP02N,1,2068, 1.1259607756142132e+02
REGION,S3D1,EGNGCCP02N,1,2068, 1.3615699553813354e+02
REGION,S1D1,EGNGCCP02N,1,2069, 1.3615699553813354e+02
REGION,S2D1,EGNGCCP02N,1,2069, 1.3615699553813354e+02
REGION,S2D2,EGNGCCP02N,1,2069, 1.3615699553813354e+02
REGION,S3D1,EGNGCCP02N,1,2069, 1.3615699553813354e+02
REGION,S1D1,EGNGCCP02N,1,2070, 1.3615699553813354e+02
REGION,S2D1,EGNGCCP02N,1,2070, 1.3615699553813354e+02
REGION,S3D1,EGNGCCP02N,1,2070, 1.3615699553813354e+02
REGION,S1D1,EGNGCCP04N,1,2015, 7.41096
REGION,S1D2,EGNGCCP04N,1,2015, 7.41096
REGION,S2D1,EGNGCCP04N,1,2015, 7.41096
REGION,S2D2,EGNGCCP04N,1,2015, 7.41096
REGION,S3D1,EGNGCCP04N,1,2015, 7.41096
REGION,S3D2,EGNGCCP04N,1,2015, 7.41096
REGION,S4D2,EGNGCCP04N,1,2015, 7.0486463999999520e+00
REGION,S1D1,EGNGCCP04N,1,2016, 22.23288
REGION,S1D2,EGNGCCP04N,1,2016, 22.23288
REGION,S2D1,EGNGCCP04N,1,2016, 22.23288
REGION,S2D2,EGNGCCP04N,1,2016, 22.23288
REGION,S3D1,EGNGCCP04N,1,2016, 22.23288
REGION,S3D2,EGNGCCP04N,1,2016, 22.23288
REGION,S4D1,EGNGCCP04N,1,2016, 22.23288
REGION,S4D2,EGNGCCP04N,1,2016, 7.8062111999998516e+00
REGION,S1D1,EGNGCCP04N,1,2017, 44.46576
REGION,S1D2,EGNGCCP04N,1,2017, 44.46576
REGION,S2D1,EGNGCCP04N,1,2017, 44.46576
REGION,S2D2,EGNGCCP04N,1,2017, 44.46576
REGION,S3D1,EGNGCCP04N,1,2017, 44.46576
REGION,S3D2,EGNGCCP04N,1,2017, 44.46576
REGION,S4D1,EGNGCCP04N,1,2017, 44.46576
REGION,S4D2,EGNGCCP04N,1,2017, 1.0899875826179223e+01
REGION,S1D1,EGNGCCP04N,1,2020, 186.756192
REGION,S1D2,EGNGCCP04N,1,2020, 2.7662161552046133e+01
REGION,S2D1,EGNGCCP04N,1,2020, 186.756192
REGION,S2D2,EGNGCCP04N,1,2020, 1.3583004812921960e+01
REGION,S3D1,EGNGCCP04N,1,2020, 186.756192
REGION,S3D2,EGNGCCP04N,1,2020, 7.3718977687223372e+01
REGION,S4D1,EGNGCCP04N,1,2020, 8.2704264821683751e+01
REGION,S4D2,EGNGCCP04N,1,2020, 2.4211568130130932e+00
REGION,S1D2,EGNGCCP04N,1,2021, 186.756192
REGION,S2D1,EGNGCCP04N,1,2021, 6.2615797403004505e+00
REGION,S2D2,EGNGCCP04N,1,2021, 186.756192
REGION,S3D1,EGNGCCP04N,1,2021, 186.756192
REGION,S3D2,EGNGCCP04N,1,2021, 1.5980276894249229e+02
REGION,S4D1,EGNGCCP04N,1,2021, 1.1935643208064243e+02
REGION,S4D2,EGNGCCP04N,1,2021, 186.756192
REGION,S1D1,EGNGCCP04N,1,2022, 186.756192
REGION,S1D2,EGNGCCP04N,1,2022, 186.756192
REGION,S2D1,EGNGCCP04N,1,2022, 186.756192
REGION,S2D2,EGNGCCP04N,1,2022, 1.6106285996668885e+02
REGION,S3D1,EGNGCCP04N,1,2022, 186.756192
REGION,S3D2,EGNGCCP04N,1,2022, 9.2879542925983372e+01
REGION,S4D1,EGNGCCP04N,1,2022, 186.756192
REGION,S4D2,EGNGCCP04N,1,2022, 186.756192
REGION,S1D1,EGNGCCP04N,1,2023, 186.756192
REGION,S1D2,EGNGCCP04N,1,2023, 186.756192
REGION,S2D1,EGNGCCP04N,1,2023, 186.756192
REGION,S2D2,EGNGCCP04N,1,2023, 6.8206609252172754e+01
REGION,S3D1,EGNGCCP04N,1,2023, 186.756192
REGION,S3D2,EGNGCCP04N,1,2023, 186.756192
REGION,S4D1,EGNGCCP04N,1,2023, 186.756192
REGION,S4D2,EGNGCCP04N,1,2023, 186.756192
REGION,S1D1,EGNGCCP04N,1,2024, 186.756192
REGION,S1D2,EGNGCCP04N,1,2024, 1.1197261687485337e+02
REGION,S2D1,EGNGCCP04N,1,2024, 186.756192
REGION,S2D2,EGNGCCP04N,1,2024, 186.756192
REGION,S3D1,EGNGCCP04N,1,2024, 186.756192
REGION,S3D2,EGNGCCP04N,1,2024, 186.756192
REGION,S4D1,EGNGCCP04N,1,2024, 186.756192
REGION,S4D2,EGNGCCP04N,1,2024, 1.4201760643014870e+02
REGION,S1D1,EGNGCCP04N,1,2025, 186.756192
REGION,S1D2,EGNGCCP04N,1,2025, 1.3159372041134347e+02
REGION,S2D1,EGNGCCP04N,1,2025, 8.1111006734715161e+01
REGION,S2D2,EGNGCCP04N,1,2025, 186.756192
REGION,S3D1,EGNGCCP04N,1,2025, 186.756192
REGION,S3D2,EGNGCCP04N,1,2025, 186.756192
REGION,S4D1,EGNGCCP04N,1,2025, 186.756192
REGION,S4D2,EGNGCCP04N,1,2025, 186.756192
REGION,S1D1,EGNGCCP04N,1,2026, 1.4909470065829962e+02
REGION,S1D2,EGNGCCP04N,1,2026, 186.756192
REGION,S2D1,EGNGCCP04N,1,2026, 186.756192
REGION,S2D2,EGNGCCP04N,1,2026, 186.756192
REGION,S3D1,EGNGCCP04N,1,2026, 186.756192
REGION,S3D2,EGNGCCP04N,1,2026, 186.756192
REGION,S4D1,EGNGCCP04N,1,2026, 186.756192
REGION,S4D2,EGNGCCP04N,1,2026, 8.8671222102908175e+01
REGION,S1D1,EGNGCCP04N,1,2027, 186.756192
REGION,S1D2,EGNGCCP04N,1,2027, 186.756192
REGION,S2D1,EGNGCCP04N,1,2027, 186.756192
REGION,S2D2,EGNGCCP04N,1,2027, 1.8420665365883815e+02
REGION,S3D1,EGNGCCP04N,1,2027, 186.756192
REGION,S3D2,EGNGCCP04N,1,2027, 1.5546780193960674e+02
REGION,S4D1,EGNGCCP04N,1,2027, 186.756192
REGION,S4D2,EGNGCCP04N,1,2027, 9.9814407667583936e+01
REGION,S1D1,EGNGCCP04N,1,2028, 1.8124273850578041e+02
REGION,S1D2,EGNGCCP04N,1,2028, 186.756192
REGION,S2D1,EGNGCCP04N,1,2028, 186.756192
REGION,S2D2,EGNGCCP04N,1,2028, 186.756192
REGION,S3D1,EGNGCCP04N,1,2028, 186.756192
REGION,S3D2,EGNGCCP04N,1,2028, 1.6821458461760767e+02
REGION,S4D1,EGNGCCP04N,1,2028, 186.756192
REGION,S4D2,EGNGCCP04N,1,2028, 87.7013841319833
REGION,S1D1,EGNGCCP04N,1,2029, 1.7450215179807535e+02
REGION,S1D2,EGNGCCP04N,1,2029, 186.756192
REGION,S2D1,EGNGCCP04N,1,2029, 186.756192
REGION,S2D2,EGNGCCP04N,1,2029, 1.8022254837166847e+02
REGION,S3D1,EGNGCCP04N,1,2029, 186.756192
REGION,S3D2,EGNGCCP04N,1,2029, 1.6218544553877717e+02
REGION,S4D1,EGNGCCP04N,1,2029, 186.756192
REGION,S4D2,EGNGCCP04N,1,2029, 1.0461057586804340e+02
REGION,S1D1,EGNGCCP04N,1,2030, 186.756192
REGION,S1D2,EGNGCCP04N,1,2030, 1.1097510260206590e+02
REGION,S2D1,EGNGCCP04N,1,2030, 186.756192
REGION,S2D2,EGNGCCP04N,1,2030, 186.756192
REGION,S3D1,EGNGCCP04N,1,2030, 186.756192
REGION,S3D2,EGNGCCP04N,1,2030, 1.4351771520670124e+02
REGION,S4D1,EGNGCCP04N,1,2030, 186.756192
REGION,S4D2,EGNGCCP04N,1,2030, 1.8675619199999997e+02
REGION,S1D1,EGNGCCP04N,1,2031, 186.756192
REGION,S1D2,EGNGCCP04N,1,2031, 186.756192
REGION,S2D1,EGNGCCP04N,1,2031, 186.756192
REGION,S2D2,EGNGCCP04N,1,2031, 186.756192
REGION,S3D1,EGNGCCP04N,1,2031, 186.756192
REGION,S3D2,EGNGCCP04N,1,2031, 1.6389965673335340e+02
REGION,S4D1,EGNGCCP04N,1,2031, 186.756192
REGION,S4D2,EGNGCCP04N,1,2031, 8.8682670849607987e+01
REGION,S1D1,EGNGCCP04N,1,2032, 186.756192
REGION,S1D2,EGNGCCP04N,1,2032, 186.756192
REGION,S2D1,EGNGCCP04N,1,2032, 186.756192
REGION,S2D2,EGNGCCP04N,1,2032, 186.756192
REGION,S3D1,EGNGCCP04N,1,2032, 186.756192
REGION,S3D2,EGNGCCP04N,1,2032, 1.6201107506059446e+02
REGION,S4D1,EGNGCCP04N,1,2032, 186.756192
REGION,S4D2,EGNGCCP04N,1,2032, 9.0592236763175350e+01
REGION,S1D1,EGNGCCP04N,1,2033, 1.7797434546528234e+02
REGION,S1D2,EGNGCCP04N,1,2033, 1.6414997759580115e+02
REGION,S2D1,EGNGCCP04N,1,2033, 186.756192
REGION,S2D2,EGNGCCP04N,1,2033, 186.756192
REGION,S3D1,EGNGCCP04N,1,2033, 186.756192
REGION,S3D2,EGNGCCP04N,1,2033, 1.7194917182517455e+02
REGION,S4D1,EGNGCCP04N,1,2033, 186.756192
REGION,S4D2,EGNGCCP04N,1,2033, 1.0903849063346343e+02
REGION,S1D1,EGNGCCP04N,1,2034, 186.756192
REGION,S1D2,EGNGCCP04N,1,2034, 71.3019238548639
REGION,S2D1,EGNGCCP04N,1,2034, 186.756192
REGION,S2D2,EGNGCCP04N,1,2034, 186.756192
REGION,S3D1,EGNGCCP04N,1,2034, 186.756192
REGION,S3D2,EGNGCCP04N,1,2034, 1.8362686295112530e+02
REGION,S4D1,EGNGCCP04N,1,2034, 186.756192
REGION,S4D2,EGNGCCP04N,1,2034, 186.756192
REGION,S1D1,EGNGCCP04N,1,2035, 186.756192
REGION,S1D2,EGNGCCP04N,1,2035, 1.1631474558399924e+02
REGION,S2D1,EGNGCCP04N,1,2035, 186.756192
REGION,S2D2,EGNGCCP04N,1,2035, 186.756192
REGION,S3D1,EGNGCCP04N,1,2035, 186.756192
REGION,S3D2,EGNGCCP04N,1,2035, 186.756192
REGION,S4D1,EGNGCCP04N,1,2035, 186.756192
REGION,S4D2,EGNGCCP04N,1,2035, 1.3757898597191070e+02
REGION,S1D1,EGNGCCP04N,1,2036, 186.756192
REGION,S1D2,EGNGCCP04N,1,2036, 186.756192
REGION,S2D1,EGNGCCP04N,1,2036, 186.756192
REGION,S2D2,EGNGCCP04N,1,2036, 186.756192
REGION,S3D1,EGNGCCP04N,1,2036, 186.756192
REGION,S3D2,EGNGCCP04N,1,2036, 148.596825591196
REGION,S4D1,EGNGCCP04N,1,2036, 186.756192
REGION,S4D2,EGNGCCP04N,1,2036, 1.0415553344890043e+02
REGION,S1D1,EGNGCCP04N,1,2037, 1.8675619199999997e+02
REGION,S1D2,EGNGCCP04N,1,2037, 8.1915460607339483e+01
REGION,S2D1,EGNGCCP04N,1,2037, 1.8675619199999980e+02
REGION,S2D2,EGNGCCP04N,1,2037, 1.7304734064483327e+02
REGION,S3D1,EGNGCCP04N,1,2037, 186.756192
REGION,S3D2,EGNGCCP04N,1,2037, 186.756192
REGION,S4D1,EGNGCCP04N,1,2037, 186.756192
REGION,S4D2,EGNGCCP04N,1,2037, 186.756192
REGION,S1D1,EGNGCCP04N,1,2038, 186.756192
REGION,S1D2,EGNGCCP04N,1,2038, 186.756192
REGION,S2D1,EGNGCCP04N,1,2038, 186.756192
REGION,S2D2,EGNGCCP04N,1,2038, 186.756192
REGION,S3D1,EGNGCCP04N,1,2038, 186.756192
REGION,S3D2,EGNGCCP04N,1,2038, 186.756192
REGION,S4D1,EGNGCCP04N,1,2038, 186.756192
REGION,S4D2,EGNGCCP04N,1,2038, 65.5721740799986
REGION,S1D1,EGNGCCP04N,1,2039, 1.8075871210280337e+02
REGION,S1D2,EGNGCCP04N,1,2039, 1.5906410725666035e+02
REGION,S2D1,EGNGCCP04N,1,2039, 186.756192
REGION,S2D2,EGNGCCP04N,1,2039, 186.756192
REGION,S3D1,EGNGCCP04N,1,2039, 186.756192
REGION,S3D2,EGNGCCP04N,1,2039, 98.5382917133226
REGION,S4D1,EGNGCCP04N,1,2039, 186.756192
REGION,S4D2,EGNGCCP04N,1,2039, 186.756192
REGION,S1D1,EGNGCCP04N,1,2040, 186.756192
REGION,S1D2,EGNGCCP04N,1,2040, 6.8206609252172768e+01
REGION,S2D1,EGNGCCP04N,1,2040, 186.756192
REGION,S2D2,EGNGCCP04N,1,2040, 1.8675619199999997e+02
REGION,S3D1,EGNGCCP04N,1,2040, 1.8675619199999980e+02
REGION,S3D2,EGNGCCP04N,1,2040, 186.756192
REGION,S4D1,EGNGCCP04N,1,2040, 186.756192
REGION,S4D2,EGNGCCP04N,1,2040, 186.756192
REGION,S1D1,EGNGCCP04N,1,2041, 186.756192
REGION,S1D2,EGNGCCP04N,1,2041, 186.756192
REGION,S2D1,EGNGCCP04N,1,2041, 186.756192
REGION,S2D2,EGNGCCP04N,1,2041, 186.756192
REGION,S3D1,EGNGCCP04N,1,2041, 186.756192
REGION,S3D2,EGNGCCP04N,1,2041, 186.756192
REGION,S4D1,EGNGCCP04N,1,2041, 186.756192
REGION,S4D2,EGNGCCP04N,1,2041, 65.5721740799986
REGION,S1D1,EGNGCCP04N,1,2042, 186.756192
REGION,S1D2,EGNGCCP04N,1,2042, 186.756192
REGION,S2D1,EGNGCCP04N,1,2042, 186.756192
REGION,S2D2,EGNGCCP04N,1,2042, 186.756192
REGION,S3D1,EGNGCCP04N,1,2042, 1.8675619199999994e+02
REGION,S3D2,EGNGCCP04N,1,2042, 66.9038665846137
REGION,S4D1,EGNGCCP04N,1,2042, 1.8675619199999983e+02
REGION,S4D2,EGNGCCP04N,1,2042, 186.756192
REGION,S1D1,EGNGCCP04N,1,2043, 186.756192
REGION,S1D2,EGNGCCP04N,1,2043, 186.756192
REGION,S2D1,EGNGCCP04N,1,2043, 186.756192
REGION,S2D2,EGNGCCP04N,1,2043, 186.756192
REGION,S3D1,EGNGCCP04N,1,2043, 186.756192
REGION,S3D2,EGNGCCP04N,1,2043, 66.9038665846137
REGION,S4D1,EGNGCCP04N,1,2043, 186.756192
REGION,S4D2,EGNGCCP04N,1,2043, 186.756192
REGION,S1D1,EGNGCCP04N,1,2044, 186.756192
REGION,S1D2,EGNGCCP04N,1,2044, 186.756192
REGION,S2D1,EGNGCCP04N,1,2044, 186.756192
REGION,S2D2,EGNGCCP04N,1,2044, 186.756192
REGION,S3D1,EGNGCCP04N,1,2044, 1.7293882180092785e+02
REGION,S3D2,EGNGCCP04N,1,2044, 186.756192
REGION,S4D1,EGNGCCP04N,1,2044, 186.756192
REGION,S1D1,EGNGCCP04N,1,2045, 179.345232
REGION,S2D1,EGNGCCP04N,1,2045, 179.345232
REGION,S2D2,EGNGCCP04N,1,2045, 179.345232
REGION,S3D1,EGNGCCP04N,1,2045, 179.345232
REGION,S3D2,EGNGCCP04N,1,2045, 179.345232
REGION,S4D1,EGNGCCP04N,1,2045, 179.345232
REGION,S1D1,EGNGCCP04N,1,2046, 164.523312
REGION,S2D1,EGNGCCP04N,1,2046, 164.523312
REGION,S3D1,EGNGCCP04N,1,2046, 164.523312
REGION,S4D1,EGNGCCP04N,1,2046, 164.523312
REGION,S1D1,EGNGCCP04N,1,2047, 142.290432
REGION,S2D1,EGNGCCP04N,1,2047, 142.290432
REGION,S3D1,EGNGCCP04N,1,2047, 142.290432
REGION,S1D1,EGNGCCP04N,1,2048, 44.46576
REGION,S2D1,EGNGCCP04N,1,2048, 44.46576
REGION,S3D1,EGNGCCP04N,1,2048, 44.46576
REGION,S3D2,EGNGCCP04N,1,2048, 44.46576
REGION,S4D1,EGNGCCP04N,1,2048, 44.46576
REGION,S1D1,EGNGCCP04N,1,2049, 44.46576
REGION,S2D1,EGNGCCP04N,1,2049, 44.46576
REGION,S3D1,EGNGCCP04N,1,2049, 44.46576
REGION,S4D1,EGNGCCP04N,1,2049, 44.46576
REGION,S1D1,EGNGCCP04N,1,2050, 44.46576
REGION,S2D1,EGNGCCP04N,1,2050, 44.46576
REGION,S3D1,EGNGCCP04N,1,2050, 44.46576
REGION,S4D1,EGNGCCP04N,1,2050, 44.46576
REGION,S1D1,EGNGCCP04N,1,2051, 44.46576
REGION,S2D1,EGNGCCP04N,1,2051, 44.46576
REGION,S2D2,EGNGCCP04N,1,2051, 8.7494746034921134e-01
REGION,S3D1,EGNGCCP04N,1,2051, 44.46576
REGION,S1D1,EGNGCCP04N,1,2052, 44.46576
REGION,S2D1,EGNGCCP04N,1,2052, 44.46576
REGION,S2D2,EGNGCCP04N,1,2052, 44.46576
REGION,S3D1,EGNGCCP04N,1,2052, 44.46576
REGION,S4D1,EGNGCCP04N,1,2052, 44.46576
REGION,S1D1,EGNGCCP04N,1,2053, 44.46576
REGION,S2D1,EGNGCCP04N,1,2053, 44.46576
REGION,S3D1,EGNGCCP04N,1,2053, 44.46576
REGION,S4D1,EGNGCCP04N,1,2053, 9.4015352570678754e+00
REGION,S1D1,EGNGCCP04N,1,2054, 44.46576
REGION,S2D1,EGNGCCP04N,1,2054, 44.46576
REGION,S3D1,EGNGCCP04N,1,2054, 44.46576
REGION,S4D1,EGNGCCP04N,1,2054, 3.2962108174870743e+01
REGION,S1D1,EGNGCCP04N,1,2055, 6.8012950195792925e+01
REGION,S2D1,EGNGCCP04N,1,2055, 6.8012950195792925e+01
REGION,S3D1,EGNGCCP04N,1,2055, 6.8012950195792925e+01
REGION,S1D1,EGNGCCP04N,1,2056, 2.6198602901627108e+00
REGION,S2D1,EGNGCCP04N,1,2056, 6.8012950195792925e+01
REGION,S3D1,EGNGCCP04N,1,2056, 6.8012950195792925e+01
