r,e,y,AnnualEmissions
REGION,SDCO2,2060.0,48.0988
REGION,SDCO2,2061.0,47.3703
REGION,SDCO2,2062.0,46.6706
REGION,SDCO2,2063.0,46.1185
REGION,SDCO2,2064.0,45.7411
REGION,SDCO2,2065.0,45.3679
REGION,SDCO2,2066.0,42.1421
REGION,SDCO2,2067.0,40.3124
REGION,SDCO2,2068.0,40.2029
REGION,SDCO2,2069.0,39.4469
REGION,SDCO2,2070.0,37.4849
REGION,SDREN,2015.0,0.0
REGION,SDREN,2016.0,0.0
REGION,SDREN,2017.0,0.0
REGION,SDREN,2018.0,0.0
REGION,SDREN,2019.0,0.0
REGION,SDREN,2020.0,0.0
REGION,SDREN,2021.0,-1352.921
REGION,SDREN,2022.0,-613.3301
REGION,SDREN,2023.0,-393.0195
REGION,SDREN,2024.0,-381.1392
REGION,SDREN,2025.0,-366.2517
REGION,SDREN,2026.0,-328.0224
REGION,SDREN,2027.0,-279.5236
REGION,SDREN,2028.0,-263.7701
REGION,SDREN,2029.0,-222.1843
REGION,SDREN,2030.0,-268.7135
REGION,SDREN,2031.0,-279.4456
REGION,SDREN,2032.0,-298.1413
REGION,SDREN,2033.0,-318.8678
REGION,SDREN,2034.0,-335.6797
REGION,SDREN,2035.0,-325.0925
REGION,SDREN,2036.0,-314.1006
REGION,SDREN,2037.0,-286.9031
REGION,SDREN,2038.0,-272.5019
REGION,SDREN,2039.0,-258.423
REGION,SDREN,2040.0,-283.5904
REGION,SDREN,2041.0,-314.4498
REGION,SDREN,2042.0,-346.3598
REGION,SDREN,2043.0,-381.9789
REGION,SDREN,2044.0,-419.7853
REGION,SDREN,2045.0,-445.9951
REGION,SDREN,2046.0,-452.0706
REGION,SDREN,2047.0,-471.5501
REGION,SDREN,2048.0,-517.8908
REGION,SDREN,2049.0,-551.8679
REGION,SDREN,2050.0,-541.2749
REGION,SDREN,2051.0,-601.7425
REGION,SDREN,2052.0,-617.0083
REGION,SDREN,2053.0,-634.365
REGION,SDREN,2054.0,-661.768
REGION,SDREN,2055.0,-719.1426
REGION,SDREN,2056.0,-760.9612
REGION,SDREN,2057.0,-787.2811
REGION,SDREN,2058.0,-824.4831
REGION,SDREN,2059.0,-883.2197
REGION,SDREN,2060.0,-935.5969
REGION,SDREN,2061.0,-975.4042
REGION,SDREN,2062.0,-1015.5768
REGION,SDREN,2063.0,-1055.2124
REGION,SDREN,2064.0,-1093.5929
REGION,SDREN,2065.0,-1132.344
REGION,SDREN,2066.0,-1207.0557
REGION,SDREN,2067.0,-1275.2029
REGION,SDREN,2068.0,-1316.4234
REGION,SDREN,2069.0,-1368.105
REGION,SDREN,2070.0,-1449.0873
REGION,SSCO2,2015.0,1.8822
REGION,SSCO2,2016.0,1.5837
REGION,SSCO2,2017.0,2.1337
REGION,SSCO2,2018.0,2.6837
REGION,SSCO2,2019.0,3.2337
REGION,SSCO2,2020.0,2.0502
REGION,SSCO2,2021.0,2.1327
REGION,SSCO2,2022.0,2.2187
REGION,SSCO2,2023.0,2.328
REGION,SSCO2,2024.0,1.6803
REGION,SSCO2,2025.0,1.7351
REGION,SSCO2,2026.0,1.7914
REGION,SSCO2,2027.0,1.8506
REGION,SSCO2,2028.0,1.9215
REGION,SSCO2,2029.0,2.0006
REGION,SSCO2,2030.0,2.0859
REGION,SSCO2,2031.0,2.0582
REGION,SSCO2,2032.0,2.0497
REGION,SSCO2,2033.0,2.0507
REGION,SSCO2,2034.0,2.0604
REGION,SSCO2,2035.0,2.0782
REGION,SSCO2,2036.0,2.1069
REGION,SSCO2,2037.0,2.1469
REGION,SSCO2,2038.0,1.4644
REGION,SSCO2,2039.0,1.429
REGION,SSCO2,2040.0,1.3989
REGION,SSCO2,2041.0,1.3218
REGION,SSCO2,2042.0,1.2718
REGION,SSCO2,2043.0,1.2669
REGION,SSCO2,2044.0,1.2969
REGION,SSCO2,2045.0,1.3466
REGION,SSCO2,2046.0,1.2954
REGION,SSCO2,2047.0,1.2511
REGION,SSCO2,2048.0,1.213
REGION,SSCO2,2049.0,1.1827
REGION,SSCO2,2050.0,1.1519
REGION,SSCO2,2051.0,1.0877
REGION,SSCO2,2052.0,1.0367
REGION,SSCO2,2053.0,0.9894
REGION,SSCO2,2054.0,0.9446
REGION,SSCO2,2055.0,0.8836
REGION,SSCO2,2056.0,0.8389
REGION,SSCO2,2057.0,0.7971
REGION,SSCO2,2058.0,0.7579
REGION,SSCO2,2059.0,0.7233
REGION,SSCO2,2060.0,0.6903
REGION,SSCO2,2061.0,0.6683
REGION,SSCO2,2062.0,0.6559
REGION,SSCO2,2063.0,0.6478
REGION,SSCO2,2064.0,0.6345
REGION,SSCO2,2065.0,0.6225
REGION,SSCO2,2066.0,0.6117
REGION,SSCO2,2067.0,0.6064
REGION,SSCO2,2068.0,0.605
REGION,SSCO2,2069.0,0.602
REGION,SSCO2,2070.0,0.5924
