r,t,e,y,AnnualTechnologyEmission
REGION,EGHFGCP04O,EGREN,2025.0,3.6632
REGION,EGHFGCP04O,EGREN,2026.0,3.4189
REGION,EGHFGCP04O,EGREN,2027.0,3.1747
REGION,EGHFGCP04O,EGREN,2028.0,2.9305
REGION,EGHFGCP04O,EGREN,2029.0,2.6863
REGION,EGHFGCP04O,EGREN,2030.0,2.4421
REGION,EGHFGCP04O,EGREN,2031.0,2.1979
REGION,EGHFGCP04O,EGREN,2032.0,1.9537
REGION,EGHFGCP04O,EGREN,2033.0,1.7095
REGION,EGHFGCP04O,EGREN,2034.0,1.4653
REGION,EGHFGCP04O,EGREN,2035.0,1.2211
REGION,EGHFGCP04O,EGREN,2036.0,0.9768
REGION,EGHFGCP04O,EGREN,2037.0,0.7326
REGION,EGHFGCP04O,EGREN,2038.0,0.4884
REGION,EGHFGCP04O,EGREN,2039.0,0.2442
REGION,EGHYDA1S03,EGREN,2015.0,0.0
REGION,EGHYDA1S03,EGREN,2016.0,0.0
REGION,EGHYDA1S03,EGREN,2017.0,0.0
REGION,EGHYDA1S03,EGREN,2018.0,0.0
REGION,EGHYDA1S03,EGREN,2019.0,0.0
REGION,EGHYDA1S03,EGREN,2020.0,0.0
REGION,EGHYDA1S03,EGREN,2021.0,-33.5543
REGION,EGHYDA1S03,EGREN,2022.0,-33.5543
REGION,EGHYDA1S03,EGREN,2023.0,-33.5543
REGION,EGHYDA1S03,EGREN,2024.0,-33.5543
REGION,EGHYDA1S03,EGREN,2025.0,-33.5543
REGION,EGHYDA1S03,EGREN,2026.0,-33.5543
REGION,EGHYDA1S03,EGREN,2027.0,-33.5543
REGION,EGHYDA1S03,EGREN,2028.0,-33.5543
REGION,EGHYDA1S03,EGREN,2029.0,-33.5543
REGION,EGHYDA1S03,EGREN,2030.0,-33.5543
REGION,EGHYDA1S03,EGREN,2031.0,-33.5543
REGION,EGHYDA1S03,EGREN,2032.0,-33.5543
REGION,EGHYDA1S03,EGREN,2033.0,-33.5543
REGION,EGHYDA1S03,EGREN,2034.0,-33.5543
REGION,EGHYDA1S03,EGREN,2035.0,-33.5543
REGION,EGHYDA1S03,EGREN,2036.0,-33.5543
REGION,EGHYDA1S03,EGREN,2037.0,-33.5543
REGION,EGHYDA1S03,EGREN,2038.0,-33.5543
REGION,EGHYDA1S03,EGREN,2039.0,-33.5543
REGION,EGHYDA1S03,EGREN,2040.0,-33.5543
REGION,EGHYDA1S03,EGREN,2041.0,-33.5543
REGION,EGHYDA1S03,EGREN,2042.0,-33.5543
REGION,EGHYDA1S03,EGREN,2043.0,-33.5543
REGION,EGHYDA1S03,EGREN,2044.0,-33.5543
REGION,EGHYDA1S03,EGREN,2045.0,-33.5543
REGION,EGHYDA1S03,EGREN,2046.0,-33.5543
REGION,EGHYDA1S03,EGREN,2047.0,-33.5543
REGION,EGHYDA1S03,EGREN,2048.0,-33.5543
REGION,EGHYDA1S03,EGREN,2049.0,-33.5543
REGION,EGHYDA1S03,EGREN,2050.0,-33.5543
REGION,EGHYDA1S03,EGREN,2051.0,-33.5543
REGION,EGHYDA1S03,EGREN,2052.0,-33.5543
REGION,EGHYDA1S03,EGREN,2053.0,-33.5543
REGION,EGHYDA1S03,EGREN,2054.0,-33.5543
REGION,EGHYDA1S03,EGREN,2055.0,-33.5543
REGION,EGHYDA1S03,EGREN,2056.0,-33.5543
REGION,EGHYDA1S03,EGREN,2057.0,-33.5543
REGION,EGHYDA1S03,EGREN,2058.0,-33.5543
REGION,EGHYDA1S03,EGREN,2059.0,-33.5543
REGION,EGHYDA1S03,EGREN,2060.0,-33.5543
REGION,EGHYDA1S03,EGREN,2061.0,-33.5543
REGION,EGHYDA1S03,EGREN,2062.0,-33.5543
REGION,EGHYDA1S03,EGREN,2063.0,-33.5543
REGION,EGHYDA1S03,EGREN,2064.0,-33.5543
REGION,EGHYDA1S03,EGREN,2065.0,-33.5543
REGION,EGHYDA1S03,EGREN,2066.0,-33.5543
REGION,EGHYDA1S03,EGREN,2067.0,-33.5543
REGION,EGHYDA1S03,EGREN,2068.0,-33.5543
REGION,EGHYDA1S03,EGREN,2069.0,-33.5543
REGION,EGHYDA1S03,EGREN,2070.0,-33.5543
REGION,EGHYDA2S03,EGREN,2015.0,0.0
REGION,EGHYDA2S03,EGREN,2016.0,0.0
REGION,EGHYDA2S03,EGREN,2017.0,0.0
REGION,EGHYDA2S03,EGREN,2018.0,0.0
REGION,EGHYDA2S03,EGREN,2019.0,0.0
REGION,EGHYDA2S03,EGREN,2020.0,0.0
REGION,EGHYDA2S03,EGREN,2021.0,-32.3559
REGION,EGHYDA2S03,EGREN,2022.0,-32.3559
REGION,EGHYDA2S03,EGREN,2023.0,-32.3559
REGION,EGHYDA2S03,EGREN,2024.0,-32.3559
REGION,EGHYDA2S03,EGREN,2025.0,-32.3559
REGION,EGHYDA2S03,EGREN,2026.0,-32.3559
REGION,EGHYDA2S03,EGREN,2027.0,-32.3559
REGION,EGHYDA2S03,EGREN,2028.0,-32.3559
REGION,EGHYDA2S03,EGREN,2029.0,-32.3559
REGION,EGHYDA2S03,EGREN,2030.0,-32.3559
REGION,EGHYDA2S03,EGREN,2031.0,-32.3559
REGION,EGHYDA2S03,EGREN,2032.0,-32.3559
REGION,EGHYDA2S03,EGREN,2033.0,-32.3559
REGION,EGHYDA2S03,EGREN,2034.0,-32.3559
REGION,EGHYDA2S03,EGREN,2035.0,-32.3559
REGION,EGHYDA2S03,EGREN,2036.0,-32.3559
REGION,EGHYDA2S03,EGREN,2037.0,-32.3559
REGION,EGHYDA2S03,EGREN,2038.0,-32.3559
REGION,EGHYDA2S03,EGREN,2039.0,-32.3559
REGION,EGHYDA2S03,EGREN,2040.0,-32.3559
REGION,EGHYDA2S03,EGREN,2041.0,-32.3559
REGION,EGHYDA2S03,EGREN,2042.0,-32.3559
REGION,EGHYDA2S03,EGREN,2043.0,-32.3559
REGION,EGHYDA2S03,EGREN,2044.0,-32.3559
REGION,EGHYDA2S03,EGREN,2045.0,-32.3559
REGION,EGHYDA2S03,EGREN,2046.0,-32.3559
REGION,EGHYDA2S03,EGREN,2047.0,-32.3559
REGION,EGHYDA2S03,EGREN,2048.0,-32.3559
REGION,EGHYDA2S03,EGREN,2049.0,-32.3559
REGION,EGHYDA2S03,EGREN,2050.0,-32.3559
REGION,EGHYDA2S03,EGREN,2051.0,-32.3559
REGION,EGHYDA2S03,EGREN,2052.0,-32.3559
REGION,EGHYDA2S03,EGREN,2053.0,-32.3559
REGION,EGHYDA2S03,EGREN,2054.0,-32.3559
REGION,EGHYDA2S03,EGREN,2055.0,-32.3559
REGION,EGHYDA2S03,EGREN,2056.0,-32.3559
REGION,EGHYDA2S03,EGREN,2057.0,-32.3559
REGION,EGHYDA2S03,EGREN,2058.0,-32.3559
REGION,EGHYDA2S03,EGREN,2059.0,-32.3559
REGION,EGHYDA2S03,EGREN,2060.0,-32.3559
REGION,EGHYDA2S03,EGREN,2061.0,-32.3559
REGION,EGHYDA2S03,EGREN,2062.0,-32.3559
REGION,EGHYDA2S03,EGREN,2063.0,-32.3559
REGION,EGHYDA2S03,EGREN,2064.0,-32.3559
REGION,EGHYDA2S03,EGREN,2065.0,-32.3559
REGION,EGHYDA2S03,EGREN,2066.0,-32.3559
REGION,EGHYDA2S03,EGREN,2067.0,-32.3559
REGION,EGHYDA2S03,EGREN,2068.0,-32.3559
REGION,EGHYDA2S03,EGREN,2069.0,-32.3559
REGION,EGHYDA2S03,EGREN,2070.0,-32.3559
REGION,EGHYDESS02,EGREN,2015.0,0.0
REGION,EGHYDESS02,EGREN,2016.0,0.0
REGION,EGHYDESS02,EGREN,2017.0,0.0
REGION,EGHYDESS02,EGREN,2018.0,0.0
REGION,EGHYDESS02,EGREN,2019.0,0.0
REGION,EGHYDESS02,EGREN,2020.0,0.0
REGION,EGHYDESS02,EGREN,2021.0,-9.5742
REGION,EGHYDESS02,EGREN,2022.0,-9.5742
REGION,EGHYDESS02,EGREN,2023.0,-9.5742
REGION,EGHYDESS02,EGREN,2024.0,-9.5742
REGION,EGHYDESS02,EGREN,2025.0,-9.5742
REGION,EGHYDESS02,EGREN,2026.0,-9.5742
REGION,EGHYDESS02,EGREN,2027.0,-9.5742
REGION,EGHYDESS02,EGREN,2028.0,-9.5742
REGION,EGHYDESS02,EGREN,2029.0,-9.5742
REGION,EGHYDESS02,EGREN,2030.0,-9.5742
REGION,EGHYDESS02,EGREN,2031.0,-9.5742
REGION,EGHYDESS02,EGREN,2032.0,-9.5742
REGION,EGHYDESS02,EGREN,2033.0,-9.5742
REGION,EGHYDESS02,EGREN,2034.0,-9.5742
REGION,EGHYDESS02,EGREN,2035.0,-9.5742
REGION,EGHYDESS02,EGREN,2036.0,-9.5742
REGION,EGHYDESS02,EGREN,2037.0,-9.5742
REGION,EGHYDESS02,EGREN,2038.0,-9.5742
REGION,EGHYDESS02,EGREN,2039.0,-9.5742
REGION,EGHYDESS02,EGREN,2040.0,-9.5742
REGION,EGHYDESS02,EGREN,2041.0,-9.5742
REGION,EGHYDESS02,EGREN,2042.0,-9.5742
REGION,EGHYDESS02,EGREN,2043.0,-9.5742
REGION,EGHYDESS02,EGREN,2044.0,-9.5742
REGION,EGHYDESS02,EGREN,2045.0,-9.5742
REGION,EGHYDESS02,EGREN,2046.0,-9.5742
REGION,EGHYDESS02,EGREN,2047.0,-9.5742
REGION,EGHYDESS02,EGREN,2048.0,-9.5742
REGION,EGHYDESS02,EGREN,2049.0,-9.5742
REGION,EGHYDESS02,EGREN,2050.0,-9.5742
REGION,EGHYDESS02,EGREN,2051.0,-9.5742
REGION,EGHYDESS02,EGREN,2052.0,-9.5742
REGION,EGHYDESS02,EGREN,2053.0,-9.5742
REGION,EGHYDESS02,EGREN,2054.0,-9.5742
REGION,EGHYDESS02,EGREN,2055.0,-9.5742
REGION,EGHYDESS02,EGREN,2056.0,-9.5742
REGION,EGHYDESS02,EGREN,2057.0,-9.5742
REGION,EGHYDESS02,EGREN,2058.0,-9.5742
REGION,EGHYDESS02,EGREN,2059.0,-9.5742
REGION,EGHYDESS02,EGREN,2060.0,-9.5742
REGION,EGHYDESS02,EGREN,2061.0,-9.5742
REGION,EGHYDESS02,EGREN,2062.0,-9.5742
REGION,EGHYDESS02,EGREN,2063.0,-9.5742
REGION,EGHYDESS02,EGREN,2064.0,-9.5742
REGION,EGHYDESS02,EGREN,2065.0,-9.5742
REGION,EGHYDESS02,EGREN,2066.0,-9.5742
REGION,EGHYDESS02,EGREN,2067.0,-9.5742
REGION,EGHYDESS02,EGREN,2068.0,-9.5742
REGION,EGHYDESS02,EGREN,2069.0,-9.5742
REGION,EGHYDESS02,EGREN,2070.0,-9.5742
REGION,EGHYDHAS03,EGREN,2015.0,0.0
REGION,EGHYDHAS03,EGREN,2016.0,0.0
REGION,EGHYDHAS03,EGREN,2017.0,0.0
REGION,EGHYDHAS03,EGREN,2018.0,0.0
REGION,EGHYDHAS03,EGREN,2019.0,0.0
REGION,EGHYDHAS03,EGREN,2020.0,0.0
REGION,EGHYDHAS03,EGREN,2021.0,-181.3835
REGION,EGHYDHAS03,EGREN,2022.0,-181.3835
REGION,EGHYDHAS03,EGREN,2023.0,-181.3835
REGION,EGHYDHAS03,EGREN,2024.0,-181.3835
REGION,EGHYDHAS03,EGREN,2025.0,-181.3835
REGION,EGHYDHAS03,EGREN,2026.0,-181.3835
REGION,EGHYDHAS03,EGREN,2027.0,-181.3835
REGION,EGHYDHAS03,EGREN,2028.0,-181.3835
REGION,EGHYDHAS03,EGREN,2029.0,-181.3835
REGION,EGHYDHAS03,EGREN,2030.0,-181.3835
REGION,EGHYDHAS03,EGREN,2031.0,-181.3835
REGION,EGHYDHAS03,EGREN,2032.0,-181.3835
REGION,EGHYDHAS03,EGREN,2033.0,-181.3835
REGION,EGHYDHAS03,EGREN,2034.0,-181.3835
REGION,EGHYDHAS03,EGREN,2035.0,-181.3835
REGION,EGHYDHAS03,EGREN,2036.0,-181.3835
REGION,EGHYDHAS03,EGREN,2037.0,-181.3835
REGION,EGHYDHAS03,EGREN,2038.0,-181.3835
REGION,EGHYDHAS03,EGREN,2039.0,-181.3835
REGION,EGHYDHAS03,EGREN,2040.0,-181.3835
REGION,EGHYDHAS03,EGREN,2041.0,-181.3835
REGION,EGHYDHAS03,EGREN,2042.0,-181.3835
REGION,EGHYDHAS03,EGREN,2043.0,-181.3835
REGION,EGHYDHAS03,EGREN,2044.0,-181.3835
REGION,EGHYDHAS03,EGREN,2045.0,-181.3835
REGION,EGHYDHAS03,EGREN,2046.0,-181.3835
REGION,EGHYDHAS03,EGREN,2047.0,-181.3835
REGION,EGHYDHAS03,EGREN,2048.0,-181.3835
REGION,EGHYDHAS03,EGREN,2049.0,-181.3835
REGION,EGHYDHAS03,EGREN,2050.0,-181.3835
REGION,EGHYDHAS03,EGREN,2051.0,-181.3835
REGION,EGHYDHAS03,EGREN,2052.0,-181.3835
REGION,EGHYDHAS03,EGREN,2053.0,-181.3835
REGION,EGHYDHAS03,EGREN,2054.0,-181.3835
REGION,EGHYDHAS03,EGREN,2055.0,-181.3835
REGION,EGHYDHAS03,EGREN,2056.0,-181.3835
REGION,EGHYDHAS03,EGREN,2057.0,-181.3835
REGION,EGHYDHAS03,EGREN,2058.0,-181.3835
REGION,EGHYDHAS03,EGREN,2059.0,-181.3835
REGION,EGHYDHAS03,EGREN,2060.0,-181.3835
REGION,EGHYDHAS03,EGREN,2061.0,-181.3835
REGION,EGHYDHAS03,EGREN,2062.0,-181.3835
REGION,EGHYDHAS03,EGREN,2063.0,-181.3835
REGION,EGHYDHAS03,EGREN,2064.0,-181.3835
REGION,EGHYDHAS03,EGREN,2065.0,-181.3835
REGION,EGHYDHAS03,EGREN,2066.0,-181.3835
REGION,EGHYDHAS03,EGREN,2067.0,-181.3835
REGION,EGHYDHAS03,EGREN,2068.0,-181.3835
REGION,EGHYDHAS03,EGREN,2069.0,-181.3835
REGION,EGHYDHAS03,EGREN,2070.0,-181.3835
REGION,EGHYDNBS02,EGREN,2018.0,0.0
REGION,EGHYDNBS02,EGREN,2019.0,0.0
REGION,EGHYDNBS02,EGREN,2020.0,0.0
REGION,EGHYDNBS02,EGREN,2021.0,-3.8036
REGION,EGHYDNBS02,EGREN,2022.0,-3.8036
REGION,EGHYDNBS02,EGREN,2023.0,-3.8036
REGION,EGHYDNBS02,EGREN,2024.0,-3.8036
REGION,EGHYDNBS02,EGREN,2025.0,-3.8036
REGION,EGHYDNBS02,EGREN,2026.0,-3.8036
REGION,EGHYDNBS02,EGREN,2027.0,-3.8036
REGION,EGHYDNBS02,EGREN,2028.0,-3.8036
REGION,EGHYDNBS02,EGREN,2029.0,-3.8036
REGION,EGHYDNBS02,EGREN,2030.0,-3.8036
REGION,EGHYDNBS02,EGREN,2031.0,-3.8036
REGION,EGHYDNBS02,EGREN,2032.0,-3.8036
REGION,EGHYDNBS02,EGREN,2033.0,-3.8036
REGION,EGHYDNBS02,EGREN,2034.0,-3.8036
REGION,EGHYDNBS02,EGREN,2035.0,-3.8036
REGION,EGHYDNBS02,EGREN,2036.0,-3.8036
REGION,EGHYDNBS02,EGREN,2037.0,-3.8036
REGION,EGHYDNBS02,EGREN,2038.0,-3.8036
REGION,EGHYDNBS02,EGREN,2039.0,-3.8036
REGION,EGHYDNBS02,EGREN,2040.0,-3.8036
REGION,EGHYDNBS02,EGREN,2041.0,-3.8036
REGION,EGHYDNBS02,EGREN,2042.0,-3.8036
REGION,EGHYDNBS02,EGREN,2043.0,-3.8036
REGION,EGHYDNBS02,EGREN,2044.0,-3.8036
REGION,EGHYDNBS02,EGREN,2045.0,-3.8036
REGION,EGHYDNBS02,EGREN,2046.0,-3.8036
REGION,EGHYDNBS02,EGREN,2047.0,-3.8036
REGION,EGHYDNBS02,EGREN,2048.0,-3.8036
REGION,EGHYDNBS02,EGREN,2049.0,-3.8036
REGION,EGHYDNBS02,EGREN,2050.0,-3.8036
REGION,EGHYDNBS02,EGREN,2051.0,-3.8036
REGION,EGHYDNBS02,EGREN,2052.0,-3.8036
REGION,EGHYDNBS02,EGREN,2053.0,-3.8036
REGION,EGHYDNBS02,EGREN,2054.0,-3.8036
REGION,EGHYDNBS02,EGREN,2055.0,-3.8036
REGION,EGHYDNBS02,EGREN,2056.0,-3.8036
REGION,EGHYDNBS02,EGREN,2057.0,-3.8036
REGION,EGHYDNBS02,EGREN,2058.0,-3.8036
REGION,EGHYDNBS02,EGREN,2059.0,-3.8036
REGION,EGHYDNBS02,EGREN,2060.0,-3.8036
REGION,EGHYDNBS02,EGREN,2061.0,-3.8036
REGION,EGHYDNBS02,EGREN,2062.0,-3.8036
REGION,EGHYDNBS02,EGREN,2063.0,-3.8036
REGION,EGHYDNBS02,EGREN,2064.0,-3.8036
REGION,EGHYDNBS02,EGREN,2065.0,-3.8036
REGION,EGHYDNBS02,EGREN,2066.0,-3.8036
REGION,EGHYDNBS02,EGREN,2067.0,-3.8036
REGION,EGHYDNBS02,EGREN,2068.0,-3.8036
REGION,EGHYDNBS02,EGREN,2069.0,-3.8036
REGION,EGHYDNBS02,EGREN,2070.0,-3.8036
REGION,EGHYDNHS02,EGREN,2015.0,0.0
REGION,EGHYDNHS02,EGREN,2016.0,0.0
REGION,EGHYDNHS02,EGREN,2017.0,0.0
REGION,EGHYDNHS02,EGREN,2018.0,0.0
REGION,EGHYDNHS02,EGREN,2019.0,0.0
REGION,EGHYDNHS02,EGREN,2020.0,0.0
REGION,EGHYDNHS02,EGREN,2021.0,-7.6696
REGION,EGHYDNHS02,EGREN,2022.0,-7.6696
REGION,EGHYDNHS02,EGREN,2023.0,-7.6696
REGION,EGHYDNHS02,EGREN,2024.0,-7.6696
REGION,EGHYDNHS02,EGREN,2025.0,-7.6696
REGION,EGHYDNHS02,EGREN,2026.0,-7.6696
REGION,EGHYDNHS02,EGREN,2027.0,-7.6696
REGION,EGHYDNHS02,EGREN,2028.0,-7.6696
REGION,EGHYDNHS02,EGREN,2029.0,-7.6696
REGION,EGHYDNHS02,EGREN,2030.0,-7.6696
REGION,EGHYDNHS02,EGREN,2031.0,-7.6696
REGION,EGHYDNHS02,EGREN,2032.0,-7.6696
REGION,EGHYDNHS02,EGREN,2033.0,-7.6696
REGION,EGHYDNHS02,EGREN,2034.0,-7.6696
REGION,EGHYDNHS02,EGREN,2035.0,-7.6696
REGION,EGHYDNHS02,EGREN,2036.0,-7.6696
REGION,EGHYDNHS02,EGREN,2037.0,-7.6696
REGION,EGHYDNHS02,EGREN,2038.0,-7.6696
REGION,EGHYDNHS02,EGREN,2039.0,-7.6696
REGION,EGHYDNHS02,EGREN,2040.0,-7.6696
REGION,EGHYDNHS02,EGREN,2041.0,-7.6696
REGION,EGHYDNHS02,EGREN,2042.0,-7.6696
REGION,EGHYDNHS02,EGREN,2043.0,-7.6696
REGION,EGHYDNHS02,EGREN,2044.0,-7.6696
REGION,EGHYDNHS02,EGREN,2045.0,-7.6696
REGION,EGHYDNHS02,EGREN,2046.0,-7.6696
REGION,EGHYDNHS02,EGREN,2047.0,-7.6696
REGION,EGHYDNHS02,EGREN,2048.0,-7.6696
REGION,EGHYDNHS02,EGREN,2049.0,-7.6696
REGION,EGHYDNHS02,EGREN,2050.0,-7.6696
REGION,EGHYDNHS02,EGREN,2051.0,-7.6696
REGION,EGHYDNHS02,EGREN,2052.0,-7.6696
REGION,EGHYDNHS02,EGREN,2053.0,-7.6696
REGION,EGHYDNHS02,EGREN,2054.0,-7.6696
REGION,EGHYDNHS02,EGREN,2055.0,-7.6696
REGION,EGHYDNHS02,EGREN,2056.0,-7.6696
REGION,EGHYDNHS02,EGREN,2057.0,-7.6696
REGION,EGHYDNHS02,EGREN,2058.0,-7.6696
REGION,EGHYDNHS02,EGREN,2059.0,-7.6696
REGION,EGHYDNHS02,EGREN,2060.0,-7.6696
REGION,EGHYDNHS02,EGREN,2061.0,-7.6696
REGION,EGHYDNHS02,EGREN,2062.0,-7.6696
REGION,EGHYDNHS02,EGREN,2063.0,-7.6696
REGION,EGHYDNHS02,EGREN,2064.0,-7.6696
REGION,EGHYDNHS02,EGREN,2065.0,-7.6696
REGION,EGHYDNHS02,EGREN,2066.0,-7.6696
REGION,EGHYDNHS02,EGREN,2067.0,-7.6696
REGION,EGHYDNHS02,EGREN,2068.0,-7.6696
REGION,EGHYDNHS02,EGREN,2069.0,-7.6696
REGION,EGHYDNHS02,EGREN,2070.0,-7.6696
REGION,EGLF00E00X,EGCO2,2015.0,-5.5206
REGION,EGLF00E00X,EGCO2,2016.0,-3.7122
REGION,EGLF00E00X,EGCO2,2017.0,-3.4714
REGION,EGLF00E00X,EGCO2,2018.0,-5.0936
REGION,EGLF00E00X,EGCO2,2019.0,-5.0936
REGION,EGLF00E00X,EGCO2,2020.0,-5.0936
REGION,EGLF00E00X,EGCO2,2021.0,-4.7167
REGION,EGLF00E00X,EGCO2,2022.0,-4.3399
REGION,EGLF00E00X,EGCO2,2023.0,-3.9631
REGION,EGLF00E00X,EGCO2,2024.0,-3.5863
REGION,EGLF00E00X,EGCO2,2025.0,-3.2095
REGION,EGLF00E00X,EGCO2,2026.0,-2.8327
REGION,EGLF00E00X,EGCO2,2027.0,-2.3865
REGION,EGLF00E00X,EGCO2,2028.0,-2.0097
REGION,EGLF00E00X,EGCO2,2029.0,-1.6329
REGION,EGLF00E00X,EGCO2,2030.0,-1.2561
REGION,EGLF00E00X,EGCO2,2031.0,-1.1619
REGION,EGLF00E00X,EGCO2,2032.0,-1.0676
REGION,EGLF00E00X,EGCO2,2033.0,-0.9734
REGION,EGLF00E00X,EGCO2,2034.0,-0.8792
REGION,EGLF00E00X,EGCO2,2035.0,-0.785
REGION,EGLF00E00X,EGCO2,2036.0,-0.6908
REGION,EGLF00E00X,EGCO2,2037.0,-0.5966
REGION,EGLF00E00X,EGCO2,2038.0,-0.5024
REGION,EGLF00E00X,EGCO2,2039.0,-0.4082
REGION,EGLF00E00X,EGCO2,2040.0,-0.314
REGION,EGLF00E00X,EGCO2,2041.0,-0.2905
REGION,EGLF00E00X,EGCO2,2042.0,-0.2669
REGION,EGLF00E00X,EGCO2,2043.0,-0.2434
REGION,EGLF00E00X,EGCO2,2044.0,-0.2198
REGION,EGLF00E00X,EGCO2,2045.0,-0.1963
REGION,EGLF00E00X,EGCO2,2046.0,-0.1727
REGION,EGLF00E00X,EGCO2,2047.0,-0.1492
REGION,EGLF00E00X,EGCO2,2048.0,-0.1256
REGION,EGLF00E00X,EGCO2,2049.0,-0.1021
REGION,EGLF00E00X,EGCO2,2050.0,-0.0785
REGION,EGLF00E00X,EGCO2,2051.0,-0.0726
REGION,EGLF00E00X,EGCO2,2052.0,-0.0667
REGION,EGLF00E00X,EGCO2,2053.0,-0.0608
REGION,EGLF00E00X,EGCO2,2054.0,-0.055
REGION,EGLF00E00X,EGCO2,2055.0,-0.0491
REGION,EGLF00E00X,EGCO2,2056.0,-0.0432
REGION,EGLF00E00X,EGCO2,2057.0,-0.0373
REGION,EGLF00E00X,EGCO2,2058.0,-0.0314
REGION,EGLF00E00X,EGCO2,2059.0,-0.0255
REGION,EGLF00E00X,EGCO2,2060.0,-0.0196
REGION,EGLF00E00X,EGCO2,2061.0,-0.0182
REGION,EGLF00E00X,EGCO2,2062.0,-0.0167
REGION,EGLF00E00X,EGCO2,2063.0,-0.0152
REGION,EGLF00E00X,EGCO2,2064.0,-0.0137
REGION,EGLF00E00X,EGCO2,2065.0,-0.0123
REGION,EGLF00E00X,EGCO2,2066.0,-0.0108
REGION,EGLF00E00X,EGCO2,2067.0,-0.0093
REGION,EGLF00E00X,EGCO2,2068.0,-0.0079
REGION,EGLF00E00X,EGCO2,2069.0,-0.0064
REGION,EGLF00E00X,EGCO2,2070.0,-0.0049
REGION,EGLF00I00X,EGCO2,2027.0,1.978
REGION,EGLF00I00X,EGCO2,2028.0,10.4588
REGION,EGLF00I00X,EGCO2,2029.0,18.9396
REGION,EGLF00I00X,EGCO2,2030.0,27.4204
REGION,EGLF00I00X,EGCO2,2031.0,62.4406
REGION,EGLF00I00X,EGCO2,2032.0,58.6843
REGION,EGLF00I00X,EGCO2,2033.0,54.928
REGION,EGLF00I00X,EGCO2,2034.0,51.1717
REGION,EGLF00I00X,EGCO2,2035.0,47.4155
REGION,EGLF00I00X,EGCO2,2036.0,43.6592
REGION,EGLF00I00X,EGCO2,2037.0,39.9029
REGION,EGLF00I00X,EGCO2,2038.0,36.1466
REGION,EGLF00I00X,EGCO2,2039.0,32.3904
REGION,EGLF00I00X,EGCO2,2040.0,28.6341
REGION,EGLF00I00X,EGCO2,2041.0,27.0131
REGION,EGLF00I00X,EGCO2,2042.0,25.3921
REGION,EGLF00I00X,EGCO2,2043.0,23.7711
REGION,EGLF00I00X,EGCO2,2044.0,22.1501
REGION,EGLF00I00X,EGCO2,2045.0,20.5291
REGION,EGLF00I00X,EGCO2,2046.0,18.9081
REGION,EGLF00I00X,EGCO2,2047.0,17.2871
REGION,EGLF00I00X,EGCO2,2048.0,15.6661
REGION,EGLF00I00X,EGCO2,2049.0,14.0451
REGION,EGLF00I00X,EGCO2,2050.0,12.4241
REGION,EGLF00I00X,EGCO2,2051.0,10.7221
REGION,EGLF00I00X,EGCO2,2052.0,9.6945
REGION,EGLF00I00X,EGCO2,2053.0,8.6435
REGION,EGLF00I00X,EGCO2,2054.0,7.5692
REGION,EGLF00I00X,EGCO2,2055.0,6.4715
REGION,EGLF00I00X,EGCO2,2056.0,5.4292
REGION,EGLF00I00X,EGCO2,2057.0,4.3286
REGION,EGLF00I00X,EGCO2,2058.0,3.1696
REGION,EGLF00I00X,EGCO2,2059.0,1.9522
REGION,EGLF00I00X,EGCO2,2060.0,1.8588
REGION,EGLF00I00X,EGCO2,2061.0,1.7601
REGION,EGLF00I00X,EGCO2,2062.0,1.6561
REGION,EGLF00I00X,EGCO2,2063.0,1.547
REGION,EGLF00I00X,EGCO2,2064.0,1.4325
REGION,EGLF00I00X,EGCO2,2065.0,1.3128
REGION,EGLF00I00X,EGCO2,2066.0,1.1668
REGION,EGLF00I00X,EGCO2,2067.0,1.0209
REGION,EGLF00I00X,EGCO2,2068.0,0.8749
REGION,EGLF00I00X,EGCO2,2069.0,0.7289
REGION,EGLF00I00X,EGCO2,2070.0,0.5829
REGION,EGLFRCP04O,EGREN,2015.0,0.0
REGION,EGLFRCP04O,EGREN,2016.0,0.0
REGION,EGLFRCP04O,EGREN,2017.0,0.0
REGION,EGLFRCP04O,EGREN,2018.0,0.0
REGION,EGLFRCP04O,EGREN,2019.0,0.0
REGION,EGLFRCP04O,EGREN,2020.0,0.0
REGION,EGLFRCP04O,EGREN,2021.0,1.3595
REGION,EGLFRCP04O,EGREN,2022.0,1.288
REGION,EGLFRCP04O,EGREN,2023.0,1.2164
REGION,EGLFRCP04O,EGREN,2024.0,1.1448
REGION,EGLFRCP04O,EGREN,2025.0,1.0733
REGION,EGLFRCP04O,EGREN,2026.0,1.0017
REGION,EGLFRCP04O,EGREN,2027.0,0.9302
REGION,EGLFRCP04O,EGREN,2028.0,0.8586
REGION,EGLFRCP04O,EGREN,2029.0,0.7871
REGION,EGLFRCP04O,EGREN,2030.0,0.7155
REGION,EGLFRCP04O,EGREN,2031.0,0.644
REGION,EGLFRCP04O,EGREN,2032.0,0.5724
REGION,EGLFRCP04O,EGREN,2033.0,0.5009
REGION,EGLFRCP04O,EGREN,2034.0,0.4293
REGION,EGLFRCP04O,EGREN,2035.0,0.3578
REGION,EGLFRCP04O,EGREN,2036.0,0.2862
REGION,EGLFRCP04O,EGREN,2037.0,0.2147
REGION,EGLFRCP04O,EGREN,2038.0,0.1431
REGION,EGLFRCP04O,EGREN,2039.0,0.0716
