,y,Solar PV (utility),Solar PV (roof top),Solar PV with storage,Solar FPV
3,2027.0,0.0,0.0,0.0,0.014558068967675126
4,2028.0,0.0,0.0,0.0,0.045441931032328166
5,2029.0,0.0,0.0,0.0,0.6
6,2031.0,1.0506333538425596,0.0,0.0,0.0
7,2032.0,1.5,0.0,0.0,0.46945315678137967
8,2033.0,1.5,0.0,0.0,1.0045365093017893
9,2034.0,1.5,0.0,0.0,0.8912566426550665
10,2035.0,0.22817937255830847,0.0,0.0,0.0
11,2036.0,1.5,0.0,0.0,0.15975369126178451
12,2037.0,1.5,0.0,0.0,0.0
13,2038.0,1.5,0.0,0.0,0.01
14,2039.0,1.5,0.0,0.0,0.0
15,2040.0,1.5,0.0,0.0,0.30000000000003
16,2041.0,2.7025076419135488,0.0,0.0,0.0
17,2042.0,3.0,0.0,0.0,0.0
18,2043.0,2.6969233624528646,0.0,0.0,0.0
19,2044.0,3.0,0.0,0.0,0.0
20,2045.0,3.0,0.0,0.0,0.0
21,2046.0,3.0,0.0,0.0,0.0
22,2047.0,3.0,0.0,0.0,0.0
23,2048.0,3.0,0.0,0.0,0.0
24,2049.0,3.0,0.0,0.0,0.0
25,2050.0,3.0,0.0,0.0,0.0
26,2051.0,3.0,0.0,0.0,0.0
27,2052.0,3.0,0.0,0.0,0.0
28,2053.0,3.0,0.0,0.0,0.011999999999986629
29,2054.0,3.0,0.0,0.0,0.6599999999999908
30,2055.0,3.0,0.0,0.0,0.0
31,2056.0,3.0,0.0,0.0,0.019
32,2057.0,3.0,0.0,0.5,0.4694531567814448
33,2058.0,3.0,0.0,0.5,1.0305365093018306
34,2059.0,3.0,0.0,0.5,0.9282494449546688
35,2060.0,3.0,0.0,0.5,0.23300719770032022
36,2061.0,3.0,1.3320222778107165,0.5,0.15975369126174488
37,2062.0,3.0,1.3874425499308742,0.5,0.0
38,2063.0,3.0,1.5242210582706546,0.5,0.01
39,2064.0,3.0,1.8037223946132435,0.5,0.0
40,2065.0,3.0,1.868357319657028,0.5,0.30000000000001337
41,2066.0,3.0,1.9346013234063406,0.5,0.0
42,2067.0,3.0,2.0025400977755115,0.5,0.0
43,2068.0,3.0,2.0722161362239717,0.5,0.0
44,2069.0,3.0,2.1437045872706677,0.5,0.0
45,2070.0,3.0,2.217059492140807,0.5,0.0
