,y,Dagash FPV,Dal FPV,Jebel Aulia FPV,Kajbar FPV,Kashm El Girba  FPV,Mograt FPV,Merowe FPV,Roseires FPV,Sabaloka FPV,Shereik FPV,Sennar FPV
0,2027.0,0.0,0.0,0.0,0.014558068967675126,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2028.0,0.0,0.0,0.0,0.045441931032328166,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2029.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0
3,2032.0,0.0,0.1694531567813797,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
4,2033.0,0.2845365093017826,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.12000000000000675,0.0
5,2034.0,0.0274634906982216,0.17854684321862035,0.0,0.0,0.0,0.0,0.3,0.0,0.08524630873822471,0.3,0.0
6,2036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04000000000000925,0.0,0.11975369126177528,0.0,0.0
7,2038.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
8,2040.0,0.0,0.0,0.0,0.0,0.0,0.30000000000003,0.0,0.0,0.0,0.0,0.0
9,2053.0,0.0,0.0,0.0,0.0,0.0,0.011999999999986629,0.0,0.0,0.0,0.0,0.0
10,2054.0,0.0,0.0,0.0,0.36,0.0,0.0,0.29999999999999083,0.0,0.0,0.0,0.0
11,2056.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2057.0,0.0,0.16945315678141065,0.0,0.0,0.0,0.0,0.30000000000003413,0.0,0.0,0.0,0.0
13,2058.0,0.2845365093017985,0.3000000000000039,0.0,0.0,0.0,0.0,0.3000000000000037,0.0,0.0,0.12000000000002448,0.026
14,2059.0,0.027463490698201476,0.1785468432185855,0.0,0.0,0.0,0.0,0.3000000000000017,0.03699280229967981,0.08524630873822471,0.2999999999999755,0.0
15,2060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23300719770032022,0.0,0.0,0.0
16,2061.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039999999999969615,0.0,0.11975369126177528,0.0,0.0
17,2063.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
18,2065.0,0.0,0.0,0.0,0.0,0.0,0.30000000000001337,0.0,0.0,0.0,0.0,0.0
