,y,Dagash FPV,Dal FPV,Jebel Aulia FPV,Kajbar FPV,Kashm El Girba  FPV,Mograt FPV,Merowe FPV,Roseires FPV,Sabaloka FPV,Shereik FPV,Sennar FPV
0,2027.0,0.0,0.0,0.0,0.014558068967675126,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2028.0,0.0,0.0,0.0,0.060000000000003294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2029.0,0.0,0.0,0.0,0.36000000000000326,0.0,0.0,0.3,0.0,0.0,0.0,0.0
3,2030.0,0.0,0.0,0.0,0.3600000000000033,0.0,0.0,0.3,0.0,0.0,0.0,0.0
4,2031.0,0.0,0.0,0.0,0.3600000000000033,0.0,0.0,0.3,0.0,0.0,0.0,0.0
5,2032.0,0.0,0.1694531567813797,0.0,0.3600000000000033,0.0,0.0,0.6,0.0,0.0,0.0,0.0
6,2033.0,0.2845365093017826,0.46945315678137967,0.0,0.3600000000000033,0.0,0.0,0.8999999999999999,0.0,0.0,0.12000000000000675,0.0
7,2034.0,0.31200000000000416,0.648,0.0,0.3600000000000033,0.0,0.0,1.2,0.0,0.08524630873822471,0.42000000000000676,0.0
8,2035.0,0.31200000000000416,0.648,0.0,0.3600000000000033,0.0,0.0,1.2,0.0,0.08524630873822471,0.42000000000000676,0.0
9,2036.0,0.31200000000000416,0.648,0.0,0.3600000000000033,0.0,0.0,1.240000000000009,0.0,0.205,0.42000000000000676,0.0
10,2037.0,0.31200000000000416,0.648,0.0,0.3600000000000033,0.0,0.0,1.240000000000009,0.0,0.205,0.42000000000000676,0.0
11,2038.0,0.31200000000000416,0.6480000000000001,0.0,0.3600000000000033,0.01,0.0,1.240000000000009,0.0,0.205,0.42000000000000676,0.0
12,2039.0,0.31200000000000416,0.6480000000000001,0.0,0.3600000000000033,0.01,0.0,1.240000000000009,0.0,0.205,0.42000000000000676,0.0
13,2040.0,0.31200000000000416,0.6480000000000001,0.0,0.3600000000000033,0.01,0.30000000000003,1.240000000000009,0.0,0.205,0.42000000000000676,0.0
14,2041.0,0.31200000000000416,0.6480000000000001,0.0,0.3600000000000033,0.01,0.30000000000003,1.240000000000009,0.0,0.205,0.42000000000000676,0.0
15,2042.0,0.31200000000000416,0.6480000000000001,0.0,0.3600000000000033,0.01,0.30000000000003,1.240000000000009,0.0,0.205,0.42000000000000676,0.0
16,2043.0,0.31200000000000416,0.6480000000000001,0.0,0.3600000000000033,0.01,0.30000000000003,1.240000000000009,0.0,0.205,0.42000000000000676,0.0
17,2044.0,0.31200000000000416,0.6480000000000001,0.0,0.3600000000000033,0.01,0.30000000000003,1.240000000000009,0.0,0.205,0.42000000000000676,0.0
18,2045.0,0.31200000000000416,0.6480000000000001,0.0,0.3600000000000033,0.01,0.30000000000003,1.240000000000009,0.0,0.205,0.42000000000000676,0.0
19,2046.0,0.31200000000000416,0.6480000000000001,0.0,0.3600000000000033,0.01,0.30000000000003,1.240000000000009,0.0,0.205,0.42000000000000676,0.0
20,2047.0,0.31200000000000416,0.6480000000000001,0.0,0.3600000000000033,0.01,0.30000000000003,1.240000000000009,0.0,0.205,0.42000000000000676,0.0
21,2048.0,0.31200000000000416,0.6480000000000001,0.0,0.3600000000000033,0.01,0.30000000000003,1.240000000000009,0.0,0.205,0.42000000000000676,0.0
22,2049.0,0.31200000000000416,0.6480000000000001,0.0,0.3600000000000033,0.01,0.30000000000003,1.240000000000009,0.0,0.205,0.42000000000000676,0.0
23,2050.0,0.31200000000000416,0.6480000000000001,0.0,0.3600000000000033,0.01,0.30000000000003,1.240000000000009,0.0,0.205,0.42000000000000676,0.0
24,2051.0,0.31200000000000416,0.6480000000000001,0.0,0.36000000000000326,0.01,0.30000000000003,1.240000000000009,0.0,0.205,0.42000000000000676,0.0
25,2052.0,0.31200000000000416,0.6480000000000001,0.0,0.3454419310323282,0.01,0.30000000000003,1.240000000000009,0.0,0.205,0.42000000000000676,0.0
26,2053.0,0.31200000000000416,0.6480000000000001,0.0,0.3,0.01,0.31200000000001665,1.2400000000000093,0.0,0.205,0.42000000000000676,0.0
27,2054.0,0.31200000000000416,0.6480000000000001,0.0,0.36,0.01,0.31200000000001665,1.24,0.0,0.205,0.42000000000000676,0.0
28,2055.0,0.31200000000000416,0.6480000000000001,0.0,0.36,0.01,0.31200000000001665,1.24,0.0,0.205,0.42000000000000676,0.0
29,2056.0,0.31200000000000416,0.648,0.019,0.36,0.01,0.31200000000001665,1.2400000000000002,0.0,0.205,0.42000000000000676,0.0
30,2057.0,0.31200000000000416,0.648000000000031,0.019,0.36,0.01,0.31200000000001665,1.2400000000000342,0.0,0.205,0.42000000000000676,0.0
31,2058.0,0.31200000000002015,0.6480000000000349,0.019,0.36,0.01,0.31200000000001665,1.240000000000038,0.0,0.205,0.42000000000002446,0.026
32,2059.0,0.312,0.648,0.019,0.36,0.01,0.31200000000001665,1.2400000000000397,0.03699280229967981,0.205,0.42,0.026
33,2060.0,0.312,0.648,0.019,0.36,0.01,0.31200000000001665,1.2400000000000397,0.27,0.205,0.42,0.026
34,2061.0,0.312,0.648,0.019,0.36,0.01,0.31200000000001665,1.24,0.27,0.205,0.42,0.026
35,2062.0,0.312,0.648,0.019,0.36,0.01,0.31200000000001665,1.24,0.27,0.205,0.42,0.026
