,y,Amarti-Neshe,Baro,Finchaa,Lake Tana - Beles,Medium hydropower plant (Run-of river),Large hydropower plant (Dam),Renaissance,Sor,Tis Abay 1,Tekeze 1,Tis Abay 2,Tekeze 2
46,2061,32.9068,171.5453,0.0,151.3735,22.6947,1121.2587,1266.3255,1.6897,7.8013,212.7626,55.3183,124.8401
47,2062,32.9068,171.5453,0.0,151.3735,22.6947,1121.2587,1266.3255,1.6897,7.8013,212.7626,55.3183,124.8401
48,2063,32.9068,171.5453,0.0,151.3735,22.6947,1121.2587,1266.3255,1.6897,7.8013,212.7626,55.3183,124.8401
49,2064,32.9068,171.5453,0.0,151.3735,22.6947,1121.2587,1266.3255,1.6897,7.8013,212.7626,55.3183,124.8401
50,2065,32.9068,162.6604,0.0,151.3735,22.6947,1121.2587,1266.3255,1.6897,7.8013,212.7626,55.3183,124.8401
51,2066,32.9068,126.4911,0.0,151.3735,22.6947,1121.2587,1266.3255,1.6897,7.8013,212.7626,55.3183,98.0262
52,2067,32.9068,126.4911,0.0,151.3735,11.3473,1121.2587,1266.3255,1.6897,7.8013,212.7626,55.3183,98.0262
53,2068,32.9068,126.4911,0.0,151.3735,11.3473,1121.2587,1266.3255,1.6897,7.8013,212.7626,55.3183,98.0262
54,2069,32.9068,126.4911,0.0,151.3735,11.3473,1121.2587,1266.3255,1.6897,7.8013,212.7626,55.3183,98.0262
55,2070,32.9068,126.4911,0.0,151.3735,11.3473,1121.2587,1266.3255,1.6897,7.8013,212.7626,55.3183,98.0262
