,y,Dagash FPV,Dal FPV,Jebel Aulia FPV,Kajbar FPV,Kashm El Girba  FPV,Mograt FPV,Merowe FPV,Sabaloka FPV,Shereik FPV,Upper Atbara FPV
0,2047.0,0.0,0.0480000000000369,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0
1,2048.0,0.312,0.6480000000000369,0.0,0.36,0.0,0.312,1.2,0.205,0.42000000000002374,0.0
2,2049.0,0.312,0.6480000000000369,0.0,0.36,0.0,0.312,1.2400000000000062,0.205,0.42000000000002374,0.0
3,2050.0,0.312,0.6480000000000369,0.0,0.36,0.0,0.312,1.2400000000000062,0.205,0.42000000000002374,0.0
4,2051.0,0.312,0.6480000000000369,0.0,0.36,0.0,0.312,1.2400000000000062,0.205,0.42000000000002374,0.0
5,2052.0,0.312,0.6480000000000369,0.0,0.36,0.0,0.312,1.2400000000000062,0.205,0.42000000000002374,0.0
6,2053.0,0.312,0.6480000000000369,0.0,0.36,0.0,0.312,1.2400000000000062,0.205,0.42000000000002374,0.0
7,2054.0,0.312,0.6480000000000369,0.019,0.36,0.01,0.312,1.2400000000000062,0.205,0.42000000000002374,0.21522465503653274
8,2055.0,0.312,0.6480000000000369,0.019,0.36,0.01,0.312,1.2400000000000062,0.205,0.42000000000002374,0.21522465503653274
9,2056.0,0.312,0.6480000000000369,0.019,0.36,0.01,0.312,1.2400000000000062,0.205,0.42000000000002374,0.21522465503653274
10,2057.0,0.312,0.6480000000000369,0.019,0.36,0.01,0.312,1.2400000000000062,0.205,0.42000000000002374,0.32
11,2058.0,0.312,0.6480000000000369,0.019,0.36,0.01,0.312,1.2400000000000062,0.205,0.42000000000002374,0.32
12,2059.0,0.312,0.6480000000000369,0.019,0.36,0.01,0.312,1.2400000000000062,0.205,0.42000000000002374,0.32
13,2060.0,0.312,0.6480000000000369,0.019,0.36,0.01,0.312,1.2400000000000062,0.205,0.42000000000002374,0.32
14,2061.0,0.312,0.6480000000000369,0.019,0.36,0.01,0.312,1.2400000000000062,0.205,0.42000000000002374,0.32
15,2062.0,0.312,0.6480000000000369,0.019,0.36,0.01,0.312,1.2400000000000062,0.205,0.42000000000002374,0.32
16,2063.0,0.312,0.6480000000000369,0.019,0.36,0.01,0.312,1.2400000000000062,0.205,0.42000000000002374,0.32
17,2064.0,0.312,0.6480000000000369,0.019,0.36,0.01,0.312,1.2400000000000062,0.205,0.42000000000002374,0.32
18,2065.0,0.312,0.6480000000000369,0.019,0.36,0.01,0.312,1.2400000000000062,0.205,0.42000000000002374,0.32
19,2066.0,0.312,0.6480000000000369,0.019,0.36,0.01,0.312,1.2400000000000062,0.205,0.42000000000002374,0.32
20,2067.0,0.312,0.6480000000000369,0.019,0.36,0.01,0.312,1.2400000000000062,0.205,0.42000000000002374,0.32
21,2068.0,0.312,0.6480000000000369,0.019,0.36,0.01,0.312,1.2400000000000062,0.205,0.42000000000002374,0.32
22,2069.0,0.312,0.6480000000000369,0.019,0.36,0.01,0.312,1.2400000000000062,0.205,0.42000000000002374,0.32
23,2070.0,0.312,0.6480000000000369,0.019,0.36,0.01,0.312,1.2400000000000062,0.205,0.42000000000002374,0.32
