,y,Biomass & Waste CHP plant - OTF/OTS cooling (old),Coal power plant - OTF/OTS cooling (new),Geothermal power plant - MDT cooling (new),Oil fired gas turbine (SCGT) - Air cooling (old),Oil fired gas turbine (SCGT) - MDT cooling (old),Dal,Dagash,Jebel Aulia,Kajbar,Mograt,Merowe,Small hydropower plant,Medium hydropower plant (Run-of river),Large hydropower plant (Dam),Roseires,Sabaloka,Sennar,Shereik,Light Fuel Oil stand alone (1kW),Light Fuel Oil power plant - MDT cooling (old),Light Fuel Oil power plant - OTF/OTS cooling (old),Dal FPV,Dagash FPV,Jebel Aulia FPV,Kajbar FPV,Mograt FPV,Merowe FPV,Sabaloka FPV,Shereik FPV,Solar PV (utility),Solar PV (roof top),Solar PV with storage
24,2039.0,0.0,0.0,0.4000000000000001,0.02025,0.0750193000000002,0.648,0.312,0.019,0.36,0.312,1.24,0.0328,1.431,2.705,0.27,0.205,0.026,0.42,0.0,0.0160075,0.00156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.515576761615895,3.4231980700229028
25,2040.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.648,0.312,0.019,0.36,0.312,1.24,0.0328,1.431,2.705,0.27,0.205,0.026,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.015576761615895,3.9231980700229028
26,2041.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.648,0.312,0.019,0.36,0.312,1.24,0.0328,1.431,2.705,0.27,0.205,0.026,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.402226336102162,4.423198070022902
27,2042.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.648,0.312,0.019,0.36,0.312,1.24,0.0328,1.431,2.705,0.27,0.205,0.026,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.917284312006448,4.923198070022902
28,2043.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.648,0.312,0.019,0.36,0.312,1.24,0.0328,1.431,2.705,0.27,0.205,0.026,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.568709294072564,5.423198070022902
29,2044.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.648,0.312,0.019,0.36,0.312,1.24,0.0328,1.431,2.705,0.27,0.205,0.026,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.364995691110954,5.923198070022902
30,2045.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.648,0.312,0.019,0.36,0.312,1.24,0.0328,1.431,2.705,0.27,0.205,0.026,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.31514002030004,6.423198070022902
31,2046.0,0.0,0.0,0.4000000000000001,0.0,0.0,0.648,0.312,0.019,0.36,0.312,1.24,0.0328,1.431,2.705,0.27,0.205,0.026,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.66722125877028,6.923198070022902
32,2047.0,0.0,1.1981170845007558,0.4000000000000001,0.0,0.0,0.648,0.312,0.019,0.36,0.312,1.24,0.0328,1.431,2.705,0.27,0.205,0.026,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.731384023064532,7.423198070022902
33,2048.0,0.0,4.3102749753133125,0.4000000000000001,0.0,0.0,0.648,0.312,0.019,0.36,0.312,1.24,0.0328,1.431,2.705,0.27,0.205,0.026,0.42,0.0,0.0,0.0,0.298325372618979,0.143638142372101,0.0,0.165736318121655,0.143638142372101,0.570869540196812,0.0943776255970536,0.193359037808598,0.0,22.73138402306453,7.923198070022902
34,2049.0,0.0,4.3102749753133125,0.4000000000000001,0.0,0.0,0.648,0.312,0.019,0.36,0.312,1.24,0.0328,1.431,2.705,0.27,0.205,0.026,0.42,0.0,0.0,0.0,0.298325372618979,0.143638142372101,0.0,0.165736318121655,0.143638142372101,0.570869540196812,0.0943776255970536,0.193359037808598,0.0,23.25785506275402,8.423198070022902
35,2050.0,0.0,4.3102749753133125,0.4000000000000001,0.0,0.0,0.648,0.312,0.019,0.36,0.312,1.24,0.0328,1.431,2.705,0.27,0.205,0.026,0.42,0.0,0.0,0.0,0.298325372618979,0.143638142372101,0.0,0.165736318121655,0.143638142372101,0.570869540196812,0.0943776255970536,0.193359037808598,0.0,25.183153631435278,8.923198070022902
36,2051.0,0.0,4.3102749753133125,0.4000000000000001,0.0,0.0,0.648,0.312,0.019,0.36,0.312,1.24,0.0328,1.431,2.705,0.27,0.205,0.026,0.42,0.0,0.0,0.0,0.298325372618979,0.143638142372101,0.0,0.165736318121655,0.143638142372101,0.570869540196812,0.0943776255970536,0.193359037808598,0.0,26.197632778118994,9.423198070022902
37,2052.0,0.0,4.3102749753133125,0.4,0.0,0.0,0.648,0.312,0.019,0.36,0.312,1.24,0.0328,1.431,2.705,0.27,0.205,0.026,0.42,0.0,0.0,0.0,0.298325372618979,0.143638142372101,0.0,0.165736318121655,0.143638142372101,0.570869540196812,0.0943776255970536,0.193359037808598,0.0,27.806018882625583,9.544620109793325
38,2053.0,0.0,4.3102749753133125,0.4,0.0,0.0,0.648,0.312,0.019,0.36,0.312,1.24,0.0328,1.431,2.705,0.27,0.205,0.026,0.42,0.0,0.0,0.0,0.298325372618979,0.143638142372101,0.0087471945675318,0.165736318121655,0.143638142372101,0.570869540196812,0.0943776255970536,0.193359037808598,0.0,29.6416556518954,9.544620109793325
39,2054.0,0.0,4.3102749753133125,0.4,0.0,0.0,0.648,0.312,0.019,0.36,0.312,1.24,0.0328,1.431,2.705,0.27,0.205,0.026,0.42,0.0,0.0,0.0,0.298325372618979,0.143638142372101,0.0087471945675318,0.165736318121655,0.143638142372101,0.570869540196812,0.0943776255970536,0.193359037808598,0.2742275245794265,31.37451860255111,9.544620109793325
40,2055.0,0.0,4.3102749753133125,0.4,0.0,0.0,0.648,0.312,0.019,0.36,0.312,1.24,0.0328,1.431,2.705,0.27,0.205,0.026,0.42,0.0,0.0,0.0,0.298325372618979,0.143638142372101,0.0087471945675318,0.165736318121655,0.143638142372101,0.570869540196812,0.0943776255970536,0.193359037808598,0.2742275245794265,34.37451860255111,10.0
41,2056.0,0.0,4.3102749753133125,0.4,0.0,0.0,0.648,0.312,0.019,0.36,0.312,1.24,0.0328,1.431,2.705,0.27,0.205,0.026,0.42,0.0,0.0,0.0,0.298325372618979,0.143638142372101,0.0087471945675318,0.165736318121655,0.143638142372101,0.570869540196812,0.0943776255970536,0.193359037808598,0.2742275245794265,36.275960511191926,10.0
42,2057.0,0.0,4.3102749753133125,0.4,0.0,0.0,0.648,0.312,0.019,0.36,0.312,1.24,0.0328,1.431,2.705,0.27,0.205,0.026,0.42,0.0,0.0,0.0,0.298325372618979,0.143638142372101,0.0087471945675318,0.165736318121655,0.143638142372101,0.570869540196812,0.0943776255970536,0.193359037808598,0.588106208704547,38.034143746146974,10.0
43,2058.0,0.0,4.3102749753133125,0.4,0.0,0.0,0.648,0.312,0.019,0.36,0.312,1.24,0.0328,1.431,2.705,0.27,0.205,0.026,0.42,0.0,0.0,0.0,0.298325372618979,0.143638142372101,0.0087471945675318,0.165736318121655,0.143638142372101,0.570869540196812,0.0943776255970536,0.193359037808598,2.524206863801878,39.577339311307746,10.0
44,2059.0,0.0,4.3102749753133125,0.4,0.0,0.0,0.648,0.312,0.019,0.36,0.312,1.24,0.0328,1.431,2.705,0.27,0.205,0.026,0.42,0.0,0.0,0.0,0.298325372618979,0.143638142372101,0.0087471945675318,0.165736318121655,0.143638142372101,0.570869540196812,0.0943776255970536,0.193359037808598,5.524206863801878,41.077339311307746,10.0
45,2060.0,0.0,4.3102749753133125,0.4,0.0,0.0,0.648,0.312,0.019,0.36,0.312,1.24,0.0328,1.431,2.705,0.27,0.205,0.026,0.42,0.0,0.0,0.0,0.298325372618979,0.143638142372101,0.0087471945675318,0.165736318121655,0.143638142372101,0.570869540196812,0.0943776255970536,0.193359037808598,6.885394458618688,42.577339311307746,10.0
46,2061.0,0.0,4.3102749753133125,0.4,0.0,0.0,0.648,0.312,0.019,0.36,0.312,1.24,0.0328,1.431,2.705,0.27,0.205,0.026,0.42,0.0,0.0,0.0,0.298325372618979,0.143638142372101,0.0087471945675318,0.165736318121655,0.143638142372101,0.570869540196812,0.0943776255970536,0.193359037808598,7.232448001962752,44.190689736821476,10.0
47,2062.0,0.0,4.3102749753133125,0.4,0.0,0.0,0.648,0.312,0.019,0.36,0.312,1.24,0.0328,1.431,2.705,0.27,0.205,0.026,0.42,0.0,0.0,0.0,0.298325372618979,0.143638142372101,0.0087471945675318,0.165736318121655,0.143638142372101,0.570869540196812,0.0943776255970536,0.193359037808598,7.232448001962752,45.67563176091719,10.0
48,2063.0,0.0,4.3102749753133125,0.4,0.0,0.0,0.648,0.312,0.019,0.36,0.312,1.24,0.0328,1.431,2.705,0.27,0.205,0.026,0.42,0.0,0.0,0.0,0.298325372618979,0.143638142372101,0.0087471945675318,0.165736318121655,0.143638142372101,0.570869540196812,0.0943776255970536,0.193359037808598,7.232448001962752,47.02420677885107,10.0
49,2064.0,0.0,4.3102749753133125,0.4,0.0,0.0,0.648,0.312,0.019,0.36,0.312,1.24,0.0328,1.431,2.705,0.27,0.205,0.026,0.42,0.0,0.0,0.0,0.298325372618979,0.143638142372101,0.0087471945675318,0.165736318121655,0.143638142372101,0.570869540196812,0.0943776255970536,0.193359037808598,8.217770146523087,48.22792038181267,10.0
50,2065.0,0.0,4.3102749753133125,0.4,0.0,0.0,0.648,0.312,0.019,0.36,0.312,1.24,0.0328,1.431,2.705,0.27,0.205,0.026,0.42,0.0,0.0,0.0,0.298325372618979,0.143638142372101,0.0087471945675318,0.165736318121655,0.143638142372101,0.570869540196812,0.0943776255970536,0.193359037808598,11.21777014652309,49.27777605262359,10.0
51,2066.0,0.0,4.3102749753133125,0.4,0.0,0.0,0.648,0.312,0.019,0.36,0.312,1.24,0.0328,1.431,2.705,0.27,0.205,0.026,0.42,0.0,0.0,0.0,0.298325372618979,0.143638142372101,0.0087471945675318,0.165736318121655,0.143638142372101,0.570869540196812,0.0943776255970536,0.193359037808598,13.609890324289266,50.925694814153346,10.0
52,2067.0,0.0,4.3102749753133125,0.4,0.0,0.0,0.648,0.312,0.019,0.36,0.312,1.24,0.0328,1.431,2.705,0.27,0.205,0.026,0.42,0.0,0.0,0.0,0.298325372618979,0.143638142372101,0.0087471945675318,0.165736318121655,0.143638142372101,0.570869540196812,0.0943776255970536,0.193359037808598,16.609890324289264,52.86153204985909,10.0
53,2068.0,0.0,4.3102749753133125,0.4,0.0,0.0,0.648,0.312,0.019,0.36,0.312,1.24,0.0328,1.431,2.705,0.27,0.205,0.026,0.42,0.0,0.0,0.0,0.298325372618979,0.143638142372101,0.0087471945675318,0.165736318121655,0.143638142372101,0.570869540196812,0.0943776255970536,0.193359037808598,19.609890324289264,52.86153204985909,10.0
54,2069.0,0.0,4.3102749753133125,0.4,0.0,0.0,0.648,0.312,0.019,0.36,0.312,1.24,0.0328,1.431,2.705,0.27,0.205,0.026,0.42,0.0,0.0,0.0,0.298325372618979,0.143638142372101,0.0087471945675318,0.165736318121655,0.143638142372101,0.570869540196812,0.0943776255970536,0.193359037808598,19.609890324289264,55.3350610101696,10.0
55,2070.0,0.0,4.3102749753133125,0.4,0.0,0.0,0.648,0.312,0.019,0.36,0.312,1.24,0.0328,1.431,2.705,0.27,0.205,0.026,0.42,0.0,0.0,0.0,0.298325372618979,0.143638142372101,0.0087471945675318,0.165736318121655,0.143638142372101,0.570869540196812,0.0943776255970536,0.193359037808598,20.95207509364376,56.40976244148835,10.0
