,y,Coal,Oil,Gas,Hydro,Solar PV,Geothermal,Biomass,Crude Oil production,Crude oil Refinery,Natural gas extraction
0,2015.0,0.0,16.99,0.0,3587.89,0.0,0.0,126.0,12.28,9.22,0.0
1,2016.0,0.0,17.27,0.0,3587.89,0.0,0.0,126.0,0.0,10.36,0.0
2,2017.0,0.0,16.99,0.0,3834.24,0.0,0.0,126.0,12.49,9.98,0.0
3,2018.0,0.0,16.99,0.0,3834.24,0.0,0.0,126.0,24.32,9.79,0.0
4,2019.0,0.0,16.99,0.0,3834.24,0.0,0.0,126.0,19.95,9.52,0.0
5,2020.0,0.0,16.99,0.0,3834.24,0.0,0.0,126.0,0.0,9.26,0.0
6,2021.0,0.0,49.18,8.72,3834.24,0.0,0.0,119.7,0.0,9.56,0.03
7,2022.0,0.0,57.84,8.72,3834.24,0.0,0.0,113.4,0.0,10.28,0.03
8,2023.0,0.0,30.44,8.72,3834.24,0.0,0.0,107.1,0.0,10.15,0.03
9,2024.0,0.0,13.59,8.72,4847.03,0.0,0.05,100.8,0.0,10.47,0.03
10,2025.0,0.0,12.74,8.72,6013.26,0.0,0.1,63.0,0.0,10.81,0.41
11,2026.0,0.0,11.9,7.99,6013.26,0.0,0.15,56.7,0.0,11.14,0.4
12,2027.0,0.0,11.05,5.23,6013.26,0.0,0.2,50.4,0.0,11.5,0.39
13,2028.0,0.0,10.19,1.72,6891.01,0.0,0.2,44.1,0.0,11.87,0.38
14,2029.0,0.0,9.35,3.26,6891.01,0.0,0.2,37.8,0.0,12.25,0.01
15,2030.0,0.0,8.5,0.0,9290.76,0.0,0.2,31.5,0.0,12.04,0.0
16,2031.0,0.0,7.65,0.0,9728.28,0.03,0.2,25.2,0.0,1.07,0.0
17,2032.0,0.0,6.8,0.0,9728.28,0.09,0.2,18.9,0.0,0.72,0.0
18,2033.0,0.0,5.95,2.9,9728.28,0.17,0.2,12.6,0.0,0.36,0.0
19,2034.0,0.0,5.1,2.74,9728.28,0.24,0.2,6.3,0.0,0.0,0.0
20,2035.0,0.0,4.25,2.74,9728.28,0.24,0.2,0.0,0.0,0.0,0.0
21,2036.0,0.0,3.4,2.74,9728.28,0.32,0.2,0.0,0.0,0.0,0.0
22,2037.0,0.0,2.55,2.74,9728.28,0.39,0.2,0.0,0.0,0.0,0.0
23,2038.0,0.0,1.69,2.74,9728.28,0.48,0.2,0.0,0.0,0.0,0.0
24,2039.0,0.0,0.86,2.74,9728.28,0.55,0.2,0.0,0.0,0.0,0.0
25,2040.0,381.49,0.0,2.55,9728.28,0.64,0.2,0.0,0.0,0.0,0.0
26,2041.0,381.49,0.0,1.72,9728.28,0.72,0.2,0.0,0.0,0.0,0.0
27,2042.0,650.83,0.0,1.35,9728.28,0.81,0.2,0.0,0.0,0.0,0.0
28,2043.0,650.83,0.0,0.92,9728.28,0.9,0.2,0.0,0.0,0.0,0.0
29,2044.0,650.83,0.0,1.07,9728.28,0.99,0.2,0.0,0.0,0.0,0.0
30,2045.0,650.83,0.0,0.92,9728.28,1.06,0.2,0.0,0.0,0.0,0.0
31,2046.0,650.83,0.0,1.09,9728.28,1.12,0.2,0.0,0.0,0.0,0.0
32,2047.0,650.83,0.0,1.45,9728.28,1.19,0.2,0.0,0.0,0.0,0.0
33,2048.0,2957.56,0.0,1.2,9728.28,1.34,0.2,0.0,0.0,0.0,0.0
34,2049.0,3044.15,0.0,0.92,9728.28,1.39,0.2,0.0,0.0,0.0,0.0
35,2050.0,3044.15,0.0,0.92,9728.28,1.48,0.2,0.0,0.0,0.0,0.0
36,2051.0,3044.15,0.0,0.0,9728.28,1.55,0.2,0.0,0.0,0.0,0.0
37,2052.0,3044.15,0.0,0.0,9728.28,1.62,0.2,0.0,0.0,0.0,0.0
38,2053.0,3044.15,0.0,0.0,9728.28,1.69,0.2,0.0,0.0,0.0,0.0
39,2054.0,3044.15,0.0,0.0,9728.28,1.77,0.2,0.0,0.0,0.0,0.0
40,2055.0,3044.15,0.0,0.0,9728.28,2.01,0.2,0.0,0.0,0.0,0.0
41,2056.0,3148.0,0.0,0.0,9728.28,2.19,0.2,0.0,0.0,0.0,0.0
42,2057.0,3143.92,0.0,0.0,9728.28,2.3,0.2,0.0,0.0,0.0,0.0
43,2058.0,3044.57,0.0,0.0,9728.28,2.43,0.2,0.0,0.0,0.0,0.0
44,2059.0,3051.16,0.0,0.0,9728.28,2.52,0.2,0.0,0.0,0.0,0.0
45,2060.0,3063.76,0.0,0.0,9674.6,2.6,0.2,0.0,0.0,0.0,0.0
46,2061.0,3034.15,0.0,0.0,9538.05,2.72,0.2,0.0,0.0,0.0,0.0
47,2062.0,3026.74,0.0,0.0,9468.6,2.8,0.2,0.0,0.0,0.0,0.0
48,2063.0,3019.15,0.0,0.0,9379.17,2.88,0.2,0.0,0.0,0.0,0.0
49,2064.0,2934.51,0.0,0.0,9340.7,3.04,0.19,0.0,0.0,0.0,0.0
50,2065.0,2845.75,0.0,0.0,9340.7,3.18,0.18,0.0,0.0,0.0,0.0
51,2066.0,2841.86,0.0,0.0,9340.7,3.25,0.2,0.0,0.0,0.0,0.0
52,2067.0,2664.77,0.0,0.0,9340.7,3.42,0.2,0.0,0.0,0.0,0.0
53,2068.0,2678.3,0.0,0.0,9655.7,3.49,0.18,0.0,0.0,0.0,0.0
54,2069.0,2692.18,0.0,0.0,9600.79,3.57,0.2,0.0,0.0,0.0,0.0
55,2070.0,2463.48,0.0,0.0,9340.7,3.67,0.2,0.0,0.0,0.0,0.0
