,y,CO2
0,2015,231.6446
1,2016,231.19639999999998
2,2017,233.34390000000002
3,2018,235.08880000000002
4,2019,234.36540000000002
5,2020,235.7298
6,2021,229.41870000000003
7,2022,237.3277
8,2023,248.44050000000001
9,2024,254.0892
10,2025,311.61580000000004
11,2026,327.94410000000005
12,2027,333.8666
13,2028,339.773
14,2029,306.0659
15,2030,311.8355
16,2031,319.5525
17,2032,327.56929999999994
18,2033,335.0174
19,2034,343.95149999999995
20,2035,349.42350000000005
21,2036,360.7142
22,2037,371.9036
23,2038,383.1893
24,2039,393.99229999999994
25,2040,393.58930000000004
26,2041,403.8654
27,2042,384.5124
28,2043,394.7157
29,2044,402.3218
30,2045,409.8051
31,2046,417.2841
32,2047,429.1481
33,2048,453.2341
34,2049,463.4113
35,2050,472.5142
36,2051,481.0289
37,2052,489.5176
38,2053,498.3557
39,2054,507.52400000000006
40,2055,508.5603
41,2056,510.7824
42,2057,525.3054
43,2058,539.2191
44,2059,551.9581999999999
45,2060,565.051
46,2061,574.5263
47,2062,584.8913
48,2063,595.9641
49,2064,606.8839999999999
50,2065,615.5883
51,2066,623.7302000000001
52,2067,631.5577
53,2068,643.5451
54,2069,655.9182
55,2070,666.1151000000001
