,y,Backstop,Biomass,Coal,Gas,Geothermal,Hydro,Nuclear,Oil,Solar CSP,Solar FPV,Solar PV,Wind,gas_trade,power_trade
222,2070.0,0.0,0.0,4.31,0.0,0.4,7.981,0.0,0.0,0.0,1.619,87.362,0.0,0.0,0.0
223,2070.0,0.0,0.0,28.0,85.954,0.0,5.015,0.0,0.0,12.2,1.22,26.35,30.38,0.0,0.0
224,2015.0,0.0,0.0,0.0,0.0,0.0,0.112,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0
225,2016.0,0.0,0.0,0.0,0.0,0.0,0.112,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0
226,2017.0,0.0,0.0,0.0,0.0,0.0,0.165,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0
227,2018.0,0.0,0.0,0.0,0.0,0.0,0.259,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0
228,2019.0,0.0,0.0,0.0,0.0,0.0,0.352,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0
229,2020.0,0.0,0.0,0.0,0.071,0.0,0.352,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0
230,2021.0,0.0,0.0,0.0,0.09,0.0,0.352,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.0
231,2022.0,0.0,0.0,0.0,0.11,0.0,0.352,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0
232,2023.0,0.0,0.0,0.0,0.122,0.0,0.352,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.0
233,2024.0,0.0,0.0,0.0,0.122,0.036,0.352,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0
234,2025.0,0.0,0.0,0.0,0.122,0.063,0.352,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0
235,2026.0,0.0,0.0,0.0,0.122,0.092,0.352,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0
236,2027.0,0.0,0.0,0.0,0.122,0.122,0.352,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0
237,2028.0,0.0,0.0,0.0,0.122,0.155,0.352,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0
238,2029.0,0.0,0.0,0.0,0.132,0.179,0.352,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.0
239,2030.0,0.0,0.0,0.0,0.144,0.204,0.352,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0
240,2031.0,0.0,0.0,0.0,0.157,0.234,0.352,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0
241,2032.0,0.0,0.0,0.0,0.17,0.265,0.352,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0
242,2033.0,0.0,0.0,0.0,0.184,0.297,0.352,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0
243,2034.0,0.0,0.0,0.0,0.2,0.332,0.352,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
244,2035.0,0.0,0.0,0.0,0.217,0.37,0.352,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0
245,2036.0,0.0,0.0,0.0,0.244,0.4,0.352,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0
246,2037.0,0.0,0.0,0.0,0.302,0.4,0.352,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0
247,2038.0,0.0,0.0,0.0,0.364,0.4,0.352,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0
248,2039.0,0.0,0.0,0.0,0.432,0.4,0.352,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0
249,2040.0,0.0,0.0,0.0,0.504,0.4,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,2041.0,0.0,0.0,0.0,0.566,0.4,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,2042.0,0.0,0.0,0.0,0.632,0.4,0.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,2043.0,0.0,0.0,0.0,0.632,0.4,0.352,0.0,0.0,0.0,0.0,0.177,0.0,0.0,0.0
253,2044.0,0.0,0.0,0.0,0.632,0.4,0.352,0.0,0.0,0.0,0.0,0.377,0.0,0.0,0.0
254,2045.0,0.0,0.0,0.0,0.632,0.4,0.352,0.0,0.0,0.0,0.0,0.588,0.0,0.0,0.0
255,2046.0,0.0,0.0,0.0,0.632,0.4,0.352,0.0,0.0,0.0,0.0,0.812,0.0,0.0,0.0
256,2047.0,0.0,0.0,0.0,0.632,0.4,0.352,0.0,0.0,0.0,0.0,1.051,0.0,0.0,0.0
257,2048.0,0.0,0.0,0.0,0.632,0.4,0.352,0.0,0.0,0.0,0.0,1.312,0.0,0.0,0.0
258,2049.0,0.0,0.0,0.0,0.632,0.4,0.352,0.0,0.0,0.0,0.0,1.588,0.0,0.0,0.0
259,2050.0,0.0,0.0,0.0,0.632,0.4,0.352,0.0,0.0,0.0,0.0,1.88,0.0,0.0,0.0
260,2051.0,0.0,0.0,0.0,0.632,0.4,0.352,0.0,0.0,0.0,0.0,2.062,0.0,0.0,0.0
261,2052.0,0.0,0.0,0.0,0.632,0.4,0.352,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0
262,2053.0,0.0,0.0,0.0,0.632,0.4,0.352,0.0,0.0,0.0,0.0,2.444,0.0,0.0,0.0
263,2054.0,0.0,0.0,0.0,0.632,0.4,0.352,0.0,0.0,0.0,0.0,2.645,0.0,0.0,0.0
264,2055.0,0.0,0.0,0.0,0.632,0.4,0.352,0.0,0.0,0.0,0.0,2.852,0.0,0.0,0.0
265,2056.0,0.0,0.0,0.0,0.632,0.4,0.352,0.0,0.0,0.0,0.0,3.066,0.0,0.0,0.0
266,2057.0,0.0,0.0,0.0,0.632,0.4,0.352,0.0,0.0,0.0,0.0,3.288,0.0,0.0,0.0
267,2058.0,0.0,0.0,0.0,0.632,0.4,0.352,0.0,0.0,0.0,0.0,3.516,0.0,0.0,0.0
268,2059.0,0.0,0.0,0.0,0.632,0.4,0.352,0.0,0.0,0.0,0.0,3.753,0.0,0.0,0.0
269,2060.0,0.0,0.0,0.0,0.632,0.4,0.352,0.0,0.0,0.0,0.0,3.997,0.0,0.0,0.0
270,2061.0,0.0,0.0,0.0,0.632,0.4,0.352,0.0,0.0,0.0,0.0,4.171,0.0,0.0,0.0
271,2062.0,0.0,0.0,0.0,0.632,0.4,0.352,0.0,0.0,0.0,0.0,4.348,0.0,0.0,0.0
272,2063.0,0.0,0.0,0.0,0.632,0.4,0.352,0.0,0.0,0.0,0.0,4.708,0.0,0.0,0.0
273,2064.0,0.0,0.0,0.0,0.632,0.4,0.352,0.0,0.0,0.0,0.0,5.087,0.0,0.0,0.0
274,2065.0,0.0,0.0,0.0,0.632,0.4,0.352,0.0,0.0,0.0,0.0,5.476,0.0,0.0,0.0
275,2066.0,0.0,0.0,0.0,0.632,0.4,0.352,0.0,0.0,0.0,0.0,5.878,0.0,0.0,0.0
276,2067.0,0.0,0.0,0.0,0.632,0.4,0.352,0.0,0.0,0.0,0.0,6.294,0.0,0.0,0.0
277,2068.0,0.0,0.0,0.0,0.632,0.4,0.352,0.0,0.0,0.0,0.0,6.728,0.0,0.0,0.0
278,2069.0,0.0,0.0,0.0,0.632,0.4,0.352,0.0,0.0,0.0,0.0,7.176,0.0,0.0,0.0
279,2070.0,0.0,0.0,0.0,0.632,0.4,0.352,0.0,0.0,0.0,0.0,7.639,0.0,0.0,0.0
