,y,Solar PV (roof top),Solar PV with storage
0,2050.0,0.1353522489470416,0.0
1,2051.0,0.2759147905827502,0.0
2,2052.0,0.10278622343528189,0.12582892954057126
3,2053.0,0.12766878302619183,0.11641388453490863
4,2054.0,0.1325964967685853,0.12090718575582991
5,2055.0,0.11322278982338943,0.14279253302351355
6,2056.0,0.2605101365098816,0.06349948867582998
7,2057.0,0.2704906420057534,0.06593224236538038
8,2058.0,0.28083600402462283,0.06845393003233759
9,2059.0,0.3980096026740831,0.0
10,2060.0,0.4131921407031042,0.0
11,2061.0,0.270282185298928,0.0
12,2062.0,0.26013000760065025,0.0
13,2063.0,0.26653549107235947,0.0
14,2064.0,0.3072038922744219,0.0
15,2065.0,0.31480616843656445,0.0
16,2066.0,0.32259654836395457,0.0
17,2067.0,0.3305802973635682,0.0
18,2068.0,0.3387849659921848,0.0
19,2069.0,0.34722459238079495,0.0
20,2070.0,0.491245156636039,0.0
