,y,Oil,Gas,Hydro,Solar PV,Geothermal
0,2015.0,0.161,0.0,0.0,0.0,0.0
1,2016.0,0.161,0.0,0.0,0.0,0.0
2,2017.0,0.225,0.0,0.0,0.0,0.0
3,2018.0,0.337,0.0,0.0,0.0,0.0
4,2019.0,0.449,0.0,0.0,0.0,0.0
5,2020.0,0.449,0.247,0.0,0.0,0.0
6,2021.0,0.447,0.264,0.0,0.0,0.0
7,2022.0,0.446,0.283,0.0,0.0,0.0
8,2023.0,0.444,0.29,0.0,0.0,0.0
9,2024.0,0.443,0.29,0.41,0.0,0.0
10,2025.0,0.311,0.29,0.41,0.0,0.0
11,2026.0,0.309,0.29,0.41,0.0,0.0
12,2027.0,0.245,0.29,0.41,0.0,0.0
13,2028.0,0.131,0.29,0.41,0.0,0.0
14,2029.0,0.018,0.29,0.41,0.0,0.0
15,2030.0,0.016,0.29,0.41,0.0,0.0
16,2031.0,0.014,0.29,0.41,0.0,0.0
17,2032.0,0.013,0.29,0.41,0.0,0.0
18,2033.0,0.011,0.29,0.41,0.0,0.0
19,2034.0,0.01,0.305,0.41,0.0,0.0
20,2035.0,0.008,0.342,0.41,0.0,0.0
21,2036.0,0.006,0.382,0.41,0.0,0.0
22,2037.0,0.005,0.424,0.41,0.0,0.0
23,2038.0,0.003,0.424,0.98,0.0,0.0
24,2039.0,0.002,0.424,0.98,0.0,0.0
25,2040.0,0.0,0.424,0.98,0.0,0.0
26,2041.0,0.0,0.424,0.98,0.0,0.0
27,2042.0,0.0,0.424,0.98,0.0,0.0
28,2043.0,0.0,0.424,0.98,0.0,0.0
29,2044.0,0.0,0.437,0.98,0.0,0.0
30,2045.0,0.0,0.519,0.98,0.0,0.002
31,2046.0,0.0,0.545,0.98,0.0,0.072
32,2047.0,0.0,0.572,0.98,0.0,0.148
33,2048.0,0.0,0.602,0.98,0.0,0.229
34,2049.0,0.0,0.634,0.98,0.0,0.316
35,2050.0,0.001,0.648,0.98,0.135,0.395
36,2051.0,0.001,0.648,0.98,0.411,0.4
37,2052.0,0.001,0.652,0.98,0.64,0.4
38,2053.0,0.001,0.655,0.98,0.884,0.4
39,2054.0,0.001,0.659,0.98,1.137,0.4
40,2055.0,0.001,0.663,0.98,1.394,0.4
41,2056.0,0.001,0.663,0.98,1.717,0.4
42,2057.0,0.001,0.663,0.98,2.054,0.4
43,2058.0,0.001,0.663,0.98,2.403,0.4
44,2059.0,0.001,0.663,0.98,2.801,0.4
45,2060.0,0.001,0.663,0.98,3.215,0.4
46,2061.0,0.001,0.666,0.98,3.485,0.4
47,2062.0,0.001,0.673,0.98,3.745,0.4
48,2063.0,0.001,0.681,0.98,4.012,0.4
49,2064.0,0.001,0.681,0.98,4.319,0.4
50,2065.0,0.001,0.681,0.98,4.634,0.4
51,2066.0,0.001,0.681,0.98,4.956,0.4
52,2067.0,0.001,0.681,0.98,5.287,0.4
53,2068.0,0.001,0.681,0.98,5.625,0.4
54,2069.0,0.001,0.682,0.98,5.973,0.4
55,2070.0,0.001,0.682,0.98,6.329,0.4
