,y,Coal,Oil,Gas,Hydro,Solar PV,Geothermal,Biomass,Crude Oil production,Crude oil Refinery,Natural gas extraction
0,2015.0,0.0,16.99,0.0,3587.89,0.0,0.0,126.0,12.38,9.31,0.0
1,2016.0,0.0,17.27,0.0,3587.89,0.0,0.0,126.0,0.0,10.47,0.0
2,2017.0,0.0,16.99,0.0,3834.24,0.0,0.0,126.0,12.63,10.1,0.0
3,2018.0,0.0,16.99,0.0,3834.24,0.0,0.0,126.0,24.47,9.91,0.0
4,2019.0,0.0,16.99,0.0,3834.24,0.0,0.0,126.0,19.57,9.65,0.0
5,2020.0,0.0,16.99,0.0,3834.24,0.0,0.0,126.0,0.0,9.38,0.0
6,2021.0,0.0,51.63,8.06,3834.24,0.0,0.0,119.7,0.0,9.65,0.03
7,2022.0,0.0,58.08,8.06,3834.24,0.0,0.0,113.4,0.0,10.33,0.03
8,2023.0,0.0,23.39,8.06,3834.24,0.0,0.0,107.1,0.0,10.14,0.03
9,2024.0,0.0,13.59,8.06,4847.03,0.0,0.05,100.8,0.0,10.41,0.03
10,2025.0,0.0,12.74,8.06,6013.26,0.0,0.1,63.0,0.0,10.69,0.42
11,2026.0,0.0,11.9,0.0,6013.26,0.0,0.15,56.7,0.0,10.97,0.39
12,2027.0,0.0,11.05,0.1,6013.26,0.0,0.2,50.4,0.0,11.26,0.39
13,2028.0,0.0,10.19,0.0,6891.01,0.0,0.2,44.1,0.0,11.57,0.39
14,2029.0,0.0,9.35,0.82,6891.01,0.0,0.2,37.8,0.0,11.89,0.0
15,2030.0,0.0,8.5,0.0,9728.28,0.01,0.2,31.5,0.0,12.04,0.0
16,2031.0,0.0,7.65,0.0,9728.28,0.06,0.2,25.2,0.0,1.07,0.0
17,2032.0,0.0,6.8,0.57,9728.28,0.12,0.2,18.9,0.0,0.72,0.0
18,2033.0,0.0,5.95,8.06,9728.28,0.18,0.2,12.6,0.0,0.36,0.0
19,2034.0,0.0,5.1,8.06,9728.28,0.25,0.2,6.3,0.0,0.0,0.0
20,2035.0,96.63,4.25,8.06,9728.28,0.25,0.2,0.0,0.0,0.0,0.0
21,2036.0,122.82,3.4,8.06,9728.28,0.3,0.2,0.0,0.0,0.0,0.0
22,2037.0,704.33,2.55,8.06,9728.28,0.36,0.2,0.0,0.0,0.0,0.0
23,2038.0,1962.84,1.69,8.06,9728.28,0.43,0.2,0.0,0.0,0.0,0.0
24,2039.0,2757.56,0.86,8.06,9728.28,0.5,0.2,0.0,0.0,0.0,0.0
25,2040.0,3711.98,0.0,8.06,9728.28,0.58,0.2,0.0,0.0,0.0,0.0
26,2041.0,3821.67,0.0,7.73,9728.28,0.64,0.2,0.0,0.0,0.0,0.0
27,2042.0,3821.67,0.0,7.73,9691.71,0.72,0.2,0.0,0.0,0.0,0.0
28,2043.0,3821.67,0.0,7.53,9691.71,0.81,0.2,0.0,0.0,0.0,0.0
29,2044.0,3821.67,0.0,7.47,9671.46,0.9,0.2,0.0,0.0,0.0,0.0
30,2045.0,4095.19,0.0,6.41,9671.46,0.96,0.2,0.0,0.0,0.0,0.0
31,2046.0,4571.38,0.0,4.75,9291.66,1.02,0.2,0.0,0.0,0.0,0.0
32,2047.0,4792.6,0.0,4.42,9291.66,1.08,0.2,0.0,0.0,0.0,0.0
33,2048.0,4805.09,0.0,4.22,9291.66,1.2,0.2,0.0,0.0,0.0,0.0
34,2049.0,4944.68,0.0,3.59,9291.66,1.29,0.2,0.0,0.0,0.0,0.0
35,2050.0,5121.07,0.0,3.89,9291.66,1.35,0.2,0.0,0.0,0.0,0.0
36,2051.0,5419.29,0.0,1.92,9291.66,1.33,0.2,0.0,0.0,0.0,0.0
37,2052.0,5419.29,0.0,2.27,9291.66,1.38,0.2,0.0,0.0,0.0,0.0
38,2053.0,5419.29,0.0,3.03,9291.66,1.42,0.2,0.0,0.0,0.0,0.0
39,2054.0,5419.29,0.0,3.84,9291.66,1.49,0.2,0.0,0.0,0.0,0.0
40,2055.0,5400.18,0.0,4.13,9291.66,1.57,0.2,0.0,0.0,0.0,0.0
41,2056.0,5314.49,0.0,4.29,9291.66,1.66,0.2,0.0,0.0,0.0,0.0
42,2057.0,5288.28,0.0,4.72,9291.66,1.74,0.2,0.0,0.0,0.0,0.0
43,2058.0,5323.45,0.0,5.79,9291.66,1.81,0.2,0.0,0.0,0.0,0.0
44,2059.0,5413.39,0.0,6.35,9291.66,1.88,0.2,0.0,0.0,0.0,0.0
45,2060.0,5342.84,0.0,6.46,9291.66,2.0,0.2,0.0,0.0,0.0,0.0
46,2061.0,5306.54,0.0,6.54,9291.66,2.08,0.2,0.0,0.0,0.0,0.0
47,2062.0,5263.96,0.0,6.62,9291.66,2.15,0.2,0.0,0.0,0.0,0.0
48,2063.0,5215.05,0.0,6.7,9291.66,2.24,0.2,0.0,0.0,0.0,0.0
49,2064.0,5160.47,0.0,6.79,9291.66,2.34,0.2,0.0,0.0,0.0,0.0
50,2065.0,5009.19,0.0,6.92,9291.66,2.45,0.2,0.0,0.0,0.0,0.0
51,2066.0,4691.28,0.0,6.13,9291.66,2.63,0.2,0.0,0.0,0.0,0.0
52,2067.0,5073.07,0.0,4.85,9291.66,2.71,0.2,0.0,0.0,0.0,0.0
53,2068.0,5003.48,0.0,259.61,9277.1,2.85,0.2,0.0,0.0,0.0,0.0
54,2069.0,4691.5,0.0,295.76,9192.59,3.03,0.18,0.0,0.0,0.0,0.0
55,2070.0,4251.71,0.0,316.3,9105.04,3.17,0.2,0.0,0.0,0.0,0.0
