,y,Dagash FPV,Dal FPV,Jebel Aulia FPV,Kajbar FPV,Kashm El Girba  FPV,Mograt FPV,Merowe FPV,Sabaloka FPV,Shereik FPV,Upper Atbara FPV
0,2051.0,0.3120000000000152,0.6480000000000178,0.0,0.36,0.0,0.31200000000001465,0.0,0.0,0.10627307226370854,0.0
1,2052.0,0.3120000000000152,0.6480000000000178,0.0,0.36,0.0,0.31200000000001465,0.35876324494047857,0.0,0.4200000000000251,0.0
2,2053.0,0.3120000000000152,0.6480000000000178,0.0,0.36,0.0,0.31200000000001465,0.9502489937935217,0.0,0.4200000000000251,0.0
3,2054.0,0.3120000000000152,0.6480000000000178,0.0,0.36,0.0,0.31200000000001465,0.9502489937935217,0.0,0.4200000000000251,0.0
4,2055.0,0.3120000000000152,0.6480000000000178,0.0,0.36,0.0,0.31200000000001465,0.9502489937935217,0.0,0.4200000000000251,0.0
5,2056.0,0.3120000000000152,0.6480000000000178,0.0,0.36,0.0,0.31200000000001465,1.240000000000018,0.07734516919387951,0.4200000000000251,0.0
6,2057.0,0.3120000000000152,0.6480000000000178,0.0,0.36,0.0,0.31200000000001465,1.240000000000018,0.20499999999999996,0.4200000000000251,0.0
7,2058.0,0.3120000000000152,0.6480000000000178,0.0,0.36,0.0,0.31200000000001465,1.240000000000018,0.20499999999999996,0.4200000000000251,0.0
8,2059.0,0.3120000000000152,0.6480000000000178,0.0,0.36,0.0,0.31200000000001465,1.240000000000018,0.20499999999999996,0.4200000000000251,0.0
9,2060.0,0.3120000000000152,0.6480000000000178,0.0,0.36,0.0,0.31200000000001465,1.240000000000018,0.20499999999999996,0.4200000000000251,0.0
10,2061.0,0.3120000000000152,0.6480000000000178,0.0,0.36,0.0,0.31200000000001465,1.240000000000018,0.20499999999999996,0.4200000000000251,0.0
11,2062.0,0.3120000000000152,0.6480000000000178,0.0,0.36,0.0,0.31200000000001465,1.240000000000018,0.20499999999999996,0.4200000000000251,0.0
12,2063.0,0.3120000000000152,0.6480000000000178,0.0,0.36,0.01,0.31200000000001465,1.240000000000018,0.20499999999999996,0.4200000000000251,0.0
13,2064.0,0.3120000000000152,0.6480000000000178,0.0,0.36,0.01,0.31200000000001465,1.240000000000018,0.20499999999999996,0.4200000000000251,0.0
14,2065.0,0.3120000000000152,0.6480000000000178,0.0,0.36,0.01,0.31200000000001465,1.240000000000018,0.20499999999999996,0.4200000000000251,0.0
15,2066.0,0.3120000000000152,0.6480000000000178,0.0,0.36,0.01,0.31200000000001465,1.240000000000018,0.20499999999999996,0.4200000000000251,0.0
16,2067.0,0.3120000000000152,0.6480000000000178,0.0,0.36,0.01,0.31200000000001465,1.240000000000018,0.20499999999999996,0.4200000000000251,0.0
17,2068.0,0.3120000000000152,0.6480000000000178,0.0,0.36,0.01,0.31200000000001465,1.240000000000018,0.20499999999999996,0.4200000000000251,0.0
18,2069.0,0.3120000000000152,0.6480000000000178,0.0,0.36,0.01,0.31200000000001465,1.240000000000018,0.20499999999999996,0.4200000000000251,0.0
19,2070.0,0.3120000000000152,0.6480000000000178,0.019,0.36,0.01,0.31200000000001465,1.240000000000018,0.20499999999999996,0.4200000000000251,0.32
