,y,CSP (with storage),CSP (without storage),Solar PV (roof top),Solar PV (utility),Solar PV with storage
0,2015.0,0.0,0.0,0.0,0.0,0.0
1,2016.0,0.0,0.0,0.015099999999999999,0.049335000000000004,0.0
2,2017.0,0.0,0.0,0.0171,0.049335000000000004,0.0
3,2018.0,0.0,0.0,0.0171,0.099335,0.0
4,2019.0,0.0,0.0,0.0171,0.099335,0.0
5,2020.0,0.0,0.0,0.016695,0.19887699999999997,0.0
6,2021.0,0.0,0.0,0.016290000000000002,0.44841024999999995,0.0
7,2022.0,0.14797601241382333,0.3000000000000001,0.015885,0.6979434999999999,0.0
8,2023.0,0.6479760124138233,0.8,0.2154800000000001,0.94747675,0.20000000000000018
9,2024.0,0.6479760124138233,0.9576353720744529,0.26507500000000006,1.19701,0.2500000000000002
10,2025.0,1.031540322244203,1.199999999999999,0.31467000000000045,1.877642088458971,0.3000000000000007
11,2026.0,1.031540322244203,1.199999999999999,0.3642650000000005,2.6271753384589713,0.35000000000000087
12,2027.0,1.031540322244203,1.199999999999999,0.3638600000000005,2.9415005380532784,0.35000000000000087
13,2028.0,1.031540322244203,1.199999999999999,0.3634550000000005,3.691033788053278,0.35000000000000087
14,2029.0,1.031540322244203,1.199999999999999,0.36305000000000054,4.9405670380532785,0.35000000000000087
15,2030.0,1.031540322244203,1.199999999999999,0.5626450000000021,6.190100288053278,0.35000000000000087
16,2031.0,1.0315403222442032,1.1999999999999993,0.6122400000000023,9.689633538053279,0.35000000000000087
17,2032.0,1.0315403222442032,1.1999999999999993,0.6618350000000035,13.18916678805328,0.650000000000004
18,2033.0,1.0315403222442032,1.1999999999999993,0.7114300000000044,16.688700038053277,0.7000000000000054
19,2034.0,1.0315403222442032,1.1999999999999993,0.761025000000005,20.18823328805328,0.7500000000000067
20,2035.0,1.0315403222442032,1.1999999999999993,0.8066200000000061,23.687766538053282,0.8000000000000074
21,2036.0,1.0315403222442032,1.1999999999999993,0.8532150000000067,27.18729978805328,0.8500000000000076
22,2037.0,1.0315403222442032,1.1999999999999993,0.9008100000000091,30.686833038053276,0.9000000000000091
23,2038.0,1.0315403222442032,1.1999999999999993,0.9504050000000103,34.18636628805328,0.9500000000000106
24,2039.0,1.0315403222442032,1.1999999999999993,1.0000000000000115,37.68589953805328,1.0000000000000115
25,2040.0,1.0315403222442032,1.1999999999999993,1.05,41.17589953805328,1.050000000000011
26,2041.0,1.0315403222442032,1.1999999999999993,1.1,47.89589953805328,1.1000000000000152
27,2042.0,1.0315403222442032,1.1999999999999993,1.15,54.796666659774075,1.150000000000015
28,2043.0,1.0315403222442032,1.1999999999999993,1.2,61.81559455802618,1.2000000000000162
29,2044.0,1.0315403222442032,1.1999999999999993,1.2500000000000002,68.80536103535776,1.2500000000000169
30,2045.0,1.0315403222442032,1.1999999999999993,1.3,75.74090915182393,1.3000000000000203
31,2046.0,1.0315403222442032,1.1999999999999993,1.3500000000000187,82.60400133359113,1.3500000000000192
32,2047.0,0.8835643098303798,0.8999999999999991,1.4000000000000181,89.58159559347033,1.4000000000000181
33,2048.0,0.3835643098303798,0.3999999999999991,1.450000000000022,96.55270677577768,1.450000000000023
34,2049.0,0.3835643098303798,0.2423646279255462,1.5000000000000244,103.3945360961188,1.5000000000000238
35,2050.0,0.0,0.0,1.550000000000026,109.88599923662024,1.5500000000000278
36,2051.0,0.0,0.0,1.600000000000024,116.14844866509124,1.6000000000000258
37,2052.0,0.0,0.0,1.6500000000000257,122.855023648996,1.6500000000000268
38,2053.0,0.0,0.0,1.7000000000000253,129.13555881732506,1.7000000000000262
39,2054.0,0.0,0.0,1.750000000000027,134.96169258627208,1.750000000000027
40,2055.0,0.0,0.0,1.8000000000000287,140.79871520710088,1.8696132706701427
41,2056.0,0.0,0.0,1.850000000000029,144.39696059399262,2.419613270670143
42,2057.0,0.0,0.0,1.9000000000000306,147.98266740059003,2.969613270670144
43,2058.0,0.0,0.0,2.2237962423030058,151.72311840179168,3.5196132706701437
44,2059.0,0.0,0.0,3.0835743625616465,155.4847270158598,4.069613270670146
45,2060.0,0.0,0.07248142241251652,6.702595154217196,159.25289089737805,4.619613270670149
46,2061.0,0.0,0.5421897888529004,9.073841084149793,163.0180602496557,5.169613270670148
47,2062.0,0.0,1.055128557874045,13.119232780135949,166.92954417645475,5.719613270670148
48,2063.0,0.0,1.6127642546336092,17.356525420055835,170.87009823420212,6.269613270670147
49,2064.0,0.0,2.3386136571696525,21.935945531464085,174.82039148350856,6.819613270670149
50,2065.0,0.0,4.3386136571696525,26.644095135939658,178.7728782452125,7.369613270670147
51,2066.0,0.0,6.3386136571696525,31.484084047222602,179.49335173655743,7.919613270670142
52,2067.0,0.0,8.338613657169653,36.4592812330569,180.22425487852993,8.469613270670143
53,2068.0,0.0,9.800000000000113,41.28946190283995,180.9658575297526,9.019613270670142
54,2069.0,0.0,10.0,46.483166490110634,181.92281717976124,9.569613270670146
55,2070.0,2.0,10.200000000000097,51.750225982251436,183.1443184678446,10.11961327067015
