,y,Amarti-Neshe FPV,Aswan 1 FPV,Aswan 2 FPV,Birbir FPV,Chemoga Yeda FPV,Dagash FPV,Dal FPV,Finchaa FPV,Genji FPV,High Aswan Dam FPV,Jebel Aulia FPV,Kajbar FPV,Karadobi FPV,Kashm El Girba  FPV,Lake Tana - Beles FPV,Lower Dedessa FPV,Merowe FPV,Mograt FPV,Renaissance FPV,Sabaloka FPV,Shereik FPV,Tekeze 1 FPV,Tekeze 2 FPV,Upper Mandaya FPV
10,2025.0,0.0,0.20142992017913233,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.43474132232370155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2026.0,0.0,0.20142992017913233,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.43474132232370155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2027.0,0.0,0.20142992017913233,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.43474132232370155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2028.0,0.0,0.20142992017913233,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.43474132232370155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2029.0,0.0,0.20142992017913233,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.43474132232370155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2030.0,0.0,0.20142992017913233,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.43474132232370155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2031.0,0.0,0.20142992017913233,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.43474132232370155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2032.0,0.0,0.20142992017913233,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.43474132232370155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2033.0,0.0,0.20142992017913233,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.43474132232370155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2034.0,0.0,0.20142992017913233,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.43474132232370155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2035.0,0.0,0.20142992017913233,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.7347413223237016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2036.0,0.0,0.28,0.27,0.0,0.0,0.0,0.0,0.0,0.0,1.0347413223237016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2037.0,0.0,0.28,0.27,0.0,0.0,0.0,0.0,0.0,0.0,1.3347413223237017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2038.0,0.0,0.28,0.27,0.0,0.0,0.0,0.0,0.0,0.0,1.6347413223237015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2039.0,0.0,0.28,0.27,0.0,0.0,0.0,0.0,0.0,0.0,1.9347413223237018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2040.0,0.0,0.28,0.27,0.0,0.0,0.0,0.0,0.0,0.0,2.1000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2041.0,0.0,0.28,0.27,0.0,0.0,0.0,0.0,0.0,0.0,2.1000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2042.0,0.0,0.28,0.27,0.0,0.0,0.0,0.0,0.0,0.0,2.1000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2043.0,0.0,0.28,0.27,0.0,0.0,0.0,0.0,0.0,0.0,2.1000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2044.0,0.0,0.28,0.27,0.0,0.0,0.0,0.0,0.0,0.0,2.1000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2045.0,0.0,0.28,0.27,0.0,0.0,0.0,0.0,0.0,0.0,2.1000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2046.0,0.0,0.28,0.27,0.0,0.0,0.0,0.0,0.0,0.0,2.1000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2047.0,0.0,0.28,0.27,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2048.0,0.0,0.28,0.27,0.0,0.0,0.0,0.0,0.0,0.0,2.1000000000000183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,2049.0,0.0,0.28,0.27,0.0,0.0,0.0,0.0,0.0,0.0,2.1000000000000183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2050.0,0.0,0.28,0.27000000000000046,0.0,0.0,0.0,0.6,0.0,0.0,2.100000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1730806056109387,0.0,0.0,0.0,0.0,0.0,0.0
36,2051.0,0.0,0.28,0.27000000000000046,0.0,0.0,0.0,0.648000000000022,0.0,0.0,2.100000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218798123092515,0.0,0.0,0.0,0.0,0.0,0.0
37,2052.0,0.0,0.28,0.27000000000000046,0.0,0.0,0.312,0.648000000000022,0.0,0.0,2.1000000000000183,0.0,0.15321310452126993,0.0,0.0,0.0,0.0,0.0,0.31200000000001926,0.0,0.0,0.0,0.0,0.0,0.0
38,2053.0,0.0,0.28,0.27000000000000046,0.0,0.0,0.312,0.648000000000022,0.0,0.0,2.1000000000000183,0.0,0.3600000000000198,0.0,0.0,0.0,0.0,0.0,0.31200000000001926,0.0,0.0,0.42000000000002496,0.0,0.0,0.0
39,2054.0,0.0,0.28,0.27000000000000046,0.0,0.0,0.312,0.648000000000022,0.0,0.0,2.100000000000018,0.0,0.3600000000000198,0.0,0.0,0.0,0.0,0.16865413119866282,0.31200000000001926,0.0,0.0,0.42000000000002496,0.0,0.0,0.0
40,2055.0,0.0,0.28,0.27000000000000046,0.0,0.0,0.312,0.648000000000022,0.0,0.0,2.100000000000018,0.0,0.3600000000000198,0.0,0.0,0.0,0.0,0.38460975990243956,0.31200000000001926,0.0,0.0,0.42000000000002496,0.0,0.0,0.0
41,2056.0,0.0,0.28,0.27000000000000046,0.0,0.0,0.312,0.648000000000022,0.0,0.0,2.1000000000000183,0.0,0.3600000000000198,0.0,0.0,0.0,0.0,0.38460975990243956,0.31200000000001926,0.0,0.0,0.42000000000002496,0.0,0.0,0.0
42,2057.0,0.0,0.28,0.27000000000000046,0.0,0.0,0.312,0.648000000000022,0.0,0.0,2.1000000000000183,0.0,0.3600000000000198,0.0,0.0,0.0,0.0,1.0890643877405384,0.31200000000001926,0.0,0.0,0.42000000000002496,0.0,0.0,0.0
43,2058.0,0.0,0.28,0.27000000000000046,0.0,0.0,0.312,0.648000000000022,0.0,0.0,2.100000000000018,0.0,0.3600000000000198,0.0,0.0,0.0,0.0,1.0890643877405384,0.31200000000001926,0.0,0.0,0.42000000000002496,0.0,0.0,0.0
44,2059.0,0.0,0.28,0.27000000000000046,0.0,0.0,0.312,0.648000000000022,0.0,0.0,2.100000000000018,0.0,0.3600000000000198,0.0,0.0,0.0,0.0,1.0890643877405384,0.31200000000001926,0.0,0.0,0.42000000000002496,0.0,0.0,0.0
45,2060.0,0.0,0.28,0.27000000000000046,0.0,0.28,0.312,0.648000000000022,0.0,0.0,2.1,0.0,0.3600000000000198,1.0,0.0,0.0,0.0,1.2399999999999998,0.31200000000001926,0.9020979712687778,0.205,0.42000000000002496,0.0,0.0,0.0
46,2061.0,0.0,0.28,0.27000000000000046,0.0,0.28,0.312,0.648000000000022,0.0,0.0,2.1,0.0,0.3600000000000198,1.2010260135605708,0.0,0.0,0.0,1.2399999999999998,0.31200000000001926,0.9020979712687778,0.205,0.42000000000002496,0.0,0.0,0.0
47,2062.0,0.0,0.28,0.27000000000000046,0.0,0.28,0.312,0.648000000000022,0.0,0.0,2.0999999999999996,0.0,0.3600000000000198,1.3985312246577357,0.0,0.0,0.0,1.2399999999999998,0.31200000000001926,1.2104333986968614,0.205,0.42000000000002496,0.0,0.0,0.0
48,2063.0,0.0,0.28,0.27000000000000046,0.0,0.28,0.312,0.648000000000022,0.0,0.0,2.1,0.0,0.3600000000000198,1.600000000000011,0.01,0.0,0.0,1.2399999999999998,0.31200000000001926,2.2104333986968614,0.205,0.42000000000002496,0.0,0.0,0.0
49,2064.0,0.0,0.28,0.27000000000000046,0.0,0.28,0.312,0.648000000000022,0.0,0.0,2.1,0.0,0.3600000000000198,1.600000000000011,0.01,0.24837612833502698,0.0,1.2399999999999998,0.31200000000001926,3.2104333986968614,0.205,0.42000000000002496,0.0,0.38000000000002515,0.0
50,2065.0,0.0,0.28,0.27000000000000046,0.0,0.28,0.312,0.648000000000022,0.0,0.0,2.1,0.0,0.3600000000000198,1.600000000000011,0.01,0.46,0.0,1.2399999999999998,0.31200000000001926,4.210433398696861,0.205,0.42000000000002496,0.2565820190469402,0.38000000000002515,0.0
51,2066.0,0.098,0.28,0.27000000000000046,0.0,0.28,0.312,0.648000000000022,0.128,0.0,2.1,0.0,0.3600000000000198,1.600000000000011,0.01,0.46,0.55,1.2399999999999998,0.31200000000001926,5.210433398696861,0.205,0.42000000000002496,0.3,0.38000000000002515,0.0
52,2067.0,0.098,0.28,0.27000000000000046,0.0,0.28,0.312,0.648000000000022,0.128,0.0,2.1,0.0,0.3600000000000198,1.600000000000011,0.01,0.46,0.55,1.2399999999999998,0.31200000000001926,6.210433398696861,0.205,0.42000000000002496,0.3,0.38000000000002515,0.0
53,2068.0,0.098,0.28,0.27000000000000046,0.0,0.28,0.312,0.648000000000022,0.128,0.216,2.1,0.0,0.3600000000000198,1.600000000000011,0.01,0.46,0.55,1.2399999999999998,0.31200000000001926,6.400000000000001,0.205,0.42000000000002496,0.3,0.38000000000002515,0.0
54,2069.0,0.098,0.28,0.27000000000000046,0.0,0.28,0.312,0.648000000000022,0.128,0.216,2.1,0.0,0.3600000000000198,1.600000000000011,0.01,0.46,0.55,1.2399999999999998,0.31200000000001926,6.400000000000001,0.205,0.42000000000002496,0.3,0.38000000000002515,0.6740061204421077
55,2070.0,0.098,0.28,0.27000000000000046,0.467,0.28,0.312,0.648000000000022,0.128,0.216,2.1,0.019,0.3600000000000198,1.600000000000011,0.01,0.46,0.55,1.2399999999999998,0.31200000000001926,6.400000000000001,0.205,0.42000000000002496,0.3,0.38000000000002515,1.67400612044213
