,y,Coal,Oil,Gas,Hydro,Nuclear,Solar CSP,Solar PV,Solar FPV,Wind,Biomass,Geothermal,power_trade
25,2040.0,320.15,6.74,672.52,341.89,128.67,0.0,244.99,52.11,168.9,0.0,38.36,0.0
26,2041.0,360.17,0.0,681.8199999999999,338.55,128.67,0.0,285.99,52.11,175.8,0.0,38.35,-4.440892098500626e-16
27,2042.0,373.51,0.0,707.1100000000001,333.0400000000001,128.67,0.0,329.78,54.790000000000006,185.2,0.0,38.39,0.0
28,2043.0,386.85,0.0,738.24,329.46000000000004,128.67,0.0,372.32,56.849999999999994,190.34,0.0,38.379999999999995,0.0
29,2044.0,400.19,0.0,765.74,325.62,128.67,0.0,416.58,58.709999999999994,199.75,0.0,38.370000000000005,0.0
30,2045.0,413.53,0.0,794.3000000000001,324.79,128.67,0.0,461.09999999999997,62.17,209.16,0.0,34.43,0.0
31,2046.0,413.53,0.0,840.7199999999999,319.64,128.67,0.0,505.88,64.89,222.23000000000002,0.0,29.61,0.0
32,2047.0,413.53,0.0,886.2199999999999,316.78999999999996,128.67,0.0,549.04,67.88,235.29999999999998,0.0,27.150000000000002,0.0
33,2048.0,453.55,0.0,885.9300000000001,315.02000000000004,128.67,0.0,591.9,71.45,251.11,0.0,21.79,0.48
34,2049.0,466.89,0.0,927.62,313.79,128.67,0.0,636.21,75.21,267.83000000000004,0.0,15.09,0.0
35,2050.0,480.23,0.0,962.9399999999999,312.65,128.67,0.0,678.14,79.69,286.88,0.0,9.73,0.0
36,2051.0,493.57,0.0,997.94,307.38,128.67,0.0,720.13,78.92,295.86,0.0,9.73,0.0
37,2052.0,506.91,0.0,1036.03,302.67,128.67,0.0,759.73,78.25,306.62,0.0,9.73,0.0
38,2053.0,520.25,0.0,1077.03,298.5400000000001,128.67,0.0,796.29,81.99,315.6,0.0,9.73,0.0
39,2054.0,533.59,0.0,1119.2,293.40999999999997,128.67,0.0,835.1800000000001,83.74,328.02,0.0,9.73,0.0
40,2055.0,493.57,0.0,1218.0,290.09000000000003,128.67,0.0,873.1199999999999,84.05,341.01,0.0,9.73,0.0
41,2056.0,453.55,0.0,1327.44,289.63000000000005,128.67,0.0,899.62,83.84,356.13,0.0,9.73,0.0
42,2057.0,493.57,0.0,1358.5300000000002,289.65999999999997,128.67,0.0,925.6200000000001,83.8,372.83000000000004,0.0,9.73,0.0
43,2058.0,533.59,0.0,1391.4599999999998,288.33000000000004,128.67,0.0,953.0400000000001,87.14999999999999,388.11,0.0,9.73,-4.440892098500626e-16
44,2059.0,573.61,0.0,1426.47,284.66999999999996,128.67,0.0,982.8399999999999,87.27,408.31,0.0,9.73,0.0
45,2060.0,613.63,0.0,1455.4,289.83000000000004,128.67,0.0,1026.3999999999999,75.73,428.0,0.0,9.73,-4.440892098500626e-16
46,2061.0,626.97,0.0,1512.8700000000001,266.43,128.67,0.0,1064.21,88.21,444.52,0.0,9.73,0.0
47,2062.0,640.31,0.0,1573.7399999999998,266.52,128.67,0.0,1110.73,86.32,441.76,0.0,9.73,0.0
48,2063.0,653.65,0.0,1636.2,263.59000000000003,128.67,0.0,1159.38,85.61,441.14,0.0,9.73,0.0
49,2064.0,666.99,0.0,1677.08,258.62,128.67,23.37,1211.78,82.87,443.63,0.0,8.21,-4.440892098500626e-16
50,2065.0,680.33,0.0,1716.12,259.81,128.67,49.33,1271.8000000000002,78.17999999999999,435.46000000000004,0.0,8.68,-4.440892098500626e-16
51,2066.0,693.67,0.0,1755.51,255.23000000000002,128.67,75.29,1280.8999999999999,79.87,479.68,0.0,10.72,-4.440892098500626e-16
52,2067.0,707.01,0.0,1799.6599999999999,261.87,128.67,101.26,1329.82,70.03,485.78999999999996,0.0,10.72,0.0
53,2068.0,720.58,0.0,1845.11,262.14,128.67,127.22,1397.3400000000001,68.8,504.3,0.0,8.56,0.0
54,2069.0,733.91,0.0,1918.8100000000002,262.83,128.67,129.81,1431.16,67.03,504.73,0.0,9.72,0.0
55,2070.0,747.25,0.0,1962.4599999999998,260.81,128.67,165.07,1465.5200000000002,60.69,526.97,0.0,9.73,0.0
