,y,Amarti-Neshe,Aswan 1,Aswan 2,Baro,Bedden,Dagash,Dal,Esna,Finchaa,High Aswan Dam,Jebel Aulia,Kajbar,Kashm El Girba ,Lake Tana - Beles,Lakki,Large hydropower plant (Dam),Medium hydropower plant (Run-of river),Merowe,Mograt,Naga Hamadi,New Assiut Barrage,Renaissance,Roseires,Sabaloka,Sennar,Shereik,Sor,Tekeze 1,Tekeze 2,Tis Abay 1,Tis Abay 2,Upper Atbara
31,2046.0,1.1024,8.3886,8.089,13.6907,13.9433,8.9294,18.5458,2.3936,1.4662,45.3459,0.2721,10.3032,0.0,4.3946,10.0432,45.5128,1.6028,23.7324,4.5041,1.9174,0.9509,53.4936,0.0,5.8671,0.0,11.8727,0.0559,7.128,11.3845,0.2614,2.2324,2.2433
32,2047.0,1.1024,8.3886,8.089,13.6907,13.9433,8.9294,18.5458,2.3936,1.4662,45.3459,0.2721,10.249,0.0,4.321,9.9297,44.7003,1.6028,23.1576,4.5041,1.9174,0.9509,53.4936,0.0,5.8671,0.0,11.8727,0.0559,7.128,10.1369,0.2614,2.2324,2.2433
33,2048.0,1.1024,8.3886,8.089,13.6907,13.7768,8.9294,18.5458,2.3936,1.4662,45.3459,0.2721,10.0117,0.0,5.5256,10.0432,47.3655,1.6028,23.2661,4.5041,1.9174,0.9509,46.7793,0.0,5.8671,0.0,11.8727,0.0559,7.128,11.3845,0.2614,2.2324,2.2433
34,2049.0,1.1024,8.3886,8.089,13.6907,13.9433,8.9294,18.5458,2.3936,1.4662,45.3459,0.2721,9.9194,0.0,5.7218,10.0432,47.3655,1.6028,23.6718,4.5041,1.9174,0.9509,45.2685,0.0,5.8671,0.0,11.8727,0.0559,7.128,11.3845,0.2614,1.8533,2.2433
35,2050.0,1.1024,8.3886,8.089,13.6907,13.9433,8.9294,18.5458,2.3936,1.4662,45.3459,0.2721,9.9812,0.0,5.7894,10.0432,47.3655,1.6028,24.3929,4.5041,1.9174,0.9509,43.2687,0.0,5.8671,0.0,11.8727,0.0714,7.128,11.3845,0.2614,1.8533,2.2433
36,2051.0,1.1024,8.3886,8.089,13.6554,13.9433,8.0095,18.5458,2.3936,1.4662,45.3459,0.2721,9.9343,0.0,5.3353,10.0432,45.8243,1.6028,23.1472,4.5041,1.9174,0.9509,42.3744,0.0,5.8671,0.0,11.8727,0.0559,7.128,11.2565,0.2614,1.8533,2.2433
37,2052.0,1.1024,8.3886,8.089,13.6907,13.9433,8.0095,18.5458,2.3936,1.4662,45.3459,0.2721,9.9953,0.0,5.0598,10.0432,42.9544,1.5312,22.0569,4.5041,1.9174,0.9509,42.3744,0.0,5.8671,0.0,10.6344,0.0318,7.8084,11.3545,0.2614,1.8533,2.2433
38,2053.0,1.1024,8.3886,8.089,13.6907,13.9433,8.0095,16.6352,2.3936,0.0,45.3459,0.2721,9.4452,0.0,5.0905,10.0432,42.7243,1.5312,21.4447,4.5041,1.9174,0.9509,42.3744,0.0,5.8671,0.0,11.8727,0.0559,7.128,11.3845,0.2614,1.8533,2.2433
39,2054.0,1.1024,8.3886,8.089,13.6907,13.8383,8.9294,16.6352,2.3936,0.0,45.3459,0.3174,8.5102,0.0,5.0598,10.0432,42.3534,1.5312,20.9125,4.0074,1.9174,0.9509,42.3744,0.0,5.8671,0.0,10.6344,0.0559,7.128,9.0288,0.2073,1.8533,2.2433
40,2055.0,1.1024,8.3886,8.089,13.6907,13.7298,8.9157,16.6352,2.3936,0.0,45.3459,0.2721,8.8632,0.0,4.9111,10.0432,40.9764,1.2654,20.524,3.3402,1.9174,0.9509,42.3744,0.0,5.2627,0.0,10.6344,0.0456,7.128,9.0288,0.1749,1.8533,2.2433
41,2056.0,1.1024,8.3886,8.089,13.6907,13.9433,8.0095,16.6352,2.3936,0.0,45.3459,0.2721,8.7743,0.0,5.0598,9.7177,38.6802,1.5312,21.1324,4.0074,1.9174,0.9509,42.3744,0.0,5.2627,0.0,11.8727,0.0318,7.128,9.0288,0.2073,1.8533,2.2433
42,2057.0,1.1024,8.3886,8.089,13.6907,13.8959,8.0095,16.6352,2.3936,0.0,45.3459,0.3174,9.0973,0.0,3.9994,9.7193,38.6784,1.5312,21.3704,4.5041,1.9174,0.9509,42.3744,0.0,5.2627,0.0,11.8727,0.0318,7.128,9.0288,0.1527,1.8533,2.3167
43,2058.0,1.1024,8.3886,8.089,13.6907,13.5492,8.9294,16.6352,2.3936,0.0,45.3459,0.2721,9.8412,0.0,3.9994,9.4611,36.8967,1.5312,22.0164,4.0074,1.9174,0.9509,42.3744,0.0,5.8671,0.0,10.6344,0.0318,7.128,9.0288,0.1527,1.8533,2.2433
44,2059.0,1.1024,8.3886,8.089,10.8927,13.6155,8.9294,16.6352,2.3936,0.0,45.3459,0.3174,9.2418,0.0,3.6906,8.8783,36.2821,1.2712,23.3545,4.5041,1.9174,0.9509,42.3744,0.0,5.8671,0.0,10.6344,0.0318,8.586,7.141,0.1527,1.8533,2.2433
45,2060.0,0.6439,8.3886,8.089,13.2019,13.6262,8.9294,16.6352,2.3936,0.0,45.3459,0.3174,9.2418,0.0,4.4305,8.1095,46.9533,1.3734,21.7326,4.4077,1.9174,0.9509,38.6972,0.0,5.8605,0.0,10.6344,0.0215,7.128,6.8851,0.1202,1.4658,2.3172
46,2061.0,0.6439,8.3886,8.089,13.2019,13.5492,8.0095,16.6352,2.3936,0.0,45.3459,0.2721,8.1772,0.0,3.3932,8.0836,35.8053,0.758,20.3925,4.0074,1.9174,0.9509,33.4718,0.0,5.2627,0.0,10.6344,0.0215,7.1118,6.0411,0.1737,1.4658,2.2433
47,2062.0,0.5071,8.3886,8.089,10.0299,12.6629,7.0795,16.6352,2.3936,0.0,45.3459,0.3044,7.4922,0.0,3.7828,8.5487,34.3921,0.666,20.3899,3.3402,1.9174,0.9509,42.3744,0.0,5.061,0.0,10.6344,0.0215,7.1118,4.1532,0.1202,1.8533,2.2889
48,2063.0,0.5071,8.3886,8.089,13.2019,12.6075,7.8453,16.6352,2.3936,0.0,45.3459,0.2721,6.4191,0.0,3.3701,8.1176,35.4934,0.7603,20.3367,3.2334,1.9174,0.9509,35.2521,0.0,4.2664,0.0,9.4225,0.0215,7.9866,6.0411,0.1202,2.3368,2.2433
49,2064.0,0.5071,8.3886,8.089,11.532,11.1296,5.5632,16.6018,2.3936,0.0,45.3459,0.2721,6.4191,0.0,3.3701,9.0981,34.7745,0.7603,20.3367,2.891,1.9174,0.9509,35.7761,0.0,4.8708,0.0,10.6344,0.0215,7.1118,6.0411,0.1202,1.47,2.2433
50,2065.0,0.5071,8.3886,8.089,8.7487,11.7809,6.2712,13.4859,2.3936,0.0,45.3459,0.2721,6.4191,0.0,2.3328,7.9385,34.0056,0.7603,20.3367,2.891,1.9174,0.9509,43.3916,0.0,5.8671,0.0,9.4225,0.0215,8.586,6.0411,0.1202,1.24,2.2707
51,2066.0,0.7376,8.3886,8.089,12.7413,12.4815,6.4932,15.3755,2.3936,0.0,45.3459,0.2721,6.4191,0.0,3.3701,6.6918,35.911,0.7603,20.3367,2.891,1.9174,0.9509,28.0248,0.0,5.2455,0.0,11.8727,0.0215,6.2273,7.9084,0.1202,2.0024,2.2433
52,2067.0,0.8729,8.3886,8.089,13.6907,11.9184,8.9193,16.6352,2.3936,0.0,45.3459,0.2721,7.4805,0.0,3.9925,6.6966,30.7621,0.1749,20.3367,2.891,1.9174,0.9509,34.6511,0.0,5.2627,0.0,8.634,0.0215,8.9878,8.9878,0.1202,1.24,2.2433
53,2068.0,0.5071,8.3886,8.089,12.2878,11.2373,8.9294,13.4859,2.3936,0.0,45.3459,0.2721,6.4191,0.0,4.419,6.8071,29.9188,0.1749,28.1469,2.891,1.9174,0.9509,38.794,0.0,4.8708,0.0,7.4222,0.0215,7.7015,7.141,0.1202,1.24,2.2433
54,2069.0,0.7321,8.3886,8.089,5.5767,10.5253,8.9193,16.6352,2.3936,0.0,45.3459,0.2721,6.4191,0.0,4.004,6.2541,25.6359,0.1272,23.9561,3.2913,1.9174,0.9509,53.4936,0.0,5.2627,0.0,7.4222,0.0189,7.1021,6.0411,0.1415,1.6233,2.2889
55,2070.0,1.1009,8.3886,8.089,5.5767,7.3939,7.861,11.5544,2.3936,0.0,45.3459,0.2721,6.4191,0.0,5.0575,7.2628,28.4363,0.1272,30.0267,4.4077,1.9174,0.9509,47.5999,0.0,5.2627,0.0,7.4222,0.0189,8.0028,6.0411,0.1745,1.47,2.2433
