,y,Coal,Oil,Gas,Hydro,Nuclear,Solar CSP,Solar PV,Solar FPV,Wind,Biomass,Geothermal
22,2037.0,9.0,3.472,30.116,19.416,4.8,0.0,27.421,6.32,12.646,0.0,1.132
23,2038.0,10.0,3.271,29.891,19.416,4.8,0.0,31.019,6.63,13.498999999999999,0.0,1.232
24,2039.0,11.0,3.073,31.157999999999998,19.416,4.8,0.0,34.619,7.042999999999999,14.405999999999999,0.0,1.3319999999999999
25,2040.0,12.0,1.522,31.991,19.728,4.8,0.0,38.209,7.6899999999999995,14.628,0.0,1.431
26,2041.0,13.5,0.0,33.80200000000001,19.728,4.8,0.0,44.731,7.6899999999999995,15.178,0.0,1.431
27,2042.0,14.0,0.0,34.95100000000001,19.701999999999998,4.8,0.0,51.732000000000006,8.154,15.928,0.0,1.432
28,2043.0,14.5,0.0,36.418000000000006,19.701999999999998,4.8,0.0,58.547999999999995,8.511000000000001,16.338,0.0,1.432
29,2044.0,15.0,0.0,37.846000000000004,19.692,4.8,0.0,65.637,8.833,17.088,0.0,1.431
30,2045.0,15.5,0.0,39.282000000000004,19.692,4.8,0.0,72.773,9.433,17.838,0.0,1.311
31,2046.0,15.5,0.0,44.416000000000004,19.422,4.8,0.0,79.986,10.033,18.996000000000002,0.0,1.141
32,2047.0,15.5,0.0,49.878,19.422,4.8,0.0,87.064,10.607,20.154,0.0,1.05
33,2048.0,17.0,0.0,41.741,19.422,4.8,0.0,94.135,11.207,21.576999999999998,0.0,0.8500000000000001
34,2049.0,17.5,0.0,46.04,19.422,4.8,0.0,101.077,12.173,23.089,0.0,0.6000000000000001
35,2050.0,18.0,0.0,47.807,19.422,4.8,0.0,108.09899999999999,12.773000000000001,24.826,0.0,0.4
36,2051.0,18.5,0.0,49.571999999999996,19.422,4.8,0.0,114.962,12.773000000000001,25.588,0.0,0.4
37,2052.0,19.0,0.0,51.442,19.422,4.8,0.0,121.333,12.917,26.523,0.0,0.4
38,2053.0,19.5,0.0,53.422000000000004,19.294,4.8,0.0,127.714,13.323,27.285,0.0,0.4
39,2054.0,20.0,0.0,55.495,19.294,4.8,0.0,134.14,13.825000000000001,28.380000000000003,0.0,0.4
40,2055.0,18.5,0.0,59.688,19.294,4.8,0.0,140.577,13.923,29.529,0.0,0.4
41,2056.0,17.0,0.0,64.30399999999999,19.294,4.8,0.0,144.725,13.942,30.988,0.0,0.4
42,2057.0,18.5,0.0,65.98100000000001,19.294,4.8,0.0,148.911,13.953999999999999,32.503,0.0,0.4
43,2058.0,20.0,0.0,67.75099999999999,19.294,4.8,0.0,153.251,14.618,33.929,0.0,0.4
44,2059.0,21.5,0.0,69.64699999999999,19.294,4.8,0.0,157.613,14.655000000000001,36.028999999999996,0.0,0.4
45,2060.0,23.0,0.0,70.94399999999999,19.294,4.8,0.0,164.752,14.888,38.923,0.0,0.4
46,2061.0,23.5,0.0,73.634,19.251,4.8,0.0,171.35999999999999,14.888,39.768,0.0,0.4
47,2062.0,24.0,0.0,76.43599999999999,19.251,4.8,0.0,179.507,14.888,39.443,0.0,0.4
48,2063.0,24.5,0.0,79.359,19.251,4.8,0.0,187.728,14.888,39.553,0.0,0.4
49,2064.0,25.0,0.0,81.329,19.251,4.8,1.8,196.801,14.888,39.61,0.0,0.376
50,2065.0,25.5,0.0,83.07600000000001,19.251,4.8,3.8,206.007,14.888,40.351,0.0,0.357
51,2066.0,26.0,0.0,85.12,19.251,4.8,5.8,212.408,14.888,41.855000000000004,0.0,0.4
52,2067.0,26.5,0.0,87.384,19.219,4.8,7.8,218.659,14.888,43.400999999999996,0.0,0.4
53,2068.0,27.013,0.0,89.601,19.219,4.8,9.8,225.362,14.888,45.254000000000005,0.0,0.4
54,2069.0,27.513,0.0,92.99600000000001,19.219,4.8,10.0,232.063,14.888,47.153,0.0,0.4
55,2070.0,28.013,0.0,94.87,19.219,4.8,12.2,239.101,14.888,49.429,0.0,0.4
