,y,Large hydropower plant (Dam),Medium hydropower plant (Run-of river),Aswan 1,Aswan 2,High Aswan Dam,Amarti-Neshe,Baro,Finchaa,Lake Tana - Beles,Renaissance,Tekeze 1,Tekeze 2,Dagash,Dal,Jebel Aulia,Kajbar,Kashm El Girba ,Merowe,Mograt,Roseires,Sabaloka,Sennar,Shereik,Upper Atbara,Esna,Naga Hamadi,New Assiut Barrage,Sor,Tis Abay 1,Tis Abay 2,Bedden,Lakki
30,2045.0,1118.594,37.9427,1048.8832,1011.4231,5669.9178,26.0977,324.0934,34.7087,101.1839,1266.3255,212.7626,239.9651,801.2429,1741.5294,25.5473,967.5163,0.0,2353.8563,422.9554,226.0428,550.9468,0.0,1114.9035,210.66,299.2838,239.7447,118.8984,1.3235,6.187,43.8717,431.821,309.0522
31,2046.0,1077.3998,37.9427,1048.8832,1011.4231,5669.9178,26.0977,324.0934,34.7087,104.0313,1266.3255,168.7374,269.4993,838.5142,1741.5294,25.5473,967.5163,0.0,2228.5766,422.9554,0.0,550.9468,0.0,1114.9035,210.66,299.2838,239.7447,118.8984,1.3235,6.187,52.8455,431.821,311.0374
32,2047.0,1058.1676,37.9427,1048.8832,1011.4231,5669.9178,26.0977,324.0934,34.7087,102.2877,1266.3255,168.7374,239.9651,838.5142,1741.5294,25.5473,962.4241,0.0,2174.5971,422.9554,0.0,550.9468,0.0,1114.9035,210.66,299.2838,239.7447,118.8984,1.3235,6.187,52.8455,431.821,307.523
33,2048.0,1121.2587,37.9427,1048.8832,1011.4231,5669.9178,26.0977,324.0934,34.7087,130.8053,1107.381,168.7374,269.4993,838.5142,1741.5294,25.5473,940.1406,0.0,2184.7949,422.9554,0.0,550.9468,0.0,1114.9035,210.66,299.2838,239.7447,118.8984,1.3235,6.187,52.8455,426.6649,311.0374
34,2049.0,1121.2587,37.9427,1048.8832,1011.4231,5669.9178,26.0977,324.0934,34.7087,135.45,1071.6184,168.7374,269.4993,838.5142,1741.5294,25.5473,931.4778,0.0,2222.8904,422.9554,0.0,550.9468,0.0,1114.9035,210.66,299.2838,239.7447,118.8984,1.3235,6.187,43.8717,431.821,311.0374
35,2050.0,1121.2587,37.9427,1048.8832,1011.4231,5669.9178,26.0977,324.0934,34.7087,137.0484,1024.2772,168.7374,269.4993,838.5142,1741.5294,25.5473,937.2761,0.0,2290.6049,422.9554,0.0,550.9468,0.0,1114.9035,210.66,299.2838,239.7447,118.8984,1.6897,6.187,43.8717,431.821,311.0374
36,2051.0,1084.7744,37.9427,1048.8832,1011.4231,5669.9178,26.0977,323.2581,34.7087,126.2991,1003.1079,168.7374,266.4689,752.1314,1741.5294,25.5473,932.8737,0.0,2173.629,422.9554,0.0,550.9468,0.0,1114.9035,210.66,299.2838,239.7447,118.8984,1.3235,6.187,43.8717,431.821,311.0374
37,2052.0,1016.8372,36.2466,1048.8832,1011.4231,5669.9178,26.0977,324.0934,34.7087,119.7782,1003.1079,184.8436,268.789,752.1314,1741.5294,25.5473,938.6058,0.0,2071.2386,422.9554,0.0,550.9468,0.0,998.619,210.66,299.2838,239.7447,118.8984,0.7521,6.187,43.8717,431.821,311.0374
38,2053.0,1011.3908,36.2466,1048.8832,1011.4231,5669.9178,26.0977,324.0934,0.0,120.5052,1003.1079,168.7374,269.4993,752.1314,1562.119,25.5473,886.9447,0.0,2013.7519,422.9554,0.0,550.9468,0.0,1114.9035,210.66,299.2838,239.7447,118.8984,1.3235,6.187,43.8717,431.821,311.0374
39,2054.0,1002.6096,36.2466,1048.8832,1011.4231,5669.9178,26.0977,324.0934,0.0,119.7782,1003.1079,168.7374,213.7341,838.5142,1562.119,29.8083,799.1429,0.0,1963.7731,376.3087,0.0,550.9468,0.0,998.619,210.66,299.2838,239.7447,118.8984,1.3235,4.9074,43.8717,428.5703,311.0374
40,2055.0,970.0121,29.9547,1048.8832,1011.4231,5669.9178,26.0977,324.0934,0.0,116.2588,1003.1079,168.7374,213.7341,837.225,1562.119,25.5473,832.2895,0.0,1927.2925,313.6575,0.0,494.1889,0.0,998.619,210.66,299.2838,239.7447,118.8984,1.0798,4.1397,43.8717,425.2111,311.0374
41,2056.0,915.6565,36.2466,1048.8832,1011.4231,5669.9178,26.0977,324.0934,0.0,119.7782,1003.1079,168.7374,213.7341,752.1314,1562.119,25.5473,823.9429,0.0,1984.4238,376.3087,0.0,494.1889,0.0,1114.9035,210.66,299.2838,239.7447,118.8984,0.7521,4.9074,43.8717,431.821,300.9564
42,2057.0,915.6134,36.2466,1048.8832,1011.4231,5669.9178,26.0977,324.0934,0.0,94.6766,1003.1079,168.7374,213.7341,752.1314,1562.119,29.8083,854.2799,0.0,2006.7793,422.9554,0.0,494.1889,0.0,1114.9035,217.5482,299.2838,239.7447,118.8984,0.7521,3.6138,43.8717,430.3527,301.0046
43,2058.0,873.4365,36.2466,1048.8832,1011.4231,5669.9178,26.0977,324.0934,0.0,94.6766,1003.1079,168.7374,213.7341,838.5142,1562.119,25.5473,924.1311,0.0,2067.4397,376.3087,0.0,550.9468,0.0,998.619,210.66,299.2838,239.7447,118.8984,0.7521,3.6138,43.8717,419.6182,293.0076
44,2059.0,858.8883,30.0915,1048.8832,1011.4231,5669.9178,26.0977,257.8569,0.0,87.3657,1003.1079,203.2519,169.0442,838.5142,1562.119,29.8083,867.8439,0.0,2193.0912,422.9554,0.0,550.9468,0.0,998.619,210.66,299.2838,239.7447,118.8984,0.7521,3.6138,43.8717,421.6709,274.9594
45,2060.0,1111.5014,32.5125,1048.8832,1011.4231,5669.9178,15.2434,312.5223,0.0,104.881,916.0598,168.7374,162.9875,838.5142,1562.119,29.8083,867.8439,0.0,2040.7918,413.8994,0.0,550.3231,0.0,998.619,217.5991,299.2838,239.7447,118.8984,0.5084,2.846,34.6986,422.0025,251.151
46,2061.0,847.6011,17.9439,1048.8832,1011.4231,5669.9178,15.2434,312.5223,0.0,80.3251,792.3599,168.3539,143.0075,752.1314,1562.119,25.5473,767.8732,0.0,1914.9505,376.3087,0.0,494.1889,0.0,998.619,210.66,299.2838,239.7447,118.8984,0.5084,4.1116,34.6986,419.6182,250.3469
47,2062.0,814.1466,15.7652,1048.8832,1011.4231,5669.9178,12.0049,237.4321,0.0,89.5488,1003.1079,168.3539,98.3177,664.7993,1562.119,28.5822,703.5487,0.0,1914.7017,313.6575,0.0,475.2459,0.0,998.619,214.9341,299.2838,239.7447,118.8984,0.5084,2.846,43.8717,392.1695,264.7535
48,2063.0,840.2168,17.9987,1048.8832,1011.4231,5669.9178,12.0049,312.5223,0.0,79.7794,834.505,189.0626,143.0075,736.71,1562.119,25.5473,602.7809,0.0,1909.7056,303.631,0.0,400.6319,0.0,884.8186,210.66,299.2838,239.7447,118.8984,0.5084,2.846,55.3183,390.4514,251.4018
49,2064.0,823.1986,17.9987,1048.8832,1011.4231,5669.9178,12.0049,272.9902,0.0,79.7794,846.9091,168.3539,143.0075,522.4101,1558.9853,25.5473,602.7809,0.0,1909.7056,271.4761,0.0,457.3898,0.0,998.619,210.66,299.2838,239.7447,118.8984,0.5084,2.846,34.7983,344.6824,281.7677
50,2065.0,804.997,17.9987,1048.8832,1011.4231,5669.9178,12.0049,207.1034,0.0,55.2235,1027.1858,203.2519,143.0075,588.889,1266.3876,25.5473,602.7809,0.0,1909.7056,271.4761,0.0,550.9468,0.0,884.8186,213.2244,299.2838,239.7447,118.8984,0.5084,2.846,29.3542,364.852,245.8553
51,2066.0,850.1033,17.9987,1048.8832,1011.4231,5669.9178,17.4617,301.6189,0.0,79.7794,663.416,147.4152,187.2116,609.7422,1443.8264,25.5473,602.7809,0.0,1909.7056,271.4761,0.0,492.5716,0.0,1114.9035,210.66,299.2838,239.7447,118.8984,0.5084,2.846,47.4014,386.5503,207.2433
52,2067.0,728.2152,4.1397,1048.8832,1011.4231,5669.9178,20.6646,324.0934,0.0,94.5129,820.278,212.7626,212.7626,837.5649,1562.119,25.5473,702.4534,0.0,1909.7056,271.4761,0.0,494.1889,0.0,810.7748,210.66,299.2838,239.7447,118.8984,0.5084,2.846,29.3542,369.1121,207.3927
53,2068.0,708.2514,4.1397,1048.8832,1011.4231,5669.9178,12.0049,290.8831,0.0,104.6081,918.3505,182.3131,169.0442,838.5142,1266.3876,25.5473,602.7809,0.0,2643.1195,271.4761,0.0,457.3898,0.0,696.9744,210.66,299.2838,239.7447,118.8984,0.5084,2.846,29.3542,348.0174,210.8142
54,2069.0,606.8662,3.0107,1048.8832,1011.4231,5669.9178,17.3313,132.0132,0.0,94.7858,1266.3255,168.1238,143.0075,837.5649,1562.119,25.5473,602.7809,0.0,2249.5886,309.0668,0.0,494.1889,0.0,696.9744,214.9341,299.2838,239.7447,118.8984,0.4463,3.3494,38.4277,325.9658,193.6901
55,2070.0,673.1571,3.0107,1048.8832,1011.4231,5669.9178,26.0621,132.0132,0.0,119.7237,1126.8077,189.4461,143.0075,738.1864,1085.0057,25.5473,602.7809,0.0,2819.6444,413.8994,0.0,494.1889,0.0,696.9744,210.66,299.2838,239.7447,118.8984,0.4463,4.1313,34.7983,228.9872,224.9295
