,y,Biomass extraction/production/refining
8,2023.0,7.3322
9,2024.0,7.3954
10,2025.0,7.4577
11,2026.0,7.5193
12,2027.0,7.5803
13,2028.0,7.6407
14,2029.0,7.7005
15,2030.0,7.7598
16,2031.0,7.6727
17,2032.0,7.5858
18,2033.0,7.4993
19,2034.0,7.4134
20,2035.0,7.3281
21,2036.0,7.2436
22,2037.0,7.1599
23,2038.0,7.077
24,2039.0,6.9949
25,2040.0,6.9136
26,2041.0,6.8792
27,2042.0,6.8449
28,2043.0,6.8108
29,2044.0,6.7768
30,2045.0,6.7431
31,2046.0,6.7096
32,2047.0,6.6762
33,2048.0,6.6431
34,2049.0,6.6101
35,2050.0,6.5771
36,2051.0,6.5442
37,2052.0,6.5113
38,2053.0,6.4785
39,2054.0,6.4457
40,2055.0,6.4128
41,2056.0,6.3799
42,2057.0,6.347
43,2058.0,6.314
44,2059.0,6.281
45,2060.0,6.2479
46,2061.0,6.2146
47,2062.0,6.1814
48,2063.0,6.148
49,2064.0,6.1147
50,2065.0,6.0814
51,2066.0,6.0481
52,2067.0,6.0149
53,2068.0,5.9817
54,2069.0,5.9485
55,2070.0,5.9154
