,y,Bedden,Lakki
0,2024.0,7.907,0.0
1,2025.0,8.4158,0.0
2,2026.0,8.956,0.0
3,2027.0,9.5297,0.0
4,2028.0,10.1148,0.0
5,2029.0,10.6614,0.0
6,2030.0,11.2029,0.0
7,2031.0,11.8216,0.0
8,2032.0,12.4405,0.0
9,2033.0,12.9535,0.0
10,2034.0,13.354,0.0
11,2035.0,13.6567,2.2017
12,2036.0,13.9433,2.9222
13,2037.0,13.9433,3.8906
14,2038.0,10.7037,8.0726
15,2039.0,10.2932,9.4445
16,2040.0,10.8208,9.9387
17,2041.0,11.6718,10.0432
18,2042.0,12.3541,10.0432
19,2043.0,12.9994,10.0432
20,2044.0,13.9433,9.6464
21,2045.0,13.9433,10.0432
22,2046.0,13.9433,10.0432
23,2047.0,13.9433,10.0432
24,2048.0,13.9433,10.0432
25,2049.0,13.9433,10.0432
26,2050.0,13.9433,10.0432
27,2051.0,13.9433,10.029
28,2052.0,13.9433,10.0432
29,2053.0,13.9433,10.0432
30,2054.0,13.9433,10.0432
31,2055.0,13.9433,10.0432
32,2056.0,13.9433,10.0432
33,2057.0,13.9433,10.0432
34,2058.0,13.9433,10.0432
35,2059.0,13.9433,10.0432
36,2060.0,13.9433,10.0432
37,2061.0,13.9433,10.0432
38,2062.0,13.9433,10.0432
39,2063.0,13.9433,10.0432
40,2064.0,13.9433,10.0432
41,2065.0,13.9433,10.0432
42,2066.0,13.9433,10.0303
43,2067.0,13.9433,9.9345
44,2068.0,13.9354,9.8672
45,2069.0,13.9433,9.74
46,2070.0,13.9433,9.6372
