,y,Oil,Gas,Hydro,Solar PV,Geothermal
7,2024.0,0.0,0.0,0.57,0.0,0.0
8,2035.0,0.0,0.0,0.41,0.0,0.0
9,2042.0,0.017,0.029,0.0,0.0,0.0
10,2043.0,0.0,0.062,0.0,0.0,0.0
11,2044.0,0.0,0.066,0.0,0.0,0.0
12,2045.0,0.0,0.064,0.0,0.0,0.008
13,2046.0,0.0,0.04,0.0,0.0,0.059
14,2047.0,0.0,0.042,0.0,0.0,0.062
15,2048.0,0.0,0.025,0.0,0.0,0.065
16,2049.0,0.0,0.027,0.0,0.0,0.069
17,2050.0,0.0,0.263,0.0,0.114,0.056
18,2051.0,0.0,0.014,0.0,0.002,0.048
19,2052.0,0.0,0.0,0.0,0.242,0.004
20,2053.0,0.0,0.0,0.0,0.251,0.004
21,2054.0,0.0,0.0,0.0,0.26,0.004
22,2055.0,0.0,0.0,0.0,0.268,0.017
23,2056.0,0.0,0.0,0.0,0.282,0.004
24,2057.0,0.0,0.0,0.0,0.279,0.0
25,2058.0,0.0,0.0,0.0,0.317,0.0
26,2059.0,0.0,0.0,0.0,0.327,0.0
27,2060.0,0.0,0.0,0.0,0.338,0.0
28,2061.0,0.0,0.0,0.0,0.24,0.0
29,2062.0,0.0,0.0,0.0,0.245,0.0
30,2063.0,0.0,0.0,0.0,0.25,0.0
31,2064.0,0.0,0.0,0.0,0.228,0.0
32,2065.0,0.0,0.002,0.0,0.233,0.0
33,2066.0,0.0,0.006,0.0,0.243,0.0
34,2067.0,0.0,0.045,0.0,0.274,0.0
35,2068.0,0.0,0.063,0.0,0.28,0.0
36,2069.0,0.0,0.067,0.0,0.287,0.0
37,2070.0,0.0,0.046,0.0,0.408,0.008
