,y,Coal,Oil,Gas,Hydro,Nuclear,Solar CSP,Solar PV,Solar FPV,Wind,Biomass,Geothermal
20,2035.0,6.127,3.8869999999999996,34.062,19.158,0.0,0.8,13.562999999999999,0.3,6.112,1.448,3.194
21,2036.0,6.162,3.687,35.141,19.158,0.0,0.8,16.085,0.6,6.574999999999999,1.448,3.417
22,2037.0,6.927,3.49,34.834,19.158,0.0,0.8,18.823999999999998,1.45,7.04,1.448,3.666
23,2038.0,8.583,3.292,33.481,19.158,0.0,0.8,22.037,1.75,7.503,1.448,3.856
24,2039.0,9.629,3.094,32.080999999999996,19.728,0.5,0.8,25.251,2.05,7.968,1.448,4.106
25,2040.0,10.885,1.549,28.732,19.728,1.0,0.8,28.969,2.35,8.04,1.448,4.355
26,2041.0,11.029,0.028999999999999998,28.787,19.728,1.5,0.8,33.623,2.65,9.34,1.548,4.355
27,2042.0,11.029,0.035,28.526,19.701999999999998,2.0,0.8,38.518,2.65,10.84,1.648,4.354
28,2043.0,11.029,0.039,27.988,19.701999999999998,2.5,0.8,44.126000000000005,2.65,12.0,1.698,4.369
29,2044.0,11.029,0.041999999999999996,29.422,19.692,2.5,0.8,48.957,2.65,13.5,1.698,4.618
30,2045.0,11.389,0.046,30.326,19.692,2.5,0.8,53.499,2.65,15.0,1.698,4.692
31,2046.0,12.016,0.056,32.109,19.422,2.5,0.0,58.456,2.65,16.25,1.698,4.798000000000001
32,2047.0,12.307,0.061,36.058,19.422,2.5,0.0,63.498999999999995,2.65,17.5,1.698,5.01
33,2048.0,12.323,0.065,31.018,19.422,2.5,0.062,70.50500000000001,2.65,18.75,1.698,5.125
34,2049.0,12.756,0.082,33.454,19.422,2.5,0.062,77.066,2.65,20.0,1.698,5.055000000000001
35,2050.0,14.629,0.10200000000000001,32.101,21.022000000000002,2.5,1.04,82.89000000000001,2.65,21.25,1.698,4.91
36,2051.0,15.021,0.094,31.723000000000003,21.022000000000002,3.0,2.54,85.945,4.388,22.5,1.798,4.958
37,2052.0,15.021,0.094,31.810000000000002,21.022000000000002,3.5,4.04,90.92,5.061,23.75,1.898,4.963000000000001
38,2053.0,15.021,0.094,32.679,20.894000000000002,3.5,5.84,95.898,5.651999999999999,25.0,1.948,4.888000000000001
39,2054.0,15.021,0.092,32.882,20.894000000000002,3.5,8.8,101.52499999999999,5.651999999999999,26.25,2.048,4.8260000000000005
40,2055.0,12.021,0.092,33.623,21.11,3.5,10.5,106.51100000000001,5.651999999999999,27.5,2.148,4.844
41,2056.0,9.021,0.16299999999999998,34.849999999999994,21.11,3.5,12.2,112.21900000000001,6.019,28.5,1.998,4.848000000000001
42,2057.0,9.021,0.232,36.217,21.11,3.5,13.9,117.709,6.227,29.5,2.098,4.848000000000001
43,2058.0,9.021,0.23,37.74699999999999,21.11,3.5,15.6,122.514,7.0280000000000005,30.5,2.198,4.848000000000001
44,2059.0,9.134,0.229,39.945,21.39,3.5,16.0,127.57900000000001,7.0280000000000005,31.5,2.298,4.876
45,2060.0,9.134,0.228,42.086,21.39,3.5,16.4,133.389,7.907,32.5,2.398,4.978000000000001
46,2061.0,9.134,0.227,43.976000000000006,21.347,3.5,16.8,137.77599999999998,8.843,34.0,2.398,5.005000000000001
47,2062.0,9.134,0.227,45.891000000000005,21.814,3.5,17.2,142.151,8.994,35.5,2.4,5.005000000000001
48,2063.0,9.134,0.224,48.343,21.814,3.5,17.6,145.959,10.213000000000001,37.0,2.5,5.065
49,2064.0,9.134,0.223,51.838,21.814,3.5,18.0,150.751,10.85,38.568,2.6,5.065
50,2065.0,9.007,0.218,54.028,21.814,3.5,18.4,155.553,11.646,40.503,2.7,5.065
51,2066.0,8.972,0.14400000000000002,56.851000000000006,21.814,3.5,18.8,161.79,12.807,41.162,2.8,5.315
52,2067.0,9.761000000000001,0.069,58.858000000000004,21.782,3.5,19.2,164.97100000000003,14.253,41.713,2.9,5.565
53,2068.0,9.84,0.066,60.302,21.782,3.5,19.6,169.44500000000002,16.215,42.213,3.0,5.800000000000001
54,2069.0,9.474,0.062,63.32300000000001,23.332,3.5,20.0,174.371,16.215,42.713,3.0,5.761000000000001
55,2070.0,8.933,0.059000000000000004,66.562,23.332,3.5,20.4,180.97299999999998,17.375,43.698,3.0,5.800000000000001
