,y,Amarti-Neshe,Aswan 1,Aswan 2,Baro,Bedden,Birbir,Chemoga Yeda,Dagash,Dal,Esna,Finchaa,Genji,High Aswan Dam,Jebel Aulia,Kajbar,Karadobi,Kashm El Girba ,Lake Tana - Beles,Lakki,Large hydropower plant (Dam),Lower Dedessa,Medium hydropower plant (Run-of river),Merowe,Mograt,Naga Hamadi,New Assiut Barrage,Renaissance,Roseires,Sabaloka,Sennar,Shereik,Sor,Tams,Tekeze 1,Tekeze 2,Tis Abay 1,Tis Abay 2,Upper Atbara
25,2040.0,1.3901,8.3886,8.089,13.6907,13.9433,0.0,0.0,9.3473,19.4136,2.3936,1.7675,0.0,45.3459,0.3955,10.7853,0.0,0.2157,6.3945,6.6113,47.3655,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,53.4936,4.0445,6.1416,0.3895,12.4193,0.0714,0.0,8.9878,11.3845,0.3296,2.3368,2.6234
26,2041.0,1.3901,8.3886,8.089,13.6907,13.9433,0.0,0.0,9.3473,19.4136,2.3936,1.7675,0.0,45.3459,0.3955,10.7853,0.0,0.2157,6.3945,7.5937,47.3655,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,53.4936,4.0445,6.1416,0.3895,12.4193,0.0714,0.0,8.9878,11.3845,0.3296,2.3368,2.6234
27,2042.0,1.3901,8.3886,8.089,13.6907,13.9433,0.0,0.0,9.3473,19.4136,2.3936,1.7675,0.0,45.3459,0.3955,10.7853,0.0,0.2157,6.3945,8.4415,47.3655,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,53.4936,4.0445,6.1416,0.0,12.4193,0.0714,0.0,8.9878,11.3845,0.3296,2.3368,2.6234
28,2043.0,1.0097,8.3886,8.089,13.6907,13.9433,0.0,0.0,9.3473,19.4136,2.3936,1.7675,0.0,45.3459,0.3955,10.7853,0.0,0.2157,6.3945,9.0841,47.3655,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,53.4936,4.0445,6.1416,0.0,12.4193,0.0567,0.0,8.9878,10.19,0.2394,2.0765,2.6234
29,2044.0,1.0097,8.3886,8.089,13.6907,13.9433,0.0,0.0,9.3473,19.4136,2.3936,1.7675,0.0,45.3459,0.3955,10.7853,0.0,0.0,4.6449,9.6464,45.9629,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,53.4936,4.0445,6.1416,0.0,12.4193,0.0567,0.0,8.9878,11.3845,0.2394,2.3368,2.6234
30,2045.0,1.0097,8.3886,8.089,13.6907,13.9433,0.0,0.0,9.3473,19.4136,2.3936,1.7675,0.0,45.3459,0.3955,10.7853,0.0,0.0,4.6449,10.0432,47.3655,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,53.4936,4.0445,6.1416,0.0,12.4193,0.0567,0.0,8.9878,9.2191,0.2394,2.3368,2.6234
31,2046.0,1.0097,8.3886,8.089,10.8722,13.9433,0.0,0.0,9.3473,19.4136,2.3936,1.7675,0.0,45.3459,0.3955,10.7853,0.0,0.0,4.6449,10.0432,45.9656,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,53.4936,0.0,6.1416,0.0,12.4193,0.0559,0.0,8.9878,11.3845,0.2394,2.3368,2.6234
32,2047.0,1.0097,8.3886,8.089,13.6907,13.9433,0.0,0.0,9.3473,19.4136,2.3936,1.7675,0.0,45.3459,0.3955,10.7853,0.0,0.0,4.6449,10.0432,47.0595,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,46.1647,0.0,6.1416,0.0,12.4193,0.0559,0.0,8.9878,11.3845,0.2073,2.3368,2.6234
33,2048.0,0.8744,8.3886,8.089,13.6907,13.9433,0.0,0.0,9.3473,19.4136,2.3936,1.2987,0.0,45.3459,0.3955,10.7853,0.0,0.0,4.0225,10.0432,47.3655,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,43.1896,0.0,6.1416,0.0,12.4193,0.0559,0.0,8.9878,10.8756,0.2073,2.3368,2.6234
34,2049.0,0.8744,8.3886,8.089,13.6907,13.9433,0.0,0.0,9.3473,19.4136,2.3936,1.1508,0.0,45.3459,0.3955,10.7853,0.0,0.0,4.0225,10.0432,47.3655,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,42.0556,0.0,6.1416,0.0,12.4193,0.0559,0.0,8.9878,11.3845,0.2073,2.3368,2.6234
35,2050.0,0.8744,8.3886,8.089,13.6907,13.9433,0.0,0.0,9.3473,19.4136,2.3936,1.1508,0.0,45.3459,0.3955,10.7853,21.9139,0.0,4.0225,10.0432,47.3655,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,34.3842,0.0,6.1416,0.0,12.4193,0.0215,0.0,8.9878,11.3845,0.1202,2.3368,2.6234
36,2051.0,0.8744,8.3886,8.089,11.628,13.9433,0.0,0.0,9.3473,19.4136,2.3936,1.7675,0.0,45.3459,0.3955,10.7853,18.0353,0.0,4.0225,10.008,47.2565,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,39.9247,0.0,6.1416,0.0,12.4193,0.0171,0.0,5.6538,11.3845,0.1202,2.2324,2.6234
37,2052.0,0.7376,8.3886,8.089,11.628,13.9433,0.0,0.0,9.3473,19.4136,2.3936,1.1508,0.0,45.3459,0.3955,10.7853,18.0674,0.0,4.0225,10.0432,46.281,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,38.4784,0.0,6.1416,0.0,12.4193,0.0215,0.0,5.6538,11.3845,0.1202,2.3368,2.6234
38,2053.0,0.7376,8.3886,8.089,12.7413,13.9433,0.0,0.0,9.3473,19.4136,2.3936,0.0,0.0,45.3459,0.3955,10.7853,21.9139,0.0,3.3932,10.0432,45.6874,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,32.7344,0.0,6.1416,0.0,12.4193,0.0215,0.0,5.6538,11.3845,0.1202,2.2324,2.6234
39,2054.0,0.7376,8.3886,8.089,13.6907,13.9433,0.0,0.0,9.3473,19.4136,2.3936,0.0,0.0,45.3459,0.3955,10.7853,20.1302,0.0,3.3932,10.0432,44.1984,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,31.9574,0.0,6.1416,0.0,12.4193,0.0215,0.0,5.6538,11.3845,0.1202,2.0024,2.6234
40,2055.0,0.7376,8.3886,8.089,13.6907,13.9433,0.0,0.0,9.3473,19.4136,2.3936,0.0,2.8012,45.3459,0.3955,10.7853,20.1109,0.0,3.3932,10.0432,44.9066,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,31.5445,0.0,6.1416,0.0,12.4193,0.0171,0.0,5.6538,9.0165,0.1202,2.0024,2.6234
41,2056.0,0.7376,8.3886,8.089,13.6907,13.9433,0.0,0.0,9.3473,19.4136,2.3936,0.0,3.0836,45.3459,0.3955,10.7853,20.603,0.0,3.3932,10.0432,42.4823,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,28.8934,0.0,6.1416,0.0,12.4193,0.0215,0.0,5.6538,11.3845,0.1202,1.6233,2.6234
42,2057.0,0.7376,8.3886,8.089,13.6907,13.9433,0.0,0.0,9.3473,19.4136,2.3936,0.0,3.0836,45.3459,0.3955,10.7853,18.197,0.0,5.4793,10.0432,39.6572,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,28.9396,0.0,6.1416,0.0,12.4193,0.0215,0.0,8.9878,9.0288,0.1202,1.6233,2.6234
43,2058.0,0.7376,8.3886,8.089,13.6554,13.9433,0.0,0.0,9.3473,19.4136,2.3936,0.0,3.0836,45.3459,0.3955,10.7853,17.4102,0.0,5.4793,10.0432,37.9805,0.0,1.4272,33.1627,4.6592,1.9174,0.9509,28.7467,0.0,6.1416,0.0,12.4193,0.0215,0.0,7.128,11.1672,0.1202,1.6233,2.6234
44,2059.0,0.7376,8.3886,8.089,13.2019,13.9433,0.0,3.1801,9.3473,19.4136,2.3936,0.0,3.0836,45.3459,0.3955,10.7853,17.2888,0.0,5.0644,10.0432,38.2002,0.0,1.5312,33.1627,4.6592,1.9174,0.9509,28.1212,0.0,6.1416,0.0,12.4193,0.0215,0.0,8.0028,9.0288,0.1202,1.6233,2.6234
45,2060.0,0.7376,8.3886,8.089,13.2019,13.9433,0.0,3.1801,9.3473,19.4136,2.3936,0.0,3.0836,45.3459,0.3955,10.7853,17.7554,0.0,4.9702,10.0432,36.6401,0.0,1.4272,33.1627,4.6592,1.9174,0.9509,27.7064,0.0,6.1416,0.0,12.4193,0.0215,0.0,7.128,9.0288,0.1202,2.0024,2.6234
46,2061.0,0.7376,8.3886,8.089,13.2019,13.9433,0.0,3.1801,9.3473,19.4136,2.3936,0.0,3.0836,45.3459,0.3955,10.7853,18.0353,0.0,4.442,10.0432,36.8027,0.0,0.5087,33.1627,4.6592,1.9174,0.9509,27.939,0.0,6.1416,0.0,12.4193,0.0215,0.0,7.128,9.0288,0.1749,2.2298,2.6234
47,2062.0,0.7376,8.3886,8.089,10.8722,13.9433,4.7962,3.1801,9.3473,19.4136,2.3936,0.0,3.0836,45.3459,0.3955,10.7853,19.5583,0.0,4.442,10.0432,37.5728,0.0,0.5087,33.1627,4.6592,1.9174,0.9509,27.0156,0.0,6.1416,0.0,12.4193,0.0215,0.0,7.128,9.0288,0.1749,1.8508,2.6234
48,2063.0,0.8729,8.3886,8.089,13.2019,13.9433,4.7962,3.1801,9.3473,19.4136,2.3936,0.0,3.0836,45.3459,0.3955,10.7853,18.0353,0.0,4.442,10.0432,36.9529,0.0,0.5087,33.1627,4.6592,1.9174,0.9509,28.0667,0.0,6.1416,0.0,12.4193,0.0215,0.0,7.128,9.0288,0.2069,2.0024,2.6234
49,2064.0,0.7376,8.3886,8.089,13.2019,13.9433,4.7962,3.1801,9.3473,19.4136,2.3936,0.0,3.0836,45.3459,0.3955,10.7853,17.5472,0.0,4.442,10.0432,36.9438,0.0,0.6031,33.1627,4.6592,1.9174,0.9509,28.285,0.0,6.1416,0.0,12.4193,0.0456,0.0,7.128,9.0288,0.2069,2.2298,2.6234
50,2065.0,0.7376,8.3886,8.089,13.2019,13.9433,4.7962,2.4841,9.3473,19.4136,2.3936,0.0,3.0836,45.3459,0.3955,10.7853,17.575,0.0,4.442,10.0432,37.7102,0.0,0.6642,33.1627,4.6592,1.9174,0.9509,28.285,0.0,6.1416,0.0,12.4193,0.0456,0.0,8.0028,9.0288,0.1749,1.24,2.6234
51,2066.0,1.1024,8.3886,8.089,9.2022,13.9433,4.3043,2.0053,9.3473,19.4136,2.3936,0.0,1.9705,45.3459,0.3955,10.7853,17.2888,0.0,5.0713,10.0263,32.9272,0.0,0.6642,33.1627,4.6592,1.9174,0.9509,42.3744,0.0,6.1416,0.0,12.4193,0.0456,0.0,8.0028,10.1369,0.1749,1.47,2.6234
52,2067.0,1.0097,8.3886,8.089,12.2878,13.9433,4.3043,2.8034,9.3473,19.4136,2.3936,0.0,1.9705,45.3459,0.3955,10.7853,19.4789,0.0,5.0713,9.9305,37.6221,0.0,0.333,33.1627,4.6592,1.9174,0.9509,38.794,0.0,6.1416,0.0,12.4193,0.0456,0.0,8.586,9.0288,0.1749,1.8533,2.6234
53,2068.0,1.2378,8.3886,8.089,9.5046,13.9323,3.217,2.0053,9.3473,19.4136,2.3936,0.0,1.9705,45.3459,0.3955,10.7853,21.851,0.0,6.1087,9.8662,41.0346,0.0,0.4107,33.1627,4.5041,1.9174,0.9509,47.5999,0.0,6.1416,0.0,12.4193,0.0456,0.0,7.128,7.1615,0.1749,1.8491,2.6234
54,2069.0,1.2352,8.3886,8.089,13.2019,13.9433,3.8694,2.4841,8.9294,19.4136,2.3936,0.0,1.9705,45.3459,0.3955,10.3032,21.9139,0.0,6.3945,10.0432,40.2615,6.534,0.3796,33.1627,4.5041,1.9174,0.9509,42.2032,0.0,6.1416,0.0,12.4193,0.0628,13.6481,8.9878,10.8756,0.2289,1.6974,2.6234
55,2070.0,1.2378,8.3886,8.089,13.6907,13.9433,3.8694,2.4841,8.9294,18.5458,2.3936,0.0,2.4152,45.3459,0.3955,10.7853,20.3071,0.0,6.3945,9.554,46.1734,8.2388,0.4574,33.1627,4.5041,1.9174,0.9509,44.0456,0.0,6.1416,0.0,11.8727,0.0456,13.311,8.0028,10.8756,0.1749,2.0807,2.6234
