,y,CO2
0,2015,0.0
1,2016,240.1178
2,2017,238.7097
3,2018,237.1818
4,2019,239.7466
5,2020,239.8279
6,2021,244.5875
7,2022,249.6062
8,2023,254.46249999999998
9,2024,262.3624
10,2025,328.5578
11,2026,345.4563
12,2027,351.4823
13,2028,356.9593
14,2029,322.84619999999995
15,2030,329.2675
16,2031,335.07910000000004
17,2032,342.6566
18,2033,350.84700000000004
19,2034,362.9405
20,2035,372.8143
21,2036,383.21540000000005
22,2037,394.8187
23,2038,406.4542
24,2039,417.3422
25,2040,385.48859999999996
26,2041,393.46500000000003
27,2042,402.5674
28,2043,410.4926
29,2044,418.28319999999997
30,2045,426.0218
31,2046,432.8872
32,2047,439.3579
33,2048,453.80719999999997
34,2049,462.9446
35,2050,471.646
36,2051,480.5367
37,2052,489.6161
38,2053,499.7283
39,2054,510.3468
40,2055,515.0263
41,2056,518.1451
42,2057,534.5141
43,2058,551.2402000000001
44,2059,566.2757
45,2060,581.3068
46,2061,592.7391
47,2062,604.5427
48,2063,616.9915000000001
49,2064,629.6289
50,2065,644.3883999999999
51,2066,657.0461
52,2067,670.0436000000001
53,2068,684.1289999999999
54,2069,699.0376
55,2070,715.6466
