,y,Egypt - Turkey Historic and Planned NG trade link,Israel - Egypt Planned NG trade link,Natural gas exports (Liquification terminal),Natural gas imports (LNG),Natural gas extraction
0,2015.0,-390.1669,0.0,-725.4044,0.0,2628.6804
1,2016.0,-390.1669,0.0,-711.0205,0.0,2649.7992
2,2017.0,-390.1669,0.0,-711.0205,0.0,2699.34
3,2018.0,-390.1669,0.0,-711.0205,0.0,2726.7727
4,2019.0,-780.3338,0.0,-711.0205,0.0,3167.043
5,2020.0,-780.3338,0.0,-193.5674,0.0,2582.6975
6,2021.0,-780.3338,0.0,-247.1674,0.0,2609.8884
7,2022.0,-780.3338,0.0,-220.0003,0.0,2637.0792
8,2023.0,-780.3338,0.0,-216.6298,0.0,2664.27
9,2024.0,-780.3338,0.0,-227.0161,0.0,2691.4607
10,2025.0,-780.3338,0.0,-68.3903,0.0,2349.939
11,2026.0,-780.3338,0.0,-164.959,0.0,2603.2952
12,2027.0,-780.3338,0.0,-266.3815,0.0,2774.364
13,2028.0,-780.3338,0.0,-300.0163,0.0,2804.0451
14,2029.0,-780.3338,0.0,-326.6392,0.0,2833.7262
15,2030.0,-780.3338,0.0,-390.9776,0.0,2863.4073
16,2031.0,-780.3338,0.0,-341.6965,0.0,2841.7083
17,2032.0,-780.3338,0.0,-288.2875,0.0,2809.434
18,2033.0,-780.3338,0.0,-219.7228,0.0,2692.1104
19,2034.0,-780.3338,0.0,-46.8947,0.0,2446.8787
20,2035.0,-780.3338,0.0,-0.0,0.0,2415.0554
21,2036.0,-780.3338,0.0,-0.0,0.0,2482.0286
22,2037.0,-780.3338,0.0,-0.0,0.0,2486.6458
23,2038.0,-780.3338,0.0,-0.0,0.0,2444.3889
24,2039.0,-780.3338,0.0,-0.0,0.0,2403.1904
25,2040.0,-780.3338,0.0,-0.0,0.0,2360.9306
26,2041.0,-780.3338,0.0,-0.0,0.0,2356.8845
27,2042.0,-780.3338,0.0,-0.0,0.0,2366.8384
28,2043.0,-780.3338,0.0,-0.0,0.0,2343.2769
29,2044.0,0.0,0.0,-0.0,0.0,1582.9973
30,2045.0,0.0,227.2817,-0.0,0.0,1379.1734
31,2046.0,0.0,227.2817,-0.0,0.0,1431.4883
32,2047.0,0.0,227.2817,-0.0,0.0,1480.6326
33,2048.0,0.0,227.2817,-0.0,0.0,1448.9507
34,2049.0,0.0,227.2817,-0.0,1282.7244,210.7283
35,2050.0,0.0,227.2817,-0.0,1469.3516,30.5695
36,2051.0,0.0,227.2817,-0.0,1469.3516,0.0
37,2052.0,0.0,227.2817,-0.0,1438.3657,0.0
38,2053.0,0.0,227.2817,-0.0,1432.378,0.0
39,2054.0,0.0,227.2817,-0.0,1397.2511,0.0
40,2055.0,0.0,227.2817,-0.0,1394.7388,0.0
41,2056.0,0.0,227.2817,-0.0,1414.3616,0.0
42,2057.0,0.0,227.2817,-0.0,1422.8031,0.0
43,2058.0,0.0,227.2817,-0.0,1433.7966,0.0
44,2059.0,0.0,227.2817,-0.0,1479.4187,0.0
45,2060.0,0.0,227.2817,-0.0,1529.5059,0.0
46,2061.0,0.0,227.2817,-0.0,1571.3131,0.0
47,2062.0,0.0,227.2817,-0.0,1615.7964,0.0
48,2063.0,0.0,227.2817,-0.0,1660.4429,0.0
49,2064.0,0.0,227.2817,-0.0,1708.0164,0.0
50,2065.0,0.0,227.2817,-0.0,1759.4885,0.0
51,2066.0,0.0,227.2817,-0.0,1833.4766,0.0
52,2067.0,0.0,227.2817,-0.0,1886.7907,0.0
53,2068.0,0.0,227.2817,-0.0,1889.4879,0.0
54,2069.0,0.0,227.2817,-0.0,1802.5218,0.0
55,2070.0,0.0,227.2817,-0.0,1446.1728,349.7514
