,y,Aswan 1 FPV,Aswan 2 FPV,High Aswan Dam FPV
0,2035.0,0.0,0.0,0.3
1,2036.0,0.0,0.0,0.6
2,2037.0,0.28,0.27,0.8999999999999999
3,2038.0,0.28,0.27,1.2
4,2039.0,0.28,0.27,1.5
5,2040.0,0.28,0.27,1.7999999999999998
6,2041.0,0.28,0.27,2.1000000000000196
7,2042.0,0.28,0.27,2.1000000000000196
8,2043.0,0.28,0.27,2.1000000000000196
9,2044.0,0.28,0.27,2.1000000000000196
10,2045.0,0.28,0.27,2.1000000000000196
11,2046.0,0.28,0.27,2.1000000000000196
12,2047.0,0.28,0.27,2.1000000000000196
13,2048.0,0.28,0.27,2.1000000000000196
14,2049.0,0.28,0.27,2.1000000000000196
15,2050.0,0.28,0.27,2.1000000000000196
16,2051.0,0.28,0.27,2.1000000000000196
17,2052.0,0.28,0.27,2.1000000000000196
18,2053.0,0.28,0.27,2.1000000000000196
19,2054.0,0.28,0.27,2.1000000000000196
20,2055.0,0.28,0.27,2.1000000000000196
21,2056.0,0.28,0.27,2.1000000000000196
22,2057.0,0.28,0.27,2.1000000000000196
23,2058.0,0.28,0.27,2.1000000000000196
24,2059.0,0.28,0.27,2.1000000000000196
25,2060.0,0.28,0.27,2.1000000000000307
26,2061.0,0.28,0.27,2.1000000000000356
27,2062.0,0.28,0.27,2.1000000000000334
28,2063.0,0.28,0.27,2.1000000000000023
29,2064.0,0.28,0.27,2.100000000000011
30,2065.0,0.28,0.27,2.1000000000000534
31,2066.0,0.28,0.27,2.100000000000043
32,2067.0,0.28,0.27,2.100000000000043
33,2068.0,0.28,0.27,2.100000000000043
34,2069.0,0.28,0.27,2.100000000000043
35,2070.0,0.28,0.27,2.100000000000043
