r,t,y,AnnualVariableOperatingCost
REGION,EGSOV1F01X,2051, 1.0678742537143026e-04
REGION,EGSOV1F01X,2052, 1.1012453241428752e-04
REGION,EGSOV1F01X,2053, 1.1346163945714461e-04
REGION,EGSOV1F01X,2054, 1.1679874650000157e-04
REGION,EGSOV1F01X,2055, 1.2013585354285882e-04
REGION,EGSOV1F01X,2056, 1.2347296058571594e-04
REGION,EGSOV1F01X,2057, 1.2681006762857317e-04
REGION,EGSOV1F01X,2058, 1.3014717467143031e-04
REGION,EGSOV1F01X,2059, 1.3348428171428754e-04
REGION,EGSOV1F01X,2060, 1.3682138875714483e-04
REGION,EGSOV1F01X,2061, 1.4015849580000192e-04
REGION,EGSOV1F01X,2062, 1.4349560284285910e-04
REGION,EGSOV1F01X,2063, 1.4683270988571624e-04
REGION,EGSOV1F01X,2064, 1.5016981692857345e-04
REGION,EGSOV1F01X,2065, 1.5350692397143070e-04
REGION,EGSOV1F01X,2066, 1.5684403101428782e-04
REGION,EGSOV1F01X,2067, 1.6018113805714505e-04
REGION,EGSOV1F01X,2068, 1.6351824510000217e-04
REGION,EGSOV1F01X,2069, 1.6685535214285943e-04
REGION,EGSOV1F01X,2070, 1.7019245918571671e-04
REGION,EGSOV2F01X,2032, 4.9139070428571454e-05
REGION,EGSOV2F01X,2033, 6.8794698600000025e-05
REGION,EGSOV2F01X,2034, 7.3708605642857825e-05
REGION,EGSOV2F01X,2035, 7.8622512685715042e-05
REGION,EGSOV2F01X,2036, 8.3536419728572273e-05
REGION,EGSOV2F01X,2037, 8.8450326771429558e-05
REGION,EGSOV2F01X,2038, 9.33642338142868e-05
REGION,EGSOV2F01X,2039, 9.82781408571441e-05
REGION,EGSOV2F01X,2040, 1.0319204790000126e-04
REGION,EGSOV2F01X,2041, 1.0810595494285871e-04
REGION,EGSOV2F01X,2042, 1.1301986198571583e-04
REGION,EGSOV2F01X,2043, 1.1793376902857311e-04
REGION,EGSOV2F01X,2044, 1.2284767607143030e-04
REGION,EGSOV2F01X,2045, 1.2776158311428776e-04
REGION,EGSOV2F01X,2046, 1.3267549015714481e-04
REGION,EGSOV2F01X,2047, 1.3758939720000222e-04
REGION,EGSOV2F01X,2048, 1.4250330424285849e-04
REGION,EGSOV2F01X,2049, 1.4741721128571668e-04
REGION,EGSOV2F01X,2050, 1.5233111832857422e-04
REGION,EGSOV2F01X,2051, 1.5724502537143117e-04
REGION,EGSOV2F01X,2052, 1.6215893241428844e-04
REGION,EGSOV2F01X,2053, 1.6707283945714547e-04
REGION,EGSOV2F01X,2054, 1.7198674650000285e-04
REGION,EGSOV2F01X,2055, 1.7690065354285988e-04
REGION,EGSOV2F01X,2056, 0.000181814560585717
REGION,EGSOV2F01X,2057, 1.8672846762857447e-04
REGION,EGSOV2F01X,2058, 1.9164237467143158e-04
REGION,EGSOV2F01X,2059, 0.000196556281714289
REGION,EGSOV2F01X,2060, 2.0147018875714629e-04
REGION,EGSOV2F01X,2061, 2.0638409580000340e-04
REGION,EGSOV2F01X,2062, 2.1129800284286034e-04
REGION,EGSOV2F01X,2063, 2.1621190988571740e-04
REGION,EGSOV2F01X,2064, 2.2112581692857459e-04
REGION,EGSOV2F01X,2065, 2.2603972397143189e-04
REGION,EGSOV2F01X,2066, 2.3095363101428894e-04
REGION,EGSOV2F01X,2067, 2.3586753805714648e-04
REGION,EGSOV2F01X,2068, 2.4078144510000346e-04
REGION,EGSOV2F01X,2069, 2.4569535214286075e-04
REGION,EGSOV2F01X,2070, 2.5060925918571808e-04
REGION,EGSOC1P00X,2064, 2.3366545354285749e-04
REGION,EGSOC1P00X,2065, 4.9329373525714359e-04
REGION,EGSOC1P00X,2066, 7.5292201697142952e-04
REGION,EGSOC1P00X,2067, 1.0125502986857156e-03
REGION,EGSOC1P00X,2068, 1.2721785804000020e-03
REGION,EGSOC1P00X,2069, 1.2981414085714417e-03
REGION,EGSOC1P00X,2070, 1.3241042367428703e-03
REGION,EGSOC2P00X,2070, 3.2664228171428594e-04
REGION,EGELSDBP00,2015, 4.8970609439173335e-05
REGION,EGELSDBP00,2017, 6.3072000000000063e-05
REGION,EGELSDBP00,2018, 6.3072000000000076e-05
REGION,EGELSDBP00,2019, 2.4585707479882820e-05
REGION,EGELSDBP00,2020, 2.3239204004475177e-05
REGION,EGELSDBP00,2021, 2.8796640759049718e-05
REGION,EGELSDBP00,2022, 5.3953529813531822e-05
REGION,EGELSDBP00,2023, 7.9969246126155826e-05
REGION,EGELSDBP00,2025, 1.1422703393174425e-05
REGION,EGELSDBP00,2026, 1.5093328159095798e-05
REGION,EGELSDBP00,2027, 5.4872819620937491e-05
REGION,EGELSDBP00,2028, 3.5707276042602420e-05
REGION,EGELSDBP00,2029, 5.3202646251210311e-05
REGION,EGELSDBP00,2030, 7.9804366879688437e-05
REGION,EGELSDBP00,2031, 9.4608000000000582e-05
REGION,EGELSDBP00,2032, 7.25071187036788e-05
REGION,EGELSDBP00,2033, 7.7193867654422787e-05
REGION,EGELSDBP00,2034, 9.13346376860829e-05
REGION,EGELSDBP00,2035, 9.3733098447356026e-05
REGION,EGELSDBP00,2036, 8.02143869986223e-05
REGION,EGELSDBP00,2037, 6.4740803163196778e-05
REGION,EGELSDBP00,2038, 5.51320764774738e-05
REGION,EGELSDBP00,2039, 7.3869641183200047e-05
REGION,EGELSDBP00,2040, 6.9997451471963371e-05
REGION,EGELSDBP00,2041, 6.8542089961551848e-05
REGION,EGELSDBP00,2042, 7.6545793780147169e-05
REGION,EGELSDBP00,2043, 7.7113067576349266e-05
REGION,EGELSDBP00,2044, 7.4617207588379531e-05
REGION,EGELSDBP00,2045, 7.1349739653213566e-05
REGION,EGELSDBP00,2046, 6.4962000000002215e-05
REGION,EGELSDBP00,2047, 5.6019600000001275e-05
REGION,EGELSDBP00,2048, 6.49620000000005e-05
REGION,EGELSDBP00,2049, 6.49620000000022e-05
REGION,EGELSDBP00,2050, 6.4962000000002012e-05
REGION,EGELSDBP00,2051, 6.4962000000003814e-05
REGION,EGELSDBP00,2052, 6.4962000000004e-05
REGION,EGELSDBP00,2053, 6.4962000000004207e-05
REGION,EGELSDBP00,2054, 6.49620000000044e-05
REGION,EGELSDBP00,2055, 6.4962000000004587e-05
REGION,EGELSDBP00,2056, 6.4962000000004776e-05
REGION,EGELSDBP00,2057, 6.4962000000004980e-05
REGION,EGELSDBP00,2058, 6.4962000000005183e-05
REGION,EGELSDBP00,2059, 6.4962000000005373e-05
REGION,EGELSDBP00,2060, 7.2187303326125046e-05
REGION,EGELSDBP00,2061, 6.8491401872442908e-05
REGION,EGELSDBP00,2062, 6.49620000000046e-05
REGION,EGELSDBP00,2063, 6.4962000000006145e-05
REGION,EGELSDBP00,2064, 6.4962000000004912e-05
REGION,EGELSDBP00,2065, 6.4962000000005047e-05
REGION,EGELSDBP00,2066, 6.4962000000006741e-05
REGION,EGELSDBP00,2067, 6.4962000000006945e-05
REGION,EGELSDBP00,2068, 6.4962000000007134e-05
REGION,EGELSDBP00,2069, 6.4962000000007324e-05
REGION,EGELSDBP00,2070, 6.4962000000007514e-05
REGION,EGELJOBP00,2015, -8.0416800370143869e+02
REGION,EGELJOBP00,2016, -8.0416800370143869e+02
REGION,EGELJOBP00,2017, -8.0416802077449529e+02
REGION,EGELJOBP00,2018, -8.0416803784755166e+02
REGION,EGELJOBP00,2019, -8.0416805492060826e+02
REGION,EGELJOBP00,2020, -8.0416799999999944e+02
REGION,EGELJOBP00,2021, -8.0416799999999944e+02
REGION,EGELJOBP00,2022, -8.0416799999999944e+02
REGION,EGELJOBP00,2023, -8.0416799999999932e+02
REGION,EGELJOBP00,2024, -8.0416800000000012e+02
REGION,EGELJOBP00,2025, -8.0416800000000012e+02
REGION,EGELJOBP00,2026, -8.0416800000000012e+02
REGION,EGELJOBP00,2027, -8.0416800000000012e+02
REGION,EGELJOBP00,2028, -8.0416800000000012e+02
REGION,EGELJOBP00,2029, -8.0416800000000012e+02
REGION,EGELJOBP00,2030, -946.080000000001
REGION,EGELJOBP00,2031, -946.080000000001
REGION,EGELJOBP00,2032, -946.080000000001
REGION,EGELJOBP00,2033, -946.080000000001
REGION,EGELJOBP00,2034, -946.080000000001
REGION,EGELJOBP00,2035, -946.080000000001
REGION,EGELJOBP00,2036, -9.4607999999999993e+02
REGION,EGELJOBP00,2037, -9.4607999999999993e+02
REGION,EGELJOBP00,2038, -9.4607999999999993e+02
REGION,EGELJOBP00,2039, -9.4607999999999993e+02
REGION,EGELJOBP00,2040, -1.0879919999999979e+03
REGION,EGELJOBP00,2041, -1.0879919999999979e+03
REGION,EGELJOBP00,2042, -1.0879919999999979e+03
REGION,EGELJOBP00,2043, -1.0879919999999979e+03
REGION,EGELJOBP00,2044, -1.0879919999999979e+03
REGION,EGELJOBP00,2045, -1.0879919999999979e+03
REGION,EGELJOBP00,2046, -1.0879919999999979e+03
REGION,EGELJOBP00,2047, -1.0879919999999979e+03
REGION,EGELJOBP00,2048, -1.0879919999999993e+03
REGION,EGELJOBP00,2049, -1.0879919999999979e+03
REGION,EGELJOBP00,2050, -1.2299039999999986e+03
REGION,EGELJOBP00,2051, -1.2299039999999986e+03
REGION,EGELJOBP00,2052, -1.2299039999999986e+03
REGION,EGELJOBP00,2053, -1.2299039999999986e+03
REGION,EGELJOBP00,2054, -1.2299039999999986e+03
REGION,EGELJOBP00,2055, -1.2299039999999986e+03
REGION,EGELJOBP00,2056, -1.2299039999999986e+03
REGION,EGELJOBP00,2057, -1.2299039999999986e+03
REGION,EGELJOBP00,2058, -1.2299039999999986e+03
REGION,EGELJOBP00,2059, -1.2299039999999986e+03
REGION,EGELJOBP00,2060, -1.2299039999999986e+03
REGION,EGELJOBP00,2061, -1.2299039999999986e+03
REGION,EGELJOBP00,2062, -1.2299039999999986e+03
REGION,EGELJOBP00,2063, -1.2299039999999986e+03
REGION,EGELJOBP00,2064, -1.2299039999999986e+03
REGION,EGELJOBP00,2065, -1.2299039999999986e+03
REGION,EGELJOBP00,2066, -1.2299039999999986e+03
REGION,EGELJOBP00,2067, -1.2299039999999986e+03
REGION,EGELJOBP00,2068, -1.2299039999999986e+03
REGION,EGELJOBP00,2069, -1.2299039999999986e+03
REGION,EGELJOBP00,2070, -1.2299039999999986e+03
REGION,EGELSABP00,2024, -4.0208400738930222e+03
REGION,EGELSABP00,2025, -1.2062519999999990e+04
REGION,EGELSABP00,2026, -1.2062520000000002e+04
REGION,EGELSABP00,2027, -1.2062520000000002e+04
REGION,EGELSABP00,2028, -1.2062520000000002e+04
REGION,EGELSABP00,2029, -1.2062520000000002e+04
REGION,EGELSABP00,2030, -1.4191200000000015e+04
REGION,EGELSABP00,2031, -1.4191200000000015e+04
REGION,EGELSABP00,2032, -1.4191200000000015e+04
REGION,EGELSABP00,2033, -1.4191200000000015e+04
REGION,EGELSABP00,2034, -1.4191200000000015e+04
REGION,EGELSABP00,2035, -1.4191200000000015e+04
REGION,EGELSABP00,2036, -1.4191200000000015e+04
REGION,EGELSABP00,2037, -1.4191200000000015e+04
REGION,EGELSABP00,2038, -1.4191200000000015e+04
REGION,EGELSABP00,2039, -1.4191200000000015e+04
REGION,EGELSABP00,2040, -1.6319879999999972e+04
REGION,EGELSABP00,2041, -1.6319879999999986e+04
REGION,EGELSABP00,2042, -1.6319879999999986e+04
REGION,EGELSABP00,2043, -1.6319879999999972e+04
REGION,EGELSABP00,2044, -1.6319879999999972e+04
REGION,EGELSABP00,2045, -1.6319879999999972e+04
REGION,EGELSABP00,2046, -1.6319879999999986e+04
REGION,EGELSABP00,2047, -1.6319879999999972e+04
REGION,EGELSABP00,2048, -1.5610995028999707e+04
REGION,EGELSABP00,2049, -1.6319879999999972e+04
REGION,EGELSABP00,2050, -1.8448559999999983e+04
REGION,EGELSABP00,2051, -1.8448559999999983e+04
REGION,EGELSABP00,2052, -1.8448559999999983e+04
REGION,EGELSABP00,2053, -1.8448559999999983e+04
REGION,EGELSABP00,2054, -1.8448559999999983e+04
REGION,EGELSABP00,2055, -1.8448559999999983e+04
REGION,EGELSABP00,2056, -1.8448559999999983e+04
REGION,EGELSABP00,2057, -1.8448559999999983e+04
REGION,EGELSABP00,2058, -1.8448559999999983e+04
REGION,EGELSABP00,2059, -1.8448559999999983e+04
REGION,EGELSABP00,2060, -1.8448559999999983e+04
REGION,EGELSABP00,2061, -1.8448559999999983e+04
REGION,EGELSABP00,2062, -1.8448559999999983e+04
REGION,EGELSABP00,2063, -1.8448559999999983e+04
REGION,EGELSABP00,2064, -1.8448559999999983e+04
REGION,EGELSABP00,2065, -1.8448559999999983e+04
REGION,EGELSABP00,2066, -1.8448559999999983e+04
REGION,EGELSABP00,2067, -1.8448559999999983e+04
REGION,EGELSABP00,2068, -1.8448559999999983e+04
REGION,EGELSABP00,2069, -1.8448559999999983e+04
REGION,EGELSABP00,2070, -1.8448559999999983e+04
REGION,LYELEGBP00,2015, -2.1444480084489931e+02
REGION,LYELEGBP00,2016, -2.1444480195942452e+02
REGION,LYELEGBP00,2017, -2.1444479999999982e+02
REGION,LYELEGBP00,2018, -2.1444480000000001e+02
REGION,LYELEGBP00,2019, -2.1444479999999982e+02
REGION,LYELEGBP00,2020, -2.1444479999999979e+02
REGION,LYELEGBP00,2021, -2.1444479999999982e+02
REGION,LYELEGBP00,2022, -2.1444479999999982e+02
REGION,LYELEGBP00,2023, -2.1444479999999982e+02
REGION,LYELEGBP00,2024, -2.1444479999999982e+02
REGION,LYELEGBP00,2025, -2.1444479999999982e+02
REGION,LYELEGBP00,2026, -2.1444479999999982e+02
REGION,LYELEGBP00,2027, -2.1444479999999982e+02
REGION,LYELEGBP00,2028, -2.1444479999999982e+02
REGION,LYELEGBP00,2029, -2.1444479999999982e+02
REGION,LYELEGBP00,2030, -2.9486159999999973e+02
REGION,LYELEGBP00,2031, -2.9486159999999967e+02
REGION,LYELEGBP00,2032, -2.9486159999999973e+02
REGION,LYELEGBP00,2033, -2.9486159999999973e+02
REGION,LYELEGBP00,2034, -2.9486159999999973e+02
REGION,LYELEGBP00,2035, -2.9486159999999973e+02
REGION,LYELEGBP00,2036, -2.9486159999999973e+02
REGION,LYELEGBP00,2037, -2.9486159999999973e+02
REGION,LYELEGBP00,2038, -2.9486159999999973e+02
REGION,LYELEGBP00,2039, -2.9486159999999973e+02
REGION,LYELEGBP00,2040, -3.7527839999999958e+02
REGION,LYELEGBP00,2041, -3.7527839999999958e+02
REGION,LYELEGBP00,2042, -3.7527839999999958e+02
REGION,LYELEGBP00,2043, -3.7527839999999958e+02
REGION,LYELEGBP00,2044, -3.7527839999999958e+02
REGION,LYELEGBP00,2045, -3.7527839999999958e+02
REGION,LYELEGBP00,2046, -3.7527839999999958e+02
REGION,LYELEGBP00,2047, -3.7527839999999958e+02
REGION,LYELEGBP00,2048, -3.0433535999999958e+02
REGION,LYELEGBP00,2049, -3.7527839999999958e+02
REGION,LYELEGBP00,2050, -4.5569519999999955e+02
REGION,LYELEGBP00,2051, -4.5569519999999955e+02
REGION,LYELEGBP00,2052, -4.5569519999999955e+02
REGION,LYELEGBP00,2053, -4.5569519999999955e+02
REGION,LYELEGBP00,2054, -4.5569519999999955e+02
REGION,LYELEGBP00,2055, -4.5569519999999955e+02
REGION,LYELEGBP00,2056, -4.5569519999999955e+02
REGION,LYELEGBP00,2057, -4.5569519999999955e+02
REGION,LYELEGBP00,2058, -4.5569519999999955e+02
REGION,LYELEGBP00,2059, -4.5569519999999955e+02
REGION,LYELEGBP00,2060, -4.5569519999999955e+02
REGION,LYELEGBP00,2061, -4.5569519999999955e+02
REGION,LYELEGBP00,2062, -4.5569519999999955e+02
REGION,LYELEGBP00,2063, -4.5569519999999955e+02
REGION,LYELEGBP00,2064, -4.5569519999999955e+02
REGION,LYELEGBP00,2065, -4.5569519999999955e+02
REGION,LYELEGBP00,2066, -4.5569519999999955e+02
REGION,LYELEGBP00,2067, -455.6952
REGION,LYELEGBP00,2068, -455.6952
REGION,LYELEGBP00,2069, -455.6952
REGION,LYELEGBP00,2070, -4.5569519999999955e+02
REGION,EGNGTUBP00,2015, -3.3893287139082386e+03
REGION,EGNGTUBP00,2016, -3.2705853355175204e+03
REGION,EGNGTUBP00,2017, -3.5327351814593130e+03
REGION,EGNGTUBP00,2018, -3.7579203323950292e+03
REGION,EGNGTUBP00,2019, -7.9744550332042290e+03
REGION,EGNGTUBP00,2020, -8.4413134681611191e+03
REGION,EGNGTUBP00,2021, -8774.0135764414
REGION,EGNGTUBP00,2022, -9102.71295949079
REGION,EGNGTUBP00,2023, -9.4274116173092843e+03
REGION,EGNGTUBP00,2024, -9.7481095498968389e+03
REGION,EGNGTUBP00,2025, -1.0064806757253502e+04
REGION,EGNGTUBP00,2026, -1.0053801303472013e+04
REGION,EGNGTUBP00,2027, -1.0042321689663155e+04
REGION,EGNGTUBP00,2028, -1.0030367915826946e+04
REGION,EGNGTUBP00,2029, -1.0017939981963373e+04
REGION,EGNGTUBP00,2030, -1.0005037888072431e+04
REGION,EGNGTUBP00,2031, -1.0026325202727903e+04
REGION,EGNGTUBP00,2032, -1.0047612517383368e+04
REGION,EGNGTUBP00,2033, -1.0068899832038842e+04
REGION,EGNGTUBP00,2034, -1.0090187146694316e+04
REGION,EGNGTUBP00,2035, -1.0111474461349782e+04
REGION,EGNGTUBP00,2036, -1.0175336405316217e+04
REGION,ISNGEGBP00,2038, 3.0008913475482705e+03
REGION,ISNGEGBP00,2039, 3.0194919137520774e+03
REGION,ISNGEGBP00,2040, 3.0380924799558888e+03
REGION,ISNGEGBP00,2041, 3.0523390432220349e+03
REGION,ISNGEGBP00,2042, 3.0665856064881878e+03
REGION,ISNGEGBP00,2043, 3.0808321697543452e+03
REGION,ISNGEGBP00,2044, 3.0950787330204935e+03
REGION,ISNGEGBP00,2045, 3.1093252962866445e+03
REGION,ISNGEGBP00,2046, 3.1235718595527951e+03
REGION,ISNGEGBP00,2047, 3.1378184228189475e+03
REGION,ISNGEGBP00,2048, 3.1520649860851026e+03
REGION,ISNGEGBP00,2049, 3.1663115493512560e+03
REGION,ISNGEGBP00,2050, 3.1805581126174088e+03
REGION,ISNGEGBP00,2051, 3194.80467588355
REGION,ISNGEGBP00,2052, 3.2090512391497077e+03
REGION,ISNGEGBP00,2053, 3.2232978024158583e+03
REGION,ISNGEGBP00,2054, 3.2375443656820112e+03
REGION,ISNGEGBP00,2055, 3.2517909289481613e+03
REGION,ISNGEGBP00,2056, 3.2660374922143164e+03
REGION,ISNGEGBP00,2057, 3.2802840554804625e+03
REGION,ISNGEGBP00,2058, 3.2945306187466181e+03
REGION,ISNGEGBP00,2059, 3.3087771820127682e+03
REGION,ISNGEGBP00,2060, 3.3230237452789215e+03
REGION,ISNGEGBP00,2061, 3.3372703085450676e+03
REGION,ISNGEGBP00,2062, 3.3515168718112250e+03
REGION,ISNGEGBP00,2063, 3.3657634350773756e+03
REGION,ISNGEGBP00,2064, 3.3800099983435239e+03
REGION,ISNGEGBP00,2065, 3.3942565616096790e+03
REGION,ISNGEGBP00,2066, 3.4085031248758319e+03
REGION,ISNGEGBP00,2067, 3.4227496881419847e+03
REGION,ISNGEGBP00,2068, 3.4369962514081358e+03
REGION,ISNGEGBP00,2069, 3.4512428146742859e+03
REGION,ISNGEGBP00,2070, 3.4654893779404347e+03
REGION,ETWA00000X,2015, 8.6052432406972454e-03
REGION,ETWA00000X,2016, 8.6052440654888658e-03
REGION,ETWA00000X,2017, 1.2912780152605639e-02
REGION,ETWA00000X,2018, 1.4423742642647877e-02
REGION,ETWA00000X,2019, 1.5236344465746357e-02
REGION,ETWA00000X,2020, 1.5236951870470751e-02
REGION,ETWA00000X,2021, 1.5185479330193850e-02
REGION,ETWA00000X,2022, 1.5133635207539169e-02
REGION,ETWA00000X,2023, 2.0687790281898592e-02
REGION,ETWA00000X,2024, 2.3802521091563909e-02
REGION,ETWA00000X,2025, 3.2725476852670472e-02
REGION,ETWA00000X,2026, 3.5532826039892836e-02
REGION,ETWA00000X,2027, 3.5794587326913326e-02
REGION,ETWA00000X,2028, 3.5747336534487723e-02
REGION,ETWA00000X,2029, 3.5700217221693115e-02
REGION,ETWA00000X,2030, 0.0356705182405465
REGION,ETWA00000X,2031, 3.5623364903064073e-02
REGION,ETWA00000X,2032, 3.5576288869871305e-02
REGION,ETWA00000X,2033, 0.0355295396717467
REGION,ETWA00000X,2034, 0.0354840320054134
REGION,ETWA00000X,2035, 3.5244258104712205e-02
REGION,ETWA00000X,2036, 3.4707840613324284e-02
REGION,ETWA00000X,2037, 3.4312668397654039e-02
REGION,ETWA00000X,2038, 3.4532324484269704e-02
REGION,ETWA00000X,2039, 3.4765303750547809e-02
REGION,ETWA00000X,2040, 3.5495228637885894e-02
REGION,ETWA00000X,2041, 3.5500671607712427e-02
REGION,ETWA00000X,2042, 3.5088333865003526e-02
REGION,ETWA00000X,2043, 0.034714126004447
REGION,ETWA00000X,2044, 3.4354486494810696e-02
REGION,ETWA00000X,2045, 3.4426608665720032e-02
REGION,ETWA00000X,2046, 3.3993979157562526e-02
REGION,ETWA00000X,2047, 3.3495079732891182e-02
REGION,ETWA00000X,2048, 3.3124249693049064e-02
REGION,ETWA00000X,2049, 3.2730260737914817e-02
REGION,ETWA00000X,2050, 3.2282634496160686e-02
REGION,ETWA00000X,2051, 3.1560742972321483e-02
REGION,ETWA00000X,2052, 3.0991788915493035e-02
REGION,ETWA00000X,2053, 3.0455114398594607e-02
REGION,ETWA00000X,2054, 2.9794662990479386e-02
REGION,ETWA00000X,2055, 2.9366402281067190e-02
REGION,ETWA00000X,2056, 2.8932090967930667e-02
REGION,ETWA00000X,2057, 2.8673870380235604e-02
REGION,ETWA00000X,2058, 2.8257750826368562e-02
REGION,ETWA00000X,2059, 2.7219536026835738e-02
REGION,ETWA00000X,2060, 4.7353090246050309e+00
REGION,ETWA00000X,2061, 4.8398787891588109e+00
REGION,ETWA00000X,2062, 2.5241075876754858e-02
REGION,ETWA00000X,2063, 2.5264996164894606e-02
REGION,ETWA00000X,2064, 2.4414185024268842e-02
REGION,ETWA00000X,2065, 2.5423093069441051e-02
REGION,ETWA00000X,2066, 2.3549045585647972e-02
REGION,ETWA00000X,2067, 5.6426360134990867e+00
REGION,ETWA00000X,2068, 5.8592458728169472e+00
REGION,ETWA00000X,2069, 9.2839019146735744e+00
REGION,ETWA00000X,2070, 1.7520349546636190e+01
REGION,ETFW00P00X,2015, 1.6273094736842106e+03
REGION,ETFW00P00X,2016, 1.6691463157894743e+03
REGION,ETFW00P00X,2017, 1.7120587500827266e+03
REGION,ETFW00P00X,2018, 1.7560744291901458e+03
REGION,ETFW00P00X,2019, 1.8012217166650930e+03
REGION,ETFW00P00X,2020, 1.8475297052654823e+03
REGION,ETFW00P00X,2021, 1.8674465888433456e+03
REGION,ETFW00P00X,2022, 1.8874695868325607e+03
REGION,ETFW00P00X,2023, 1907.56560606675
REGION,ETFW00P00X,2024, 1.9277094653270110e+03
REGION,ETFW00P00X,2025, 1.9478788835230616e+03
REGION,ETFW00P00X,2026, 1.9667695758653038e+03
REGION,ETFW00P00X,2027, 1.9856824278153983e+03
REGION,ETFW00P00X,2028, 2.0045701649069979e+03
REGION,ETFW00P00X,2029, 2.0233838082454529e+03
REGION,ETFW00P00X,2030, 2.0420898622076718e+03
REGION,ETFW00P00X,2031, 2.0316256575039688e+03
REGION,ETFW00P00X,2032, 2.0214250004324613e+03
REGION,ETFW00P00X,2033, 2.0114259062778424e+03
REGION,ETFW00P00X,2034, 2.0015871679623897e+03
REGION,ETFW00P00X,2035, 2.0152092268570509e+03
REGION,ETFW00P00X,2036, 2.0079769773136345e+03
REGION,ETFW00P00X,2037, 2.0006227577438508e+03
REGION,ETFW00P00X,2038, 1.9931773234504089e+03
REGION,ETFW00P00X,2039, 1.9856765808645794e+03
REGION,ETFW00P00X,2040, 1.9781483851435585e+03
REGION,ETFW00P00X,2041, 1.9627821715831503e+03
REGION,ETFW00P00X,2042, 1.9474632349229055e+03
REGION,ETFW00P00X,2043, 1.9322120370089879e+03
REGION,ETFW00P00X,2044, 1.9170484138925033e+03
REGION,ETFW00P00X,2045, 1.9019851428239667e+03
REGION,ETFW00P00X,2046, 1.8870125228961563e+03
REGION,ETFW00P00X,2047, 1.8721428057937458e+03
REGION,ETFW00P00X,2048, 1.8573746175379922e+03
REGION,ETFW00P00X,2049, 1.8427041750995984e+03
REGION,ETFW00P00X,2050, 1.8281268128596826e+03
REGION,ETFW00P00X,2051, 1.8130607047051456e+03
REGION,ETFW00P00X,2052, 1.7980887374470617e+03
REGION,ETFW00P00X,2053, 1.7831998564817684e+03
REGION,ETFW00P00X,2054, 1.7683815696492404e+03
REGION,ETFW00P00X,2055, 1.7536243343659353e+03
REGION,ETFW00P00X,2056, 1.7389250754406323e+03
REGION,ETFW00P00X,2057, 1.7242814552191458e+03
REGION,ETFW00P00X,2058, 1.7096868558858423e+03
REGION,ETFW00P00X,2059, 1.6951345487344090e+03
REGION,ETFW00P00X,2060, 1.6806208141438422e+03
REGION,ETFW00P00X,2061, 1.6655483489862531e+03
REGION,ETFW00P00X,2062, 1.6505285685437880e+03
REGION,ETFW00P00X,2063, 1.6355634507611144e+03
REGION,ETFW00P00X,2064, 1.6206559026306111e+03
REGION,ETFW00P00X,2065, 1.6058096162561565e+03
REGION,ETFW00P00X,2066, 1.5910280399461371e+03
REGION,ETFW00P00X,2067, 1.5763161211417287e+03
REGION,ETFW00P00X,2068, 1.5616809619741146e+03
REGION,ETFW00P00X,2069, 1.5471303611101041e+03
REGION,ETFW00P00X,2070, 1.5326709452102548e+03
REGION,ETCO00P00X,2015, 1.1161873684210529e-04
REGION,ETCO00P00X,2016, 1.2003778947368422e-04
REGION,ETCO00P00X,2017, 1.1268237508345896e-04
REGION,ETCO00P00X,2018, 1.0532696069323266e-04
REGION,ETCO00P00X,2019, 9.7971546303007485e-05
REGION,ETCO00P00X,2020, 9.06161319127819e-05
REGION,ETCO00P00X,2021, 1.1683762652305790e-04
REGION,ETCO00P00X,2022, 1.5063814046868004e-04
REGION,ETCO00P00X,2023, 1.9420254351470425e-04
REGION,ETCO00P00X,2024, 2.5034415551961823e-04
REGION,ETCO00P00X,2025, 0.000322684625320251
REGION,ETCO00P00X,2026, 4.1561408024677756e-04
REGION,ETCO00P00X,2027, 5.3526273651887269e-04
REGION,ETCO00P00X,2028, 6.8928515703488335e-04
REGION,ETCO00P00X,2029, 8.8751638880993182e-04
REGION,ETCO00P00X,2030, 1.1425978624580095e-03
REGION,ETCO00P00X,2031, 1.1893562621464635e-03
REGION,ETCO00P00X,2032, 1.2381567337785883e-03
REGION,ETCO00P00X,2033, 1.2890558891582621e-03
REGION,ETCO00P00X,2034, 1.3421218065911896e-03
REGION,ETCO00P00X,2035, 1.4137977438571808e-03
REGION,ETCO00P00X,2036, 1.4739256849836304e-03
REGION,ETCO00P00X,2037, 1.5364972220720005e-03
REGION,ETCO00P00X,2038, 1.6016301250729986e-03
REGION,ETCO00P00X,2039, 1.6694542488129352e-03
REGION,ETCO00P00X,2040, 1.7401015366179250e-03
REGION,ETCO00P00X,2041, 1.7390169519377920e-03
REGION,ETCO00P00X,2042, 1.7378687141281469e-03
REGION,ETCO00P00X,2043, 1.7366746576579772e-03
REGION,ETCO00P00X,2044, 1.7354525776625265e-03
REGION,ETCO00P00X,2045, 1.7342143535293564e-03
REGION,ETCO00P00X,2046, 1.7329515660865354e-03
REGION,ETCO00P00X,2047, 1.7316758576856090e-03
REGION,ETCO00P00X,2048, 1.7303865130526299e-03
REGION,ETCO00P00X,2049, 1.7290805332784405e-03
REGION,ETCO00P00X,2050, 1.7277539966248723e-03
REGION,ETCO00P00X,2051, 1.7263569884095355e-03
