r,l,t,m,y,RateOfActivity
REGION,S2D2,EGWA00000X,1,2029, 1.2203592281728526e+04
REGION,S3D1,EGWA00000X,1,2029, 1.9866459134591543e+04
REGION,S3D2,EGWA00000X,1,2029, 1.2220549638875344e+04
REGION,S4D1,EGWA00000X,1,2029, 12649.193783739
REGION,S4D2,EGWA00000X,1,2029, 9.0034814254849534e+03
REGION,S1D1,EGWA00000X,1,2030, 1.7743387859043989e+04
REGION,S1D2,EGWA00000X,1,2030, 1.1946665436998395e+04
REGION,S2D1,EGWA00000X,1,2030, 1.5714849067509715e+04
REGION,S2D2,EGWA00000X,1,2030, 1.2410867068955937e+04
REGION,S3D1,EGWA00000X,1,2030, 1.9441859429008895e+04
REGION,S3D2,EGWA00000X,1,2030, 1.2219867399030858e+04
REGION,S4D1,EGWA00000X,1,2030, 1.2101696164252004e+04
REGION,S4D2,EGWA00000X,1,2030, 9.5107882742865113e+03
REGION,S1D1,EGWA00000X,1,2031, 1.7921114445609091e+04
REGION,S1D2,EGWA00000X,1,2031, 1.3330021911313241e+04
REGION,S2D1,EGWA00000X,1,2031, 1.7350969940190829e+04
REGION,S2D2,EGWA00000X,1,2031, 1.1505293109662960e+04
REGION,S3D1,EGWA00000X,1,2031, 2.0576882579967238e+04
REGION,S3D2,EGWA00000X,1,2031, 1.3683635722127794e+04
REGION,S4D1,EGWA00000X,1,2031, 1.3287745873676899e+04
REGION,S4D2,EGWA00000X,1,2031, 1.2614553483847298e+04
REGION,S1D1,EGWA00000X,1,2032, 1.9795949658657177e+04
REGION,S1D2,EGWA00000X,1,2032, 1.3872324003245398e+04
REGION,S2D1,EGWA00000X,1,2032, 1.9155167466791863e+04
REGION,S2D2,EGWA00000X,1,2032, 1.4168967854007040e+04
REGION,S3D1,EGWA00000X,1,2032, 1.7106986886332375e+04
REGION,S3D2,EGWA00000X,1,2032, 1.4189393896246338e+04
REGION,S4D1,EGWA00000X,1,2032, 1.4735108501593766e+04
REGION,S4D2,EGWA00000X,1,2032, 1.0334530010359771e+04
REGION,S1D1,EGWA00000X,1,2033, 1.6924586915248536e+04
REGION,S1D2,EGWA00000X,1,2033, 1.4064602766434806e+04
REGION,S2D1,EGWA00000X,1,2033, 1.9941574082644111e+04
REGION,S2D2,EGWA00000X,1,2033, 1.3977548068761631e+04
REGION,S3D1,EGWA00000X,1,2033, 1.7630698600378288e+04
REGION,S3D2,EGWA00000X,1,2033, 1.4250738595748944e+04
REGION,S4D1,EGWA00000X,1,2033, 1.4725289115566220e+04
REGION,S4D2,EGWA00000X,1,2033, 1.1057371374070159e+04
REGION,S1D1,EGWA00000X,1,2034, 1.6229083873586591e+04
REGION,S1D2,EGWA00000X,1,2034, 14077.5731818155
REGION,S2D1,EGWA00000X,1,2034, 1.7135052001569788e+06
REGION,S2D2,EGWA00000X,1,2034, 1.4591760396547892e+04
REGION,S3D1,EGWA00000X,1,2034, 1.7816620317925772e+04
REGION,S3D2,EGWA00000X,1,2034, 1.4074926986231038e+04
REGION,S4D1,EGWA00000X,1,2034, 14954.9665640928
REGION,S4D2,EGWA00000X,1,2034, 1.0865060405313709e+04
REGION,S1D1,EGWA00000X,1,2035, 1.6191079800475869e+04
REGION,S1D2,EGWA00000X,1,2035, 1.3963694547911662e+04
REGION,S2D1,EGWA00000X,1,2035, 1.9302069896684610e+04
REGION,S2D2,EGWA00000X,1,2035, 1.4379201434706247e+04
REGION,S3D1,EGWA00000X,1,2035, 1.8281180572554225e+04
REGION,S3D2,EGWA00000X,1,2035, 1.4520571343533316e+04
REGION,S4D1,EGWA00000X,1,2035, 1.4013023370668305e+04
REGION,S4D2,EGWA00000X,1,2035, 1.0844589247161590e+04
REGION,S1D1,EGWA00000X,1,2036, 1.5726821455737478e+04
REGION,S1D2,EGWA00000X,1,2036, 1.3703614283129720e+04
REGION,S2D1,EGWA00000X,1,2036, 1.9096556426698182e+04
REGION,S2D2,EGWA00000X,1,2036, 1.3879576941528967e+04
REGION,S3D1,EGWA00000X,1,2036, 1.9135032001569788e+06
REGION,S3D2,EGWA00000X,1,2036, 1.3854842460624570e+04
REGION,S4D1,EGWA00000X,1,2036, 1.4588051605811550e+04
REGION,S4D2,EGWA00000X,1,2036, 1.0596553658643959e+04
REGION,S1D1,EGWA00000X,1,2037, 1.5300430225681786e+04
REGION,S1D2,EGWA00000X,1,2037, 1.3321227450249095e+04
REGION,S2D1,EGWA00000X,1,2037, 1.8341952372199263e+04
REGION,S2D2,EGWA00000X,1,2037, 1.3845811518344464e+04
REGION,S3D1,EGWA00000X,1,2037, 1.7248298532098263e+04
REGION,S3D2,EGWA00000X,1,2037, 1.3231641876865222e+04
REGION,S4D1,EGWA00000X,1,2037, 1.4233019579955893e+04
REGION,S4D2,EGWA00000X,1,2037, 1.0421847443347682e+04
REGION,S1D1,EGWA00000X,1,2038, 1.4529651273691765e+04
REGION,S1D2,EGWA00000X,1,2038, 1.3002670576780054e+04
REGION,S2D1,EGWA00000X,1,2038, 1.7480886698863236e+04
REGION,S2D2,EGWA00000X,1,2038, 1.3605814349531143e+04
REGION,S3D1,EGWA00000X,1,2038, 1.6505472432051203e+04
REGION,S3D2,EGWA00000X,1,2038, 1.3543107737204611e+04
REGION,S4D1,EGWA00000X,1,2038, 1.4008889680422937e+04
REGION,S4D2,EGWA00000X,1,2038, 9610.3269300614
REGION,S1D1,EGWA00000X,1,2039, 1.4072756967263591e+04
REGION,S1D2,EGWA00000X,1,2039, 1.2664005688318797e+04
REGION,S2D1,EGWA00000X,1,2039, 1.6579238272954193e+04
REGION,S2D2,EGWA00000X,1,2039, 1.1103562378526221e+04
REGION,S3D1,EGWA00000X,1,2039, 1.5639857690876903e+04
REGION,S3D2,EGWA00000X,1,2039, 1.3216265223545748e+04
REGION,S4D1,EGWA00000X,1,2039, 1.2748207907645177e+04
REGION,S4D2,EGWA00000X,1,2039, 1.2110317614254946e+04
REGION,S1D1,EGWA00000X,1,2040, 1.3972328291697488e+04
REGION,S1D2,EGWA00000X,1,2040, 1.2527207357621430e+04
REGION,S2D1,EGWA00000X,1,2040, 1.6059098241981612e+04
REGION,S2D2,EGWA00000X,1,2040, 1.3043993365640677e+04
REGION,S3D1,EGWA00000X,1,2040, 1.4910999712782266e+04
REGION,S3D2,EGWA00000X,1,2040, 1.2982471108605976e+04
REGION,S4D1,EGWA00000X,1,2040, 9.7426088516814616e+03
REGION,S4D2,EGWA00000X,1,2040, 1.1244701617074355e+04
REGION,S1D1,EGWA00000X,1,2041, 1.5650819451880869e+04
REGION,S1D2,EGWA00000X,1,2041, 1.4006117712149353e+04
REGION,S2D1,EGWA00000X,1,2041, 1.7260568975977028e+04
REGION,S2D2,EGWA00000X,1,2041, 1.4540718215949953e+04
REGION,S3D1,EGWA00000X,1,2041, 1.6233728170440578e+04
REGION,S3D2,EGWA00000X,1,2041, 1.4479764714410025e+04
REGION,S4D1,EGWA00000X,1,2041, 1.0571921316527751e+04
REGION,S4D2,EGWA00000X,1,2041, 1.2525616825788875e+04
REGION,S1D1,EGWA00000X,1,2042, 1.5379300626751216e+04
REGION,S1D2,EGWA00000X,1,2042, 1.4064873880019935e+04
REGION,S2D1,EGWA00000X,1,2042, 1.7528054264443414e+04
REGION,S2D2,EGWA00000X,1,2042, 1.4752604560706295e+04
REGION,S3D1,EGWA00000X,1,2042, 1.6375084105049902e+04
REGION,S3D2,EGWA00000X,1,2042, 1.4565274142041751e+04
REGION,S4D1,EGWA00000X,1,2042, 1.5038865717682991e+04
REGION,S4D2,EGWA00000X,1,2042, 1.0023537702502705e+04
REGION,S1D1,EGWA00000X,1,2043, 1.5726291383217227e+04
REGION,S1D2,EGWA00000X,1,2043, 1.3945653768454004e+04
REGION,S2D1,EGWA00000X,1,2043, 1.6927174631539972e+04
REGION,S2D2,EGWA00000X,1,2043, 1.4517183331257962e+04
REGION,S3D1,EGWA00000X,1,2043, 1.6022671143958161e+04
REGION,S3D2,EGWA00000X,1,2043, 1.4462902253199192e+04
REGION,S4D1,EGWA00000X,1,2043, 9867.99514340681
REGION,S4D2,EGWA00000X,1,2043, 1.2905046502936153e+04
REGION,S1D1,EGWA00000X,1,2044, 1.5578323279009235e+04
REGION,S1D2,EGWA00000X,1,2044, 1.3753951460189794e+04
REGION,S2D1,EGWA00000X,1,2044, 1.6382577464590131e+04
REGION,S2D2,EGWA00000X,1,2044, 1.4336726965578908e+04
REGION,S3D1,EGWA00000X,1,2044, 1.5992984432674692e+04
REGION,S3D2,EGWA00000X,1,2044, 1.4290246594751132e+04
REGION,S4D1,EGWA00000X,1,2044, 1.3917304969038056e+04
REGION,S4D2,EGWA00000X,1,2044, 1.0255915971830338e+04
REGION,S1D1,EGWA00000X,1,2045, 1.5810800751626324e+04
REGION,S1D2,EGWA00000X,1,2045, 1.3529315829728086e+04
REGION,S2D1,EGWA00000X,1,2045, 1.6248921594491898e+04
REGION,S2D2,EGWA00000X,1,2045, 1.4123102149918885e+04
REGION,S3D1,EGWA00000X,1,2045, 1.5896861759524196e+04
REGION,S3D2,EGWA00000X,1,2045, 1.4084538757420984e+04
REGION,S4D1,EGWA00000X,1,2045, 1.4610764247770487e+04
REGION,S4D2,EGWA00000X,1,2045, 9.3645803954377861e+03
REGION,S1D1,EGWA00000X,1,2046, 1.5080778935284767e+04
REGION,S1D2,EGWA00000X,1,2046, 1.3324699773025573e+04
REGION,S2D1,EGWA00000X,1,2046, 1.6011117934305348e+04
REGION,S2D2,EGWA00000X,1,2046, 1.3929095082182319e+04
REGION,S3D1,EGWA00000X,1,2046, 1.5854718575084415e+04
REGION,S3D2,EGWA00000X,1,2046, 1.3896381548590847e+04
REGION,S4D1,EGWA00000X,1,2046, 1.4738999687017540e+04
REGION,S4D2,EGWA00000X,1,2046, 9.5583215860023920e+03
REGION,S1D1,EGWA00000X,1,2047, 1.5746109533955134e+04
REGION,S1D2,EGWA00000X,1,2047, 1.3109041847289418e+04
REGION,S2D1,EGWA00000X,1,2047, 1.5871721200163109e+04
REGION,S2D2,EGWA00000X,1,2047, 1.3726550051426828e+04
REGION,S3D1,EGWA00000X,1,2047, 1.5760586470720082e+04
REGION,S3D2,EGWA00000X,1,2047, 1.3703683923988940e+04
REGION,S4D1,EGWA00000X,1,2047, 1.4712371890575958e+04
REGION,S4D2,EGWA00000X,1,2047, 8.9326708637170377e+03
REGION,S1D1,EGWA00000X,1,2048, 1.5584170435630564e+04
REGION,S1D2,EGWA00000X,1,2048, 1.3067587434238081e+04
REGION,S2D1,EGWA00000X,1,2048, 1.9120568523003614e+04
REGION,S2D2,EGWA00000X,1,2048, 1.3398094886712226e+04
REGION,S3D1,EGWA00000X,1,2048, 1.8158249658518340e+04
REGION,S3D2,EGWA00000X,1,2048, 1.2950861828488125e+04
REGION,S4D1,EGWA00000X,1,2048, 1.4043073728163627e+04
REGION,S4D2,EGWA00000X,1,2048, 9.4692459209583012e+03
REGION,S1D1,EGWA00000X,1,2049, 1.4814951361177344e+04
REGION,S1D2,EGWA00000X,1,2049, 1.2934894746345542e+04
REGION,S2D1,EGWA00000X,1,2049, 1.8436970113322182e+04
REGION,S2D2,EGWA00000X,1,2049, 1.3460908718945471e+04
REGION,S3D1,EGWA00000X,1,2049, 1.7466174301616775e+04
REGION,S3D2,EGWA00000X,1,2049, 1.3459318920586154e+04
REGION,S4D1,EGWA00000X,1,2049, 1.3860935702249026e+04
REGION,S4D2,EGWA00000X,1,2049, 8.8956670044735474e+03
REGION,S1D1,EGWA00000X,1,2050, 1.4264201837614466e+04
REGION,S1D2,EGWA00000X,1,2050, 1.2927948589894055e+04
REGION,S2D1,EGWA00000X,1,2050, 1.7976826666120382e+04
REGION,S2D2,EGWA00000X,1,2050, 1.3300223203852240e+04
REGION,S3D1,EGWA00000X,1,2050, 1.6988837531246070e+04
REGION,S3D2,EGWA00000X,1,2050, 1.3184664739605016e+04
REGION,S4D1,EGWA00000X,1,2050, 1.3871046055047140e+04
REGION,S4D2,EGWA00000X,1,2050, 8.8891418908077412e+03
REGION,S1D1,EGWA00000X,1,2051, 1.4346918171155490e+04
REGION,S1D2,EGWA00000X,1,2051, 1.0426347858562403e+04
REGION,S2D1,EGWA00000X,1,2051, 1.9004485933203767e+04
REGION,S2D2,EGWA00000X,1,2051, 1.3482120291901594e+04
REGION,S3D1,EGWA00000X,1,2051, 1.7065268253491362e+04
REGION,S3D2,EGWA00000X,1,2051, 1.2792883712463659e+04
REGION,S4D1,EGWA00000X,1,2051, 1.3957093192079659e+04
REGION,S4D2,EGWA00000X,1,2051, 1.2019574241842107e+04
REGION,S1D1,EGWA00000X,1,2052, 1.4494252951899891e+04
REGION,S1D2,EGWA00000X,1,2052, 1.2416510053579535e+04
REGION,S2D1,EGWA00000X,1,2052, 1.9325986407994278e+04
REGION,S2D2,EGWA00000X,1,2052, 1.3700384550731653e+04
REGION,S3D1,EGWA00000X,1,2052, 1.7291109631250856e+04
REGION,S3D2,EGWA00000X,1,2052, 1.3565950927172664e+04
REGION,S4D1,EGWA00000X,1,2052, 1.4072822449211644e+04
REGION,S4D2,EGWA00000X,1,2052, 9.3301834231390148e+03
REGION,S1D1,EGWA00000X,1,2053, 1.4554504058846249e+04
REGION,S1D2,EGWA00000X,1,2053, 1.2445696932653525e+04
REGION,S2D1,EGWA00000X,1,2053, 1.9322350915610619e+04
REGION,S2D2,EGWA00000X,1,2053, 1.3632227070547639e+04
REGION,S3D1,EGWA00000X,1,2053, 17548.3152158988
REGION,S3D2,EGWA00000X,1,2053, 1.3680327948687838e+04
REGION,S4D1,EGWA00000X,1,2053, 1.4132321763535716e+04
REGION,S4D2,EGWA00000X,1,2053, 9.3870676768454723e+03
REGION,S1D1,EGWA00000X,1,2054, 1.4589590654814145e+04
REGION,S1D2,EGWA00000X,1,2054, 1.2445175386113124e+04
REGION,S2D1,EGWA00000X,1,2054, 1.9020991843801537e+04
REGION,S2D2,EGWA00000X,1,2054, 1.3557310336237895e+04
REGION,S3D1,EGWA00000X,1,2054, 1.7673090317150192e+04
REGION,S3D2,EGWA00000X,1,2054, 1.3667760785532935e+04
REGION,S4D1,EGWA00000X,1,2054, 1.4132849994326260e+04
REGION,S4D2,EGWA00000X,1,2054, 9.3864769919791634e+03
REGION,S1D1,EGWA00000X,1,2055, 1.5107935205965969e+04
REGION,S1D2,EGWA00000X,1,2055, 1.0601358345220493e+04
REGION,S2D1,EGWA00000X,1,2055, 1.7672608517989371e+04
REGION,S2D2,EGWA00000X,1,2055, 1.3637025723413764e+04
REGION,S3D1,EGWA00000X,1,2055, 1.6640196879478335e+04
REGION,S3D2,EGWA00000X,1,2055, 1.3399823507084349e+04
REGION,S4D1,EGWA00000X,1,2055, 1.4547190301033213e+04
REGION,S4D2,EGWA00000X,1,2055, 1.1360571047454874e+04
REGION,S1D1,EGWA00000X,1,2056, 1.4767240021987902e+04
REGION,S1D2,EGWA00000X,1,2056, 1.3067177763763260e+04
REGION,S2D1,EGWA00000X,1,2056, 1.6931265693447986e+04
REGION,S2D2,EGWA00000X,1,2056, 1.4050662085433793e+04
REGION,S3D1,EGWA00000X,1,2056, 1.5617736731568833e+04
REGION,S3D2,EGWA00000X,1,2056, 1.2807173816842818e+04
REGION,S4D1,EGWA00000X,1,2056, 1.4848545097181013e+04
REGION,S4D2,EGWA00000X,1,2056, 9.2243164736759227e+03
REGION,S1D1,EGWA00000X,1,2057, 1.5274160189979184e+04
REGION,S1D2,EGWA00000X,1,2057, 1.3060631675431790e+04
REGION,S2D1,EGWA00000X,1,2057, 1.7098031868999620e+04
REGION,S2D2,EGWA00000X,1,2057, 1.3348168524586057e+04
REGION,S3D1,EGWA00000X,1,2057, 1.5795833679252899e+04
REGION,S3D2,EGWA00000X,1,2057, 1.3623635847849682e+04
REGION,S4D1,EGWA00000X,1,2057, 1.4628927223478155e+04
REGION,S4D2,EGWA00000X,1,2057, 9.5684386356400482e+03
REGION,S1D1,EGWA00000X,1,2058, 1.5397914313409145e+04
REGION,S1D2,EGWA00000X,1,2058, 13078.5900041893
REGION,S2D1,EGWA00000X,1,2058, 1.7223410605938188e+04
REGION,S2D2,EGWA00000X,1,2058, 1.4135012516411882e+04
REGION,S3D1,EGWA00000X,1,2058, 1.5921225027268261e+04
REGION,S3D2,EGWA00000X,1,2058, 1.3765293833644824e+04
REGION,S4D1,EGWA00000X,1,2058, 1.4935714850090655e+04
REGION,S4D2,EGWA00000X,1,2058, 8781.59863350897
REGION,S1D1,EGWA00000X,1,2059, 1.5969963643803865e+04
REGION,S1D2,EGWA00000X,1,2059, 1.3099454790357449e+04
REGION,S2D1,EGWA00000X,1,2059, 1.7337389934850344e+04
REGION,S2D2,EGWA00000X,1,2059, 1.4145791419690577e+04
REGION,S3D1,EGWA00000X,1,2059, 1.6109974070352597e+04
REGION,S3D2,EGWA00000X,1,2059, 1.3310998475217348e+04
REGION,S4D1,EGWA00000X,1,2059, 1.4869546283937501e+04
REGION,S4D2,EGWA00000X,1,2059, 9.3377790388645844e+03
REGION,S1D1,EGWA00000X,1,2060, 1.5961674439393555e+04
REGION,S1D2,EGWA00000X,1,2060, 1.3087165240701648e+04
REGION,S2D1,EGWA00000X,1,2060, 1.7297180790151735e+04
REGION,S2D2,EGWA00000X,1,2060, 1.4149833059898874e+04
REGION,S3D1,EGWA00000X,1,2060, 1.6035627076704446e+04
REGION,S3D2,EGWA00000X,1,2060, 1.3794013808239899e+04
REGION,S4D1,EGWA00000X,1,2060, 1.5072756247275405e+04
REGION,S4D2,EGWA00000X,1,2060, 8.6838565257645660e+03
REGION,S1D1,EGWA00000X,1,2061, 1.5904263525395761e+04
REGION,S1D2,EGWA00000X,1,2061, 1.3220702305965222e+04
REGION,S2D1,EGWA00000X,1,2061, 1.7276502138833126e+04
REGION,S2D2,EGWA00000X,1,2061, 1.4128493208635213e+04
REGION,S3D1,EGWA00000X,1,2061, 1.5974376304948437e+04
REGION,S3D2,EGWA00000X,1,2061, 1.3945495493517825e+04
REGION,S4D1,EGWA00000X,1,2061, 1.4291665674575725e+04
REGION,S4D2,EGWA00000X,1,2061, 8.6320605171265142e+03
REGION,S1D1,EGWA00000X,1,2062, 1.5652862249058935e+04
REGION,S1D2,EGWA00000X,1,2062, 1.2959126583350528e+04
REGION,S2D1,EGWA00000X,1,2062, 1.7268196788380192e+04
REGION,S2D2,EGWA00000X,1,2062, 1.4074718267115763e+04
REGION,S3D1,EGWA00000X,1,2062, 1.5942230662050397e+04
REGION,S3D2,EGWA00000X,1,2062, 1.3227729679436181e+04
REGION,S4D1,EGWA00000X,1,2062, 1.4734806335660485e+04
REGION,S4D2,EGWA00000X,1,2062, 9258.0910016443
REGION,S1D1,EGWA00000X,1,2063, 1.5839614202684570e+04
REGION,S1D2,EGWA00000X,1,2063, 1.0572432945193475e+04
REGION,S2D1,EGWA00000X,1,2063, 17289.3913225764
REGION,S2D2,EGWA00000X,1,2063, 1.4119288321595668e+04
REGION,S3D1,EGWA00000X,1,2063, 1.5936662323020017e+04
REGION,S3D2,EGWA00000X,1,2063, 1.3755451103417026e+04
REGION,S4D1,EGWA00000X,1,2063, 1.4154173325283495e+04
REGION,S4D2,EGWA00000X,1,2063, 1.1349988833157142e+04
REGION,S1D1,EGWA00000X,1,2064, 1.4860907397436309e+04
REGION,S1D2,EGWA00000X,1,2064, 1.3712801193508405e+04
REGION,S2D1,EGWA00000X,1,2064, 1.7298662613518027e+04
REGION,S2D2,EGWA00000X,1,2064, 1.3470218308171610e+04
REGION,S3D1,EGWA00000X,1,2064, 1.5915305779621447e+04
REGION,S3D2,EGWA00000X,1,2064, 1.3750571700339799e+04
REGION,S4D1,EGWA00000X,1,2064, 1.4107381075560770e+04
REGION,S4D2,EGWA00000X,1,2064, 9.4315933669570313e+03
