r,t,y,AnnualVariableOperatingCost
REGION,EGNGCCP02N,2028, 2.5612277759999988e-03
REGION,EGNGCCP02N,2029, 2.5612277759999992e-03
REGION,EGNGCCP02N,2030, 2.5612277759999992e-03
REGION,EGNGCCP02N,2031, 2.5612277759999992e-03
REGION,EGNGCCP02N,2032, 2.5612277759999992e-03
REGION,EGNGCCP02N,2033, 2.5612277759999992e-03
REGION,EGNGCCP02N,2034, 2.5612277759999992e-03
REGION,EGNGCCP02N,2035, 2.5612277759999992e-03
REGION,EGNGCCP02N,2036, 2.5612277759999992e-03
REGION,EGNGCCP02N,2037, 2.5612277759999992e-03
REGION,EGNGCCP02N,2038, 2.4103636696422596e-03
REGION,EGNGCCP02N,2039, 2.1018696088325548e-03
REGION,EGNGCCP02N,2040, 1.7786160005280115e-03
REGION,EGNGCCP02N,2041, 1.6626227635508030e-03
REGION,EGNGCCP02N,2042, 1.6516391281435829e-03
REGION,EGNGCCP02N,2043, 1.4777836471480776e-03
REGION,EGNGCCP02N,2044, 1.2780104966779095e-03
REGION,EGNGCCP02N,2045, 1.1174748908825056e-03
REGION,EGNGCCP02N,2046, 9.9321559263460478e-04
REGION,EGNGCCP02N,2047, 9.3824043750187025e-04
REGION,EGNGCCP02N,2048, 2.3603399999999993e-04
REGION,EGNGCCP02N,2049, 1.4443766402463787e-04
REGION,EGNGCCP02N,2050, 1.4443766402463787e-04
REGION,EGNGCCP02N,2051, 1.9170817225088298e-04
REGION,EGNGCCP02N,2052, 1.9170817225088298e-04
REGION,EGNGCCP02N,2053, 1.9170817225088295e-04
REGION,EGNGCCP02N,2054, 1.9170817225088298e-04
REGION,EGNGCCP02N,2055, 4.9935894949725164e-04
REGION,EGNGCCP02N,2056, 8.8402697551270251e-04
REGION,EGNGCCP02N,2057, 8.5755776224120072e-04
REGION,EGNGCCP02N,2058, 9.0149740130994309e-04
REGION,EGNGCCP02N,2059, 9.8560991277957624e-04
REGION,EGNGCCP02N,2060, 9.3770187137532865e-04
REGION,EGNGCCP02N,2061, 1.0376861826488443e-03
REGION,EGNGCCP02N,2062, 4.0270929565252526e-04
REGION,EGNGCCP02N,2063, 9.8114628395342567e-04
REGION,EGNGCCP02N,2064, 1.1533601802821592e-03
REGION,EGNGCCP02N,2065, 1.0239713913604072e-03
REGION,EGNGCCP02N,2066, 1.1207684843944740e-03
REGION,EGNGCCP02N,2067, 9.8114628395342546e-04
REGION,EGNGCCP02N,2068, 0.00106427789540009
REGION,EGNGCCP02N,2069, 1.0478801519771832e-03
REGION,EGNGCCP02N,2070, 8.5426042024788133e-04
REGION,EGNGCCP04N,2015, 6.6698640000000008e-05
REGION,EGNGCCP04N,2016, 2.0009592000000002e-04
REGION,EGNGCCP04N,2017, 4.0019184000000005e-04
REGION,EGNGCCP04N,2020, 1.7652297600000003e-04
REGION,EGNGCCP04N,2021, 1.2823498800000012e-03
REGION,EGNGCCP04N,2022, 1.6808057279999998e-03
REGION,EGNGCCP04N,2023, 1.6808057279999993e-03
REGION,EGNGCCP04N,2024, 1.6808057279999998e-03
REGION,EGNGCCP04N,2025, 1.6808057279999995e-03
REGION,EGNGCCP04N,2026, 1.6808057279999998e-03
REGION,EGNGCCP04N,2027, 1.6808057279999998e-03
REGION,EGNGCCP04N,2028, 1.6808057279999998e-03
REGION,EGNGCCP04N,2029, 1.6808057279999995e-03
REGION,EGNGCCP04N,2030, 1.6808057279999995e-03
REGION,EGNGCCP04N,2031, 1.6808057279999993e-03
REGION,EGNGCCP04N,2032, 1.6808057279999993e-03
REGION,EGNGCCP04N,2033, 1.6808057279999995e-03
REGION,EGNGCCP04N,2034, 1.6808057279999993e-03
REGION,EGNGCCP04N,2035, 1.6808057279999995e-03
REGION,EGNGCCP04N,2036, 1.6808057279999998e-03
REGION,EGNGCCP04N,2037, 1.6808057279999993e-03
REGION,EGNGCCP04N,2038, 1.6808057279999995e-03
REGION,EGNGCCP04N,2039, 1.6808057279999998e-03
REGION,EGNGCCP04N,2040, 1.6808057279999995e-03
REGION,EGNGCCP04N,2041, 1.6808057279999995e-03
REGION,EGNGCCP04N,2042, 1.6808057279999995e-03
REGION,EGNGCCP04N,2043, 1.6808057279999998e-03
REGION,EGNGCCP04N,2044, 1.6808057279999998e-03
REGION,EGNGCCP04N,2045, 1.6141070879999995e-03
REGION,EGNGCCP04N,2046, 1.4807098079999998e-03
REGION,EGNGCCP04N,2047, 1.2661520712161536e-03
REGION,EGNGCCP04N,2048, 4.6001137715950634e-04
REGION,EGNGCCP04N,2049, 5.8707629076265751e-04
REGION,EGNGCCP04N,2050, 4.9062512075718947e-04
REGION,EGNGCCP04N,2051, 3.6990579296021075e-04
REGION,EGNGCCP04N,2052, 4.6448181619849268e-04
REGION,EGNGCCP04N,2053, 4.4887373047700009e-04
REGION,EGNGCCP04N,2054, 0.000429810279547716
REGION,EGNGCCP04N,2055, 3.7244501677351487e-04
REGION,EGNGCCP04N,2056, 2.9243915621742747e-04
REGION,EGNGCCP04N,2057, 4.2363073833476695e-04
REGION,EGNGCCP04N,2058, 3.5825922898764307e-04
REGION,EGNGCCP04N,2059, 4.0154092933189262e-04
REGION,EGNGCCP04N,2060, 5.3295432438596653e-04
REGION,EGNGCCP04N,2061, 4.0154092933189262e-04
REGION,EGNGCCP04N,2062, 9.7829971873588436e-04
REGION,EGNGCCP04N,2063, 4.8842535956454547e-04
REGION,EGNGCCP04N,2064, 3.1585604902356222e-04
REGION,EGNGCCP04N,2065, 4.4150281701960781e-04
REGION,EGNGCCP04N,2066, 4.6818331728220788e-04
REGION,EGNGCCP04N,2067, 0.00047169625847413
REGION,EGNGCCP04N,2068, 4.5837861920586958e-04
REGION,EGNGCCP04N,2069, 2.6720723660995037e-04
REGION,EGNGCCP04N,2070, 4.0154092933189262e-04
REGION,EGNGCCC01N,2040, 9.4077369939202821e-05
REGION,EGNGCCC01N,2041, 9.4077369939202807e-05
REGION,EGNGCCC01N,2042, 9.4077369939202821e-05
REGION,EGNGCCC01N,2043, 9.4077369939202821e-05
REGION,EGNGCCC01N,2044, 9.4077369939202807e-05
REGION,EGNGCCC01N,2045, 9.4077369939202821e-05
REGION,EGNGCCC01N,2046, 1.5176674716357291e-04
REGION,EGNGCCC01N,2047, 1.5176674716357291e-04
REGION,EGNGCCC01N,2048, 5.0451040342771951e-04
REGION,EGNGCCC01N,2049, 5.0451040342771951e-04
REGION,EGNGCCC01N,2050, 5.0451040342771941e-04
REGION,EGNGCCC01N,2051, 5.0451040342771941e-04
REGION,EGNGCCC01N,2052, 5.0451040342771951e-04
REGION,EGNGCCC01N,2053, 5.0451040342771962e-04
REGION,EGNGCCC01N,2054, 5.0451040342771951e-04
REGION,EGNGCCC01N,2055, 5.0451040342771941e-04
REGION,EGNGCCC01N,2056, 4.3596068858657556e-04
REGION,EGNGCCC01N,2057, 5.0451040342771951e-04
REGION,EGNGCCC01N,2058, 5.0451040342771951e-04
REGION,EGNGCCC01N,2059, 4.9712535709173255e-04
REGION,EGNGCCC01N,2060, 5.0451040342771951e-04
REGION,EGNGCCC01N,2061, 5.0451040342771951e-04
REGION,EGNGCCC01N,2062, 5.0451040342771941e-04
REGION,EGNGCCC01N,2063, 5.0451040342771951e-04
REGION,EGNGCCC01N,2064, 5.0315251499040165e-04
REGION,EGNGCCC01N,2065, 5.0451040342771941e-04
REGION,EGNGCCC01N,2066, 5.0451040342771951e-04
REGION,EGNGCCC01N,2067, 5.0451040342771951e-04
REGION,EGNGCCC01N,2068, 5.0451040342771962e-04
REGION,EGNGCCC01N,2069, 5.0451040342771941e-04
REGION,EGNGCCC01N,2070, 0.000546879427234248
REGION,EGNGCCC02N,2040, 0.00026679456
REGION,EGNGCCC02N,2041, 0.00026679456
REGION,EGNGCCC02N,2042, 0.00026679456
REGION,EGNGCCC02N,2043, 4.7618476427865696e-04
REGION,EGNGCCC02N,2044, 7.2404212149592784e-04
REGION,EGNGCCC02N,2045, 1.0191377635357841e-03
REGION,EGNGCCC02N,2046, 1.4193296035357843e-03
REGION,EGNGCCC02N,2047, 1.8195214435357842e-03
REGION,EGNGCCC02N,2048, 2.2197132835357833e-03
REGION,EGNGCCC02N,2049, 2.2197132835357833e-03
REGION,EGNGCCC02N,2050, 2.2197132835357833e-03
REGION,EGNGCCC02N,2051, 2.2197132835357833e-03
REGION,EGNGCCC02N,2052, 2.2197132835357833e-03
REGION,EGNGCCC02N,2053, 2.2197132835357837e-03
REGION,EGNGCCC02N,2054, 2.2197132835357833e-03
REGION,EGNGCCC02N,2055, 2.2197132835357842e-03
REGION,EGNGCCC02N,2056, 2.2197132835357833e-03
REGION,EGNGCCC02N,2057, 2.2197132835357842e-03
REGION,EGNGCCC02N,2058, 2.2197132835357833e-03
REGION,EGNGCCC02N,2059, 2.2197132835357833e-03
REGION,EGNGCCC02N,2060, 2.2197132835357837e-03
REGION,EGNGCCC02N,2061, 2.2197132835357833e-03
REGION,EGNGCCC02N,2062, 2.2197132835357833e-03
REGION,EGNGCCC02N,2063, 2.2197132835357833e-03
REGION,EGNGCCC02N,2064, 2.2197132835357837e-03
REGION,EGNGCCC02N,2065, 2.2197132835357833e-03
REGION,EGNGCCC02N,2066, 2.2197132835357842e-03
REGION,EGNGCCC02N,2067, 2.2197132835357842e-03
REGION,EGNGCCC02N,2068, 2.2197132835357833e-03
REGION,EGNGCCC02N,2069, 2.2197132835357837e-03
REGION,EGNGCCC02N,2070, 2.4219731303093584e-03
REGION,EGNGCCC04N,2047, 4.3740216815454009e-05
REGION,EGNGCCC04N,2048, 9.5621499290477139e-05
REGION,EGNGCCC04N,2049, 9.5621499290477139e-05
REGION,EGNGCCC04N,2050, 9.5621499290477139e-05
REGION,EGNGCCC04N,2051, 9.5621499290477111e-05
REGION,EGNGCCC04N,2052, 9.5621499290477125e-05
REGION,EGNGCCC04N,2053, 9.5621499290477125e-05
REGION,EGNGCCC04N,2054, 9.5621499290477125e-05
REGION,EGNGCCC04N,2055, 9.5621499290477139e-05
REGION,EGNGCCC04N,2056, 9.5621499290477125e-05
REGION,EGNGCCC04N,2057, 9.5621499290477139e-05
REGION,EGNGCCC04N,2058, 9.5621499290477139e-05
REGION,EGNGCCC04N,2059, 9.5621499290477139e-05
REGION,EGNGCCC04N,2060, 9.5621499290477125e-05
REGION,EGNGCCC04N,2061, 9.5621499290477152e-05
REGION,EGNGCCC04N,2062, 9.5621499290477152e-05
REGION,EGNGCCC04N,2063, 9.5621499290477152e-05
REGION,EGNGCCC04N,2064, 9.5621499290477139e-05
REGION,EGNGCCC04N,2065, 9.2137594332900347e-05
REGION,EGNGCCC04N,2066, 9.5621499290477125e-05
REGION,EGNGCCC04N,2067, 9.5621499290477152e-05
REGION,EGNGCCC04N,2068, 9.5621499290477125e-05
REGION,EGNGCCC04N,2069, 9.5621499290477125e-05
REGION,EGNGCCC04N,2070, 9.5621499290477125e-05
REGION,EGNGGCP02O,2015, 1.1761465044959999e-04
REGION,EGNGGCP02O,2016, 0.0001176146504496
REGION,EGNGGCP02O,2017, 1.1761465044960001e-04
REGION,EGNGGCP02O,2018, 0.0001176146504496
REGION,EGNGGCP02O,2019, 0.0001176146504496
REGION,EGNGGCP02O,2020, 1.1761465044959999e-04
REGION,EGNGGCP02O,2021, 1.1173391792711998e-04
REGION,EGNGGCP02O,2022, 1.0585318540464001e-04
REGION,EGNGGCP02O,2023, 9.9972452882160007e-05
REGION,EGNGGCP02O,2024, 9.409172035968e-05
REGION,EGNGGCP02O,2025, 8.82109878372e-05
REGION,EGNGGCP02O,2026, 8.233025531472e-05
REGION,EGNGGCP02O,2027, 7.644952279224e-05
REGION,EGNGGCP02O,2028, 7.056879026976e-05
REGION,EGNGGCP02O,2029, 6.468805774728e-05
REGION,EGNGGCP02O,2030, 5.8807325224800007e-05
REGION,EGNGGCP02O,2031, 5.292659270232e-05
REGION,EGNGGCP02O,2032, 4.704586017984e-05
REGION,EGNGGCP02O,2033, 4.116512765736e-05
REGION,EGNGGCP02O,2034, 3.528439513488e-05
REGION,EGNGGCP02O,2035, 2.94036626124e-05
REGION,EGNGGCP02O,2036, 2.352293008992e-05
REGION,EGNGGCP02O,2037, 1.764219756744e-05
REGION,EGNGGCP02O,2038, 1.176146504496e-05
REGION,EGNGGCP02O,2039, 5.8807325224800105e-06
REGION,EGNGGCP04O,2015, 0.000612463066548768
REGION,EGNGGCP04O,2016, 0.000612463066548768
REGION,EGNGGCP04O,2017, 0.000612463066548768
REGION,EGNGGCP04O,2018, 0.000612463066548768
REGION,EGNGGCP04O,2019, 0.000612463066548768
REGION,EGNGGCP04O,2020, 0.000612463066548768
REGION,EGNGGCP04O,2021, 0.00058183991322133
REGION,EGNGGCP04O,2022, 0.000551216759893891
REGION,EGNGGCP04O,2023, 5.2059360656645307e-04
REGION,EGNGGCP04O,2024, 4.8997045323901506e-04
REGION,EGNGGCP04O,2025, 4.5934729991157607e-04
REGION,EGNGGCP04O,2026, 0.000428724146584138
REGION,EGNGGCP04O,2027, 0.000398100993256699
REGION,EGNGGCP04O,2028, 0.000367477839929261
REGION,EGNGGCP04O,2029, 0.000336854686601822
REGION,EGNGGCP04O,2030, 3.0623153327438403e-04
REGION,EGNGGCP04O,2031, 0.000275608379946946
REGION,EGNGGCP04O,2032, 2.4498522661950704e-04
REGION,EGNGGCP04O,2033, 2.1436207329206903e-04
REGION,EGNGGCP04O,2034, 0.00018373891996463
REGION,EGNGGCP04O,2035, 0.000153115766637192
REGION,EGNGGCP04O,2036, 1.2249261330975404e-04
REGION,EGNGGCP04O,2037, 9.18694599823152e-05
REGION,EGNGGCP04O,2038, 6.12463066548768e-05
REGION,EGNGGCP04O,2039, 3.06231533274384e-05
REGION,EGNGGCP04N,2040, 7.0950314000517146e-05
REGION,EGNGGCP04N,2041, 1.9907220641504949e-05
REGION,EGNGGCP04N,2042, 5.6573025819452427e-05
REGION,EGNGGCP04N,2056, 3.8491054853994917e-05
REGION,EGNGGCP04N,2057, 3.8491054853994917e-05
REGION,EGNGGCP04N,2058, 3.8491054853994917e-05
REGION,EGNGGCP04N,2059, 4.0676648389822005e-05
REGION,EGNGGCP04N,2060, 3.7272243911016613e-05
REGION,EGNGGCP04N,2061, 3.8491054853994917e-05
REGION,EGNGGCP04N,2062, 4.0942617437756842e-05
REGION,EGNGGCP04N,2063, 4.1354604337940711e-05
REGION,EGNGGCP04N,2064, 4.0949406311819162e-05
REGION,EGNGGCP04N,2065, 4.0921740160511437e-05
REGION,EGNGGCP04N,2066, 4.0921740160511430e-05
REGION,EGNGGCP04N,2067, 4.0302429366966611e-05
REGION,EGNGGCP04N,2068, 4.0921740160511430e-05
REGION,EGNGGCP04N,2069, 4.0921740160511430e-05
REGION,EGNGGCP04N,2070, 4.1639972649664260e-05
REGION,EGHFGCP01O,2015, 3.379918104e-05
REGION,EGHFGCP01O,2016, 3.379918104e-05
REGION,EGHFGCP01O,2017, 2.572236e-05
REGION,EGHFGCP01O,2018, 6.759836208e-06
REGION,EGHFGCP01O,2019, 6.759836208e-06
REGION,EGHFGCP01O,2020, 6.7598362079999984e-06
REGION,EGHFGCP01O,2021, 6.4218443976e-06
REGION,EGHFGCP01O,2022, 6.0838525872000010e-06
REGION,EGHFGCP01O,2023, 5.7458607768e-06
REGION,EGHFGCP01O,2024, 5.4078689664000009e-06
REGION,EGHFGCP01O,2025, 5.069877156e-06
REGION,EGHFGCP01O,2026, 4.7318853456e-06
REGION,EGHFGCP01O,2027, 4.3938935352000009e-06
REGION,EGHFGCP01O,2028, 4.0559017248e-06
REGION,EGHFGCP01O,2029, 3.7179099144000005e-06
REGION,EGHFGCP01O,2030, 3.3799181039999996e-06
REGION,EGHFGCP01O,2031, 3.0419262936e-06
REGION,EGHFGCP01O,2032, 2.7039344832e-06
REGION,EGHFGCP01O,2033, 2.3659426728e-06
REGION,EGHFGCP01O,2034, 2.0279508624e-06
REGION,EGHFGCP01O,2035, 1.689959052e-06
REGION,EGHFGCP01O,2036, 1.3519672416e-06
REGION,EGHFGCP01O,2037, 1.0139754312e-06
REGION,EGHFGCP01O,2038, 6.7598362080000012e-07
REGION,EGHFGCP01O,2039, 3.379918104e-07
REGION,EGHFGCP02O,2015, 2.9191298399999997e-05
REGION,EGHFGCP02O,2016, 6.1315056000000005e-06
REGION,EGHFGCP02O,2017, 5.8382596800000008e-06
REGION,EGHFGCP02O,2018, 5.8382596800000008e-06
REGION,EGHFGCP02O,2019, 5.8382596800000008e-06
REGION,EGHFGCP02O,2020, 5.8382596800000008e-06
REGION,EGHFGCP02O,2021, 5.5463466959999989e-06
REGION,EGHFGCP02O,2022, 5.254433712e-06
REGION,EGHFGCP02O,2023, 4.962520728e-06
REGION,EGHFGCP02O,2024, 4.670607744e-06
REGION,EGHFGCP02O,2025, 4.37869476e-06
REGION,EGHFGCP02O,2026, 4.086781776e-06
REGION,EGHFGCP02O,2027, 3.7948687920000006e-06
REGION,EGHFGCP02O,2028, 3.5029558080000004e-06
REGION,EGHFGCP02O,2029, 3.2110428239999997e-06
REGION,EGHFGCP02O,2030, 2.9191298399999995e-06
REGION,EGHFGCP02O,2031, 2.6272168559999993e-06
REGION,EGHFGCP02O,2032, 2.335303872e-06
REGION,EGHFGCP02O,2033, 2.0433908879999998e-06
REGION,EGHFGCP02O,2034, 1.751477904e-06
REGION,EGHFGCP02O,2035, 1.4595649200000002e-06
REGION,EGHFGCP02O,2036, 1.167651936e-06
REGION,EGHFGCP02O,2037, 8.75738952e-07
REGION,EGHFGCP02O,2038, 5.83825968e-07
REGION,EGHFGCP02O,2039, 2.9191298400000106e-07
REGION,EGHFGCP04O,2015, 1.8489668073063171e-04
REGION,EGHFGCP04O,2016, 4.8842060231520005e-05
REGION,EGHFGCP04O,2017, 4.8842060231520005e-05
REGION,EGHFGCP04O,2018, 4.8842060231520005e-05
REGION,EGHFGCP04O,2019, 4.8842060231520012e-05
REGION,EGHFGCP04O,2020, 4.8842060231520012e-05
REGION,EGHFGCP04O,2021, 4.6399957219944e-05
REGION,EGHFGCP04O,2022, 4.3957854208368e-05
REGION,EGHFGCP04O,2023, 4.1515751196792004e-05
REGION,EGHFGCP04O,2024, 3.9073648185216e-05
REGION,EGHFGCP04O,2025, 3.6631545173640006e-05
REGION,EGHFGCP04O,2026, 3.4189442162064e-05
REGION,EGHFGCP04O,2027, 3.1747339150488e-05
REGION,EGHFGCP04O,2028, 2.9305236138912004e-05
REGION,EGHFGCP04O,2029, 2.6863133127336002e-05
REGION,EGHFGCP04O,2030, 2.4421030115760003e-05
REGION,EGHFGCP04O,2031, 2.1978927104184003e-05
REGION,EGHFGCP04O,2032, 1.9536824092608e-05
REGION,EGHFGCP04O,2033, 1.7094721081032e-05
REGION,EGHFGCP04O,2034, 1.4652618069455999e-05
REGION,EGHFGCP04O,2035, 1.2210515057880001e-05
REGION,EGHFGCP04O,2036, 9.768412046304e-06
REGION,EGHFGCP04O,2037, 7.3263090347280011e-06
REGION,EGHFGCP04O,2038, 4.884206023152e-06
REGION,EGHFGCP04O,2039, 2.442103011576e-06
REGION,EGHFGCP01N,2016, 2.5544159999999996e-04
REGION,EGHFGCP01N,2017, 1.8110910582055072e-04
REGION,EGHFGCP02N,2015, 0.0002554416
REGION,EGHFGCP02N,2016, 4.6214245317715328e-05
REGION,EGHFGCP02N,2017, 1.5997596764338591e-05
REGION,EGHYDMS03X,2015, 4.0325083200000005e-04
REGION,EGHYDMS03X,2016, 4.0325083200000005e-04
REGION,EGHYDMS03X,2017, 0.000403250832
REGION,EGHYDMS03X,2018, 4.0325083200000005e-04
REGION,EGHYDMS03X,2019, 4.0325083200000005e-04
REGION,EGHYDMS03X,2020, 4.0325083200000005e-04
REGION,EGHYDMS03X,2021, 4.0325083200000005e-04
REGION,EGHYDMS03X,2022, 4.0325083200000005e-04
REGION,EGHYDMS03X,2023, 4.7814883200000005e-04
REGION,EGHYDMS03X,2024, 4.7814883200000005e-04
REGION,EGHYDMS03X,2025, 4.7814883200000005e-04
REGION,EGHYDMS03X,2026, 4.7814883199999995e-04
REGION,EGHYDMS03X,2027, 4.7814883200000005e-04
REGION,EGHYDMS03X,2028, 4.7814883200000005e-04
REGION,EGHYDMS03X,2029, 4.7814883200000005e-04
REGION,EGHYDMS03X,2030, 4.7814883200000005e-04
REGION,EGHYDMS03X,2031, 5.5304683200000011e-04
REGION,EGHYDMS03X,2032, 5.5304683200000022e-04
REGION,EGHYDMS03X,2033, 5.5304683200000022e-04
REGION,EGHYDMS03X,2034, 5.5304683200000022e-04
REGION,EGHYDMS03X,2035, 5.5304683200000022e-04
REGION,EGHYDMS03X,2036, 5.5304683200000022e-04
REGION,EGHYDMS03X,2037, 5.5304683200000022e-04
REGION,EGHYDMS03X,2038, 5.5304683200000022e-04
REGION,EGHYDMS03X,2039, 5.5304683200000011e-04
REGION,EGHYDMS03X,2040, 5.5304683200000011e-04
REGION,EGHYDMS03X,2041, 6.2794483200000011e-04
REGION,EGHYDMS03X,2042, 0.000627944832
REGION,EGHYDMS03X,2043, 6.2794483200000011e-04
REGION,EGHYDMS03X,2044, 0.000627944832
REGION,EGHYDMS03X,2045, 0.000627944832
REGION,EGHYDMS03X,2046, 0.000627944832
REGION,EGHYDMS03X,2047, 0.000627944832
REGION,EGHYDMS03X,2048, 0.000627944832
REGION,EGHYDMS03X,2049, 0.000627944832
REGION,EGHYDMS03X,2050, 0.000627944832
REGION,EGHYDMS03X,2051, 0.000627944832
REGION,EGHYDMS03X,2052, 0.000627944832
REGION,EGHYDMS03X,2053, 0.000627944832
REGION,EGHYDMS03X,2054, 0.000627944832
REGION,EGHYDMS03X,2055, 0.000627944832
REGION,EGHYDMS03X,2056, 0.000627944832
REGION,EGHYDMS03X,2057, 0.000627944832
REGION,EGHYDMS03X,2058, 0.000627944832
REGION,EGHYDMS03X,2059, 0.000627944832
REGION,EGHYDMS03X,2060, 0.000627944832
REGION,EGHYDMS03X,2061, 0.000627944832
REGION,EGHYDMS03X,2062, 0.000627944832
REGION,EGHYDMS03X,2063, 0.000627944832
REGION,EGHYDMS03X,2064, 0.000627944832
REGION,EGHYDMS03X,2065, 0.000627944832
REGION,EGHYDMS03X,2066, 0.000627944832
REGION,EGHYDMS03X,2067, 0.000627944832
REGION,EGHYDMS03X,2068, 0.000627944832
REGION,EGHYDMS03X,2069, 0.000627944832
REGION,EGHYDMS03X,2070, 0.000627944832
REGION,EGHYDMS02X,2015, 2.242146528e-05
REGION,EGHYDMS02X,2016, 2.2421465279999998e-05
REGION,EGHYDMS02X,2017, 2.2421465279999998e-05
REGION,EGHYDMS02X,2018, 2.721493728e-05
REGION,EGHYDMS02X,2019, 2.721493728e-05
REGION,EGHYDMS02X,2020, 2.7214937280000002e-05
REGION,EGHYDMS02X,2021, 2.721493728e-05
REGION,EGHYDMS02X,2022, 2.721493728e-05
REGION,EGHYDMS02X,2023, 6.4663937279999992e-05
REGION,EGHYDMS02X,2024, 6.4663937279999992e-05
REGION,EGHYDMS02X,2025, 6.4663937279999992e-05
REGION,EGHYDMS02X,2026, 6.4663937279999992e-05
REGION,EGHYDMS02X,2027, 6.4663937279999992e-05
REGION,EGHYDMS02X,2028, 6.4663937279999992e-05
REGION,EGHYDMS02X,2029, 6.4663937279999992e-05
REGION,EGHYDMS02X,2030, 6.4663937279999992e-05
REGION,EGHYDMS02X,2031, 0.00010211293728
REGION,EGHYDMS02X,2032, 0.00013956193728
REGION,EGHYDMS02X,2033, 0.00013956193728
REGION,EGHYDMS02X,2034, 0.00013956193728
REGION,EGHYDMS02X,2035, 0.00013956193728
REGION,EGHYDMS02X,2036, 0.00013956193728
REGION,EGHYDMS02X,2037, 1.3956193728000002e-04
REGION,EGHYDMS02X,2038, 0.00013956193728
REGION,EGHYDMS02X,2039, 0.00013956193728
REGION,EGHYDMS02X,2040, 0.00013956193728
REGION,EGHYDMS02X,2041, 0.00017701093728
REGION,EGHYDMS02X,2042, 0.00017701093728
REGION,EGHYDMS02X,2043, 0.00017701093728
REGION,EGHYDMS02X,2044, 0.00017701093728
REGION,EGHYDMS02X,2045, 0.00017701093728
REGION,EGHYDMS02X,2046, 0.00017701093728
REGION,EGHYDMS02X,2047, 0.00017701093728
REGION,EGHYDMS02X,2048, 0.00017701093728
REGION,EGHYDMS02X,2049, 0.00017701093728
REGION,EGHYDMS02X,2050, 0.00017701093728
REGION,EGHYDMS02X,2051, 1.7701093728000002e-04
REGION,EGHYDMS02X,2052, 0.00017701093728
REGION,EGHYDMS02X,2053, 0.00017701093728
REGION,EGHYDMS02X,2054, 0.00017701093728
REGION,EGHYDMS02X,2055, 0.00017701093728
REGION,EGHYDMS02X,2056, 1.7701093728000002e-04
REGION,EGHYDMS02X,2057, 0.00017701093728
REGION,EGHYDMS02X,2058, 0.00017701093728
REGION,EGHYDMS02X,2059, 0.00017701093728
REGION,EGHYDMS02X,2060, 0.00017701093728
REGION,EGHYDMS02X,2061, 0.00017701093728
REGION,EGHYDMS02X,2062, 0.00017701093728
REGION,EGHYDMS02X,2063, 0.00017701093728
REGION,EGHYDMS02X,2064, 0.00017701093728
REGION,EGHYDMS02X,2065, 0.00017701093728
REGION,EGHYDMS02X,2066, 0.00017701093728
REGION,EGHYDMS02X,2067, 0.00017701093728
REGION,EGHYDMS02X,2068, 0.00017701093728
REGION,EGHYDMS02X,2069, 0.00017701093728
REGION,EGHYDMS02X,2070, 0.00017701093728
REGION,EGHYDMS01X,2015, 6.3072000000000063e-08
REGION,EGHYDMS01X,2016, 6.3072000000000063e-08
REGION,EGHYDMS01X,2017, 6.3072000000000063e-08
REGION,EGHYDMS01X,2018, 6.3072000000000063e-08
REGION,EGHYDMS01X,2019, 6.3072000000000063e-08
REGION,EGHYDMS01X,2020, 6.3072000000000063e-08
REGION,EGHYDMS01X,2021, 6.3072000000000063e-08
REGION,EGHYDMS01X,2022, 6.3072000000000063e-08
REGION,EGHYDMS01X,2023, 6.3072000000000063e-08
REGION,EGHYDMS01X,2024, 6.3072e-08
REGION,EGHYDMS01X,2025, 6.3072000000000063e-08
REGION,EGHYDMS01X,2026, 6.3072000000000063e-08
REGION,EGHYDMS01X,2027, 6.3072000000000063e-08
REGION,EGHYDMS01X,2028, 6.3072000000000063e-08
REGION,EGHYDMS01X,2029, 6.3072000000000063e-08
REGION,EGHYDMS01X,2030, 6.3072000000000063e-08
REGION,EGHYDMS01X,2031, 6.3072000000000063e-08
REGION,EGHYDMS01X,2032, 6.3072000000000063e-08
REGION,EGHYDMS01X,2033, 6.3072000000000063e-08
REGION,EGHYDMS01X,2034, 6.3072000000000063e-08
REGION,EGHYDMS01X,2035, 6.3072000000000063e-08
REGION,EGHYDMS01X,2036, 6.3072000000000063e-08
REGION,EGHYDMS01X,2037, 6.3072000000000063e-08
REGION,EGHYDMS01X,2038, 6.3072000000000063e-08
REGION,EGHYDMS01X,2039, 6.3072e-08
REGION,EGHYDMS01X,2040, 6.3072e-08
REGION,EGHYDMS01X,2041, 6.3072e-08
REGION,EGHYDMS01X,2042, 6.3072e-08
REGION,EGHYDMS01X,2043, 6.3072e-08
REGION,EGHYDMS01X,2044, 6.3072e-08
REGION,EGHYDMS01X,2045, 6.3072e-08
REGION,EGHYDMS01X,2046, 6.3072e-08
REGION,EGHYDMS01X,2047, 6.3072e-08
REGION,EGHYDMS01X,2048, 6.3072e-08
REGION,EGHYDMS01X,2049, 6.3072e-08
REGION,EGHYDMS01X,2050, 6.3072000000000010e-08
REGION,EGHYDMS01X,2051, 6.3072000000000010e-08
REGION,EGHYDMS01X,2052, 6.3072e-08
REGION,EGHYDMS01X,2053, 6.3072e-08
REGION,EGHYDMS01X,2054, 6.3072e-08
REGION,EGHYDMS01X,2055, 6.3072e-08
REGION,EGHYDMS01X,2056, 6.3072e-08
