,y,Aswan 1 FPV,Aswan 2 FPV,High Aswan Dam FPV
0,2034.0,0.0,0.0,0.3
1,2035.0,0.0,0.0,0.6
2,2036.0,0.28,0.27,0.8999999999999999
3,2037.0,0.28,0.27,1.2
4,2038.0,0.28,0.27,1.5
5,2039.0,0.28,0.27,1.7999999999999998
6,2040.0,0.28,0.27,2.0999999999999996
7,2041.0,0.28,0.27,2.0999999999999996
8,2042.0,0.28,0.27,2.0999999999999996
9,2043.0,0.28,0.27,2.0999999999999996
10,2044.0,0.28,0.27,2.0999999999999996
11,2045.0,0.28,0.27,2.0999999999999996
12,2046.0,0.28,0.27,2.0999999999999996
13,2047.0,0.28,0.27,2.0999999999999996
14,2048.0,0.28,0.27,2.0999999999999996
15,2049.0,0.28,0.27,2.0999999999999996
16,2050.0,0.28,0.27,2.0999999999999996
17,2051.0,0.28,0.27,2.0999999999999996
18,2052.0,0.28,0.27,2.0999999999999996
19,2053.0,0.28,0.27,2.0999999999999996
20,2054.0,0.28,0.27,2.0999999999999996
21,2055.0,0.28,0.27,2.0999999999999996
22,2056.0,0.28,0.27,2.0999999999999996
23,2057.0,0.28,0.27,2.0999999999999996
24,2058.0,0.28,0.27,2.0999999999999996
25,2059.0,0.28,0.27,2.100000000000028
26,2060.0,0.28,0.27,2.1000000000000307
27,2061.0,0.28000000000000025,0.27000000000000024,2.1000000000000285
28,2062.0,0.28000000000000025,0.27000000000000024,2.1000000000000334
29,2063.0,0.28000000000000025,0.27000000000000024,2.100000000000038
30,2064.0,0.28000000000000025,0.27000000000000024,2.1000000000000427
31,2065.0,0.28000000000000025,0.27000000000000024,2.1000000000000436
32,2066.0,0.28000000000000025,0.27000000000000024,2.1000000000000436
33,2067.0,0.28000000000000025,0.27000000000000024,2.1000000000000436
34,2068.0,0.28000000000000025,0.27000000000000024,2.1000000000000436
35,2069.0,0.28000000000000025,0.27000000000000024,2.1000000000000436
36,2070.0,0.28000000000000025,0.27000000000000024,2.1000000000000436
