,y,Biomass extraction/production/refining
0,2015.0,96.7853
1,2016.0,100.5261
2,2017.0,98.1766
3,2018.0,95.7253
4,2019.0,93.3536
5,2020.0,90.982
6,2021.0,99.7249
7,2022.0,106.42
8,2023.0,112.6068
9,2024.0,118.7343
10,2025.0,120.2057
11,2026.0,126.2162
12,2027.0,132.1692
13,2028.0,138.065
14,2029.0,143.9043
15,2030.0,193.7639
16,2031.0,220.5554
17,2032.0,247.3469
18,2033.0,274.1383
19,2034.0,300.9298
20,2035.0,327.7212
21,2036.0,355.4321
22,2037.0,383.1431
23,2038.0,410.854
24,2039.0,438.5649
25,2040.0,466.2758
26,2041.0,486.2442
27,2042.0,506.2125
28,2043.0,521.5983
29,2044.0,532.4015
30,2045.0,543.2046
31,2046.0,554.0078
32,2047.0,564.811
33,2048.0,575.6142
34,2049.0,586.4174
35,2050.0,597.2206
36,2051.0,617.4213
37,2052.0,637.8803
38,2053.0,654.021
39,2054.0,665.8495
40,2055.0,677.9548
41,2056.0,684.254
42,2057.0,696.9325
43,2058.0,709.9076
44,2059.0,723.1864
45,2060.0,736.7759
46,2061.0,748.2477
47,2062.0,762.0321
48,2063.0,776.5981
49,2064.0,791.505
50,2065.0,806.7606
51,2066.0,822.3733
52,2067.0,838.3513
53,2068.0,854.7031
54,2069.0,871.4376
55,2070.0,888.5637
