,y,CSP (without storage),CSP (with storage),Solar PV (utility),Solar PV (roof top),Solar PV with storage,Solar FPV
0,2015.0,0.0,0.0,0.010175,0.0,0.0,0.0
1,2016.0,0.0,0.0,0.040175,0.0,0.0,0.0
2,2017.0,0.0,0.0,0.040175,0.0,0.0,0.0
3,2018.0,0.0,0.0,0.090175,0.0,0.0,0.0
4,2019.0,0.0,0.0,0.090175,0.0,0.0,0.0
5,2020.0,0.0,0.0,0.19017499999999998,0.0,0.0,0.0
6,2021.0,0.4,0.4,0.44016625,0.1,0.10000000000000003,0.0
7,2022.0,0.4,0.4,0.6901575,0.15000000000000002,0.15000000000000002,0.0
8,2023.0,0.4,0.4,0.69014875,0.15000000000000002,0.15000000000000002,0.0
9,2024.0,0.4,0.4,0.69014,0.15000000000000002,0.15000000000000002,0.0
10,2025.0,0.4,0.4,0.69013125,0.15000000000000002,0.15000000000000002,0.0
11,2026.0,0.4,0.4,0.6901225,0.15000000000000002,0.15000000000000002,0.0
12,2027.0,0.4,0.4,0.69011375,0.15000000000000002,0.15000000000000002,0.0
13,2028.0,0.4,0.4,0.940105,0.15000000000000002,0.15000000000000002,0.0
14,2029.0,0.4,0.4,1.19009625,0.15000000000000002,0.15000000000000002,0.0
15,2030.0,0.4,0.4,1.4400875,0.15000000000000002,0.15000000000000002,0.0
16,2031.0,0.4,0.4,1.94007875,0.6000000000000023,0.3209323700171116,0.0
17,2032.0,0.4,0.4,2.44007,0.6500000000000036,0.6500000000000039,0.0
18,2033.0,0.4,0.4,2.94006125,0.7000000000000044,0.7000000000000048,0.0
19,2034.0,0.4,0.4,3.4400525,0.7500000000000051,0.7500000000000059,0.3
20,2035.0,0.4,0.4,3.94004375,0.8000000000000063,0.800000000000007,0.6
21,2036.0,0.4,0.4,4.440035,0.8500000000000066,0.8500000000000081,1.45
22,2037.0,0.4,0.4,4.94002625,0.9000000000000088,0.9000000000000096,1.75
23,2038.0,0.4,0.4,5.4400175,0.9500000000000102,0.9500000000000105,2.05
24,2039.0,0.4,0.4,5.94000875,1.0,1.0000000000000122,2.3499999999999996
25,2040.0,0.4,0.4,6.43000875,1.05,1.049999999999999,2.6499999999999995
26,2041.0,0.4,0.4,7.15000875,1.1,1.1000000000000154,2.6499999999999995
27,2042.0,0.4,0.4,7.90000875,1.1499999999999997,1.1500000000000157,2.6499999999999995
28,2043.0,0.4,0.4,8.60000875,1.1999999999999997,1.2000000000000137,2.6499999999999995
29,2044.0,0.4,0.4,9.35000875,1.25,1.2500000000000173,2.6499999999999995
30,2045.0,0.4,0.4,10.0,1.3,1.3000000000000167,2.6499999999999995
31,2046.0,0.0,0.0,10.5,1.3500000000000185,1.3500000000000179,2.6499999999999995
32,2047.0,0.0,0.0,11.0,1.4000000000000228,1.4000000000000186,2.6499999999999995
33,2048.0,1.5,0.0,11.75,1.450000000000022,1.4500000000000215,2.6499999999999995
34,2049.0,2.5551853823937174,0.0,12.5,1.5000000000000249,1.500000000000024,2.6499999999999995
35,2050.0,4.055185382393717,0.0,13.25,1.5500000000000262,1.5500000000000282,2.6499999999999995
36,2051.0,4.055185382393717,0.0,14.0,1.6000000000000245,1.6000000000000207,2.6499999999999995
37,2052.0,4.055185382393717,0.0,14.75,1.6500000000000257,1.650000000000028,2.6499999999999995
38,2053.0,4.055185382393717,0.0,15.25,1.7000000000000262,1.7000000000000226,2.6499999999999995
39,2054.0,5.346227481675025,0.0,15.75,1.7500000000000275,1.7500000000000235,2.6499999999999995
40,2055.0,5.429330295739665,0.0,16.25,1.8000000000000285,1.8000000000000296,2.6499999999999995
41,2056.0,5.429330295739665,0.0,16.5,1.850000000000029,1.850000000000027,2.6499999999999995
42,2057.0,5.679339448376886,0.0,16.75,1.9000000000000303,1.9000000000000294,2.6499999999999995
43,2058.0,6.639163396111831,0.0,17.0,1.950000000000031,1.9500000000000293,2.6499999999999995
44,2059.0,7.748103331033378,0.0,17.25,2.000000000000032,2.000000000000029,2.650000000000028
45,2060.0,8.20000000000008,1.25017154943926,17.5,2.0500000000000345,2.050000000000031,2.6500000000000306
46,2061.0,8.400000000000084,2.32092547354542,18.0,2.1000000000000334,2.1000000000000316,2.6500000000000288
47,2062.0,8.600000000000001,3.4118820886206036,18.5,2.150000000000034,2.1500000000000323,2.650000000000034
48,2063.0,8.8,4.5620168155742995,19.0,2.2000000000000335,2.2000000000000313,2.6500000000000385
49,2064.0,9.0,5.801302740119589,19.5,2.250000000000032,2.2500000000000306,2.650000000000043
50,2065.0,9.2,7.130696162541059,20.0,2.3000000000000327,2.300000000000031,2.650000000000044
51,2066.0,9.399999999999999,8.907490837839392,20.25,2.3500000000000325,2.350000000000032,2.650000000000044
52,2067.0,9.600000000000074,9.600000000000117,20.5,2.400000000000033,2.4000000000000297,2.650000000000044
53,2068.0,9.8,9.800000000000122,20.75,2.450000000000033,2.4500000000000286,2.650000000000044
54,2069.0,10.0000000000001,10.00000000000012,21.0,2.5000000000000338,2.500000000000032,2.650000000000044
55,2070.0,10.200000000000072,10.200000000000134,21.25,2.550000000000039,2.5500000000000353,2.650000000000044
