,y,Biomass extraction/production/refining
8,2023.0,46.148
9,2024.0,46.148
10,2025.0,46.148
11,2026.0,46.148
12,2027.0,46.148
13,2028.0,46.148
14,2029.0,46.148
15,2030.0,46.148
16,2031.0,50.5551
17,2032.0,54.9623
18,2033.0,59.3694
19,2034.0,63.7766
20,2035.0,68.1838
21,2036.0,72.5909
22,2037.0,76.9981
23,2038.0,81.4052
24,2039.0,85.8124
25,2040.0,90.2195
26,2041.0,90.2195
27,2042.0,90.2195
28,2043.0,90.2195
29,2044.0,90.2195
30,2045.0,90.2195
31,2046.0,90.2195
32,2047.0,90.2195
33,2048.0,90.2195
34,2049.0,90.2195
35,2050.0,90.2195
36,2051.0,92.8638
37,2052.0,95.5875
38,2053.0,98.3928
39,2054.0,101.2823
40,2055.0,104.2585
41,2056.0,107.3239
42,2057.0,110.4814
43,2058.0,113.7335
44,2059.0,117.0832
45,2060.0,120.5334
46,2061.0,124.0871
47,2062.0,127.7475
48,2063.0,131.5176
49,2064.0,135.4008
50,2065.0,139.4006
51,2066.0,143.5203
52,2067.0,147.7636
53,2068.0,152.1342
54,2069.0,156.6359
55,2070.0,161.2727
