,y,CSP (without storage),CSP (with storage),Solar PV (utility),Solar PV (roof top),Solar PV with storage,Solar FPV
8,2023.0,0.0,0.0,3.9387,0.0,0.0,0.0
9,2024.0,0.0,0.0,5.6072,0.0,0.0,0.0
10,2025.0,0.0,0.0,7.2757,0.0,0.0,0.0
11,2026.0,0.0,0.0,8.9442,0.0,0.0,0.0
12,2027.0,0.0,0.0,10.6127,0.0,0.0,0.0
13,2028.0,0.0,0.0,12.2812,0.0,0.0,2.1004
14,2029.0,0.0,0.0,13.9497,0.0,0.0,4.2008
15,2030.0,0.0,0.0,15.6182,1.6686,0.0,6.3012
16,2031.0,0.0,0.0,18.9552,4.0045,0.0,12.2592
17,2032.0,0.0,0.0,22.2923,4.3382,4.9139,14.3596
18,2033.0,0.0,0.0,25.6293,4.6719,6.8795,16.46
19,2034.0,0.0,0.0,28.9664,5.0057,7.3709,18.5604
20,2035.0,0.0,0.0,32.3034,5.3394,7.8623,18.5604
21,2036.0,0.0,0.0,35.6405,5.6731,8.3536,18.5604
22,2037.0,0.0,0.0,38.9775,6.0068,8.845,18.5604
23,2038.0,0.0,0.0,42.3146,6.3405,9.3364,18.5604
24,2039.0,0.0,0.0,45.6516,6.6742,9.8278,18.5604
25,2040.0,0.0,0.0,48.922,7.0079,10.3192,18.5604
26,2041.0,0.0,0.0,53.7274,7.3416,10.8106,18.5604
27,2042.0,0.0,0.0,58.7331,7.6753,11.302,18.5604
28,2043.0,0.0,0.0,63.405,8.0091,11.7934,18.5604
29,2044.0,0.0,0.0,68.4107,8.3428,12.2848,18.5604
30,2045.0,0.0,0.0,73.4164,8.6765,12.7762,18.5604
31,2046.0,0.0,0.0,78.422,9.0102,13.2675,18.5604
32,2047.0,0.0,0.0,81.7591,9.3439,13.7589,18.5604
33,2048.0,0.0,0.0,85.0962,9.6776,14.2503,18.5604
34,2049.0,0.0,0.0,88.4333,10.0113,14.7417,18.5604
35,2050.0,0.0,0.0,91.7704,10.345,15.2331,18.5604
36,2051.0,0.0,0.0,95.1076,10.6787,15.7245,18.5604
37,2052.0,0.0,0.0,98.4447,11.0125,16.2159,18.5604
38,2053.0,0.0,0.0,101.7818,11.3462,16.7073,18.5604
39,2054.0,0.0,0.0,105.1189,11.6799,17.1987,18.5604
40,2055.0,0.0,0.0,108.456,12.0136,17.6901,18.5604
41,2056.0,0.0,0.0,110.1245,12.3473,18.1815,18.5604
42,2057.0,0.0,0.0,111.7931,12.681,18.6728,18.5604
43,2058.0,0.0,0.0,113.4616,13.0147,19.1642,18.5604
44,2059.0,0.0,0.0,115.1302,13.3484,19.6556,18.5604
45,2060.0,0.0,0.0,116.7987,13.6821,20.147,18.5604
46,2061.0,0.0,0.0,120.1359,14.0158,20.6384,18.5604
47,2062.0,0.0,0.0,123.473,14.3496,21.1298,18.5604
48,2063.0,0.0,0.0,126.8101,14.6833,21.6212,18.5604
49,2064.0,23.3665,0.0,130.1472,15.017,22.1126,18.5604
50,2065.0,49.3294,0.0,133.4843,15.3507,22.604,18.5604
51,2066.0,75.2922,0.0,135.1528,15.6844,23.0954,18.5604
52,2067.0,101.255,0.0,136.8214,16.0181,23.5868,18.5604
53,2068.0,127.2179,0.0,138.4899,16.3518,24.0781,18.5604
54,2069.0,129.8141,0.0,140.1585,16.6855,24.5695,18.5604
55,2070.0,132.4104,32.6642,141.827,17.0192,25.0609,18.5604
