,y,Aswan 1 FPV,Aswan 2 FPV,High Aswan Dam FPV
0,2028.0,0.0,0.0,0.3
1,2029.0,0.0,0.0,0.3
2,2030.0,0.0,0.0,0.3
3,2031.0,0.28,0.27,0.3
4,2032.0,0.0,0.0,0.3
5,2033.0,0.0,0.0,0.3
6,2034.0,0.0,0.0,0.3000000000000045
7,2053.0,0.0,0.0,0.3000000000000214
8,2054.0,0.0,0.0,0.3000000000000013
9,2055.0,0.0,0.0,0.300000000000001
10,2056.0,0.28,0.27,0.3000000000000033
11,2057.0,0.0,0.0,0.2999999999999992
12,2058.0,0.0,0.0,0.29999999999999954
13,2059.0,0.0,0.0,0.29999999999997434
