,y,CSP (without storage),CSP (with storage),Solar PV (utility),Solar PV (roof top),Solar PV with storage,Solar FPV
4,2023.0,0.0,0.0,0.25,0.0,0.0,0.0
5,2024.0,0.0,0.0,0.25,0.0,0.0,0.0
6,2025.0,0.0,0.0,0.25,0.0,0.0,0.0
7,2026.0,0.0,0.0,0.25,0.0,0.0,0.0
8,2027.0,0.0,0.0,0.25,0.0,0.0,0.0
9,2028.0,0.0,0.0,0.25,0.0,0.0,0.3
10,2029.0,0.0,0.0,0.25,0.0,0.0,0.3
11,2030.0,0.0,0.0,0.25,0.25,0.0,0.3
12,2031.0,0.0,0.0,0.5,0.35000000000000236,0.0,0.8500000000000001
13,2032.0,0.0,0.0,0.5,0.05000000000000109,0.5,0.3
14,2033.0,0.0,0.0,0.5,0.05000000000000088,0.19999999999999996,0.3
15,2034.0,0.0,0.0,0.5,0.050000000000000704,0.05000000000000655,0.3000000000000045
16,2035.0,0.0,0.0,0.5,0.05000000000000114,0.050000000000000676,0.0
17,2036.0,0.0,0.0,0.5,0.05000000000000166,0.05000000000000094,0.0
18,2037.0,0.0,0.0,0.5,0.05000000000000236,0.050000000000001474,0.0
19,2038.0,0.0,0.0,0.5,0.050000000000001314,0.05000000000000094,0.0
20,2039.0,0.0,0.0,0.5,0.050000000000000655,0.050000000000001245,0.0
21,2040.0,0.0,0.0,0.5,0.050000000000000544,0.050000000000000065,0.0
22,2041.0,0.0,0.0,0.75,0.05000000000000121,0.050000000000003604,0.0
23,2042.0,0.0,0.0,0.75,0.050000000000000266,0.049999999999999815,0.0
24,2043.0,0.0,0.0,0.75,0.05000000000000138,0.05000000000000116,0.0
25,2044.0,0.0,0.0,0.75,0.04999999999999982,0.05000000000000062,0.0
26,2045.0,0.0,0.0,0.75,0.050000000000003375,0.05000000000000313,0.0
27,2046.0,0.0,0.0,0.75,0.04999999999999982,0.04999999999999893,0.0
28,2047.0,0.0,0.0,0.75,0.05000000000000426,0.050000000000002716,0.0
29,2048.0,0.0,0.0,0.75,0.049999999999977174,0.049999999999978055,0.0
30,2049.0,0.0,0.0,0.75,0.05000000000002458,0.05000000000002384,0.0
31,2050.0,0.0,0.0,0.75,0.3000000000000015,0.050000000000004007,0.0
32,2051.0,0.0,0.0,0.75,0.4000000000000006,0.04999999999999805,0.0
33,2052.0,0.0,0.0,0.75,0.10000000000000253,0.5500000000000015,0.0
34,2053.0,0.0,0.0,0.75,0.10000000000000075,0.24999999999999878,0.3000000000000214
35,2054.0,0.0,0.0,0.75,0.1000000000000022,0.10000000000000853,0.3000000000000013
36,2055.0,0.0,0.0,0.75,0.10000000000000275,0.09999999999999964,0.300000000000001
37,2056.0,0.0,0.0,0.75,0.10000000000000187,0.10000000000000098,0.8500000000000034
38,2057.0,0.0,0.0,0.75,0.10000000000000353,0.10000000000000298,0.2999999999999992
39,2058.0,0.0,0.0,0.75,0.10000000000000187,0.10000000000000231,0.29999999999999954
40,2059.0,0.0,0.0,0.75,0.10000000000000187,0.10000000000000275,0.29999999999997434
41,2060.0,0.0,0.0,0.75,0.10000000000000275,0.10000000000000053,0.0
42,2061.0,0.0,0.0,1.0,0.10000000000000053,0.10000000000000286,0.0
43,2062.0,0.0,0.0,1.0,0.10000000000000142,0.09999999999999964,0.0
44,2063.0,0.0,0.0,1.0,0.10000000000000009,0.10000000000000098,0.0
45,2064.0,1.8000000000000007,0.0,1.0,0.09999999999999842,0.10000000000000053,0.0
46,2065.0,2.0,0.0,1.0,0.10000000000000409,0.10000000000000453,0.0
47,2066.0,2.0,0.0,1.0,0.10000000000000009,0.09999999999999576,0.0
48,2067.0,2.0,0.0,1.0,0.10000000000000486,0.10000000000000364,0.0
49,2068.0,2.0,0.0,1.0,0.09999999999997655,0.09999999999997655,0.0
50,2069.0,0.20000000000009877,0.0,1.0,0.10000000000002496,0.10000000000002718,0.0
51,2070.0,0.1999999999999993,2.0,1.0,0.35000000000000675,0.10000000000000764,0.0
