,y,Egypt - Turkey Historic and Planned NG trade link,Israel - Egypt Planned NG trade link,Natural gas exports (Liquification terminal),Natural gas imports (LNG),Natural gas extraction
1,2016.0,-390.1669,0.0,-711.0205,0.0,2638.8792
2,2017.0,-390.1669,0.0,-711.0205,0.0,2686.5999
3,2018.0,-390.1669,0.0,-711.0205,0.0,2745.8125
4,2019.0,-780.3338,0.0,-711.0205,0.0,3183.8373
5,2020.0,-780.3338,0.0,-711.0205,0.0,3212.9524
6,2021.0,-780.3338,0.0,-711.0205,0.0,3246.1947
7,2022.0,-780.3338,0.0,-711.0205,0.0,3282.6075
8,2023.0,-780.3338,0.0,-711.0205,0.0,3312.8254
9,2024.0,-780.3338,0.0,-711.0205,0.0,3415.9022
10,2025.0,-780.3338,0.0,-711.0205,0.0,3468.2117
11,2026.0,-780.3338,0.0,-711.0205,0.0,3359.3655
12,2027.0,-780.3338,0.0,-711.0205,0.0,3399.5029
13,2028.0,-780.3338,0.0,-711.0205,0.0,3421.4951
14,2029.0,-780.3338,0.0,-711.0205,0.0,3456.3125
15,2030.0,-780.3338,0.0,-711.0205,0.0,3466.2723
16,2031.0,-780.3338,0.0,-711.0205,0.0,3532.4133
17,2032.0,-780.3338,0.0,-711.0205,0.0,3599.4238
18,2033.0,-780.3338,0.0,-711.0205,0.0,3664.2196
19,2034.0,-780.3338,0.0,-711.0205,0.0,3684.5006
20,2035.0,-780.3338,0.0,-711.0205,0.0,3718.8177
21,2036.0,0.0,0.0,-711.0205,0.0,2966.9314
22,2037.0,0.0,227.2817,-711.0205,0.0,2776.5307
23,2038.0,0.0,227.2817,-711.0205,0.0,2811.8952
24,2039.0,0.0,227.2817,-711.0205,0.0,2833.6515
25,2040.0,0.0,227.2817,-0.0,0.0,2044.2416
26,2041.0,0.0,227.2817,-0.0,1013.6961,1100.4929
27,2042.0,0.0,227.2817,-0.0,2170.9954,0.0
28,2043.0,0.0,227.2817,-0.0,2235.9115,0.0
29,2044.0,0.0,227.2817,-0.0,2293.1868,0.0
30,2045.0,0.0,227.2817,-0.0,2350.6088,0.0
31,2046.0,0.0,227.2817,-0.0,2441.4225,0.0
32,2047.0,0.0,227.2817,-0.0,2534.6642,0.0
33,2048.0,0.0,227.2817,-0.0,2569.4686,0.0
34,2049.0,0.0,227.2817,-0.0,2649.8337,0.0
35,2050.0,0.0,227.2817,-0.0,2724.1004,0.0
36,2051.0,0.0,227.2817,-0.0,2804.3579,0.0
37,2052.0,0.0,227.2817,-0.0,2888.2925,0.0
38,2053.0,0.0,227.2817,-0.0,2976.1915,0.0
39,2054.0,0.0,227.2817,-0.0,3071.7012,0.0
40,2055.0,0.0,227.2817,-0.0,3311.8125,0.0
41,2056.0,0.0,227.2817,-0.0,3502.6904,0.0
42,2057.0,0.0,227.2817,-0.0,3568.0472,0.0
43,2058.0,0.0,227.2817,-0.0,3653.6672,0.0
44,2059.0,0.0,227.2817,-0.0,3723.9056,0.0
45,2060.0,0.0,227.2817,-0.0,3798.854,0.0
46,2061.0,0.0,227.2817,-0.0,3916.283,0.0
47,2062.0,0.0,227.2817,-0.0,4038.2618,0.0
48,2063.0,0.0,227.2817,-0.0,4169.5896,0.0
49,2064.0,0.0,227.2817,-0.0,4300.6127,0.0
50,2065.0,0.0,227.2817,-0.0,4433.6367,0.0
51,2066.0,0.0,227.2817,-0.0,4556.8511,0.0
52,2067.0,0.0,227.2817,-0.0,4687.6254,0.0
53,2068.0,0.0,227.2817,-0.0,4820.9023,0.0
54,2069.0,0.0,227.2817,-0.0,4963.5147,0.0
55,2070.0,0.0,227.2817,-0.0,5114.8421,0.0
