,y,CO2
0,2015,231.6446
1,2016,231.19639999999998
2,2017,233.34390000000002
3,2018,235.08880000000002
4,2019,234.36540000000002
5,2020,235.7298
6,2021,229.41870000000003
7,2022,238.4243
8,2023,249.5371
9,2024,255.1859
10,2025,311.8541
11,2026,327.9343
12,2027,333.78740000000005
13,2028,339.7032
14,2029,306.0477
15,2030,311.7805
16,2031,319.33169999999996
17,2032,327.2204
18,2033,334.726
19,2034,343.3412
20,2035,348.762
21,2036,359.9406
22,2037,371.1383
23,2038,382.3016
24,2039,393.1923
25,2040,393.05559999999997
26,2041,403.47999999999996
27,2042,383.8385
28,2043,394.0561
29,2044,401.6144
30,2045,409.1756
31,2046,416.9041
32,2047,426.9501
33,2048,453.6297
34,2049,463.31019999999995
35,2050,472.0317
36,2051,480.3175
37,2052,488.781
38,2053,497.55440000000004
39,2054,506.5658
40,2055,506.88039999999995
41,2056,508.59229999999997
42,2057,522.8347
43,2058,536.9927
44,2059,550.5915
45,2060,564.5797
46,2061,574.1718999999999
47,2062,584.8239
48,2063,595.8992
49,2064,606.6902
50,2065,614.8552000000001
51,2066,622.2608
52,2067,630.6524000000001
53,2068,641.8871
54,2069,654.0261999999999
55,2070,664.2215
