,y,Coal,Oil,Gas,Hydro,Nuclear,Solar CSP,Solar PV,Wind,Geothermal,Biomass,Coal Production,Crude Oil production,Crude oil Refinery,Natural gas extraction,Uranium extraction,Transmission & Distribution,Backstop,Biofuel and Biomass production,Biomass exports,Coal exports,Crude oil exports,HFO exports,LFO exports
0,2015.0,0.0,790.86,4934.32,5323.27,0.0,0.0,0.0,0.01,0.0,440.32,0.16,105.01,64.28,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2016.0,0.0,248.76,5060.65,5323.27,0.0,0.0,0.0,0.01,0.0,586.13,0.15,99.57,61.75,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2017.0,0.0,244.09,5250.13,5323.27,0.0,0.0,0.0,0.01,0.0,586.13,0.2,94.05,60.64,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2018.0,0.0,240.03,4889.02,5383.21,0.0,0.0,0.0,0.02,0.0,586.13,0.2,97.53,61.23,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2019.0,0.0,240.03,4891.27,5383.21,0.0,0.0,0.0,0.02,0.0,586.13,0.22,96.46,60.34,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2020.0,0.0,240.03,5615.09,5383.21,0.0,0.0,0.01,0.02,0.0,586.13,0.23,95.4,59.45,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2021.0,0.0,228.03,4576.41,5383.21,0.0,0.32,0.03,0.02,0.0,730.45,0.23,95.13,59.54,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2022.0,0.0,216.02,5029.99,5383.21,0.0,0.48,0.05,0.02,0.0,874.76,0.23,94.82,59.63,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2023.0,0.0,204.03,5428.15,6787.97,0.0,0.48,0.05,0.03,0.0,960.75,0.22,94.59,59.72,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2024.0,0.0,192.03,5493.21,6787.97,0.0,0.48,0.05,0.03,0.0,1046.75,0.22,94.37,59.81,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2025.0,1895.01,180.02,4949.92,6787.97,0.0,0.48,0.05,0.03,0.0,1022.66,2.72,94.16,59.9,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2026.0,0.0,168.02,5252.37,6787.97,0.0,0.48,0.05,0.04,0.0,1108.65,0.22,93.97,59.98,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2027.0,0.0,156.01,5111.24,6787.97,0.0,0.48,0.05,0.04,0.0,1194.64,0.16,91.59,58.21,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2028.0,0.0,144.0,4983.5,6787.97,0.0,0.48,0.06,0.04,0.0,1280.63,0.15,82.34,50.58,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2029.0,0.0,132.01,4913.88,6787.97,0.0,0.48,0.07,0.05,0.0,1366.62,0.15,73.1,42.94,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2030.0,0.0,120.0,4844.16,6787.97,0.0,0.48,0.08,0.05,0.0,1452.61,0.15,63.86,35.31,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2031.0,0.0,108.0,4720.68,8192.72,0.0,0.48,0.13,0.06,0.0,1430.59,0.13,20.82,0.0,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2032.0,0.0,96.0,4679.75,8660.97,0.0,0.48,0.17,0.06,0.0,1408.58,0.11,17.2,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2033.0,0.0,84.0,4703.08,8660.97,0.0,0.48,0.2,0.07,0.0,1386.56,0.1,0.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2034.0,52.39,72.0,4694.1,8660.97,0.0,0.48,0.23,0.08,0.0,1364.55,0.15,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2035.0,212.15,60.0,4480.6,8660.97,0.0,0.48,0.25,0.08,0.0,1342.53,0.32,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2036.0,345.05,48.0,4115.65,8660.97,0.0,0.48,0.28,0.09,0.0,1342.53,0.28,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2037.0,278.05,36.0,3736.69,8660.97,0.0,0.48,0.31,0.1,0.0,1342.53,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2038.0,222.92,24.0,3394.9,8660.97,0.0,0.48,0.33,0.1,0.0,1342.53,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2039.0,206.55,12.0,2984.19,8660.97,0.0,0.48,0.35,0.11,0.0,1342.53,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2040.0,0.0,0.0,2912.3,8660.97,0.0,0.48,0.38,0.11,0.0,1342.53,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2041.0,100.61,0.0,2670.94,10065.72,0.0,0.48,0.42,0.12,0.0,1450.54,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2042.0,0.0,0.0,2759.75,10065.72,0.01,0.48,0.46,0.13,0.0,1558.54,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2043.0,81.68,0.0,2461.2,10065.72,0.01,0.48,0.5,0.15,0.0,1612.55,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2044.0,28.8,0.0,2326.42,10065.72,0.01,0.48,0.53,0.18,0.0,1612.55,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2045.0,32.15,0.0,2149.02,10065.72,0.01,0.48,0.57,0.2,0.0,1612.55,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2046.0,13.34,0.0,2022.27,10065.72,0.01,0.16,0.59,0.21,0.0,1612.55,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2047.0,0.0,0.0,1881.83,10065.72,0.01,0.0,0.62,0.22,0.0,1612.55,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2048.0,1006.97,0.0,1235.49,10065.72,0.01,0.53,0.65,0.24,0.0,1612.55,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,2049.0,752.01,0.0,1251.32,10065.72,0.01,0.87,0.68,0.25,0.0,1612.55,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2050.0,605.92,0.0,1187.5,10065.72,0.01,1.4,0.73,0.28,0.0,1612.55,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,2051.0,688.38,0.0,1173.11,10065.72,0.01,1.4,0.77,0.3,0.0,1720.55,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2052.0,718.03,0.0,1165.44,10065.72,0.01,1.4,0.8,0.32,0.0,1828.56,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2053.0,730.77,0.0,1153.87,10065.72,0.01,1.54,0.83,0.33,0.0,1882.57,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,2054.0,717.13,0.0,1139.74,10065.72,0.01,1.89,0.85,0.35,0.0,1882.57,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2055.0,379.72,0.0,1325.25,10065.72,0.01,1.89,0.88,0.37,0.0,1882.57,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,2056.0,0.0,0.0,1712.81,10065.72,0.01,1.89,0.9,0.38,0.0,1736.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2057.0,0.0,0.0,1841.24,10065.72,0.01,2.01,0.91,0.39,0.0,1736.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,2058.0,0.0,0.0,1932.15,10065.72,0.01,2.31,0.92,0.41,0.0,1736.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,2059.0,0.0,0.0,2028.09,10065.72,0.01,2.62,0.96,0.42,0.0,1736.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,2060.0,0.0,0.0,2007.77,10065.72,0.01,3.36,0.97,0.43,0.0,1736.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,2061.0,0.0,0.0,2013.47,10065.72,0.01,3.9,0.99,0.46,0.0,1678.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2062.0,0.0,0.0,2019.56,10065.72,0.01,4.46,1.02,0.48,0.0,1620.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,2063.0,0.0,0.0,2020.02,10065.72,0.01,5.05,1.04,0.5,0.0,1620.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,2064.0,0.0,0.0,2017.46,10065.72,0.01,5.67,1.07,0.52,0.0,1620.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,2065.0,0.0,0.0,2015.43,10065.72,0.01,6.33,1.09,0.54,0.0,1620.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,2066.0,0.0,0.0,2028.62,10065.72,0.01,7.19,1.11,0.56,0.0,1620.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,2067.0,436.17,0.0,2017.47,10065.72,0.01,7.66,1.12,0.58,0.0,1620.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,2068.0,1610.25,0.0,1979.48,10065.72,0.01,7.82,1.13,0.59,0.0,1620.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,2069.0,2848.63,0.0,1936.91,10065.72,0.01,7.98,1.17,0.59,0.0,1620.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2070.0,3419.64,0.0,1939.5,10065.72,0.01,8.13,1.18,0.6,0.0,1620.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
