,y,Biomass extraction/production/refining
0,2015.0,96.7853
1,2016.0,100.5261
2,2017.0,98.1766
3,2018.0,95.7253
4,2019.0,93.3536
5,2020.0,90.982
6,2021.0,99.7249
7,2022.0,108.4073
8,2023.0,114.5941
9,2024.0,120.7216
10,2025.0,122.193
11,2026.0,128.2036
12,2027.0,134.1565
13,2028.0,140.0524
14,2029.0,145.8917
15,2030.0,195.7513
16,2031.0,222.5427
17,2032.0,249.3342
18,2033.0,276.1256
19,2034.0,302.9171
20,2035.0,329.7085
21,2036.0,357.4195
22,2037.0,385.1304
23,2038.0,412.8413
24,2039.0,440.5522
25,2040.0,468.2632
26,2041.0,488.2315
27,2042.0,508.1998
28,2043.0,523.5856
29,2044.0,534.3888
30,2045.0,545.192
31,2046.0,555.9952
32,2047.0,566.7983
33,2048.0,577.6015
34,2049.0,588.4047
35,2050.0,599.2079
36,2051.0,619.4086
37,2052.0,639.8676
38,2053.0,656.0083
39,2054.0,667.8368
40,2055.0,679.9422
41,2056.0,686.2413
42,2057.0,698.9198
43,2058.0,711.895
44,2059.0,725.1738
45,2060.0,738.7633
46,2061.0,750.235
47,2062.0,762.0321
48,2063.0,776.5981
49,2064.0,791.505
50,2065.0,806.7606
51,2066.0,822.3733
52,2067.0,838.3513
53,2068.0,854.7031
54,2069.0,871.4376
55,2070.0,888.5637
