,y,CO2
0,2015,235.65640000000002
1,2016,236.28629999999998
2,2017,233.7255
3,2018,235.27489999999997
4,2019,239.7335
5,2020,213.20379999999997
6,2021,224.8981
7,2022,227.0827
8,2023,218.12310000000002
9,2024,215.92849999999999
10,2025,255.41469999999998
11,2026,255.11430000000001
12,2027,257.0558
13,2028,259.68469999999996
14,2029,224.93589999999998
15,2030,227.9232
16,2031,214.3768
17,2032,201.7617
18,2033,189.4378
19,2034,177.79289999999997
20,2035,165.94910000000002
21,2036,159.0765
22,2037,158.1255
23,2038,154.0559
24,2039,151.15300000000002
25,2040,139.7397
26,2041,132.93489999999997
27,2042,126.25099999999999
28,2043,119.62890000000002
29,2044,113.0942
30,2045,108.00139999999999
31,2046,104.22130000000001
32,2047,100.36899999999999
33,2048,96.27619999999999
34,2049,93.2811
35,2050,91.8833
36,2051,85.78569999999999
37,2052,82.695
38,2053,79.95360000000001
39,2054,76.9622
40,2055,72.8704
41,2056,70.1026
42,2057,68.5237
43,2058,66.5989
44,2059,63.9647
45,2060,61.9403
46,2061,60.149499999999996
47,2062,58.469100000000005
48,2063,57.1005
49,2064,56.136500000000005
50,2065,55.194700000000005
51,2066,51.4986
52,2067,48.986999999999995
53,2068,48.520999999999994
54,2069,47.65449999999999
55,2070,45.2983
