,y,Coal,Oil,Gas,Hydro,Nuclear,Solar CSP,Solar PV,Solar FPV,Wind,Biomass,Geothermal
20,2035.0,6.0,3.8709999999999996,32.499,19.158,0.0,0.8,11.318999999999999,0.6,6.112,1.368,3.238
21,2036.0,6.611,3.67,31.140000000000004,19.158,0.0,0.8,13.314,1.45,6.574999999999999,1.368,3.488
22,2037.0,8.345,3.472,29.781,19.158,0.0,0.8,16.211,1.75,7.04,1.368,3.609
23,2038.0,9.707,3.271,28.381,19.728,0.471,0.8,19.591,2.05,7.503,1.368,3.6599999999999997
24,2039.0,11.108,3.0759999999999996,26.981,19.728,0.971,0.8,22.346,2.35,7.968,1.368,3.9099999999999997
25,2040.0,11.108,1.527,24.936999999999998,19.728,1.471,0.8,25.546,2.65,8.04,1.368,4.159
26,2041.0,11.108,0.02,24.576999999999998,19.728,1.971,0.8,29.759999999999998,2.65,8.59,1.468,4.394
27,2042.0,11.108,0.02,24.435000000000002,19.701999999999998,2.471,0.8,35.282,2.65,9.34,1.568,4.393
28,2043.0,11.108,0.02,23.412999999999997,19.701999999999998,2.5,0.8,41.354,2.65,10.5,1.618,4.4
29,2044.0,11.108,0.02,24.371,19.692,2.5,0.8,47.666000000000004,2.65,12.0,1.618,4.554
30,2045.0,11.299,0.02,24.669999999999998,19.692,2.5,0.8,53.313,2.65,13.5,1.618,4.686
31,2046.0,11.706,0.021,25.878,19.638,2.5,0.0,58.647000000000006,2.65,14.75,1.618,4.836
32,2047.0,12.102,0.021,26.447,19.638,2.5,0.0,64.487,2.65,16.0,1.618,5.062
33,2048.0,12.513,0.021,19.588,19.638,2.5,1.5,72.048,2.658,17.25,1.618,5.1930000000000005
34,2049.0,13.183,0.038,20.351,19.638,2.5,2.555,78.956,2.658,18.5,1.618,5.28
35,2050.0,15.463000000000001,0.039,17.948999999999998,21.238,2.5,4.055,83.966,2.658,19.75,1.618,5.409000000000001
36,2051.0,15.517,0.039,16.867,21.238,2.956,4.055,89.35600000000001,4.582,21.0,1.718,5.414000000000001
37,2052.0,15.726,0.039,16.871000000000002,21.238,3.269,4.055,94.862,4.727,22.25,1.818,5.414000000000001
38,2053.0,15.786,0.039,17.630000000000003,22.11,3.5,4.055,99.57200000000002,4.984999999999999,23.5,1.868,5.362000000000001
39,2054.0,15.786,0.039,17.858999999999998,22.11,3.5,5.346,105.101,5.643,24.75,1.868,5.207000000000001
40,2055.0,12.866,0.039,20.646,22.11,3.5,5.429,112.30700000000002,5.643,26.0,1.868,5.207000000000001
41,2056.0,10.007,0.055,24.773,22.11,3.5,5.429,118.58000000000001,5.942,27.0,1.618,5.207000000000001
42,2057.0,10.076,0.055,25.881,22.11,3.5,5.679,123.968,6.798,28.0,1.618,5.207000000000001
43,2058.0,10.076,0.055,26.424000000000003,23.127,3.5,6.639,128.886,7.292,29.0,1.618,5.207000000000001
44,2059.0,10.076,0.055,26.929000000000002,23.127,3.5,7.748,136.25199999999998,8.218,30.0,1.618,5.207000000000001
45,2060.0,10.076,0.055,26.929000000000002,23.407,3.5,9.45,142.991,9.331,31.0,1.618,5.207000000000001
46,2061.0,10.076,0.055,26.932000000000002,23.364,3.5,10.721,148.627,9.986,32.5,1.518,5.207000000000001
47,2062.0,10.076,0.055,26.97,23.364,3.5,12.012,153.138,11.348,34.016,1.5,5.336
48,2063.0,10.100999999999999,0.055,27.012000000000004,23.364,3.5,13.362,157.20000000000002,12.348,35.905,1.5,5.535000000000001
49,2064.0,10.100999999999999,0.053,27.025000000000002,23.364,3.5,14.801,161.533,13.450000000000001,38.15,1.5,5.535000000000001
50,2065.0,10.100999999999999,0.05,27.025000000000002,23.614,3.5,16.331,165.904,14.523,40.168,1.5,5.535000000000001
51,2066.0,9.644,0.019,27.031,23.614,3.5,18.307,171.84199999999996,16.044,42.148,1.5,5.550000000000001
52,2067.0,10.232999999999999,0.019,27.031,23.582,3.5,19.2,180.28300000000002,16.334,43.398,1.5,5.800000000000001
53,2068.0,11.869,0.019,27.031,23.582,3.5,19.6,187.26000000000002,17.375,43.953,1.5,5.800000000000001
54,2069.0,13.496,0.019,27.038999999999998,23.582,3.5,20.0,194.901,18.27,44.453,1.5,5.800000000000001
55,2070.0,14.099,0.019,28.13,25.282,3.5,20.4,202.092,19.269999999999996,44.953,1.5,5.800000000000001
