,y,CSP (with storage),CSP (without storage),Solar FPV,Solar PV (roof top),Solar PV (utility),Solar PV with storage
0,2015.0,0.0,0.0,0.0,0.0723,0.127,0.0
1,2016.0,0.0,0.0,0.0,0.0911,0.3272,0.0
2,2017.0,0.0,0.0,0.0,0.1034,0.3272,0.0
3,2018.0,0.0,0.0,0.0,0.1034,0.6609,0.0
4,2019.0,0.0,0.0,0.0,0.1034,0.6609,0.0
5,2020.0,0.0,0.0,0.0,0.101,1.3255000000000001,0.0
6,2021.0,6.5328,5.1926,0.0,0.766,2.991,0.9828
7,2022.0,6.5328,5.1926,0.0,1.0973000000000002,4.6566,1.4742
8,2023.0,6.5328,5.1926,0.0,1.0949000000000002,4.6535,1.4742
9,2024.0,6.5328,5.1926,0.0,1.0925,4.650399999999999,1.4742
10,2025.0,6.5328,5.1926,0.0,1.0901,4.6475,1.4742
11,2026.0,6.5328,5.1926,0.0,1.0877000000000001,4.6444,1.4742
12,2027.0,6.5328,5.1926,0.0,1.0853000000000002,4.6415,1.4742
13,2028.0,6.5328,5.1926,0.0,1.0829000000000002,6.3069999999999995,1.4742
14,2029.0,6.5328,5.1926,0.0,1.0805,7.9726,1.4742
15,2030.0,6.5328,5.1926,0.0,1.0781,9.6381,3.7439999999999998
16,2031.0,6.5328,5.1926,0.0,4.7565,12.972199999999999,9.9635
17,2032.0,6.5328,5.1926,0.0,9.4451,16.3062,17.737099999999998
18,2033.0,6.5328,5.1926,0.0,15.463000000000001,19.6403,22.7682
19,2034.0,6.5328,5.1926,2.1004,22.4734,22.9744,27.7992
20,2035.0,6.5328,5.1926,4.2008,26.9875,26.308500000000002,28.2906
21,2036.0,6.5328,5.1926,10.1588,32.8894,29.6426,33.3215
22,2037.0,6.5328,5.1926,12.2592,44.4559,32.976699999999994,38.3525
23,2038.0,6.5328,5.1926,14.3596,59.0995,36.3108,43.3835
24,2039.0,6.5328,5.1926,16.46,69.65830000000001,39.6449,48.414500000000004
25,2040.0,6.5328,5.1926,18.5604,83.08950000000002,42.9153,53.4456
26,2041.0,6.5328,5.1926,18.5604,101.3418,47.7207,58.4766
27,2042.0,6.5328,5.1926,18.5604,127.7618,52.7263,63.5076
28,2043.0,6.5328,5.1926,18.5604,157.962,57.3983,68.5386
29,2044.0,6.5328,5.1926,18.5604,189.2855,62.404,73.5696
30,2045.0,6.5328,5.1926,18.5604,217.261,66.7421,78.6006
31,2046.0,0.0,0.0,18.5604,243.5774,70.0792,84.75429999999999
32,2047.0,0.0,0.0,18.5604,270.623,73.4164,94.5895
33,2048.0,0.0,19.4721,18.6172,306.38809999999995,78.422,104.42469999999999
34,2049.0,0.0,33.1699,18.6172,338.27750000000003,83.4277,114.2599
35,2050.0,0.0,52.642,18.6172,360.3306,88.4333,121.8253
36,2051.0,0.0,52.642,32.1206,387.0279,93.439,125.43350000000001
37,2052.0,0.0,52.642,33.1322,414.255,98.4447,129.263
38,2053.0,0.0,52.642,34.9242,439.3073,101.7818,130.7462
39,2054.0,0.0,69.4016,39.4935,466.53299999999996,105.1189,137.0719
40,2055.0,0.0,70.4804,39.4935,500.40860000000004,108.456,148.12369999999999
41,2056.0,0.0,70.4804,41.5679,533.6921,110.1245,153.9603
42,2057.0,0.0,73.7259,46.9721,561.3711999999999,111.7931,159.40419999999997
43,2058.0,0.0,86.1857,50.226699999999994,586.0409999999999,113.4616,165.0424
44,2059.0,0.0,100.5813,56.0085,615.4242999999999,125.64240000000001,170.2804
45,2060.0,20.4179,106.4476,62.4735,642.019,136.70159999999998,175.7108
46,2061.0,37.9056,109.0439,66.2643,663.026,146.9136,180.97629999999998
47,2062.0,55.7232,111.6402,74.00630000000001,675.8108000000001,158.0899,186.45139999999998
48,2063.0,74.5074,114.2364,80.06,684.8254,170.12120000000002,192.17449999999997
49,2064.0,94.7475,116.8327,86.0661,692.9835,184.6437,197.4701
50,2065.0,116.4593,119.429,91.2991,704.5059999999999,195.99949999999998,202.76569999999998
51,2066.0,145.4782,122.0253,91.07530000000001,717.7294999999999,213.85610000000003,206.90720000000002
52,2067.0,156.7883,124.6216,84.08910000000002,730.2666,244.0788,207.4301
53,2068.0,160.0547,127.2179,89.8472,734.1283,275.4611,207.9214
54,2069.0,163.3211,129.8141,92.26220000000002,741.911,312.5582,208.4128
55,2070.0,166.5876,132.4104,103.67030000000001,760.3026,332.59090000000003,208.9042
