,y,Amarti-Neshe,Aswan 1,Aswan 2,Baro,Bedden,Birbir,Chemoga Yeda,Dagash,Dal,Esna,Finchaa,Genji,High Aswan Dam,Jebel Aulia,Kajbar,Karadobi,Kashm El Girba ,Lake Tana - Beles,Lakki,Large hydropower plant (Dam),Lower Dabus,Lower Dedessa,Medium hydropower plant (Run-of river),Merowe,Mograt,Naga Hamadi,New Assiut Barrage,Renaissance,Roseires,Sabaloka,Sennar,Shereik,Sor,Tams,Tekeze 1,Tekeze 2,Tis Abay 1,Tis Abay 2,Upper Atbara,Upper Mandaya
11,2026.0,1.3901,8.3886,8.089,0.0,0.0,0.0,0.0,0.0,0.0,2.3936,1.7675,0.0,45.3459,0.3955,10.7853,0.0,0.2157,6.3945,8.6045,47.3655,0.0,0.0,1.6028,33.1627,0.0,1.9174,0.9509,53.4936,4.0445,0.0,0.3895,12.4193,0.0714,0.0,8.9878,11.3845,0.3296,2.3368,2.6234,0.0
12,2027.0,1.3901,8.3886,8.089,13.6907,0.0,0.0,0.0,0.0,0.0,2.3936,1.7675,0.0,45.3459,0.3955,10.7853,0.0,0.2157,6.3945,9.0136,46.0163,0.0,0.0,1.6028,33.1627,0.0,1.9174,0.9509,53.4936,4.0445,0.0,0.3895,12.4193,0.0695,0.0,8.9878,10.4345,0.3296,2.3368,2.6234,0.0
13,2028.0,1.3901,8.3886,8.089,13.6907,0.0,0.0,0.0,9.3473,0.0,2.3936,1.7675,0.0,45.3459,0.3955,10.7853,0.0,0.2157,6.3945,9.3306,47.3655,0.0,0.0,1.6028,33.1627,0.0,1.9174,0.9509,53.4936,4.0445,0.0,0.3895,12.4193,0.0714,0.0,8.9878,11.3845,0.3296,2.3368,2.6234,0.0
14,2029.0,1.3901,8.3886,8.089,13.6907,0.0,0.0,0.0,9.3473,0.0,2.3936,1.7675,0.0,45.3459,0.3955,10.7853,0.0,0.2157,6.3945,9.5963,47.3655,0.0,0.0,1.6028,33.1627,0.0,1.9174,0.9509,53.4936,4.0445,0.0,0.3895,12.4193,0.0714,0.0,8.9878,11.3845,0.3296,2.3368,2.6234,0.0
15,2030.0,1.3901,8.3886,8.089,13.6907,0.0,0.0,0.0,9.3473,19.4136,2.3936,1.7675,0.0,45.3459,0.3955,10.7853,0.0,0.2157,6.3945,9.8374,47.3655,0.0,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,53.4936,4.0445,6.1416,0.3895,12.4193,0.0714,0.0,8.9878,11.3845,0.3296,2.3368,2.6234,0.0
16,2031.0,1.3901,8.3886,8.089,13.6907,0.0,0.0,0.0,9.3473,19.4136,2.3936,1.7675,0.0,45.3459,0.3955,10.7853,0.0,0.2157,6.3945,10.0352,47.3655,0.0,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,53.4936,4.0445,6.1416,0.3895,12.4193,0.0714,0.0,8.9878,11.3845,0.3296,2.3368,2.6234,0.0
17,2032.0,1.3901,8.3886,8.089,13.6907,0.0,0.0,0.0,9.3473,19.4136,2.3936,1.7675,0.0,45.3459,0.3955,10.7853,0.0,0.2157,6.3945,10.0432,47.3655,0.0,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,53.4936,4.0445,6.1416,0.3895,12.4193,0.0714,0.0,8.9878,11.3845,0.3296,2.3368,2.6234,0.0
18,2033.0,1.3901,8.3886,8.089,13.6907,0.0,0.0,0.0,9.3473,19.4136,2.3936,1.7675,0.0,45.3459,0.3955,10.7853,0.0,0.2157,6.3945,10.0432,47.3655,0.0,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,53.4936,4.0445,6.1416,0.3895,12.4193,0.0714,0.0,8.9878,11.3845,0.3296,2.3368,2.6234,0.0
19,2034.0,1.3901,8.3886,8.089,13.6907,0.0,0.0,0.0,9.3473,19.4136,2.3936,1.7675,0.0,45.3459,0.3955,10.7853,0.0,0.2157,6.3945,10.0432,47.3655,0.0,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,53.4936,4.0445,6.1416,0.3895,12.4193,0.0714,0.0,8.9878,11.3845,0.3296,2.3368,2.6234,0.0
20,2035.0,1.3901,8.3886,8.089,13.6907,0.0,0.0,0.0,9.3473,19.4136,2.3936,1.7675,0.0,45.3459,0.3955,10.7853,0.0,0.2157,6.3945,10.0432,47.3655,0.0,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,53.4936,4.0445,6.1416,0.3895,12.4193,0.0714,0.0,8.9878,11.3845,0.3296,2.3368,2.6234,0.0
21,2036.0,1.3901,8.3886,8.089,13.6907,0.0,0.0,0.0,9.3473,19.4136,2.3936,1.7675,0.0,45.3459,0.3955,10.7853,0.0,0.2157,6.3945,10.0432,47.3655,0.0,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,53.4936,4.0445,6.1416,0.3895,12.4193,0.0714,0.0,8.9878,11.3845,0.3296,2.3368,2.6234,0.0
22,2037.0,1.3901,8.3886,8.089,13.6907,0.0,0.0,0.0,9.3473,19.4136,2.3936,1.7675,0.0,45.3459,0.3955,10.7853,0.0,0.2157,6.3945,10.0432,47.3655,0.0,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,53.4936,4.0445,6.1416,0.3895,12.4193,0.0714,0.0,8.9878,11.3845,0.3296,2.3368,2.6234,0.0
23,2038.0,1.3901,8.3886,8.089,13.6907,12.4544,0.0,0.0,9.3473,19.4136,2.3936,1.7675,0.0,45.3459,0.3955,10.7853,0.0,0.2157,6.3945,5.4898,47.3655,0.0,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,53.4936,4.0445,6.1416,0.3895,12.4193,0.0714,0.0,8.9878,11.3845,0.3296,2.3368,2.6234,0.0
24,2039.0,1.3901,8.3886,8.089,13.6907,13.9433,0.0,0.0,9.3473,19.4136,2.3936,1.7675,0.0,45.3459,0.3955,10.7853,0.0,0.2157,6.3945,4.8625,47.3655,0.0,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,53.4936,4.0445,6.1416,0.3895,12.4193,0.0714,0.0,8.9878,11.3845,0.3296,2.3368,2.6234,0.0
25,2040.0,1.3901,8.3886,8.089,13.6907,13.8827,0.0,0.0,9.3473,19.4136,2.3936,1.7675,0.0,45.3459,0.3955,10.7853,0.0,0.2157,6.3945,5.8097,47.3655,0.0,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,53.4936,4.0445,6.1416,0.3895,12.4193,0.0714,0.0,8.9878,11.3845,0.3296,2.3368,2.6234,0.0
26,2041.0,1.3901,8.3886,8.089,13.6907,12.235,0.0,0.0,9.3473,19.4136,2.3936,1.7675,0.0,45.3459,0.3955,10.7853,0.0,0.2157,6.3945,8.6184,47.3655,0.0,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,53.4936,4.0445,6.1416,0.3895,12.4193,0.0714,0.0,8.9878,11.3845,0.3296,2.3368,2.6234,0.0
27,2042.0,1.3901,8.3886,8.089,13.6907,11.9051,0.0,0.0,9.3473,19.4136,2.3936,1.7675,0.0,45.3459,0.3955,10.7853,0.0,0.2157,6.3945,10.0432,47.3655,0.0,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,53.4936,4.0445,6.1416,0.0,12.4193,0.0714,0.0,8.9878,11.3845,0.3296,2.3368,2.6234,0.0
28,2043.0,1.0097,8.3886,8.089,13.6907,13.9433,0.0,0.0,9.3473,19.4136,2.3936,1.7675,0.0,45.3459,0.3955,10.7853,0.0,0.2157,6.3945,8.8276,46.9142,0.0,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,53.4936,4.0445,6.1416,0.0,12.4193,0.0567,0.0,8.9878,11.3845,0.2394,2.3368,2.6234,0.0
29,2044.0,1.0097,8.3886,8.089,13.6907,13.9433,0.0,0.0,9.3473,19.4136,2.3936,1.7675,0.0,45.3459,0.3955,10.7853,0.0,0.0,6.3945,9.5092,46.6525,0.0,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,51.2018,4.0445,6.1416,0.0,12.4193,0.0567,0.0,8.9878,11.3845,0.2394,2.3368,2.6234,0.0
30,2045.0,1.0097,8.3886,8.089,13.6907,13.9433,0.0,0.0,9.3473,19.4136,2.3936,1.6141,0.0,45.3459,0.3955,10.7853,0.0,0.0,6.3945,10.0432,46.9844,0.0,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,53.4936,4.0445,6.1416,0.0,12.4193,0.0567,0.0,7.9866,8.2696,0.2394,2.3368,2.6234,0.0
31,2046.0,1.0097,8.3886,8.089,13.6907,13.9433,0.0,0.0,9.3473,19.4136,2.3936,1.7675,2.4488,45.3459,0.3955,10.7853,0.0,0.0,5.6937,10.0432,47.3655,0.0,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,48.0064,0.0,6.1416,0.0,12.4193,0.0559,0.0,8.9878,11.3845,0.2608,2.3368,2.6234,0.0
32,2047.0,0.7792,8.3886,8.089,13.6907,13.9433,0.0,0.0,9.3473,19.4136,2.3936,1.7675,2.4152,45.3459,0.3955,10.7853,0.0,0.0,4.0225,10.0432,46.0827,0.0,0.0,1.1643,33.1627,4.6592,1.9174,0.9509,47.5999,0.0,6.1416,0.0,12.4193,0.0559,0.0,8.9878,11.35,0.2073,2.3368,2.6234,0.0
33,2048.0,0.8744,8.3886,8.089,13.6907,13.9433,0.0,0.0,9.3473,19.4136,2.3936,1.7675,2.4152,45.3459,0.3955,10.7853,0.0,0.0,4.0225,10.0432,47.3655,0.0,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,47.9086,0.0,6.1416,0.0,12.4193,0.0572,0.0,6.5286,10.1164,0.2073,2.3368,2.6234,0.0
34,2049.0,0.8744,8.3886,8.089,13.6907,13.9433,0.0,0.0,9.3473,19.4136,2.3936,1.7675,2.4152,45.3459,0.3955,10.7853,0.0,0.0,4.0225,10.0432,47.3655,0.0,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,47.458,0.0,6.1416,0.0,12.4193,0.0559,0.0,6.5286,10.1164,0.2073,2.3368,2.6234,0.0
35,2050.0,0.8744,8.3886,8.089,13.6907,13.9433,0.0,0.0,9.3473,19.4136,2.3936,1.7675,1.3726,45.3459,0.3955,10.7853,21.9139,0.0,3.9994,9.9876,43.9835,0.0,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,38.8089,0.0,6.1416,0.0,12.4193,0.0318,0.0,8.9878,11.3845,0.1527,2.2324,2.6234,0.0
36,2051.0,0.8744,8.3886,8.089,13.6907,13.9433,0.0,0.0,9.3473,19.4136,2.3936,1.1508,0.9279,45.3459,0.3955,10.7853,21.9139,0.0,4.419,10.0432,42.9871,0.0,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,35.7249,0.0,6.1416,0.0,12.4193,0.0215,0.0,8.9878,11.3845,0.1202,2.3368,2.6234,0.0
37,2052.0,0.8744,8.3886,8.089,13.6907,13.9433,0.0,0.0,9.3473,19.4136,2.3936,1.1508,0.9279,45.3459,0.3955,10.7853,21.9139,0.0,4.419,10.0432,44.0207,0.0,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,33.7879,0.0,6.1416,0.0,12.4193,0.0215,0.0,8.9878,9.0165,0.1202,2.3368,2.6234,0.0
38,2053.0,0.7376,8.3886,8.089,11.628,13.9433,0.0,0.0,9.3473,19.4136,2.3936,0.0,1.9705,45.3459,0.3955,10.7853,21.9139,0.0,4.419,10.0432,43.1603,0.0,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,33.5685,0.0,6.1416,0.0,12.4193,0.0215,11.0954,8.9878,9.0165,0.1202,2.2324,2.6234,0.0
39,2054.0,0.7376,8.3886,8.089,10.8722,13.9433,0.0,0.0,9.3473,19.4136,2.3936,0.0,1.9705,45.3459,0.3955,10.7853,21.1498,0.0,4.419,10.0432,42.4536,0.0,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,31.5571,0.0,6.1416,0.0,12.4193,0.0215,14.9796,8.0028,10.1369,0.1202,2.2324,2.6234,0.0
40,2055.0,0.7376,8.3886,8.089,11.628,13.9433,0.0,0.0,9.3473,19.4136,2.3936,0.0,3.0836,45.3459,0.3955,10.7853,21.4744,0.0,4.419,10.0432,41.3344,0.0,0.0,1.4272,33.1627,4.6592,1.9174,0.9509,30.9629,0.0,6.1416,0.0,12.4193,0.0215,13.338,8.9878,10.1369,0.1202,1.8533,2.6234,0.0
41,2056.0,0.7376,8.3886,8.089,13.1071,13.9433,0.0,0.0,9.3473,19.4136,2.3936,0.0,3.0836,45.3459,0.3955,10.7853,18.2848,0.0,4.419,10.0432,42.0782,0.0,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,31.2451,0.0,6.1416,0.0,12.4193,0.0215,14.9796,8.0028,9.0288,0.1202,1.6233,2.6234,0.0
42,2057.0,0.5071,8.3886,8.089,11.532,13.9433,0.0,0.0,9.3473,19.4136,2.3936,0.0,3.0836,45.3459,0.3955,10.7853,18.5238,0.0,5.4793,10.0432,43.0115,0.0,0.0,1.6028,33.1627,4.6592,1.9174,0.9509,32.3832,0.0,6.1416,0.0,12.4193,0.0456,11.88,8.0028,10.1369,0.1202,1.2358,2.6234,0.0
43,2058.0,0.5071,8.3886,8.089,13.6907,13.9433,4.7962,0.0,9.3473,19.4136,2.3936,0.0,3.0836,45.3459,0.3955,10.7853,18.0353,0.0,4.419,10.0432,42.9478,0.0,6.919,1.6028,33.1627,4.6592,1.9174,0.9509,30.3769,0.0,6.1416,0.0,12.4193,0.0215,11.88,7.128,10.1369,0.1202,1.2358,2.6234,0.0
44,2059.0,0.7376,8.3886,8.089,11.3673,13.9433,4.7962,0.0,9.3473,19.4136,2.3936,0.0,3.0836,45.3459,0.3955,10.7853,21.9139,0.0,3.3817,10.0432,38.8697,0.0,7.3359,1.6028,33.1627,4.6592,1.9174,0.9509,30.9944,0.0,6.1416,0.0,12.4193,0.0215,13.7056,7.1118,9.0288,0.1202,1.6233,2.6234,0.0
45,2060.0,0.7376,8.3886,8.089,10.8722,13.9433,4.7962,3.1801,9.3473,19.4136,2.3936,0.0,3.0836,45.3459,0.3955,10.7853,21.9139,0.0,4.442,10.0432,37.6812,0.0,7.3359,1.5668,33.1627,4.6592,1.9174,0.9509,30.5024,0.0,6.1416,0.0,12.4193,0.0215,14.31,5.8984,9.0288,0.1202,1.6233,2.6234,0.0
46,2061.0,0.7376,8.3886,8.089,13.6907,13.9433,4.7962,3.1801,9.3473,19.4136,2.3936,0.0,3.0836,45.3459,0.3955,10.7853,17.2888,0.0,4.442,10.0432,38.2305,0.0,6.534,0.6031,33.1627,4.6592,1.9174,0.9509,29.2609,0.0,6.1416,0.0,12.4193,0.0215,14.9796,7.458,9.0288,0.1202,2.0024,2.6234,0.0
47,2062.0,0.7376,8.3886,8.089,13.6907,13.9433,3.8694,3.1801,9.3473,19.4136,2.3936,0.0,3.0836,45.3459,0.3955,10.7853,18.5251,0.0,4.442,10.0432,37.5646,0.0,7.3359,0.8215,33.1627,4.6592,1.9174,0.9509,29.1101,0.0,6.1416,0.0,12.4193,0.0714,14.31,7.128,9.0288,0.1749,2.2298,2.6234,0.0
48,2063.0,0.7376,8.3886,8.089,11.628,13.9433,3.8694,3.1801,9.3473,19.4136,2.3936,0.0,3.0836,45.3459,0.3955,10.7853,21.9139,0.0,5.0644,10.0432,37.5646,0.0,6.534,0.9158,33.1627,4.6592,1.9174,0.9509,29.8323,0.0,6.1416,0.0,12.4193,0.0456,11.841,8.586,9.0288,0.1749,1.6233,2.6234,0.0
49,2064.0,0.7376,8.3886,8.089,13.6907,13.9433,4.6045,3.1801,9.3473,19.4136,2.3936,0.0,3.0836,45.3459,0.3955,10.3032,18.0353,0.0,5.0644,9.9359,37.5646,0.0,6.534,0.8215,33.1627,4.5041,1.9174,0.9509,28.7322,0.0,5.8671,0.0,12.0959,0.0559,13.7665,8.9878,9.0288,0.2608,1.6233,2.6234,0.0
50,2065.0,0.9656,8.3886,8.089,10.4187,13.9433,4.7962,3.1801,8.9294,19.4136,2.3936,0.0,2.004,45.3459,0.3955,10.3032,17.7554,0.0,4.4305,9.826,38.6459,2.97,6.534,0.6964,32.1315,4.6592,1.9174,0.9509,37.9574,0.0,6.1416,0.0,11.8727,0.0559,9.423,7.1118,11.3589,0.2073,1.8533,2.6234,0.0
51,2066.0,1.2378,8.3886,8.089,9.5046,13.6475,3.9038,2.0053,8.9294,19.4136,2.3936,0.0,2.4152,45.3459,0.3955,10.3032,18.5869,0.0,5.9536,10.0432,37.5646,2.3558,7.3211,0.666,33.1627,4.6592,1.9174,0.9509,42.3744,0.0,6.1416,0.0,12.4193,0.0456,13.338,8.9878,10.1164,0.2073,1.8533,2.6234,0.0
52,2067.0,1.2378,8.3886,8.089,11.532,13.9433,4.3388,2.4841,8.9294,18.5458,2.3936,0.0,2.4152,45.3459,0.3955,10.3032,21.2558,0.0,6.3945,9.5432,34.5425,2.7203,5.1827,0.3321,33.1627,4.5041,1.9174,0.9509,53.4936,0.0,5.8671,0.0,11.8727,0.0628,13.338,8.9878,8.2696,0.2073,2.3368,2.6234,0.0
53,2068.0,1.2352,8.3886,8.089,11.532,13.9433,4.3043,3.1801,9.3473,19.4136,2.3936,0.0,3.0836,45.3459,0.3955,10.3032,19.8426,0.0,4.6449,9.3338,41.5309,3.3345,5.9846,0.333,33.1627,4.6592,1.9174,0.9509,52.4583,0.0,6.1416,0.0,12.4193,0.0456,13.338,8.9878,11.3845,0.2928,2.0807,2.6234,0.0
54,2069.0,0.8729,8.3886,8.089,10.4187,13.9433,3.8694,2.8279,8.9294,18.5458,2.3936,0.0,3.0836,45.3459,0.3955,10.3032,19.2466,0.0,5.0529,10.0432,42.1748,3.5775,7.3359,0.333,33.1627,4.6592,1.9174,0.9509,53.4936,0.0,6.1416,0.0,12.4193,0.0559,14.9796,8.9878,10.1369,0.2604,2.0807,2.6234,0.0
55,2070.0,1.1024,8.3886,8.089,13.2019,13.9433,4.3043,3.1801,9.3473,18.5458,2.3936,0.0,3.0161,45.3459,0.3955,10.7853,21.6827,0.0,5.0713,8.8994,42.3905,2.97,6.534,0.2544,33.1627,4.5041,1.9174,0.9509,42.3164,0.0,6.1416,0.0,12.4193,0.0567,11.826,8.9878,10.8756,0.2934,2.2324,2.6234,17.4892
