Coal,Oil,Gas,Hydro,Nuclear,Solar CSP,Solar PV,Solar FPV,Wind,Biomass,Geothermal,Backstop,power_trade,CCC
160.08,3.79,596.25,67.09,0.0,0.0,14.25,0.0,44.59,0.0,0.0,0.0,3.92,EG
0.0,0.34,10.67,148.81,0.0,0.0,6.51,0.0,13.46,0.7,28.04,0.0,1.99,ET
0.0,5.45,0.0,98.94,0.0,0.0,4.51,0.0,0.0,0.86,0.0,0.0,-5.91,SD
0.0,0.03,2.17,10.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SS
