,y,Bedden,Lakki
0,2024.0,0.0,8.0073
1,2025.0,0.0,8.4664
2,2026.0,0.0,8.8908
3,2027.0,0.0,9.2949
4,2028.0,0.0,9.6157
5,2029.0,0.0,9.9096
6,2030.0,0.0,10.1612
7,2031.0,0.0,10.2788
8,2032.0,0.0,10.2788
9,2033.0,0.0,10.2788
10,2034.0,0.0,10.2788
11,2035.0,0.0,10.2788
12,2036.0,10.7154,7.6271
13,2037.0,14.2677,5.2597
14,2038.0,13.1089,7.5304
15,2039.0,11.8522,9.8134
16,2040.0,14.2677,8.368
17,2041.0,13.4837,9.7316
18,2042.0,14.1187,9.71
19,2043.0,14.2677,10.0391
20,2044.0,14.2677,10.2788
21,2045.0,14.2677,10.2788
22,2046.0,14.2677,10.2788
23,2047.0,14.2677,10.2788
24,2048.0,14.2677,10.2788
25,2049.0,14.2677,10.2788
26,2050.0,14.2677,10.2788
27,2051.0,14.2677,10.2788
28,2052.0,14.2677,10.2788
29,2053.0,14.2677,10.2788
30,2054.0,14.2677,10.2788
31,2055.0,14.2677,10.2788
32,2056.0,14.2677,10.2788
33,2057.0,14.2677,10.2788
34,2058.0,14.2677,10.2788
35,2059.0,14.2677,10.2788
36,2060.0,14.1103,10.2788
37,2061.0,14.2677,10.0098
38,2062.0,14.2677,9.8958
39,2063.0,13.739,10.2788
40,2064.0,13.6147,10.2488
41,2065.0,14.2677,9.4201
42,2066.0,14.1905,9.3177
43,2067.0,13.4657,9.8589
44,2068.0,13.4139,9.7354
45,2069.0,14.2677,8.6774
46,2070.0,13.6411,9.1078
