Coal,Oil,Gas,Hydro,Nuclear,Solar CSP,Solar PV,Solar FPV,Wind,Biomass,Geothermal,Backstop,power_trade,CCC
346.83,6.74,773.68,67.09,0.0,0.0,62.91,0.0,100.84,0.0,0.0,0.0,4.8,EG
0.0,0.0,12.35,145.08,0.0,0.0,32.45,0.0,149.08,0.0,27.93,0.0,-1.69,ET
0.0,0.0,9.81,103.6,0.0,0.0,60.95,0.0,33.23,0.0,10.72,0.0,-3.11,SD
0.0,0.0,2.15,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SS
