Coal,Oil,Gas,Hydro,Nuclear,Solar CSP,Solar PV,Solar FPV,Wind,Biomass,Geothermal,Backstop,power_trade,CCC
613.63,0.0,1651.28,67.09,0.0,0.0,39.82,0.0,219.48,0.0,0.0,0.0,3.34,EG
0.0,0.0,6.51,134.49,0.0,0.0,318.67,0.0,300.61,0.0,0.0,0.0,-1.86,ET
39.13,0.0,19.53,86.12,0.0,0.0,327.45,0.0,51.02,0.0,10.72,0.0,-1.48,SD
0.0,0.0,3.31,21.74,0.0,0.0,36.24,0.0,0.0,0.0,0.0,0.0,0.0,SS
