,y,Solar PV (roof top),Solar PV with storage
0,2050.0,0.11404758135816626,0.0
1,2051.0,0.0,0.15743305376383232
2,2052.0,0.003996806191111441,0.16049971649445374
3,2053.0,0.16196613240798505,0.07578228377959101
4,2054.0,0.16740089582759543,0.07832515356133725
5,2055.0,0.17299002437900482,0.08094024919666631
6,2056.0,0.17875054742637037,0.08363553855030284
7,2057.0,0.2824434802122984,0.03058987789470792
8,2058.0,0.3157407103475654,0.01793960585347301
9,2059.0,0.3261901239936349,0.018533315679727734
10,2060.0,0.3588609180795086,0.004536907425504326
11,2061.0,0.2605951452652895,0.0
12,2062.0,0.2663167507919802,0.0
13,2063.0,0.0,0.18170478957125502
14,2064.0,0.0,0.18572168085103918
15,2065.0,0.28436317138577594,0.0
16,2066.0,0.2906657022341346,0.0
17,2067.0,0.2971092995451518,0.0
18,2068.0,0.30371961963112254,0.0
19,2069.0,0.31050866728011106,0.0
20,2070.0,0.4315158837564244,0.0
