Coal,Oil,Gas,Hydro,Nuclear,Solar CSP,Solar PV,Solar FPV,Wind,Biomass,Geothermal,Backstop,power_trade,CCC
0.0,0.0,968.62,67.09,93.82,299.0,183.91,18.55,539.25,67.75,0.0,0.0,326.54,EG
2.18,0.72,0.76,189.86,0.0,0.0,489.62,52.97,0.0,0.0,110.66,0.0,-2.51,ET
146.45,0.0,34.41,96.96,0.0,0.0,501.5,21.1,0.0,0.0,9.73,0.0,-177.25,SD
0.0,0.0,5.08,23.58,0.0,0.0,28.31,0.0,0.0,0.0,10.72,0.0,0.0,SS
